time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/fps,train/value_loss,train/approx_kl,train/explained_variance,train/loss,train/policy_gradient_loss,train/clip_range,train/clip_fraction,train/entropy_loss,train/std,train/learning_rate,train/n_updates
221184,246,4818.954545454545,2409.656010613636,27,896,0.08753582036279113,0.008134242,0.3762572407722473,0.033269159495830536,-0.00444372125530208,0.2,0.068798828125,-2.877411185204983,1.015878438949585,0.0003,260
229376,255,4822.733333333334,2411.549789333333,28,896,0.16305709107291477,0.006703341,0.36251378059387207,-0.00462515652179718,-0.0029304607171070527,0.2,0.07130126953125,-2.8765151396393778,1.0215473175048828,0.0003,270
237568,265,4829.808510638298,2415.1007008936167,29,896,0.08894795083760983,0.0065825703,0.35877567529678345,0.012781173922121525,-0.003681246935593663,0.2,0.07552490234375,-2.8743868611752985,1.01701021194458,0.0003,280
245760,274,4836.306122448979,2418.361385142857,30,896,0.15299844144992675,0.004882048,0.3377956748008728,0.018122578039765358,-0.003645633215273847,0.2,0.05709228515625,-2.8607421550899743,1.0067861080169678,0.0003,290
253952,283,4839.36,2419.8732785400002,31,896,0.1672839179958828,0.0070498483,0.3667341470718384,-0.002403593622148037,-0.003259928762417985,0.2,0.06727294921875,-2.860443327203393,1.0128734111785889,0.0003,300
262144,292,4845.115384615385,2422.7671260576926,32,896,0.08837275870519079,0.006705613,0.3351723551750183,0.2183065265417099,-0.004498480195979937,0.2,0.07841796875,-2.8660022491589188,1.0138983726501465,0.0003,310
270336,301,4850.444444444444,2425.4308223148146,33,896,0.15989347915401594,0.0075101526,0.34739160537719727,-0.007335800677537918,-0.0030436427594395356,0.2,0.07652587890625,-2.865126290358603,1.0159926414489746,0.0003,320
278528,310,4852.963636363636,2426.695698818182,34,896,0.16920726157659374,0.007784988,0.38172203302383423,-0.017828669399023056,-0.0031870779708697227,0.2,0.065771484375,-2.8445617774501444,0.9954847097396851,0.0003,330
286720,319,4857.736842105263,2429.094870122807,35,896,0.08761570543920243,0.0063517187,0.39559435844421387,0.027722321450710297,-0.004158459770769696,0.2,0.069091796875,-2.8201726213097573,0.992716372013092,0.0003,340
294912,328,4862.186440677966,2431.3287111355935,36,897,0.15693677554481839,0.0070759775,0.360811710357666,0.031097233295440674,-0.0031352108027931534,0.2,0.06016845703125,-2.824443339370191,0.9937883615493774,0.0003,350
303104,337,4864.3,2432.3954956333337,37,897,0.16355225004517707,0.008689898,0.37853020429611206,-0.00700016226619482,-0.0039049406103004005,0.2,0.0787109375,-2.844612761028111,1.0059435367584229,0.0003,360
311296,346,4868.322580645161,2434.407725564516,38,897,0.08778090731975681,0.0071465084,0.40751612186431885,0.0190022811293602,-0.00392982462362852,0.2,0.07718505859375,-2.837895383313298,0.9970736503601074,0.0003,370
319488,355,4872.09375,2436.2929118125003,39,898,0.15756503699194582,0.007927056,0.3875635862350464,0.010785616934299469,-0.003935598690804909,0.2,0.092041015625,-2.824551215954125,0.9922511577606201,0.0003,380
327680,364,4873.892307692307,2437.195970661539,40,898,0.16082770069406252,0.0074823024,0.4054208993911743,0.03565981239080429,-0.002983029453753261,0.2,0.0759521484375,-2.816709398664534,0.9890917539596558,0.0003,390
335872,373,4877.328358208955,2438.913292462687,41,898,0.08464676821531611,0.009207135,0.43232113122940063,-0.015051872469484806,-0.005987046245718375,0.2,0.0959716796875,-2.7787078192457555,0.9645570516586304,0.0003,400
344064,382,4878.970588235294,2439.730458882353,42,898,0.15430616611556616,0.006182974,0.4177742600440979,0.03363947570323944,-0.002759250477538444,0.2,0.07633056640625,-2.7733754800632595,0.9704260230064392,0.0003,410
352256,391,4882.114285714286,2441.303383428572,43,899,0.08794723337159667,0.0067175273,0.40374237298965454,-0.010881565511226654,-0.003432907671231078,0.2,0.06622314453125,-2.753008396178484,0.9543890953063965,0.0003,420
360448,400,4885.083333333333,2442.7800853611116,44,899,0.14249027202531578,0.009007572,0.4286787509918213,0.10192669928073883,-0.0036879824518109674,0.2,0.07874755859375,-2.721977774426341,0.9408002495765686,0.0003,430
368640,409,4886.506849315068,2443.4962453424664,45,899,0.16536189745529556,0.0072764587,0.496349036693573,0.4249837398529053,-0.004512232300839969,0.2,0.07490234375,-2.71167767085135,0.9379054307937622,0.0003,440
376832,418,4889.24,2444.8745245600007,46,899,0.08695348427099817,0.007210501,0.4714481234550476,0.017137382179498672,-0.003255725393682951,0.2,0.07811279296875,-2.6982405895367263,0.9352155923843384,0.0003,450
385024,427,4891.831168831169,2446.183333701299,47,900,0.1472269004512782,0.008015987,0.5259121358394623,0.0502738282084465,-0.0037974417482473655,0.2,0.08056640625,-2.7040571996942164,0.936815619468689,0.0003,460
393216,436,4893.076923076923,2446.8008571666674,48,900,0.15698168486123903,0.0067549506,0.5026377737522125,0.034408293664455414,-0.004511665776226437,0.2,0.07337646484375,-2.694443775713444,0.930576741695404,0.0003,470
401408,445,4895.475,2447.9989430500004,49,900,0.08736096915163216,0.007616015,0.5134906470775604,0.008873533457517624,-0.005111790537557681,0.2,0.0884033203125,-2.678402769751847,0.9231730699539185,0.0003,480
409600,454,4897.756097560976,2449.129478743903,50,900,0.14414053017790138,0.0070118187,0.5011479258537292,0.027098894119262695,-0.0024853166403772777,0.2,0.0757080078125,-2.6790686689317225,0.9271388053894043,0.0003,490
417792,463,4898.855421686747,2449.690684662651,51,900,0.15786264662456234,0.008113598,0.5387623310089111,0.007135219871997833,-0.0035181818260753062,0.2,0.08321533203125,-2.6659815018996595,0.9177058935165405,0.0003,500
425984,472,4900.976470588235,2450.737227988236,52,901,0.08035553546851588,0.0073512746,0.5161452293395996,0.13121357560157776,-0.004975786858631181,0.2,0.0839111328125,-2.6680549792945385,0.9219145774841309,0.0003,510
434176,481,4903.0,2451.750112413794,53,901,0.14301819710308336,0.00656485,0.5236110389232635,0.0944824367761612,-0.003940617987973382,0.2,0.08182373046875,-2.682680029608309,0.9305422306060791,0.0003,520
442368,490,4903.977272727273,2452.2448880568186,54,901,0.15691199531283928,0.0067348406,0.5603404641151428,0.006925078108906746,-0.004673894504230702,0.2,0.071826171875,-2.696327893435955,0.9346075057983398,0.0003,530
450560,499,4905.866666666667,2453.184307788889,55,902,0.08211663454385416,0.007554654,0.5835570096969604,0.012489086017012596,-0.004896256561551127,0.2,0.0915771484375,-2.695406266674399,0.9297292232513428,0.0003,540
458752,508,4906.780219780219,2453.640883857143,56,902,0.15252394211056525,0.008912308,0.6014596521854401,0.03370196372270584,-0.0042980823629477525,0.2,0.09449462890625,-2.6787042168900372,0.9215518832206726,0.0003,550
466944,517,4908.548387096775,2454.529960935484,57,902,0.08586339425382902,0.008308599,0.558931440114975,0.021916203200817108,-0.004738094988715602,0.2,0.081201171875,-2.650991240143776,0.9081964492797852,0.0003,560
475136,526,4910.242105263158,2455.3756020210526,58,903,0.1335029146819579,0.008223119,0.6086534261703491,0.13765579462051392,-0.00491773220601317,0.2,0.091259765625,-2.6449625231325626,0.9116781949996948,0.0003,570
483328,534,4911.0625,2455.7851344791666,59,903,0.1496888383757323,0.00864903,0.622950941324234,0.056884992867708206,-0.00428584637484164,0.2,0.09075927734375,-2.6488795282319186,0.9110320806503296,0.0003,580
491520,543,4912.65306122449,2456.571606285714,60,903,0.08078877743573684,0.008394834,0.630848616361618,-0.01347918901592493,-0.0047380321226228265,0.2,0.084326171875,-2.6341461626812817,0.8992573022842407,0.0003,590
499712,552,4914.18,2457.33880982,61,904,0.13016710707415768,0.008573394,0.648920089006424,-0.005152415484189987,-0.004850550467017456,0.2,0.09544677734375,-2.6274780467152596,0.9031872749328613,0.0003,600
507904,561,4951.59,2476.0480983800003,62,904,0.13420219929394078,0.008815242,0.6243401765823364,0.33232638239860535,-0.00486084091317025,0.2,0.0880126953125,-2.6223388204351066,0.8953922986984253,0.0003,610
516096,570,4989.0,2494.75113889,63,904,0.07682202348514693,0.010461638,0.6256428956985474,0.028510864824056625,-0.0060026713086699605,0.2,0.09793701171875,-2.6010356560349464,0.8878263235092163,0.0003,620
524288,579,4989.0,2494.76954156,64,904,0.13048211212553723,0.008688194,0.6673711836338043,0.10330139100551605,-0.006260817373549799,0.2,0.0935546875,-2.5972420990467073,0.8867975473403931,0.0003,630
532480,588,4989.0,2494.78237946,65,905,0.13167880014152616,0.007922798,0.6400977373123169,0.6628564596176147,-0.005954612884306698,0.2,0.09298095703125,-2.5995499063283205,0.8918542861938477,0.0003,640
540672,597,4989.0,2494.7763159999995,66,905,0.07294586993630219,0.009149242,0.6301557421684265,-0.0023379549384117126,-0.006610981036283192,0.2,0.10115966796875,-2.6035468496382235,0.8863009214401245,0.0003,650
548864,605,4989.0,2494.7669192,67,905,0.13432675950862177,0.0077516823,0.6689364016056061,0.033083438873291016,-0.003838818236908992,0.2,0.091064453125,-2.580344328843057,0.8778976202011108,0.0003,660
557056,614,4989.0,2494.77017895,68,906,0.13482707499533716,0.007973336,0.6732309758663177,-0.013087097555398941,-0.0036686640269181225,0.2,0.087890625,-2.569175717048347,0.8738918304443359,0.0003,670
565248,623,4989.0,2494.77607485,69,906,0.07236106529126118,0.010211572,0.6581047773361206,0.007035758346319199,-0.008410728391027078,0.2,0.1046630859375,-2.561568841896951,0.8732690811157227,0.0003,680
573440,632,4989.0,2494.78301582,70,906,0.12863511768300667,0.008472328,0.679801732301712,0.018237870186567307,-0.0046477116928144825,0.2,0.09451904296875,-2.5591907711699604,0.8710901737213135,0.0003,690
581632,641,4989.0,2494.78939113,71,906,0.07684674270058167,0.008341054,0.6550093591213226,0.031111959367990494,-0.006647075399814639,0.2,0.09761962890625,-2.5674452276900412,0.876049280166626,0.0003,700
589824,650,4989.0,2494.7711530899996,72,906,0.11532377782350522,0.008443563,0.6905032396316528,0.007235958240926266,-0.005732982496920158,0.2,0.092333984375,-2.5629119105637073,0.8714175224304199,0.0003,710
598016,659,4989.0,2494.7833666399993,73,907,0.11814127511825064,0.008273765,0.672563225030899,0.020682483911514282,-0.005078057532591629,0.2,0.084228515625,-2.5533895356580616,0.8679744005203247,0.0003,720
606208,668,4989.0,2494.77368342,74,907,0.06980474487318133,0.009040475,0.6624422371387482,0.014955073595046997,-0.0057400690884605865,0.2,0.08668212890625,-2.536581649072468,0.8566243648529053,0.0003,730
614400,677,4989.0,2494.76583647,75,907,0.11883180733821064,0.008313874,0.6957828998565674,0.09968447685241699,-0.005035172967473045,0.2,0.08677978515625,-2.530756028369069,0.8622373342514038,0.0003,740
622592,686,4989.0,2494.7671315000002,76,907,0.1278146616590675,0.009268666,0.7063367962837219,-0.0194846298545599,-0.004133747409650823,0.2,0.0913330078125,-2.5364076893776657,0.8611055612564087,0.0003,750
630784,695,4989.0,2494.7647466000003,77,907,0.07072504671923525,0.009418815,0.7059349715709686,-0.005237387493252754,-0.005353621731228486,0.2,0.096044921875,-2.532390351779759,0.8579049110412598,0.0003,760
638976,704,4989.0,2494.76007953,78,907,0.11058140869936324,0.008115245,0.7001506388187408,0.01782440021634102,-0.004882106668810593,0.2,0.09007568359375,-2.5370767315849663,0.8656272888183594,0.0003,770
647168,713,4989.0,2494.75428354,79,907,0.1255414868122898,0.008988487,0.7323955297470093,0.04031874239444733,-0.0046371217838895975,0.2,0.09002685546875,-2.54390889108181,0.8650401830673218,0.0003,780
655360,721,4989.0,2494.7663710300003,80,907,0.0695102135752677,0.009205246,0.7183559238910675,0.045445311814546585,-0.006752292732198839,0.2,0.09815673828125,-2.5288889756426216,0.8564645051956177,0.0003,790
663552,730,4989.0,2494.78071209,81,907,0.12652953414144577,0.009418596,0.7432787716388702,0.01853005960583687,-0.004648030087992083,0.2,0.09022216796875,-2.5219395834952594,0.8545732498168945,0.0003,800
671744,739,4989.0,2494.78064128,82,907,0.1272028926141502,0.008165887,0.7425207495689392,0.02504379115998745,-0.004785144858760759,0.2,0.09459228515625,-2.5231841718778014,0.8539794683456421,0.0003,810
679936,748,4989.0,2494.7818014000004,83,908,0.06841023429915367,0.01041425,0.7298401296138763,0.006501290947198868,-0.006626982059970032,0.2,0.10760498046875,-2.50463832821697,0.8417050242424011,0.0003,820
688128,757,4989.0,2494.7855102400003,84,908,0.12165826674936397,0.0087004285,0.74886155128479,0.03687666356563568,-0.004925503132835729,0.2,0.094091796875,-2.497180027700961,0.8453142046928406,0.0003,830
696320,766,4989.0,2494.7977159300003,85,908,0.07030573977135646,0.009298952,0.7128085494041443,0.018037009984254837,-0.004871634413939318,0.2,0.10074462890625,-2.4862319830805064,0.8389405012130737,0.0003,840
704512,775,4989.0,2494.7873401800007,86,908,0.10972907193827268,0.008886172,0.7479538917541504,0.02227320522069931,-0.0056729775074927605,0.2,0.10152587890625,-2.474618495069444,0.8324331045150757,0.0003,850
712704,784,4989.0,2494.7987824200004,87,908,0.12104326414046226,0.008545673,0.7600228786468506,-0.0014788582921028137,-0.004211951043544104,0.2,0.09228515625,-2.4749716743826866,0.8351781368255615,0.0003,860
720896,793,4989.0,2494.8061953,88,908,0.07015083088372194,0.0093844365,0.7358610928058624,0.3010060489177704,-0.006442511757268221,0.2,0.106591796875,-2.4649077337235212,0.8269226551055908,0.0003,870
729088,802,4989.0,2494.8044956299996,89,908,0.11517316837598628,0.008672571,0.7674338072538376,0.03856087103486061,-0.00498063748673303,0.2,0.10281982421875,-2.438337903097272,0.8171079158782959,0.0003,880
737280,811,4989.0,2494.8002902099997,90,908,0.11155099694733508,0.009062396,0.7753879278898239,0.013292182236909866,-0.004290010705153691,0.2,0.08701171875,-2.4340868633240462,0.8184576034545898,0.0003,890
745472,820,4989.0,2494.79564152,91,908,0.0687258680278319,0.009037947,0.7626173049211502,0.010705577209591866,-0.005735315831043408,0.2,0.096728515625,-2.435260394774377,0.8167850971221924,0.0003,900
753664,829,4989.0,2494.7910627,92,908,0.10564681520336308,0.008547658,0.7771421074867249,-0.0071527399122715,-0.005322772617364535,0.2,0.10115966796875,-2.440532499179244,0.8225489854812622,0.0003,910
761856,838,4989.0,2494.7976796600005,93,908,0.11018265990060172,0.0099451905,0.7798048853874207,0.005721671506762505,-0.005235026200170978,0.2,0.1064208984375,-2.442386488430202,0.8208286762237549,0.0003,920
770048,847,4989.0,2494.79966327,94,909,0.06171833673979563,0.009672618,0.7732542753219604,-0.01151161640882492,-0.007834386758258916,0.2,0.11357421875,-2.4168365871533752,0.8077454566955566,0.0003,930
778240,855,4989.0,2494.79962425,95,909,0.11749330163947888,0.011159435,0.7638597935438156,0.21679389476776123,-0.004646072642935905,0.2,0.115625,-2.3901987548917534,0.7956430912017822,0.0003,940
786432,864,4989.0,2494.7829024400003,96,909,0.08901260808779625,0.00948902,0.7965046316385269,-0.02255229279398918,-0.0065079787178547125,0.2,0.10836181640625,-2.3850799545645716,0.7993895411491394,0.0003,950
794624,873,4989.0,2494.76720978,97,909,0.08004416571711773,0.0090386495,0.7875030487775803,-0.014677613042294979,-0.006385968664835673,0.2,0.09954833984375,-2.406871615536511,0.8072462677955627,0.0003,960
802816,882,4989.0,2494.7704044200004,98,909,0.11029476942421752,0.011502561,0.8091540783643723,0.024673938751220703,-0.005400280825779191,0.2,0.10699462890625,-2.3918583903461696,0.798989474773407,0.0003,970
811008,891,4989.0,2494.7722502099996,99,909,0.06408866334386402,0.010389339,0.7853538244962692,0.0142144076526165,-0.007706414793938165,0.2,0.11312255859375,-2.3788127077743413,0.7941964864730835,0.0003,980
819200,900,4989.0,2494.76180112,100,909,0.0928302505031752,0.009646984,0.7853211611509323,0.18404781818389893,-0.0058957869936421044,0.2,0.10533447265625,-2.3743870232254265,0.7926673889160156,0.0003,990
827392,909,4989.0,2494.74698579,101,909,0.10963972549216124,0.010933078,0.8033149540424347,0.03501787409186363,-0.004979254761201446,0.2,0.10709228515625,-2.3815308399498463,0.7981871962547302,0.0003,1000
835584,918,4989.0,2494.75204709,102,909,0.06348741590118152,0.010465048,0.7932528406381607,0.029803765937685966,-0.008384668449798483,0.2,0.11929931640625,-2.3717943532392383,0.791354775428772,0.0003,1010
843776,927,4989.0,2494.75670831,103,909,0.09543124331867148,0.009849042,0.7997965961694717,0.03561048582196236,-0.005450623965953127,0.2,0.10994873046875,-2.3670890096575024,0.7891591787338257,0.0003,1020
851968,936,4989.0,2494.7480061,104,909,0.10609966828487813,0.010723221,0.8050469160079956,0.006190558895468712,-0.008589400729397312,0.2,0.11854248046875,-2.3531681349501015,0.7836205959320068,0.0003,1030
860160,945,4989.0,2494.74622699,105,909,0.05868542167372652,0.010459538,0.7987300902605057,-0.018837347626686096,-0.006550613208855793,0.2,0.1114501953125,-2.339773388765752,0.7795467376708984,0.0003,1040
868352,954,4989.0,2494.73004491,106,909,0.09509883726095722,0.01013809,0.8050387054681778,0.002835579216480255,-0.005949853476704447,0.2,0.1112060546875,-2.3391745576635,0.7802390456199646,0.0003,1050
876544,963,4989.0,2494.7230751200004,107,909,0.1012604619616468,0.00956674,0.8171867579221725,0.008283580653369427,-0.005689012529182946,0.2,0.1061767578125,-2.3508152736350896,0.7856723070144653,0.0003,1060
884736,972,4989.0,2494.6988861100003,108,910,0.05727443018877239,0.010569152,0.8089358359575272,0.004948252812027931,-0.006457092492928496,0.2,0.11170654296875,-2.362523235566914,0.790608286857605,0.0003,1070
892928,981,4989.0,2494.6840511,109,910,0.09403400084556779,0.011138888,0.819428876042366,0.04108190909028053,-0.005302891524479492,0.2,0.1127685546875,-2.379085017181933,0.7977540493011475,0.0003,1080
901120,990,4989.0,2494.6976633199997,110,910,0.0702529385642265,0.011325829,0.8138860315084457,0.03366519510746002,-0.008217581738426816,0.2,0.1238525390625,-2.3783690735697745,0.7947211265563965,0.0003,1090
909312,999,4989.0,2494.69478864,111,910,0.07888189542718464,0.011545275,0.819067507982254,-0.02169973962008953,-0.008545834801043383,0.2,0.11751708984375,-2.373340358585119,0.7937917709350586,0.0003,1100
917504,1008,4989.0,2494.6717669299996,112,910,0.10226979982326156,0.010570092,0.8316380083560944,0.2892955541610718,-0.0034574375273223267,0.2,0.09334716796875,-2.377486972883344,0.79408860206604,0.0003,1110
925696,1017,4989.0,2494.67484881,113,910,0.06191137058849563,0.010087118,0.8062522262334824,-0.027317458763718605,-0.006688026523625013,0.2,0.1087646484375,-2.3770136488601565,0.7946768403053284,0.0003,1120
933888,1025,4989.0,2494.67194304,114,910,0.09452572201516887,0.010489561,0.846344530582428,0.011116288602352142,-0.007889906929631253,0.2,0.1174072265625,-2.3816523756831884,0.7945204973220825,0.0003,1130
942080,1034,4989.0,2494.6579864,115,910,0.09955876160383922,0.010583548,0.8466233015060425,-0.005207214504480362,-0.005564438874716871,0.2,0.119482421875,-2.3632522804662583,0.7859492301940918,0.0003,1140
950272,1043,4989.0,2494.6561524500007,116,910,0.059834126572241075,0.011350726,0.8261757045984268,-0.006346111185848713,-0.00799610856520303,0.2,0.1147216796875,-2.349000799655914,0.780762791633606,0.0003,1150
958464,1052,4989.0,2494.64002655,117,910,0.09186627243943804,0.00968294,0.8536230474710464,-0.004252243787050247,-0.006248125638740021,0.2,0.11783447265625,-2.334263848513365,0.7738326787948608,0.0003,1160
966656,1061,4989.0,2494.6459658500003,118,910,0.10036302560474723,0.009939317,0.8463301956653595,0.01799730211496353,-0.00601827328428044,0.2,0.11575927734375,-2.3191096372902393,0.7704952955245972,0.0003,1170
974848,1070,4989.0,2494.62991758,119,910,0.055553427712220584,0.011267391,0.8218346983194351,0.0038720648735761642,-0.008221875173694571,0.2,0.12208251953125,-2.3033684289082883,0.7637754678726196,0.0003,1180
983040,1079,4989.0,2494.6268538599998,120,910,0.09221398797162692,0.012182966,0.8469792902469635,0.005108056589961052,-0.006813446807791479,0.2,0.13260498046875,-2.295270944945514,0.7618693709373474,0.0003,1190
991232,1088,4989.0,2494.63454165,121,910,0.0928168346406892,0.011581633,0.8494513183832169,0.005353223532438278,-0.003952099881644244,0.2,0.1061279296875,-2.284051104821265,0.7580809593200684,0.0003,1200
999424,1097,4989.0,2494.6128144,122,910,0.05074414781702217,0.010797974,0.8286560773849487,0.0046055931597948074,-0.008013279456281452,0.2,0.1154296875,-2.2894111376255752,0.7612499594688416,0.0003,1210
1007616,1106,4989.0,2494.6138651,123,910,0.08623721813128213,0.011685522,0.8561358451843262,-0.010007576085627079,-0.005791047933962545,0.2,0.11209716796875,-2.2815795287489893,0.7562952041625977,0.0003,1220
1015808,1115,4989.0,2494.60940526,124,910,0.0681736718492175,0.011881396,0.8275125175714493,0.008612552657723427,-0.006377661258738954,0.2,0.12081298828125,-2.258107468113303,0.7459652423858643,0.0003,1230
1024000,1124,4989.0,2494.59313811,125,910,0.07463234029019077,0.0115227215,0.8654929399490356,0.02389265038073063,-0.007324067024819669,0.2,0.11688232421875,-2.248789444938302,0.7430275678634644,0.0003,1240
1032192,1133,4989.0,2494.58865477,126,910,0.08670395920562442,0.011803199,0.8592792451381683,0.01814460940659046,-0.006632723778238869,0.2,0.12335205078125,-2.239012635871768,0.7409476041793823,0.0003,1250
1040384,1142,4989.0,2494.58643339,127,910,0.05379735694041301,0.010557579,0.8367661982774734,0.023954762145876884,-0.008347915383637883,0.2,0.12584228515625,-2.2416088743135334,0.7403635382652283,0.0003,1260
1048576,1151,4989.0,2494.58886878,128,910,0.08949044942019099,0.012817008,0.8661701381206512,0.03531268984079361,-0.0076190600884729065,0.2,0.12830810546875,-2.222211421839893,0.7307789325714111,0.0003,1270
1056768,1160,4989.0,2494.5969497799997,129,910,0.09137840041148593,0.012736971,0.8648469299077988,0.028083287179470062,-0.0076591126089624595,0.2,0.13214111328125,-2.1782886082306505,0.7149201035499573,0.0003,1280
1064960,1169,4989.0,2494.5780966500006,130,910,0.05502791898652504,0.011092359,0.8424784690141678,-0.01642698608338833,-0.00692933352838736,0.2,0.11763916015625,-2.1631065145134927,0.7146980166435242,0.0003,1290
1073152,1178,4989.0,2494.56432416,131,910,0.08344189904746599,0.012245646,0.8719423860311508,0.060637544840574265,-0.006388304188658367,0.2,0.130908203125,-2.1452509788796306,0.7061094045639038,0.0003,1300
1081344,1187,4989.0,2494.56074782,132,910,0.10162205599772278,0.012337036,0.8477366715669632,0.13565756380558014,-0.0066020481892337555,0.2,0.13798828125,-2.128606797195971,0.7021374702453613,0.0003,1310
