time/fps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/loss,train/clip_range,train/explained_variance,train/n_updates,train/entropy_loss,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/value_loss,train/std
1980,1,0.06077560000000002,989.0,20480,10,,,,,,,,,,,
1685,2,-0.090658925,989.0,40960,24,-0.00736459344625473,0.2,-43.102901458740234,10,-2.8448459263145924,0.0003,0.004009311,-0.001516224887163844,0.032529296875,0.0098483546442003,1.0036590099334717
1599,3,-0.047995516666666675,989.0,61440,38,-0.0020823399536311626,0.2,-1.1449310779571533,20,-2.831878309547901,0.0003,0.0057866545,-0.002862571026053047,0.046572265625,0.0025843720943157676,0.99586021900177
1557,4,-0.010649662500000004,989.0,81920,52,-0.012174605391919613,0.2,-0.05377054214477539,30,-2.8305553836375474,0.0003,0.005715101,-0.002610922470485093,0.05025390625,0.0021219781386389515,0.994634747505188
1537,5,0.026395590000000003,989.0,102400,66,-0.0023420928046107292,0.2,0.01688218116760254,40,-2.8172168818861247,0.0003,0.00871478,-0.0028392091183923186,0.085712890625,0.0019422689181010356,0.9879589080810547
1524,6,0.03779196,989.0,122880,80,0.014714193530380726,0.2,0.023262083530426025,50,-2.804053856655955,0.0003,0.0076691685,-0.0017784671507251914,0.065556640625,0.00184355258323194,0.9802279472351074
1513,7,0.15275723000000002,989.0,143360,94,-0.016486505046486855,0.2,-0.014270186424255371,60,-2.7832937107980253,0.0003,0.007291086,-0.0032183440394874196,0.0680322265625,0.0020144624701970313,0.9717358350753784
1505,8,0.19086562,989.0,163840,108,-0.014165750704705715,0.2,-0.00035309791564941406,70,-2.7608286712318657,0.0003,0.009421577,-0.0013658816655515694,0.079453125,0.0017428908353758744,0.9647485017776489
1500,9,0.27492988,989.0,184320,122,0.02191026136279106,0.2,0.003475666046142578,80,-2.743977175951004,0.0003,0.00831348,-0.0009820483186922502,0.088505859375,0.0019517330930648314,0.9523580074310303
1496,10,0.32508824000000003,989.0,204800,136,-0.010601573623716831,0.2,0.002274155616760254,90,-2.73317219145596,0.0003,0.0067420267,-0.001137289373727981,0.066884765625,0.0017486862677651516,0.9488700032234192
