time/iterations,time/fps,time/total_timesteps,time/time_elapsed,train/entropy_loss,train/learning_rate,train/clip_fraction,train/clip_range,train/approx_kl,train/std,train/explained_variance,train/n_updates,train/loss,train/value_loss,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean
50,727,614400,844,-2.3173466842621564,0.0003,0.0421875,0.2,0.0050109467,0.7709347605705261,-0.0006062984466552734,490,21.602920532226562,47.28851098219554,-0.00017145801551426604,9989.0,79.61231483333334
51,729,626688,859,-2.292164161677162,0.0003,0.0474853515625,0.2,0.005672378,0.7580780982971191,-0.0001804828643798828,500,27.14301300048828,51.80221281051636,-0.0011760498010213874,9989.0,79.61231483333334
52,730,638976,875,-2.2806434414039054,0.0003,0.054728190104166664,0.2,0.004852176,0.7562299966812134,-0.00012612342834472656,510,24.899248123168945,48.331975702444716,-0.0006788342261036935,9989.0,79.61231483333334
53,731,651264,890,-2.2826478662590186,0.0003,0.0434326171875,0.2,0.0052243955,0.7558493614196777,-0.0009101629257202148,520,21.56126594543457,48.99335650801659,-8.42646319748989e-06,9989.0,79.61231483333334
54,732,663552,906,-2.2830463647842407,0.0003,0.038492838541666664,0.2,0.003754168,0.7572954297065735,-0.003263711929321289,530,25.577499389648438,51.877878847718236,-0.0006979050905404923,9989.0,79.36685187878788
55,733,675840,921,-2.2821507713447016,0.0003,0.06492513020833333,0.2,0.0056834705,0.7582852840423584,0.0008373260498046875,540,26.770156860351562,49.42006485760212,-6.72793065556713e-05,9989.0,79.36685187878788
56,733,688128,937,-2.250304209813476,0.0003,0.07076822916666667,0.2,0.008350995,0.7395370006561279,-0.0003294944763183594,550,23.206958770751953,52.530672518412274,0.0003926785828904637,9989.0,79.36685187878788
57,734,700416,953,-2.2113503966480494,0.0003,0.066455078125,0.2,0.006149551,0.7292309999465942,-0.0008565187454223633,560,25.220375061035156,52.52049337228139,0.00029019013685077275,9989.0,79.36685187878788
58,735,712704,968,-2.185772098104159,0.0003,0.05144856770833333,0.2,0.004400717,0.7213208675384521,-0.00016963481903076172,570,30.55023765563965,49.33132481873035,-0.0010348545643258452,9989.0,79.36685187878788
59,736,724992,984,-2.1674811843782664,0.0003,0.062117513020833334,0.2,0.0059253923,0.714058518409729,0.00011086463928222656,580,23.134479522705078,50.7204590310653,-0.0024414946437900653,9989.0,78.89012348611112
60,737,737280,999,-2.16198026885589,0.0003,0.07860514322916666,0.2,0.006977542,0.7134914994239807,0.00023651123046875,590,27.79088592529297,49.54300746421019,0.0007165365173326184,9989.0,78.89012348611112
61,738,749568,1015,-2.1387276557584602,0.0003,0.052718098958333334,0.2,0.005314234,0.7055658102035522,-0.0025441646575927734,600,23.006357192993164,53.51889914969603,-0.0017819786558902705,9989.0,78.89012348611112
62,739,761856,1030,-2.1338159962246817,0.0003,0.051985677083333334,0.2,0.0053713396,0.7029129266738892,-0.00017535686492919922,610,23.478343963623047,54.9532856186231,0.0003654047241676987,9989.0,78.89012348611112
63,737,774144,1049,-2.130542977899313,0.0003,0.0409423828125,0.2,0.0044574784,0.7043462991714478,0.0005014538764953613,620,24.943037033081055,57.02311560908954,-0.00013542794634607464,9989.0,78.89012348611112
64,738,786432,1064,-2.1280296308298907,0.0003,0.049910481770833334,0.2,0.0056663174,0.7011957764625549,0.0006662607192993164,630,27.88731575012207,54.54172525207202,-0.0017008637388547263,9989.0,75.05806270512821
65,739,798720,1080,-2.1098029550164936,0.0003,0.04425455729166667,0.2,0.005065846,0.6931878924369812,-0.0018950700759887695,640,29.072996139526367,54.388510286808014,-0.0006661069766172053,9989.0,75.05806270512821
66,737,811008,1098,-2.0922228193531436,0.0003,0.0466552734375,0.2,0.004835464,0.6855182647705078,0.0004277229309082031,650,29.78700065612793,55.71897597213586,0.00047689495962307166,9989.0,75.05806270512821
67,736,823296,1117,-2.062173955018322,0.0003,0.05029296875,0.2,0.0047200555,0.678231954574585,-0.0029592514038085938,660,24.525028228759766,53.15944499174754,-0.0015777319497525847,9989.0,75.05806270512821
68,737,835584,1133,-2.0508631045619645,0.0003,0.053751627604166664,0.2,0.0062857587,0.673382580280304,-0.0003139972686767578,670,19.00237464904785,48.89236290653547,-0.0009744444459405106,9989.0,75.05806270512821
69,735,847872,1152,-2.0403192427009342,0.0003,0.043741861979166664,0.2,0.0045202696,0.6730480194091797,0.0003688931465148926,680,27.743066787719727,50.571938982605936,-0.0003730764282712092,9989.0,80.7979762261905
70,736,860160,1167,-2.039683305347959,0.0003,0.0521240234375,0.2,0.0056362264,0.6693955659866333,-0.001000523567199707,690,22.665380477905273,52.774590744574866,-0.00029353873469517566,9989.0,80.7979762261905
71,737,872448,1182,-2.026865517968933,0.0003,0.0415283203125,0.2,0.004512724,0.6636011600494385,-0.0004305839538574219,700,25.015827178955078,50.43964694241683,-9.960742706122498e-05,9989.0,80.7979762261905
72,738,884736,1198,-2.011813834061225,0.0003,0.038492838541666664,0.2,0.004269563,0.6617088913917542,-0.0011937618255615234,710,28.161039352416992,51.008041789134346,0.0005348282202855141,9989.0,80.7979762261905
73,739,897024,1213,-2.0078821836660308,0.0003,0.043310546875,0.2,0.004112297,0.6585302352905273,-0.0008925199508666992,720,27.293581008911133,51.17453031937281,-0.0011385658786214965,9989.0,80.7979762261905
74,739,909312,1229,-1.977589091223975,0.0003,0.0601318359375,0.2,0.0059361104,0.6486982703208923,-0.0005096197128295898,730,27.695663452148438,50.171365474661194,-0.0016057849822876354,9989.0,73.81848153333334
75,740,921600,1244,-1.9562598643824458,0.0003,0.04853515625,0.2,0.0043701828,0.6425384283065796,-0.0005954504013061523,740,27.01947021484375,52.823190319538114,-0.0009780379524575741,9989.0,73.81848153333334
76,741,933888,1259,-1.9415604346742232,0.0003,0.0622314453125,0.2,0.0064795725,0.6378613114356995,0.000953376293182373,750,25.733129501342773,53.435687871774036,0.00017986150390546148,9989.0,73.81848153333334
77,739,946176,1278,-1.9285973196228345,0.0003,0.043017578125,0.2,0.0040925504,0.634742259979248,-0.0006390810012817383,760,21.763416290283203,48.344002132614456,0.00014294506205866735,9989.0,73.81848153333334
78,740,958464,1294,-1.9153806130091349,0.0003,0.040364583333333336,0.2,0.0047343173,0.6286987066268921,0.0007286667823791504,770,28.850460052490234,49.78269656697909,-0.00036480026841066623,9989.0,73.81848153333334
79,741,970752,1309,-1.8996940774843096,0.0003,0.06502278645833333,0.2,0.0051428485,0.6243038177490234,-0.0010095834732055664,780,24.144384384155273,51.35970234076182,0.0012346949965528135,9989.0,69.96995955208334
80,740,983040,1327,-1.8740228828042746,0.0003,0.0535888671875,0.2,0.0057005105,0.6159577369689941,-0.0011081695556640625,790,24.33298683166504,50.54934360384941,-0.0014301434275694191,9989.0,69.96995955208334
81,740,995328,1343,-1.8559073720127344,0.0003,0.04326985677083333,0.2,0.0046143592,0.6127969622612,0.00027626752853393555,800,29.83997917175293,53.13413278063138,-0.0005024023150326685,9989.0,69.96995955208334
82,741,1007616,1358,-1.8493757281452416,0.0003,0.03990885416666667,0.2,0.0043127052,0.6111404895782471,0.0005034208297729492,810,21.596782684326172,47.200901919603346,-0.0007519232569999682,9989.0,69.96995955208334
83,742,1019904,1374,-1.8603631259252629,0.0003,0.0413818359375,0.2,0.004219897,0.614633321762085,-0.0026400089263916016,820,22.96046257019043,48.466335420807205,-0.0007898460551587049,9989.0,77.29423339
84,742,1032192,1389,-1.8684452940399447,0.0003,0.03522135416666667,0.2,0.003675455,0.6174920797348022,0.00015747547149658203,830,26.15319061279297,49.07419115404288,-0.000779029835636417,9989.0,77.29423339
85,743,1044480,1404,-1.8743840678284565,0.0003,0.03689778645833333,0.2,0.004445721,0.6183962821960449,-0.0012918710708618164,840,25.548242568969727,54.031706390778226,-0.0009236506895831554,9989.0,77.29423339
86,744,1056768,1420,-1.8466909378146132,0.0003,0.044148763020833336,0.2,0.00514529,0.6074173450469971,-0.0009293556213378906,850,28.31519317626953,51.61252696414788,-0.0003866638588078786,9989.0,77.29423339
87,744,1069056,1435,-1.828414629213512,0.0003,0.038232421875,0.2,0.0038754663,0.603445291519165,-0.0018203258514404297,860,21.981489181518555,49.30652413169543,-0.0009829972940982165,9989.0,77.29423339
88,745,1081344,1450,-1.8056109310438235,0.0003,0.051497395833333334,0.2,0.0054047205,0.59556645154953,0.000746607780456543,870,22.064329147338867,46.88947018682957,-0.0027556353338392607,9989.0,83.94780005000001
89,745,1093632,1466,-1.7951832661405205,0.0003,0.03924153645833333,0.2,0.0038175676,0.5910706520080566,0.0005939006805419922,880,22.71758460998535,50.512889902790384,-0.0009674121716670925,9989.0,83.94780005000001
90,744,1105920,1484,-1.7815572225178282,0.0003,0.050008138020833336,0.2,0.0054444447,0.5904811024665833,-0.0009059906005859375,890,22.069543838500977,50.82654623091221,3.4798756435823938e-06,9989.0,83.94780005000001
91,745,1118208,1500,-1.773822168384989,0.0003,0.03868815104166667,0.2,0.004299953,0.5859240293502808,-6.99758529663086e-05,900,29.45541763305664,55.350215033690134,-0.0006133464739832561,9989.0,83.94780005000001
92,746,1130496,1515,-1.7724709975222745,0.0003,0.044694010416666666,0.2,0.0047524,0.5879833698272705,-0.0011992454528808594,910,22.32778549194336,52.645409138997394,-0.0012793071603179366,9989.0,83.94780005000001
93,746,1142784,1530,-1.777368777928253,0.0003,0.048722330729166666,0.2,0.004600938,0.5886069536209106,-0.002554655075073242,920,29.696115493774414,55.55255704720815,6.898400812739661e-05,9989.0,88.75217782
94,745,1155072,1549,-1.779257843643427,0.0003,0.0458251953125,0.2,0.004892828,0.589415431022644,-0.0019085407257080078,930,23.17751121520996,51.236522883176804,-0.0006347275841108058,9989.0,88.75217782
95,746,1167360,1564,-1.7699863096078237,0.0003,0.05795084635416667,0.2,0.0053084935,0.5869395732879639,-0.002652406692504883,940,23.50837516784668,50.31882396042347,-0.000302259572102533,9989.0,88.75217782
96,745,1179648,1583,-1.7601490306978425,0.0003,0.04117024739583333,0.2,0.0049645337,0.5812196731567383,6.073713302612305e-05,950,32.62318801879883,55.76631503502528,0.00015828591725342752,9989.0,88.75217782
97,744,1191936,1601,-1.7438245218247175,0.0003,0.0512451171875,0.2,0.004890852,0.5777488946914673,0.002433300018310547,960,26.923297882080078,51.21965418855349,-0.0008601850857909691,9989.0,88.75217782
98,744,1204224,1616,-1.7509819887578488,0.0003,0.06110026041666667,0.2,0.0070780995,0.5836330652236938,-0.0014657974243164062,970,27.616479873657227,54.100532456239065,0.0004926302700672143,9989.0,107.55261116000001
99,745,1216512,1632,-1.7443311412508289,0.0003,0.05398763020833333,0.2,0.005610253,0.5787730813026428,-0.00014102458953857422,980,25.566360473632812,46.78982129792372,-7.305802743455085e-05,9989.0,107.55261116000001
100,744,1228800,1650,-1.7441752057522535,0.0003,0.04419759114583333,0.2,0.004776632,0.577614426612854,-3.325939178466797e-05,990,28.330591201782227,49.67342350184917,-0.0002543131062945273,9989.0,107.55261116000001
101,744,1241088,1666,-1.7371098949884376,0.0003,0.0683837890625,0.2,0.006376034,0.5758752822875977,0.00039947032928466797,1000,25.74370002746582,51.26093649069468,0.0015536989725660534,9989.0,107.55261116000001
102,745,1253376,1681,-1.7286389583721757,0.0003,0.03795572916666667,0.2,0.003509355,0.5739818811416626,0.0016015172004699707,1010,30.04564666748047,55.63828148841858,-0.0017260631463917283,9989.0,107.55261116000001
103,745,1265664,1696,-1.7220754095663626,0.0003,0.06680501302083333,0.2,0.00587587,0.5708481669425964,-0.002743244171142578,1020,20.275848388671875,51.80966669519742,-0.002474565780115275,9989.0,116.10827782999999
104,746,1277952,1711,-1.7153091438735524,0.0003,0.05054524739583333,0.2,0.0052617565,0.5696792602539062,-0.00023925304412841797,1030,25.992984771728516,52.416033095121385,0.0006432255539645363,9989.0,116.10827782999999
105,747,1290240,1727,-1.7137338591118654,0.0003,0.04773763020833333,0.2,0.004437148,0.5716445446014404,-0.0009855031967163086,1040,26.987672805786133,53.576334444681805,-0.0017054807388679667,9989.0,116.10827782999999
106,746,1302528,1745,-1.7063934699321786,0.0003,0.0358642578125,0.2,0.003731297,0.5667134523391724,-0.0013568401336669922,1050,25.188602447509766,54.400434493025145,-0.0005629208233585814,9989.0,116.10827782999999
107,745,1314816,1764,-1.6981024638439217,0.0003,0.038899739583333336,0.2,0.0038472451,0.5638769865036011,-0.0016678571701049805,1060,30.822797775268555,53.9190274477005,-0.00036276151270916063,9989.0,116.10827782999999
108,744,1327104,1782,-1.6852184045438965,0.0003,0.04143880208333333,0.2,0.0045978683,0.560947060585022,-0.0002573728561401367,1070,21.28367805480957,49.96039417187373,-0.0006901010003881917,9989.0,127.75661672
109,743,1339392,1801,-1.6680061707894007,0.0003,0.048811848958333334,0.2,0.004465503,0.5555852651596069,-0.0032144784927368164,1080,27.425830841064453,52.9485211511453,-0.0007576570877669534,9989.0,127.75661672
110,744,1351680,1816,-1.6459922545279067,0.0003,0.04584147135416667,0.2,0.0038309172,0.55000901222229,-0.0010875463485717773,1090,24.2908992767334,48.154105669260026,0.0001732919370624586,9989.0,127.75661672
111,744,1363968,1831,-1.614339902314047,0.0003,0.05152180989583333,0.2,0.005363693,0.5385913848876953,0.0004266500473022461,1100,22.12413215637207,54.42441743016243,-0.00030687665748700964,9989.0,127.75661672
112,745,1376256,1846,-1.5760729527721802,0.0003,0.03150227864583333,0.2,0.003268255,0.5309011936187744,0.000534355640411377,1110,28.41149139404297,51.8819002687931,-0.0006159795508816993,9989.0,127.75661672
113,744,1388544,1865,-1.563095504976809,0.0003,0.04766438802083333,0.2,0.0049835546,0.5279241800308228,-0.0004401206970214844,1120,24.838083267211914,49.82838608125846,-0.0003459036238685561,9989.0,147.36656672
114,744,1400832,1880,-1.5415759387736518,0.0003,0.0468017578125,0.2,0.005529871,0.5221247673034668,-0.002645134925842285,1130,23.40486717224121,49.58214314679305,-0.001520405913591579,9989.0,147.36656672
115,745,1413120,1895,-1.525180898234248,0.0003,0.04159342447916667,0.2,0.0039925603,0.5178568959236145,-0.0008810758590698242,1140,28.165056228637695,48.37044997910659,-0.0006645731700700708,9989.0,147.36656672
116,746,1425408,1910,-1.5169564324120681,0.0003,0.038916015625,0.2,0.003951521,0.5149766206741333,-0.0013772249221801758,1150,24.966978073120117,51.26547959446907,-0.0005591402031617083,9989.0,147.36656672
117,745,1437696,1929,-1.4945925903196136,0.0003,0.038802083333333334,0.2,0.0051831915,0.5088403224945068,-0.00013589859008789062,1160,18.401947021484375,50.83449101448059,-0.0011841771877395028,9989.0,147.36656672
118,745,1449984,1945,-1.471858803369105,0.0003,0.036417643229166664,0.2,0.0037752383,0.5053882598876953,0.000526726245880127,1170,18.474313735961914,47.71516688168049,0.0001275279235414928,9989.0,152.59541671
119,745,1462272,1960,-1.4491549097622434,0.0003,0.033553059895833334,0.2,0.004259978,0.4969523549079895,-0.002030611038208008,1180,22.526939392089844,49.192125025391576,-0.00035764225370561086,9989.0,152.59541671
120,746,1474560,1975,-1.4320046160370112,0.0003,0.0325439453125,0.2,0.0033387134,0.49581846594810486,-0.0007091760635375977,1190,24.125240325927734,51.9630174557368,-2.6645925875830773e-06,9989.0,152.59541671
121,746,1486848,1991,-1.4263123435278733,0.0003,0.035904947916666666,0.2,0.0039903517,0.49300605058670044,-0.00010132789611816406,1200,25.71597671508789,49.72058594723543,-0.0009944878892080547,9989.0,152.59541671
122,747,1499136,2006,-1.4061520197739203,0.0003,0.042154947916666664,0.2,0.0042172563,0.4871189594268799,6.616115570068359e-06,1210,25.192827224731445,50.71187335451444,-0.0012808022793857768,9989.0,150.70252783
123,746,1511424,2023,-1.3989833841721218,0.0003,0.048234049479166666,0.2,0.005406048,0.48652011156082153,-0.0014153718948364258,1220,21.387359619140625,47.88039231300354,-0.0018979293015339257,9989.0,150.70252783
124,747,1523712,2038,-1.389872382519146,0.0003,0.04724934895833333,0.2,0.004679871,0.48324838280677795,0.0006833672523498535,1230,27.403730392456055,54.55264762043953,-0.0015930289118841756,9989.0,150.70252783
125,747,1536000,2054,-1.378385481176277,0.0003,0.0395751953125,0.2,0.0038880485,0.4801241159439087,0.00031179189682006836,1240,20.949386596679688,45.77910175323486,-0.0005209444709180389,9989.0,150.70252783
126,748,1548288,2069,-1.3525333582113186,0.0003,0.03720703125,0.2,0.00455729,0.47475534677505493,-0.0006300210952758789,1250,26.77045249938965,49.42058822115262,-0.0011888737682359837,9989.0,150.70252783
127,748,1560576,2084,-1.3408542660996319,0.0003,0.03492024739583333,0.2,0.0038992476,0.47387632727622986,-0.00041174888610839844,1260,20.783084869384766,48.2417748272419,-0.0012399389631658172,9989.0,165.19117781999998
128,749,1572864,2099,-1.331210350866119,0.0003,0.0470947265625,0.2,0.004826091,0.4704565405845642,0.0008934736251831055,1270,23.32551383972168,47.147428170839945,-0.0010291966450192073,9989.0,165.19117781999998
129,749,1585152,2114,-1.3135412557050585,0.0003,0.05145670572916667,0.2,0.0048125465,0.467085063457489,-0.0012346506118774414,1280,24.39533805847168,50.55864116748174,-0.0012994568976864684,9989.0,165.19117781999998
130,749,1597440,2132,-1.3082151178270578,0.0003,0.043961588541666666,0.2,0.0044881236,0.4648481607437134,-0.0008970499038696289,1290,24.138595581054688,52.55484263598919,-4.405224729756204e-05,9989.0,165.19117781999998
131,749,1609728,2147,-1.2883656123032172,0.0003,0.04627278645833333,0.2,0.0048741535,0.4590689539909363,-0.00018680095672607422,1300,20.812341690063477,46.786799590786295,-0.0010732316574528038,9989.0,165.19117781999998
132,750,1622016,2162,-1.273880121546487,0.0003,0.04173990885416667,0.2,0.0047573615,0.45668721199035645,0.0009618401527404785,1310,28.979995727539062,54.10181332826615,-0.00021057701499861044,9989.0,170.77564449000002
