time,open,high,low,close,tick_volume,actDir,actRisk,eReward,eAccBalance,eWins,eLosses,pType,pOpenPrice,pSLPrice,pTPPrice,pProfit
2023-12-20 23:00:00,1.74888,1.75206,1.7487,1.7517,3548,0.0,0.0,0.0,10000.0,0,0,0,0.0,0.0,0.0,0.0
2023-12-21 00:00:00,1.75096,1.75197,1.74798,1.75135,2100,0.0,0.0,0.0,10000.0,0,0,0,0.0,0.0,0.0,0.0
2023-12-21 01:00:00,1.75144,1.7515,1.7495699999999998,1.7498200000000002,1373,0.0,0.0,0.0,10000.0,0,0,0,0.0,0.0,0.0,0.0
2023-12-21 02:00:00,1.7498200000000002,1.7503,1.74841,1.749,2478,0.0,0.0,0.0,10000.0,0,0,0,0.0,0.0,0.0,0.0
2023-12-21 03:00:00,1.749,1.75103,1.74892,1.75067,3718,0.0,0.0,0.0,10000.0,0,0,0,0.0,0.0,0.0,0.0
2023-12-21 04:00:00,1.75067,1.75342,1.74995,1.7526000000000002,4111,0.0,0.0,0.0,10000.0,0,0,0,0.0,0.0,0.0,0.0
2023-12-21 05:00:00,1.7526000000000002,1.75275,1.75122,1.75133,1681,0.0,0.0,0.0,10000.0,0,0,0,0.0,0.0,0.0,0.0
2023-12-21 06:00:00,1.75134,1.7523,1.75127,1.75221,1874,0.0,0.0,0.0,10000.0,0,0,0,0.0,0.0,0.0,0.0
2023-12-21 07:00:00,1.75221,1.75273,1.75155,1.75222,2724,0.0,0.0,0.0,10000.0,0,0,0,0.0,0.0,0.0,0.0
2023-12-21 08:00:00,1.75222,1.75306,1.75133,1.75301,2139,0.0,0.0,0.0,10000.0,0,0,0,0.0,0.0,0.0,0.0
2023-12-21 09:00:00,1.75301,1.75478,1.75232,1.75283,3778,0.0,0.0,0.0,10000.0,0,0,0,0.0,0.0,0.0,0.0
2023-12-21 10:00:00,1.75285,1.7541,1.75074,1.75099,5825,1.0,1.0,0.0,10000.0,0,0,1,1.75099,1.7496,0.0,0.0
2023-12-21 11:00:00,1.751,1.7511,1.74906,1.75044,4677,1.0,1.0,0.0,10000.0,0,0,1,1.75099,1.7496,0.0,0.0
2023-12-21 12:00:00,1.75044,1.75273,1.75001,1.75208,5440,1.0,1.0,0.0,10000.0,0,0,1,1.75099,1.7496,0.0,0.0
2023-12-21 13:00:00,1.75211,1.75449,1.75183,1.75279,5822,0.6103585,0.6103585,0.0,10000.0,0,0,1,1.75099,1.7496,0.0,0.0
