rollout/ep_rew_mean,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_len_mean,time/iterations,train/approx_kl,train/value_loss,train/clip_range,train/std,train/entropy_loss,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/clip_fraction,train/loss
-0.0475885,1,1128,2048,203.0,1,,,,,,,,,,,
-0.0031111000000000008,4,1013,4096,203.0,2,0.0063395356,0.01759546615430736,0.2,0.9992145299911499,-2.8352096535265447,-30.637561798095703,-0.004386160329158883,0.0003,10,0.044482421875,-0.009599147364497185
-0.007124366666666667,6,987,6144,203.0,3,0.005812492,0.0021524721849345953,0.2,0.9977858066558838,-2.834490458667278,-2.352458953857422,-0.00466469423554372,0.0003,20,0.041845703125,-0.004103567451238632
-0.007681450000000001,8,975,8192,203.0,4,0.0062025744,0.001569125198147958,0.2,0.9872996211051941,-2.822035989910364,-0.7056548595428467,-0.005565210891654715,0.0003,30,0.0466796875,-0.0012985789217054844
-0.0072355600000000055,10,967,10240,203.0,5,0.0046119075,0.0011239568126256926,0.2,0.9790530204772949,-2.8027859538793565,-0.49847137928009033,-0.003737296999315731,0.0003,40,0.03232421875,-0.019597124308347702
-0.012906983333333337,12,962,12288,203.0,6,0.0040396284,0.001023316119608353,0.2,0.9750074148178101,-2.7925865553319453,-0.21696650981903076,-0.002014395734295249,0.0003,50,0.0255859375,-0.012519464828073978
-0.005165428571428575,14,957,14336,203.0,7,0.005505318,0.0010192961910433951,0.2,0.9859976768493652,-2.799497968703508,-0.13508176803588867,-0.004805486173427198,0.0003,60,0.04580078125,-0.016781367361545563
-0.003848112500000002,17,953,16384,203.0,8,0.0052335984,0.0008989721556645236,0.2,0.9742310047149658,-2.797912596166134,-0.09814918041229248,-0.003538447484606877,0.0003,70,0.04814453125,-0.01200166717171669
-0.0015453888888888902,19,950,18432,203.0,9,0.008044135,0.0007563190471046255,0.2,0.9493342638015747,-2.7563082665205,-0.03772282600402832,-0.0078066707035759466,0.0003,80,0.05439453125,-0.0012236717157065868
0.009898399999999998,21,950,20480,203.0,10,0.0051391805,0.000789899953542772,0.2,0.9440472722053528,-2.728199564665556,-0.05856037139892578,-0.00488201133266557,0.0003,90,0.038720703125,0.004831143654882908
0.0177551,23,948,22528,203.0,11,0.0050543486,0.0008485054100674461,0.2,0.9331439137458801,-2.7094611771404744,-0.10697615146636963,-0.0037521890102652834,0.0003,100,0.042578125,-0.00910121202468872
0.014238920000000006,25,947,24576,203.0,12,0.0053361924,0.0010608729939121987,0.2,0.9294514656066895,-2.6948637053370477,0.04171764850616455,-0.004241281141003128,0.0003,110,0.039599609375,-0.011769337579607964
0.016727500000000003,28,946,26624,203.0,13,0.0053303577,0.0009595690004061908,0.2,0.9226813316345215,-2.682351776957512,-0.09008455276489258,-0.003906310891034081,0.0003,120,0.039208984375,-0.00054948526667431
0.025194739999999997,30,945,28672,203.0,14,0.006675409,0.000809398908404546,0.2,0.9200944900512695,-2.673412551730871,-0.04163360595703125,-0.005253556821844541,0.0003,130,0.0552734375,-0.025159616023302078
0.030630760000000007,32,945,30720,203.0,15,0.00549424,0.0007878742929278814,0.2,0.9185934662818909,-2.6689971819519998,0.03406637907028198,-0.003466397282318212,0.0003,140,0.047412109375,0.001119433669373393
