rollout/ep_rew_mean,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_len_mean,time/iterations,train/approx_kl,train/value_loss,train/clip_range,train/std,train/entropy_loss,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/clip_fraction,train/loss
0.007540888888888889,1,1109,2048,206.0,1,,,,,,,,,,,
-0.03230305263157894,4,1014,4096,206.0,2,0.005876505,0.019053043367603096,0.2,0.9894452095031738,-2.8251539528369904,-29.966400146484375,-0.006636951136169955,0.0003,10,0.05673828125,0.0023172299843281507
-0.02095665517241379,6,987,6144,206.0,3,0.0067955926,0.000998468983652856,0.2,0.975185751914978,-2.8013713426887987,-3.4929628372192383,-0.006911882692656945,0.0003,20,0.076708984375,-0.01912810280919075
-0.005602717948717949,8,975,8192,206.0,4,0.009037467,0.0008122357325191842,0.2,0.9748517274856567,-2.7865465708076953,-0.4435853958129883,-0.009173832408851012,0.0003,30,0.077001953125,-0.037203773856163025
0.014162102040816329,10,967,10240,206.0,5,0.005953669,0.0006441771090976544,0.2,0.9666532874107361,-2.7777561701834204,-0.3638277053833008,-0.008707305771531537,0.0003,40,0.0599609375,-0.00963490828871727
0.020108745762711863,12,960,12288,206.0,6,0.0056084218,0.0006918673130712705,0.2,0.965200662612915,-2.7683889478445054,-0.11393940448760986,-0.0054638512738165446,0.0003,50,0.032861328125,0.015610466711223125
0.024975463768115946,14,958,14336,206.0,7,0.0063848244,0.0005785992103483295,0.2,0.9562577605247498,-2.7543701864778996,-0.09696662425994873,-0.006485856007202528,0.0003,60,0.052880859375,-0.0032391969580203295
0.03495594936708861,17,955,16384,206.0,8,0.0035591715,0.00043081100425297337,0.2,0.9513155817985535,-2.740970856696367,-0.03279829025268555,-0.004369338526157662,0.0003,70,0.03447265625,-0.0017930453177541494
0.04055406741573033,19,954,18432,206.0,9,0.0072522727,0.00045510194040616626,0.2,0.9411927461624146,-2.72564587444067,-0.05540275573730469,-0.008589812941499986,0.0003,80,0.062939453125,-0.024076707661151886
0.04292590909090909,21,952,20480,206.0,10,0.0065901806,0.0005629821862385143,0.2,0.9305614233016968,-2.702206119149923,0.006382405757904053,-0.007107975476537831,0.0003,90,0.0443359375,0.0020655300468206406
0.04657301,23,951,22528,206.0,11,0.0064197024,0.0005933165904025373,0.2,0.9350420236587524,-2.697897694259882,0.02629488706588745,-0.005833181188791059,0.0003,100,0.057958984375,-0.008780991658568382
0.06746225,25,950,24576,206.0,12,0.00580966,0.0005793103489850182,0.2,0.925267219543457,-2.690259263664484,0.057818591594696045,-0.004922927371808328,0.0003,110,0.043017578125,-0.010509159415960312
0.07362650999999999,28,949,26624,206.0,13,0.006860703,0.000702642484975513,0.2,0.9220162630081177,-2.677213629335165,0.06349939107894897,-0.006176926751504652,0.0003,120,0.052978515625,-0.015744036063551903
0.07448065000000001,30,949,28672,206.0,14,0.007925987,0.0006552670762175694,0.2,0.923469066619873,-2.675901905447245,0.05732119083404541,-0.009213831496890635,0.0003,130,0.075634765625,-0.012338857166469097
0.07489702000000001,32,948,30720,206.0,15,0.006517065,0.0006262688771130343,0.2,0.9145151376724243,-2.6660483576357366,0.044647216796875,-0.00548691599688027,0.0003,140,0.050732421875,0.0025115124881267548
