time/time_elapsed,time/iterations,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/fps,train/learning_rate,train/clip_fraction,train/clip_range,train/std,train/loss,train/policy_gradient_loss,train/value_loss,train/n_updates,train/explained_variance,train/approx_kl,train/entropy_loss
1,1,0.02707733333333333,2048,206.0,1102,,,,,,,,,,,
4,2,0.027693736842105257,4096,206.0,1002,0.0003,0.0298828125,0.2,1.0076863765716553,0.006680523976683617,-0.00510804094010382,0.06011400661664083,10,-4.965087413787842,0.0051922444,-2.845485270768404
6,3,0.011633137931034484,6144,206.0,974,0.0003,0.033251953125,0.2,1.0161231756210327,0.005743319168686867,-0.006749957086867653,0.022649050457403064,20,0.15954875946044922,0.0060247,-2.863075328618288
