time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,train/entropy_loss,train/n_updates,train/clip_fraction,train/value_loss,train/learning_rate,train/loss,train/clip_range,train/explained_variance,train/std,train/policy_gradient_loss,train/approx_kl
1,0.1505685,9,12288,1247.5,1248,,,,,,,,,,,
2,0.17725225,21,24576,1455.25,1119,-2.824561745300889,10,0.035986328125,0.028218854714456634,0.0003,-0.013004453852772713,0.2,-6.804466247558594,0.9888558387756348,-0.002137036912608892,0.00503934
3,0.08921542857142857,34,36864,1544.2857142857142,1083,-2.817153693611423,20,0.041845703125,0.005251186889897023,0.0003,0.03224547207355499,0.2,0.03523528575897217,0.9905006885528564,-0.0017470964691407669,0.005048741
4,0.08214122222222223,46,49152,1570.6666666666667,1067,-2.820804917439818,30,0.04979654947916667,0.0021792555093270495,0.0003,-0.003520325757563114,0.2,0.21646112203598022,0.989048957824707,-0.0006578850191241751,0.0057832696
5,0.0409305,58,61440,1593.75,1058,-2.8126700215041636,40,0.04637858072916667,0.0011682773632552804,0.0003,0.0035731468815356493,0.2,0.06637567281723022,0.9838842153549194,-0.0007561617598791297,0.0058902637
6,0.013881000000000001,70,73728,1603.642857142857,1052,-2.797340392197172,50,0.06737467447916666,0.0008235365954988083,0.0003,0.008507306687533855,0.2,0.10442882776260376,0.9801185727119446,-0.0014023156130861026,0.006036166
7,0.050434941176470585,82,86016,1614.1176470588234,1047,-2.7927288046727576,60,0.06532389322916667,0.0007300340322065798,0.0003,-0.018460366874933243,0.2,0.09751594066619873,0.975597083568573,-0.0018997186421377894,0.006675105
8,-0.0007783157894736854,94,98304,1619.2631578947369,1043,-2.7702409392843643,70,0.05701497395833333,0.0006977849584321424,0.0003,-0.014781451784074306,0.2,0.07293719053268433,0.9665545225143433,-0.0012643690286495257,0.005440814
9,0.06137818181818182,106,110592,1625.2272727272727,1041,-2.771986653159062,80,0.0649169921875,0.0006730794433375801,0.0003,0.01563076116144657,0.2,0.024409770965576172,0.9681878089904785,-0.0024598335675060905,0.0058223293
10,0.010937375000000008,118,122880,1628.375,1038,-2.7699830533315737,90,0.079150390625,0.0006340642049205296,0.0003,0.002192225307226181,0.2,0.03736680746078491,0.9671265482902527,-0.00038932369401057564,0.007125708
11,0.003732518518518526,130,135168,1632.2222222222222,1036,-2.752912098914385,100,0.07836100260416666,0.0006677901162826553,0.0003,0.006636892911046743,0.2,-0.013159990310668945,0.9562748670578003,0.0005538718876778148,0.008075033
12,-0.0006751724137930963,142,147456,1634.344827586207,1035,-2.744093159089486,110,0.09105631510416666,0.0005974372894343105,0.0003,0.002108142711222172,0.2,0.008688747882843018,0.9563934803009033,0.0012925719010430234,0.008968784
13,0.015668937500000004,154,159744,1637.03125,1034,-2.7251776869098348,120,0.06360677083333334,0.0004914409599071708,0.0003,-0.0037588723935186863,0.2,-0.0017971992492675781,0.9471298456192017,-0.0029644475643484233,0.006814953
14,-0.01118126470588235,166,172032,1638.5588235294117,1033,-2.730008407185475,130,0.06044921875,0.0005772036054319566,0.0003,-0.0057657696306705475,0.2,0.0203627347946167,0.9533407688140869,-0.0008905058263432389,0.006241879
15,-0.010928305555555554,178,184320,1639.9166666666667,1032,-2.7533488708237805,140,0.07456868489583333,0.0006268794180717426,0.0003,0.0233114343136549,0.2,-0.01599729061126709,0.9644595980644226,-0.0005337198427393257,0.006701786
16,-0.009507333333333333,190,196608,1641.6923076923076,1031,-2.7425715373208126,150,0.0746826171875,0.0005494343113696231,0.0003,0.0004052440926898271,0.2,0.010296642780303955,0.954928994178772,-0.0005102703401159185,0.0081274165
17,-0.01206590243902439,202,208896,1642.7317073170732,1030,-2.7274887724469106,160,0.07833658854166667,0.0006624998226622362,0.0003,-0.00891208741813898,0.2,-0.002622246742248535,0.9504145383834839,0.0003025511844801561,0.007390965
18,-0.01490890909090909,214,221184,1644.1136363636363,1030,-2.7267426673322914,170,0.08191731770833334,0.0005415242010409808,0.0003,0.016541894525289536,0.2,0.0043103694915771484,0.9492917060852051,-0.0006172155575768556,0.0071678967
19,-0.0020463695652173913,226,233472,1644.9347826086957,1029,-2.7251528671632212,180,0.08644205729166667,0.0005733871178260112,0.0003,-0.007708664983510971,0.2,0.006772458553314209,0.949512243270874,0.00012522355318651536,0.006546335
20,-0.01260010204081632,238,245760,1646.0408163265306,1028,-2.7264557513097922,190,0.0627197265625,0.0006314778844246879,0.0003,0.002038414590060711,0.2,0.01257026195526123,0.9489172697067261,-0.0009223076924778676,0.006685847
21,-0.01002431372549019,250,258048,1646.7058823529412,1028,-2.7175571526090305,200,0.06603190104166666,0.0005940832751927398,0.0003,0.009384873323142529,0.2,-0.0022268295288085938,0.9483025074005127,-0.0015363408618820054,0.0061065485
22,-0.013239481481481475,262,270336,1647.611111111111,1028,-2.7277685248603425,210,0.0806396484375,0.0005783021208950837,0.0003,-0.005288655869662762,0.2,0.020824015140533447,0.9538224935531616,-0.000185599719164505,0.0076684267
