time/fps,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/time_elapsed,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/std,train/approx_kl,train/loss,train/clip_range,train/learning_rate,train/clip_fraction,train/value_loss,train/entropy_loss
1450,786432,0.0376719,130.0,64,542,0.17325985431671143,0.0018841309549316066,630,0.589682936668396,0.009178967,-0.010623762384057045,0.2,0.0003,0.11729329427083333,0.0003633905386626187,-1.7695053808391095
1445,798720,0.04482784000000001,130.0,65,552,0.1695842146873474,0.0015301212146975256,640,0.5871384739875793,0.010460219,-0.015580511651933193,0.2,0.0003,0.11470540364583333,0.0003506699124500301,-1.7511603930344184
1441,811008,0.040838,130.0,66,562,0.16625827550888062,0.0017693846513187359,650,0.5848389267921448,0.010163812,0.019244002178311348,0.2,0.0003,0.121826171875,0.000336515169010454,-1.745761473228534
1443,823296,0.037901090000000005,130.0,67,570,0.1447877287864685,0.0017451746848867818,660,0.5781871676445007,0.009513873,-0.016769656911492348,0.2,0.0003,0.12356770833333333,0.0003541627154845628,-1.7245656459902723
1445,835584,0.03435319,130.0,68,577,0.17305195331573486,0.0018033318126981612,670,0.576465904712677,0.009629271,-0.007929385639727116,0.2,0.0003,0.1204833984375,0.00033070965241677186,-1.712902306454877
1447,847872,0.032834220000000004,130.0,69,585,0.17248880863189697,2.5405053747817874e-05,680,0.5675103068351746,0.011012142,0.004238453693687916,0.2,0.0003,0.13296712239583333,0.0003429480465229062,-1.683758025430143
1450,860160,0.03450602,130.0,70,593,0.17889773845672607,0.001973965447299027,690,0.5642440319061279,0.0114721535,0.033602163195610046,0.2,0.0003,0.13531087239583334,0.0003273986081391437,-1.6658801728238661
1446,872448,0.029666679999999994,130.0,71,603,0.19517630338668823,0.0015101748230032777,700,0.5629920363426208,0.010662726,0.02112002484500408,0.2,0.0003,0.126220703125,0.0003162140280816554,-1.6519172665973505
1442,884736,0.02675065,130.0,72,613,0.19593876600265503,0.0007306048282771371,710,0.5595666766166687,0.01179357,-0.010369915515184402,0.2,0.0003,0.13177083333333334,0.0003052867521622223,-1.6486121231069168
1438,897024,0.0332443,130.0,73,623,0.20269912481307983,0.001357926238172998,720,0.552359938621521,0.012450148,-0.022064516320824623,0.2,0.0003,0.1337890625,0.000314359200153073,-1.6233287768438458
1434,909312,0.03750851,130.0,74,634,0.18368428945541382,0.0010331152077924343,730,0.5506289601325989,0.010694546,0.002799784764647484,0.2,0.0003,0.12909342447916666,0.0002850821161852461,-1.611877100231747
1430,921600,0.0334113,130.0,75,644,0.18643158674240112,0.0014939803721063071,740,0.5422415733337402,0.010219129,-0.017900466918945312,0.2,0.0003,0.1283935546875,0.00029377286358188334,-1.587582075657944
1427,933888,0.03106759,130.0,76,654,0.18762856721878052,0.001722465543692427,750,0.5382182598114014,0.0100662885,-0.018767647445201874,0.2,0.0003,0.1246826171875,0.0002943158470543494,-1.5667267053077618
1429,946176,0.03292304000000001,130.0,77,661,0.19534289836883545,0.002523754813228152,760,0.532680094242096,0.012002054,0.013759775087237358,0.2,0.0003,0.123828125,0.0002851096138480595,-1.5427071133628487
1432,958464,0.034565479999999996,130.0,78,669,0.19991695880889893,0.001392857048510147,770,0.5300933718681335,0.010729396,0.010738818906247616,0.2,0.0003,0.14296875,0.00028688906138540915,-1.5314331550771991
1434,970752,0.032477439999999996,130.0,79,676,0.19880390167236328,0.0010146631348713223,780,0.5264472961425781,0.010642517,0.013419744558632374,0.2,0.0003,0.14093424479166666,0.00027733116613338403,-1.5095046522716682
1436,983040,0.032006400000000004,130.0,80,684,0.16649746894836426,0.0015717254019061025,790,0.5261790752410889,0.010553165,-0.004037876613438129,0.2,0.0003,0.1375,0.0002739493302366706,-1.5101746339350939
1439,995328,0.026889120000000002,130.0,81,691,0.1958613395690918,0.0020438646358040082,800,0.52622389793396,0.011704768,-0.005916513968259096,0.2,0.0003,0.12930501302083333,0.0002583790939449197,-1.5070830694089332
1435,1007616,0.01635247,130.0,82,701,0.17509150505065918,0.0019692499102044775,810,0.5268901586532593,0.011231783,-0.002379051176831126,0.2,0.0003,0.14681803385416667,0.0002861235629097791,-1.5031192981327572
1432,1019904,0.013765369999999997,130.0,83,711,0.16558825969696045,0.002113273062786902,820,0.5268871188163757,0.008906246,-0.009675845503807068,0.2,0.0003,0.1265380859375,0.00029562362259033157,-1.5045812853301566
1429,1032192,0.015537109999999998,130.0,84,722,0.18916475772857666,0.0020769207019232755,830,0.5231718420982361,0.011482376,0.01139127742499113,0.2,0.0003,0.14517415364583333,0.00027124805588603823,-1.4946623569975297
1426,1044480,0.014558270000000002,130.0,85,732,0.17194783687591553,0.002575868763960898,840,0.5189136266708374,0.011395904,0.0005833823815919459,0.2,0.0003,0.133935546875,0.0002466174825485723,-1.4768712484588227
1423,1056768,0.01740692,130.0,86,742,0.16818416118621826,0.0016571157592503974,850,0.5119823813438416,0.012164765,-0.003454417223110795,0.2,0.0003,0.1408935546875,0.00026887394873635156,-1.4574872871860862
1420,1069056,0.01680208,130.0,87,752,0.17455846071243286,0.001158899432630278,860,0.5074492692947388,0.012999552,0.0182650163769722,0.2,0.0003,0.14461263020833334,0.00027507713411599374,-1.4340864056100449
1417,1081344,0.0163046,130.0,88,762,0.1616169810295105,0.001496339827766254,870,0.5065479278564453,0.012888397,0.020263299345970154,0.2,0.0003,0.14127604166666666,0.0002725185782916621,-1.424792978167534
1414,1093632,0.010731359999999999,130.0,89,772,0.17246025800704956,0.0019703172424973066,880,0.501341700553894,0.0115200905,0.01741444319486618,0.2,0.0003,0.14652506510416666,0.00027055979701344767,-1.4087993860865633
1417,1105920,0.017708659999999998,130.0,90,780,0.18388628959655762,0.002231354018537483,890,0.49727869033813477,0.011405391,0.015534229576587677,0.2,0.0003,0.14707845052083332,0.000272125668713367,-1.3938572983567914
1414,1118208,0.0168906,130.0,91,790,0.17917853593826294,0.0016096279483463149,900,0.49519026279449463,0.014531913,0.029461830854415894,0.2,0.0003,0.14491373697916668,0.0002662614133820777,-1.3759569985171158
1416,1130496,0.01302926,130.0,92,798,0.167557954788208,0.0031372293368197766,910,0.4898145794868469,0.013054945,0.00693923095241189,0.2,0.0003,0.14463704427083332,0.0002917636996016881,-1.3563653791944186
1418,1142784,0.008846260000000002,130.0,93,805,0.20146393775939941,0.0037589874988043447,920,0.48597466945648193,0.012506957,0.015156791545450687,0.2,0.0003,0.14429524739583333,0.0002629886745883899,-1.3435991657276949
1420,1155072,0.008454490000000002,130.0,94,812,0.20703428983688354,0.002931804436108602,930,0.4883268475532532,0.013383896,0.0020790917333215475,0.2,0.0003,0.14481608072916666,0.0002594520165606203,-1.3429055141905943
1422,1167360,0.0083544,130.0,95,820,0.194505512714386,0.002625983816081619,940,0.4867337644100189,0.012761321,-0.010888807475566864,0.2,0.0003,0.1319091796875,0.0002709394818414997,-1.3434304897362987
1424,1179648,0.00403624,130.0,96,827,0.189933180809021,0.0022476976616114066,950,0.4823683202266693,0.013335747,0.029497630894184113,0.2,0.0003,0.149560546875,0.0002696655472391285,-1.3257528603697817
1422,1191936,0.00549726,130.0,97,838,0.19007229804992676,0.002784800164348174,960,0.48116135597229004,0.010708085,0.010708916932344437,0.2,0.0003,0.1446044921875,0.00027840842971424233,-1.3098618526011705
1419,1204224,0.007305650000000001,130.0,98,848,0.20885252952575684,0.003260101518511268,970,0.480035662651062,0.012451205,-0.0025650756433606148,0.2,0.0003,0.14153645833333334,0.00027366784515076383,-1.3072688138733308
1417,1216512,0.003007189999999999,130.0,99,858,0.20878523588180542,0.0028726319988588026,980,0.4779636859893799,0.01346122,-0.006285555195063353,0.2,0.0003,0.15236002604166668,0.00024407775156305435,-1.29240311657389
1414,1228800,-0.0006812799999999997,130.0,100,868,0.20023280382156372,0.002118102465586465,990,0.47652822732925415,0.01084471,-0.02865026891231537,0.2,0.0003,0.14951171875,0.0002654807034597676,-1.2827307298779487
1412,1241088,-0.0022485600000000006,130.0,101,878,0.2052398920059204,0.0038999420657394998,1000,0.476108193397522,0.014530953,-0.012402930296957493,0.2,0.0003,0.15120442708333334,0.00027820854340916413,-1.2809278436005116
1409,1253376,-0.00368804,130.0,102,888,0.21497595310211182,0.0024084355237088554,1010,0.4809139370918274,0.014927094,-0.010108341462910175,0.2,0.0003,0.15201822916666666,0.0002648091203771704,-1.2930909408877294
1407,1265664,-0.0016976299999999999,130.0,103,899,0.20396453142166138,0.0035623165686653616,1020,0.48045188188552856,0.013053615,0.04825427383184433,0.2,0.0003,0.15089518229166668,0.0002778414767211264,-1.295677541817228
1405,1277952,0.006415429999999999,130.0,104,909,0.2199593186378479,0.0036997740660808633,1030,0.4791192412376404,0.014988224,-0.007459182292222977,0.2,0.0003,0.15332845052083333,0.00026235610299257437,-1.2847707810501257
1403,1290240,0.00526616,130.0,105,919,0.21101927757263184,0.003754079450906526,1040,0.47662341594696045,0.012690996,-0.005302156321704388,0.2,0.0003,0.14141438802083334,0.00026402335146637294,-1.281388802267611
1400,1302528,-0.0009150299999999998,130.0,106,929,0.2063729166984558,0.002982843450445216,1050,0.4730945825576782,0.012747265,-0.014500750228762627,0.2,0.0003,0.14794921875,0.000275258472341496,-1.2673743225634098
1398,1314816,-0.0004903099999999997,130.0,107,939,0.23003244400024414,0.001712675240499569,1060,0.47066372632980347,0.011386119,-0.010836521163582802,0.2,0.0003,0.15060221354166667,0.0002689157397867348,-1.2510904685283701
1396,1327104,-0.0012636400000000001,130.0,108,950,0.21214783191680908,0.003157414333933654,1070,0.4681653380393982,0.015790865,0.027305422350764275,0.2,0.0003,0.15979817708333333,0.0002771021337290828,-1.2390810027097663
1394,1339392,0.0001000599999999989,130.0,109,960,0.21547281742095947,0.002236214489676058,1080,0.4671274721622467,0.013276748,-0.025458382442593575,0.2,0.0003,0.15782063802083332,0.0002810652229754851,-1.2354219158490498
1392,1351680,-0.0007781899999999986,130.0,110,970,0.2215200662612915,0.0028982070946464472,1090,0.46289563179016113,0.014234524,0.015652038156986237,0.2,0.0003,0.15651041666666668,0.0002937101994651433,-1.218073617418607
1390,1363968,-0.0011698999999999998,130.0,111,980,0.22307586669921875,0.0025374033156064495,1100,0.45613187551498413,0.013262729,0.0008524921722710133,0.2,0.0003,0.15493977864583333,0.00028755752242280627,-1.1953518688678741
1388,1376256,0.003880060000000002,130.0,112,990,0.22458338737487793,0.0020015367367401875,1110,0.4560363292694092,0.015332908,0.022359170019626617,0.2,0.0003,0.1701416015625,0.0002802268582854595,-1.1869006264954804
1386,1388544,0.0018226100000000005,130.0,113,1001,0.20875853300094604,0.0017181021061939343,1120,0.45149171352386475,0.015112422,0.03652169182896614,0.2,0.0003,0.16197102864583332,0.00029517714642679493,-1.1706664604445298
1388,1400832,-0.00449392,130.0,114,1008,0.21323508024215698,0.0030723837141219215,1130,0.4493151307106018,0.013207502,-0.021077187731862068,0.2,0.0003,0.147265625,0.00027478781249404467,-1.1611669449756543
1386,1413120,-0.00419566,130.0,115,1018,0.21608299016952515,0.003010121960445152,1140,0.443512886762619,0.012060322,-0.004444023594260216,0.2,0.0003,0.15511067708333334,0.0002653423890630317,-1.1371027044331035
1385,1425408,0.0018411499999999997,130.0,116,1029,0.20740747451782227,0.0019138356796853865,1150,0.4404814541339874,0.014067124,0.016423895955085754,0.2,0.0003,0.15319010416666667,0.0002805691565451222,-1.1146195558831096
1386,1437696,0.00584812,130.0,117,1036,0.205000102519989,0.0024462590924182828,1160,0.43360453844070435,0.013063203,-0.0040799351409077644,0.2,0.0003,0.15955403645833333,0.00028622209788409236,-1.094764888038238
1388,1449984,0.0026571700000000004,130.0,118,1044,0.19633275270462036,0.0037090933548218647,1170,0.4310929775238037,0.012888975,0.011608211323618889,0.2,0.0003,0.15533040364583334,0.0002701882891490944,-1.0763732806469004
1390,1462272,0.00066187,130.0,119,1051,0.21164631843566895,0.00387944792273629,1180,0.42848989367485046,0.011666615,-0.006059465929865837,0.2,0.0003,0.15428059895833332,0.0002911375386474901,-1.0573466091106336
1392,1474560,4.533999999999934e-05,130.0,120,1058,0.2113732099533081,0.005077833226459915,1190,0.4236077070236206,0.014943235,0.026147082448005676,0.2,0.0003,0.1626708984375,0.0002838853857307792,-1.0403226792812348
1394,1486848,-0.00578815,130.0,121,1066,0.20749342441558838,0.003020090450687955,1200,0.42627865076065063,0.014739866,-0.014254746027290821,0.2,0.0003,0.15896809895833333,0.00027250760745118897,-1.0382457761714856
1395,1499136,-0.002246239999999999,130.0,122,1073,0.20045053958892822,0.003678361267763345,1210,0.4273490309715271,0.013531323,0.004142141435295343,0.2,0.0003,0.16507161458333333,0.00030525177483771887,-1.044569411687553
1395,1511424,0.003154850000000002,130.0,123,1083,0.1863599419593811,0.0028839359714766034,1220,0.42328453063964844,0.015387747,-0.0075887348502874374,0.2,0.0003,0.1680908203125,0.0002847110541551956,-1.0335049078489342
1396,1523712,0.0029634299999999995,130.0,124,1090,0.19597268104553223,0.0036207190348553314,1230,0.4162602722644806,0.014846221,-0.017729217186570168,0.2,0.0003,0.15948893229166666,0.00028342606174949954,-1.0038440868879357
1398,1536000,-0.00016613000000000072,130.0,125,1098,0.1965351700782776,0.004014740511532485,1240,0.4178392291069031,0.014803921,-0.005113564431667328,0.2,0.0003,0.15770670572916667,0.0003039744764616141,-0.9977047503615419
1400,1548288,-0.0035552500000000003,130.0,126,1105,0.2197982668876648,0.0037169564255843095,1250,0.41118645668029785,0.0161564,0.007488487754017115,0.2,0.0003,0.17013346354166667,0.00029087981052574224,-0.9743363566386203
1401,1560576,0.0018042500000000003,130.0,127,1113,0.21507489681243896,0.003960305703124807,1260,0.41202348470687866,0.014938644,-0.024088451638817787,0.2,0.0003,0.164306640625,0.0002873313835455823,-0.9580134551351269
