time/fps,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/time_elapsed,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/std,train/approx_kl,train/loss,train/clip_range,train/learning_rate,train/clip_fraction,train/value_loss,train/entropy_loss
2165,12288,0.006350936170212768,127.25531914893617,1,5,,,,,,,,,,,
1552,24576,0.005910319148936171,128.62765957446808,2,15,-28.70465660095215,-0.00211840267899485,10,1.0018107891082764,0.0043341503,0.004567934665828943,0.2,0.0003,0.028361002604166668,0.004272689732109332,-2.839048892756303
1420,36864,-0.00374891,130.0,3,25,-0.31489861011505127,-0.0023619068599752308,20,0.9964801669120789,0.0047717066,-0.007465635426342487,0.2,0.0003,0.03634440104166667,0.000936182591309868,-2.834608882913987
1472,49152,-0.019020330000000002,130.0,4,33,-0.025208115577697754,-0.0033238763689344827,30,0.9984238147735596,0.004864244,0.0040976256132125854,0.2,0.0003,0.04583333333333333,0.0007999636154333227,-2.82986505292356
1504,61440,-0.004966720000000003,130.0,5,40,0.0086098313331604,-0.0030978896419886345,40,0.9941189289093018,0.0052492395,-0.008807298727333546,0.2,0.0003,0.04442545572916667,0.000778697153327812,-2.8311734637866417
1450,73728,0.0029534299999999986,130.0,6,50,0.00828629732131958,-0.0018591079346758003,50,0.9873303174972534,0.00455148,0.014118554070591927,0.2,0.0003,0.037548828125,0.0007336707201678412,-2.816954184199373
1410,86016,0.0015213299999999983,130.0,7,60,-0.006119489669799805,-0.0018533771947356096,60,0.9912636280059814,0.00445659,-0.006078727077692747,0.2,0.0003,0.0421875,0.0006960373509627971,-2.8170226378987233
1382,98304,-0.010241579999999997,130.0,8,71,-0.024541139602661133,-0.0018493354865616615,70,0.9934408068656921,0.0045758844,-0.005139571148902178,0.2,0.0003,0.0396728515625,0.0006941758891874391,-2.8223339524120092
1361,110592,-0.0029571299999999984,130.0,9,81,0.008217036724090576,-0.003623400509604835,80,0.9874991774559021,0.0056297,0.0020337742753326893,0.2,0.0003,0.05625,0.0007526070142527412,-2.816055603325367
1385,122880,0.020856029999999998,130.0,10,88,0.0031636953353881836,-0.0020742299157063826,90,0.9845734238624573,0.0050895824,0.009349619969725609,0.2,0.0003,0.0497802734375,0.0007252274154325277,-2.806136768187086
1366,135168,0.02270069,130.0,11,98,-0.012743830680847168,-0.002990760462732093,100,0.9751965403556824,0.0054656416,-0.017360512167215347,0.2,0.0003,0.054972330729166664,0.000679719129827087,-2.7917770743370056
1386,147456,0.03184589,130.0,12,106,-0.0033063888549804688,-0.004436664688788975,110,0.9680178165435791,0.0069455714,-0.005240591708570719,0.2,0.0003,0.07545572916666667,0.0006876905297000728,-2.777508535981178
