rollout/ep_rew_mean,time/fps,time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,train/explained_variance,train/approx_kl,train/std,train/entropy_loss,train/loss,train/clip_fraction,train/clip_range,train/n_updates,train/value_loss,train/policy_gradient_loss,train/learning_rate
0.953648,369,5,1,2048,1071.0,,,,,,,,,,,
0.14879333333333333,348,11,2,4096,1071.0,-21.872234344482422,0.004642599,0.9956337213516235,-2.8332434818148613,-0.01217612810432911,0.038623046875,0.2,10,0.013899827628483763,-0.005914366373326629,0.0003
0.06486,342,17,3,6144,1071.0,-0.832018256187439,0.0034042308,0.9998995065689087,-2.8333527132868768,-0.006564910989254713,0.017041015625,0.2,20,0.0022228659567190335,-0.003403758096828824,0.0003
0.21096342857142855,338,24,4,8192,1071.0,-0.4454747438430786,0.0048861923,0.9906725883483887,-2.8273418389260767,-0.008373839780688286,0.025341796875,0.2,30,0.0017686150154986534,-0.005593967158347368,0.0003
0.15153588888888886,336,30,5,10240,1071.0,-0.4500054121017456,0.0058950083,1.0000343322753906,-2.830490206182003,-0.0010113208554685116,0.049658203125,0.2,40,0.0013473091848936747,-0.007304179844504688,0.0003
