time/iterations,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/fps,time/total_timesteps,train/explained_variance,train/learning_rate,train/entropy_loss,train/loss,train/n_updates,train/policy_gradient_loss,train/clip_range,train/clip_fraction,train/std,train/value_loss,train/approx_kl
21,0.28417709,242,989.0,1421,344064,0.025868535041809082,0.0003,-2.6729032420553267,0.007503625005483627,200,-0.0016431464087872882,0.2,0.05765380859375,0.9200336933135986,0.0004785161172719654,0.0055191573
22,0.28441504,253,989.0,1421,360448,0.030170023441314697,0.0003,-2.6775815148837863,0.0029441872611641884,210,-0.0006285421684879111,0.2,0.069354248046875,0.9236512780189514,0.0004887234480122516,0.00795757
23,0.2716355,265,989.0,1421,376832,0.024113833904266357,0.0003,-2.658013065159321,-0.013439692556858063,220,-0.0007931925347293145,0.2,0.05548095703125,0.9136505126953125,0.0004942615450659104,0.005662541
24,0.30097647,276,989.0,1421,393216,0.04832029342651367,0.0003,-2.636604352481663,-0.01753929629921913,230,-0.0017232167867405224,0.2,0.06441650390625,0.9033181667327881,0.00046760139451862415,0.0062614935
25,0.29471743,288,989.0,1421,409600,0.049299657344818115,0.0003,-2.61293161585927,-0.023374037817120552,240,-0.001923046683987195,0.2,0.06541748046875,0.8894903659820557,0.000488346309384724,0.00610187
26,0.31192126,299,989.0,1421,425984,0.06323438882827759,0.0003,-2.5840667678974567,0.0026335855945944786,250,-0.001557322562439367,0.2,0.062109375,0.8800598382949829,0.000531086983755813,0.0053798985
27,0.33301373999999995,311,989.0,1422,442368,0.02849370241165161,0.0003,-2.566643580235541,-0.009737649001181126,260,7.819335205567768e-05,0.2,0.07757568359375,0.8735681772232056,0.00047582401189174563,0.007579785
28,0.36046575,322,989.0,1422,458752,0.04473620653152466,0.0003,-2.5510698940604923,0.0030183824710547924,270,-0.0015110169368199422,0.2,0.064544677734375,0.8635507225990295,0.0004916743569424398,0.005838869
29,0.39430774,333,989.0,1422,475136,0.09047085046768188,0.0003,-2.535514718387276,0.003450016025453806,280,-0.0013040790576269502,0.2,0.06663818359375,0.8586388826370239,0.00046409678042778066,0.005595169
30,0.42878468999999997,345,989.0,1422,491520,0.09941411018371582,0.0003,-2.518816581647843,-0.0010229505132883787,290,-0.0015919202534860233,0.2,0.073748779296875,0.8533675670623779,0.000516271781401656,0.006303843
31,0.45495202000000007,356,989.0,1423,507904,0.10346978902816772,0.0003,-2.512513969000429,-0.01358494721353054,300,-0.00017638804220041493,0.2,0.07060546875,0.8504773378372192,0.000489730075105399,0.007822411
32,0.46916787,368,989.0,1423,524288,0.09833824634552002,0.0003,-2.518511030077934,0.01403697021305561,310,-0.0015574897688566125,0.2,0.0701171875,0.8528380990028381,0.00050857254419725,0.007514965
33,0.47557251,379,989.0,1423,540672,0.09313023090362549,0.0003,-2.4924054365605115,-0.017729083076119423,320,-5.9236126799078195e-05,0.2,0.071673583984375,0.8408333659172058,0.00047058445469474466,0.0068033743
34,0.48624524,391,989.0,1423,557056,0.10395294427871704,0.0003,-2.475449378695339,-0.014470720663666725,330,-0.001489018214851967,0.2,0.0736572265625,0.8335986137390137,0.0005006066736427783,0.007164954
35,0.4962389800000001,402,989.0,1423,573440,0.05806773900985718,0.0003,-2.456772376038134,0.0006006137700751424,340,2.9777909730910324e-05,0.2,0.087548828125,0.8257138729095459,0.0004917773109639256,0.010334216
36,0.50873664,414,989.0,1423,589824,0.07659685611724854,0.0003,-2.4398251229897143,0.0053049856796860695,350,-0.001115241176012205,0.2,0.074798583984375,0.8191162347793579,0.00044878914682158213,0.0069048717
37,0.5105367999999999,425,989.0,1423,606208,0.09519845247268677,0.0003,-2.4348041294142604,-0.013562489300966263,360,-0.0004154173449933296,0.2,0.07230224609375,0.8170977830886841,0.0005172400756634943,0.0069608656
38,0.5090869000000001,437,989.0,1422,622592,0.088889479637146,0.0003,-2.4055827962234617,-0.0014398987405002117,370,-0.000663272371457424,0.2,0.079443359375,0.8047612905502319,0.0005087455790430794,0.007084519
39,0.5059582000000001,449,989.0,1422,638976,0.038440823554992676,0.0003,-2.400160035863519,-0.022014018148183823,380,-0.0007473914296497241,0.2,0.076116943359375,0.8046587705612183,0.0005326142935871303,0.006579012
40,0.53316373,460,989.0,1422,655360,0.07269996404647827,0.0003,-2.3993618000298738,-0.00614495063200593,390,-0.0008585102830693358,0.2,0.074505615234375,0.8048272132873535,0.0005211937123021926,0.0068369964
41,0.55224513,472,989.0,1421,671744,0.11508774757385254,0.0003,-2.388980842102319,0.007817830890417099,400,-0.0011473186932562385,0.2,0.0765380859375,0.7959502935409546,0.0004728808120205485,0.0071232147
42,0.56495788,484,989.0,1421,688128,0.121165931224823,0.0003,-2.368337617162615,-0.01058354414999485,410,-0.0006160651526442961,0.2,0.07293701171875,0.7905808687210083,0.0005050160110613433,0.005880774
43,0.5657401,495,989.0,1420,704512,0.14132928848266602,0.0003,-2.358783036377281,-0.001171887619420886,420,-0.0005570922462538874,0.2,0.0739990234375,0.7852696776390076,0.00047382631549339747,0.007134231
44,0.59951559,507,989.0,1419,720896,0.11452025175094604,0.0003,-2.3397037144750357,-0.0034514600411057472,430,-0.00018858641687984344,0.2,0.079266357421875,0.779880702495575,0.0004908716886177445,0.0064257644
45,0.62992303,519,989.0,1418,737280,0.1124945878982544,0.0003,-2.3217268464155496,0.0023398855701088905,440,0.00024305950701091205,0.2,0.0779052734375,0.7732545733451843,0.00052056427792877,0.0061875395
46,0.63387123,531,989.0,1417,753664,0.12896662950515747,0.0003,-2.3128829463385046,0.006004630587995052,450,0.0008670003790939518,0.2,0.081494140625,0.7677105665206909,0.0004910722113322663,0.0070360345
47,0.65379082,543,989.0,1416,770048,0.14016926288604736,0.0003,-2.29309560386464,0.00010642304550856352,460,-0.00028350965767458546,0.2,0.079949951171875,0.7624913454055786,0.0004903354716759622,0.007749025
48,0.6586038,555,989.0,1415,786432,0.12704330682754517,0.0003,-2.2809128150343896,-0.016579626128077507,470,-0.000616012878890615,0.2,0.081201171875,0.7571878433227539,0.0004850527813346162,0.0066392384
49,0.6812688600000001,567,989.0,1414,802816,0.1446794867515564,0.0003,-2.2798787143081425,-0.001688965130597353,480,-0.0007263696485097171,0.2,0.083428955078125,0.760526716709137,0.0005036625287630159,0.0076843975
50,0.68799216,579,989.0,1414,819200,0.13055729866027832,0.0003,-2.2695889667607845,0.0004933031741529703,490,-0.0007023042122455081,0.2,0.088409423828125,0.7529641389846802,0.0005243073544988874,0.007848943
51,0.7035481800000001,590,989.0,1413,835584,0.15897643566131592,0.0003,-2.255146859958768,-0.0024149955715984106,500,-0.0007543118588728248,0.2,0.090997314453125,0.748310923576355,0.0005112221965305252,0.008657464
52,0.7018198800000001,602,989.0,1413,851968,0.16927099227905273,0.0003,-2.2329472024925052,-0.008208481594920158,510,-0.000705830669903662,0.2,0.08812255859375,0.7419989705085754,0.00048361625221104987,0.008380056
53,0.71941754,614,989.0,1412,868352,0.13971924781799316,0.0003,-2.225722494535148,0.007344139274209738,520,-0.0009127785853706883,0.2,0.081243896484375,0.7374204397201538,0.000522349974488634,0.00660498
54,0.7434567099999999,626,989.0,1411,884736,0.16098487377166748,0.0003,-2.2046753843314946,0.009653307497501373,530,-0.0002655614016475738,0.2,0.079364013671875,0.728905439376831,0.0005040646649206338,0.006868798
55,0.7638806800000001,638,989.0,1410,901120,0.14489763975143433,0.0003,-2.1745928396470844,-0.003096256870776415,540,-0.0005518528363609221,0.2,0.08770751953125,0.7171287536621094,0.00051681526814491,0.0072438726
56,0.7758184899999999,650,989.0,1409,917504,0.15895557403564453,0.0003,-2.164389653503895,-0.0074820066802203655,550,0.00025495731551927747,0.2,0.083447265625,0.7174215316772461,0.0004895741524705954,0.0072773253
57,0.79236374,663,989.0,1406,933888,0.1702326536178589,0.0003,-2.1489110926166175,-0.005464673042297363,560,-0.00032238464482361453,0.2,0.08741455078125,0.7097547650337219,0.0005202160871931483,0.007231932
58,0.8159731699999998,676,989.0,1404,950272,0.18062573671340942,0.0003,-2.133275565505028,0.006378543563187122,570,-0.0006464836042141542,0.2,0.097210693359375,0.7037497758865356,0.0005003995906690762,0.008949995
59,0.8225682299999998,689,989.0,1402,966656,0.20141369104385376,0.0003,-2.114330797921866,-0.01680169068276882,580,0.0001288052044401411,0.2,0.09041748046875,0.6982502341270447,0.0005369455146990276,0.0083530955
60,0.8332005100000001,702,989.0,1400,983040,0.18959921598434448,0.0003,-2.087466849107295,0.018710607662796974,590,-0.0005845136240168359,0.2,0.09632568359375,0.6895388960838318,0.0005562274041835735,0.00823494
61,0.8465662000000002,714,989.0,1398,999424,0.17995071411132812,0.0003,-2.073237536288798,-0.011234226636588573,600,-0.000504030603042338,0.2,0.100177001953125,0.6840764284133911,0.0005390859753447331,0.0086234845
62,0.8693848700000001,727,989.0,1396,1015808,0.20876646041870117,0.0003,-2.0485357764177023,0.0029857554472982883,610,-0.0003508008514472749,0.2,0.10067138671875,0.6740605235099792,0.0005284462855115635,0.008534777
63,0.9014025400000001,740,989.0,1394,1032192,0.19705331325531006,0.0003,-2.0267536690458656,0.012530284933745861,620,6.011460482113762e-05,0.2,0.10147705078125,0.6696959733963013,0.0005391676512203958,0.008109104
64,0.9166382800000001,753,989.0,1392,1048576,0.1964966058731079,0.0003,-2.0212246898561714,-0.004093351773917675,630,-0.0007704243658736232,0.2,0.104345703125,0.6671628952026367,0.0005374765286774164,0.009310054
65,0.92954797,766,989.0,1390,1064960,0.2139565348625183,0.0003,-2.0077504272107034,-0.005513469222933054,640,0.0005022685285439365,0.2,0.095635986328125,0.6618363261222839,0.0005464165481271266,0.008999568
66,0.9441442699999999,778,989.0,1388,1081344,0.21643269062042236,0.0003,-1.9892211593687534,0.0021136202849447727,650,0.0005146025385329267,0.2,0.095025634765625,0.6572744846343994,0.0005634847428268586,0.007904736
67,0.94838887,791,989.0,1386,1097728,0.1890076994895935,0.0003,-1.9569975463673472,0.0062651303596794605,660,-0.00029243785847938853,0.2,0.10174560546875,0.6472042202949524,0.0005492108889029624,0.008558856
68,0.9450305900000001,804,989.0,1385,1114112,0.18362772464752197,0.0003,-1.9547758579719812,-0.019142339006066322,670,-0.00021796356195409318,0.2,0.102203369140625,0.6469214558601379,0.0005945415696146483,0.007978108
69,0.9543954299999998,816,989.0,1383,1130496,0.1956930160522461,0.0003,-1.9422036006115377,-0.0214269757270813,680,0.0006246518138141255,0.2,0.10301513671875,0.6414155960083008,0.0005119410528152457,0.009500592
70,0.96552565,829,989.0,1381,1146880,0.20784306526184082,0.0003,-1.9195167439524083,-0.012617705389857292,690,0.0009267888652175315,0.2,0.098614501953125,0.6349007487297058,0.0005499290121179001,0.0074582403
71,0.96184432,842,989.0,1380,1163264,0.2309633493423462,0.0003,-1.904403528291732,-0.010862236842513084,700,0.0004406226975333993,0.2,0.106158447265625,0.6317291855812073,0.0005547590393462087,0.008212343
72,0.9658921399999998,855,989.0,1379,1179648,0.24226343631744385,0.0003,-1.89112791698426,-0.0022864341735839844,710,0.00032547786922805245,0.2,0.10037841796875,0.6287314295768738,0.0005674628817303074,0.008824739
73,0.9913788300000002,868,989.0,1377,1196032,0.20910394191741943,0.0003,-1.8762650691438467,-0.016482260078191757,720,0.0007091313966157032,0.2,0.104754638671875,0.6224645376205444,0.0005909186837357083,0.008448997
74,0.9941515900000002,881,989.0,1376,1212416,0.22436249256134033,0.0003,-1.8565944249276072,-0.013612370006740093,730,0.00031599818175891413,0.2,0.10111083984375,0.6183708906173706,0.0005508480982939545,0.009837882
75,1.00967626,893,989.0,1374,1228800,0.21586990356445312,0.0003,-1.8318836532067508,-0.0020482810214161873,740,-0.00021137474122951972,0.2,0.108990478515625,0.6092832088470459,0.0005582890921857597,0.009323073
76,1.0227218200000001,906,989.0,1373,1245184,0.2276977300643921,0.0003,-1.8268325138837098,-0.006493142805993557,750,0.000980795892974129,0.2,0.09671630859375,0.6090890169143677,0.0005666065336185966,0.0069019077
77,1.0557174500000002,919,989.0,1372,1261568,0.21906530857086182,0.0003,-1.813746768143028,0.01791805401444435,760,0.0006598425532502005,0.2,0.1016357421875,0.6068137884140015,0.0005571339737230119,0.008347269
78,1.06444608,931,989.0,1371,1277952,0.22363513708114624,0.0003,-1.8009443005546928,0.005162156652659178,770,0.0012634212203920469,0.2,0.110894775390625,0.6023372411727905,0.0005279201297184955,0.010126295
79,1.0698848600000002,944,989.0,1370,1294336,0.21411681175231934,0.0003,-1.7825921703130008,0.01715714856982231,780,0.0004714474662250723,0.2,0.10250244140625,0.5950247049331665,0.000561143122786234,0.00943427
80,1.0855177299999998,957,989.0,1369,1310720,0.22014081478118896,0.0003,-1.7517135884612798,0.00423441594466567,790,0.0005612677112367237,0.2,0.1051025390625,0.5868545174598694,0.0005879050798512254,0.008657761
81,1.0915683399999998,970,989.0,1368,1327104,0.2435307502746582,0.0003,-1.7408404172863812,-0.004901065956801176,800,0.0015092346297024052,0.2,0.104071044921875,0.5876463055610657,0.0005481851358126733,0.008867921
82,1.0991970899999999,983,989.0,1366,1343488,0.234291672706604,0.0003,-1.752760432427749,-0.010697370395064354,810,-0.0005328436647687341,0.2,0.11187744140625,0.5914257764816284,0.0005963956279515514,0.010771941
83,1.09128124,996,989.0,1365,1359872,0.23819303512573242,0.0003,-1.7397183099295943,0.008540566079318523,820,0.001122902582937968,0.2,0.109368896484375,0.5859003067016602,0.0005683955651079487,0.009518199
84,1.1103046900000002,1008,989.0,1364,1376256,0.23685747385025024,0.0003,-1.7233610295224935,-0.005560301244258881,830,0.0017645110639023186,0.2,0.113360595703125,0.5812848806381226,0.0005621996142053832,0.010981077
85,1.14004144,1021,989.0,1363,1392640,0.2386840581893921,0.0003,-1.7131689936853944,-0.005436850246042013,840,-5.712739020964363e-05,0.2,0.1127197265625,0.5794306397438049,0.0005997930612011259,0.00935306
86,1.14514552,1034,989.0,1362,1409024,0.269969642162323,0.0003,-1.6977575531695037,0.00027915608370676637,850,0.0005735033242672216,0.2,0.103826904296875,0.5756788849830627,0.0005720837121089062,0.008549646
87,1.1547647600000002,1047,989.0,1360,1425408,0.25464487075805664,0.0003,-1.6785440532490612,0.004959469195455313,860,0.001122004781063879,0.2,0.108001708984375,0.5698465704917908,0.0005939811903886039,0.010634661
88,1.1769130199999998,1060,989.0,1359,1441792,0.25565624237060547,0.0003,-1.6555243242066353,-0.026533210650086403,870,0.0017300948944466653,0.2,0.11192626953125,0.5638986825942993,0.00057814149273554,0.009297801
89,1.2011206399999999,1072,989.0,1359,1458176,0.24598312377929688,0.0003,-1.6339235240593553,-0.006094556767493486,880,0.001300250005806447,0.2,0.120562744140625,0.5579007267951965,0.0005833653282195428,0.008801235
90,1.21953783,1085,989.0,1357,1474560,0.25439369678497314,0.0003,-1.6198443287517876,-0.007970617152750492,890,0.00045216088929009854,0.2,0.112298583984375,0.5552599430084229,0.000562945056310582,0.009332583
91,1.2148448600000004,1098,989.0,1356,1490944,0.2442476749420166,0.0003,-1.6132088008336722,0.010275558568537235,900,0.0011434264224590152,0.2,0.1140869140625,0.5518653988838196,0.0005853687342550984,0.009431897
92,1.2301392600000003,1111,989.0,1356,1507328,0.23767679929733276,0.0003,-1.5899692587088794,0.02005849964916706,910,0.0007204045146863791,0.2,0.1153564453125,0.5447983741760254,0.0005709034058270391,0.009859862
93,1.2459273599999998,1124,989.0,1355,1523712,0.2323988676071167,0.0003,-1.5739911231677979,0.024904906749725342,920,0.0015040594935271656,0.2,0.119171142578125,0.5404670834541321,0.0006111720729677472,0.009666186
94,1.25713433,1136,989.0,1354,1540096,0.24479591846466064,0.0003,-1.5533086842857302,-0.0014875053893774748,930,0.0012056961551934365,0.2,0.116943359375,0.5344433784484863,0.000545721783407771,0.009959658
95,1.27089618,1149,989.0,1354,1556480,0.2552369236946106,0.0003,-1.5496315412689001,0.0169388335198164,940,0.0012784589578586747,0.2,0.121417236328125,0.5345571041107178,0.0005802120151315648,0.010041416
96,1.26456887,1162,989.0,1353,1572864,0.2634143829345703,0.0003,-1.5483413834124804,0.008617647923529148,950,0.0018448429693307844,0.2,0.11461181640625,0.5369014739990234,0.0005638393159642874,0.007569418
97,1.2763995199999998,1175,989.0,1352,1589248,0.2473766803741455,0.0003,-1.5383409292902797,-0.02725512534379959,960,0.0015547516690276098,0.2,0.11400146484375,0.534044623374939,0.0005621129558221582,0.010454278
98,1.2878390899999999,1188,989.0,1351,1605632,0.26492738723754883,0.0003,-1.5186049015726895,0.0050940364599227905,970,0.0020191198291286128,0.2,0.114227294921875,0.5282394886016846,0.0005857794361190827,0.009273218
99,1.3008803300000003,1200,989.0,1350,1622016,0.27553898096084595,0.0003,-1.5034427272155881,0.008940822444856167,980,0.0021467613670210993,0.2,0.12386474609375,0.52550208568573,0.000579107313546956,0.012288138
100,1.31602495,1214,989.0,1349,1638400,0.28046488761901855,0.0003,-1.4887437008321285,-0.005362031981348991,990,0.0018055049704344128,0.2,0.124078369140625,0.5212499499320984,0.0005909732442091808,0.009963866
101,1.3182065299999999,1227,989.0,1348,1654784,0.26446259021759033,0.0003,-1.4721321729477495,0.04421023651957512,1000,0.0023720657116427903,0.2,0.123284912109375,0.5173513293266296,0.0005377130191106972,0.010593776
102,1.3406327500000002,1239,989.0,1348,1671168,0.256705641746521,0.0003,-1.4654853140003978,-0.009919079951941967,1010,0.0012686218018643559,0.2,0.125555419921875,0.5151981115341187,0.0005820256003971735,0.01008033
103,1.33855705,1251,989.0,1348,1687552,0.2599104046821594,0.0003,-1.448570849839598,0.009857431054115295,1020,0.0014551046469932771,0.2,0.1239013671875,0.5106140375137329,0.0005996728818445263,0.01024317
104,1.3465445500000002,1265,989.0,1346,1703936,0.26268261671066284,0.0003,-1.432073937356472,0.030136609449982643,1030,0.002526043460056826,0.2,0.12608642578125,0.5071485638618469,0.0005991748378960437,0.011587823
105,1.34633183,1277,989.0,1346,1720320,0.2711142897605896,0.0003,-1.4263686538673936,-0.002791946055367589,1040,0.002003041730313271,0.2,0.121942138671875,0.5079309940338135,0.0005849422173923813,0.011256903
106,1.3484723000000003,1290,989.0,1345,1736704,0.2623240351676941,0.0003,-1.4357134917750956,0.0021533817052841187,1050,0.0019038567490497372,0.2,0.119110107421875,0.5099936127662659,0.0005587572755814563,0.009051792
107,1.3624266600000001,1303,989.0,1345,1753088,0.24618780612945557,0.0003,-1.4236107228789479,-0.005883930716663599,1060,0.0024068952510788223,0.2,0.115478515625,0.5067041516304016,0.0005745724910070748,0.011033952
108,1.37131218,1316,989.0,1344,1769472,0.2455606460571289,0.0003,-1.422987264348194,0.010107255540788174,1070,0.002346809841765207,0.2,0.1242431640625,0.507128894329071,0.0005967782209040706,0.010557419
109,1.38065621,1328,989.0,1343,1785856,0.2543060779571533,0.0003,-1.4187815272249282,-0.00407807994633913,1080,0.001910432964359643,0.2,0.127899169921875,0.5062015056610107,0.0005926055761619863,0.009599777
110,1.3773556000000002,1341,989.0,1343,1802240,0.25874805450439453,0.0003,-1.4075819849967957,-0.0010573758045211434,1090,0.002108814089478983,0.2,0.12940673828125,0.505804181098938,0.0005639709378954194,0.011160087
111,1.38406965,1354,989.0,1342,1818624,0.259025514125824,0.0003,-1.4037492259871214,-0.0049792323261499405,1100,0.0017261688131839036,0.2,0.134466552734375,0.5041829347610474,0.0005499105400986082,0.009974502
112,1.39554014,1367,989.0,1341,1835008,0.26478588581085205,0.0003,-1.3999919516965746,0.027311643585562706,1110,0.0011970744895734241,0.2,0.129681396484375,0.5052857995033264,0.0005313493083406229,0.011672184
113,1.38711734,1380,989.0,1341,1851392,0.286487877368927,0.0003,-1.3913803996983916,-0.012066676281392574,1120,0.002354375333743519,0.2,0.134307861328125,0.5019717216491699,0.0005986033714634687,0.013820866
114,1.38665335,1392,989.0,1340,1867776,0.2704646587371826,0.0003,-1.3720173355657608,-0.010553834028542042,1130,0.0013773849483186495,0.2,0.133697509765625,0.4975205361843109,0.0005851109263630861,0.011637843
115,1.38239622,1405,989.0,1340,1884160,0.2852294445037842,0.0003,-1.382280596345663,-0.022190265357494354,1140,0.0017513422724732663,0.2,0.128802490234375,0.5007405281066895,0.0005732092871255645,0.011508413
116,1.3975165900000004,1418,989.0,1339,1900544,0.2767567038536072,0.0003,-1.3861561328172685,-0.012854035012423992,1150,0.0028871853048258343,0.2,0.1322509765625,0.5011328458786011,0.000556854454077893,0.011229316
117,1.40231629,1431,989.0,1339,1916928,0.2894122004508972,0.0003,-1.3608527228236198,0.022119900211691856,1160,0.0025810667601035677,0.2,0.125885009765625,0.4933737516403198,0.0005588223008658133,0.010951813
118,1.4090398900000003,1444,989.0,1338,1933312,0.27060699462890625,0.0003,-1.357875830726698,-0.016624370589852333,1170,0.0033581050363864053,0.2,0.123883056640625,0.4966147541999817,0.0005910486734137521,0.011868666
119,1.4242675399999996,1456,989.0,1338,1949696,0.2858108878135681,0.0003,-1.3500965121667832,-0.008677704259753227,1180,0.002837607835135714,0.2,0.132666015625,0.494346559047699,0.0005459313064818616,0.011256394
120,1.42355313,1469,989.0,1337,1966080,0.2687212824821472,0.0003,-1.3575223946478219,-0.007383071817457676,1190,0.0018055479271424702,0.2,0.1309814453125,0.49465709924697876,0.0005831933470631156,0.009976949
121,1.42598276,1482,989.0,1337,1982464,0.2693136930465698,0.0003,-1.3283389234915375,0.0033175363205373287,1200,0.0021735613801865837,0.2,0.13409423828125,0.4880828857421875,0.0005800562261242704,0.010765748
122,1.4298828199999998,1494,989.0,1337,1998848,0.2789512872695923,0.0003,-1.3191438672598452,0.011323954910039902,1210,0.0016474384066896164,0.2,0.1296142578125,0.487393856048584,0.0005643561890451565,0.0132727325
123,1.4229844700000003,1507,989.0,1336,2015232,0.28487080335617065,0.0003,-1.298181979637593,0.0029489947482943535,1220,0.0024781204301689286,0.2,0.1369384765625,0.4832572340965271,0.0006003663443152618,0.011757292
124,1.4207585500000002,1520,989.0,1336,2031616,0.2635830044746399,0.0003,-1.2950241455808282,0.015147297643125057,1230,0.0032793829714137246,0.2,0.12950439453125,0.4842093586921692,0.0005711489101713596,0.011633999
125,1.41541262,1532,989.0,1335,2048000,0.2827640771865845,0.0003,-1.2867647408042102,0.012453191913664341,1240,0.002041443267808063,0.2,0.131787109375,0.4822653830051422,0.0005693937333319354,0.011827746
126,1.4312981700000003,1545,989.0,1335,2064384,0.26590442657470703,0.0003,-1.278345105657354,0.0007940071518532932,1250,0.0033200280189703336,0.2,0.128411865234375,0.4797874391078949,0.0005619629987904772,0.011512956
127,1.4285490099999998,1558,989.0,1334,2080768,0.2754688262939453,0.0003,-1.2696396295446903,0.0019926270470023155,1260,0.0037659045148757285,0.2,0.128009033203125,0.4762767553329468,0.0005638698507823392,0.010965889
128,1.4269343300000004,1571,989.0,1334,2097152,0.29213160276412964,0.0003,-1.2605945219751447,-0.002290613017976284,1270,0.0026421911932629884,0.2,0.132232666015625,0.4744696021080017,0.0005477921323404189,0.01239812
129,1.4247051,1584,989.0,1333,2113536,0.2913821339607239,0.0003,-1.2544079971499742,-0.010761396959424019,1280,0.0025143038048554443,0.2,0.12774658203125,0.47316619753837585,0.0006445369293714975,0.011621873
130,1.4316658500000004,1597,989.0,1333,2129920,0.28372716903686523,0.0003,-1.2463831772096454,0.006216532085090876,1290,0.0024343150289496407,0.2,0.13095703125,0.468874990940094,0.0005752072080099424,0.011219685
