rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/iterations,train/policy_gradient_loss,train/std,train/explained_variance,train/approx_kl,train/clip_fraction,train/loss,train/value_loss,train/entropy_loss,train/learning_rate,train/clip_range,train/n_updates
0.019301555555555554,1070,206.0,2048,1,1,,,,,,,,,,,
-0.0023158421052631565,993,206.0,4096,4,2,-0.0059299327360349706,0.9968526363372803,-4.293371677398682,0.0056373365,0.06279296875,-0.009990748018026352,0.025659945418010466,-2.8340865425765513,0.0003,0.2,10
-0.005218275862068963,961,206.0,6144,6,3,-0.004132816346827895,0.9886865615844727,-0.046077609062194824,0.0051111095,0.027294921875,0.01203338336199522,0.008804059268004493,-2.8231067068874838,0.0003,0.2,20
-0.014355333333333333,950,206.0,8192,8,4,-0.005585317845543614,0.9879474639892578,0.0893244743347168,0.0063890573,0.039208984375,0.00809211190789938,0.00583332586902543,-2.8156880632042887,0.0003,0.2,30
-0.02738502040816327,941,206.0,10240,10,5,-0.004416768279043026,0.9841962456703186,0.1368294358253479,0.0050695497,0.031201171875,0.011845948174595833,0.0033927332206076244,-2.8081576235592367,0.0003,0.2,40
-0.02643642372881356,940,206.0,12288,13,6,-0.005987613901379518,0.9783812761306763,0.19020706415176392,0.0050670863,0.06044921875,0.0060918619856238365,0.002131052715230908,-2.7993096984922885,0.0003,0.2,50
