rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,train/learning_rate,train/std,train/n_updates,train/value_loss,train/policy_gradient_loss,train/clip_range,train/clip_fraction,train/approx_kl,train/entropy_loss,train/explained_variance,train/loss
0.103558,1346,1,2048,1,1071.0,,,,,,,,,,,
-0.063014,1065,3,4096,2,1071.0,0.0003,0.9926190972328186,10,0.019579056338989174,-0.005011701854527928,0.2,0.042431640625,0.0052392916,-2.8297686889767646,-50.657691955566406,0.006648106966167688
0.0015522000000000036,1006,6,6144,3,1071.0,0.0003,0.991167426109314,20,0.0023363248687019223,-0.005810351722902851,0.2,0.038916015625,0.004617246,-2.821158881485462,-1.9562644958496094,-0.011228458024561405
0.01056914285714286,1035,7,8192,4,1071.0,0.0003,0.9797333478927612,30,0.001319583370241162,-0.005946953492093598,0.2,0.048583984375,0.0063151675,-2.807478603720665,-1.0903129577636719,-0.008760658092796803
-0.006303555555555553,1052,9,10240,5,1071.0,0.0003,0.9790701270103455,40,0.0012230013412590779,-0.0038171362728462556,0.2,0.01513671875,0.0033499226,-2.795830763876438,-0.7000772953033447,-0.006487176287919283
-0.02976872727272727,1062,11,12288,6,1071.0,0.0003,0.9754871129989624,50,0.0010854569575712957,-0.003353136151417857,0.2,0.02548828125,0.004090351,-2.7924619555473327,-0.44795405864715576,-0.004454670939594507
-0.04468376923076923,1072,13,14336,7,1071.0,0.0003,0.9754712581634521,60,0.0008474593018036103,-0.005507223424501717,0.2,0.037060546875,0.0055735623,-2.789861270040274,-0.39177167415618896,-0.0036493665538728237
-0.07074979999999999,1078,15,16384,8,1071.0,0.0003,0.9737166166305542,70,0.0008615162777459773,-0.005376790340233128,0.2,0.045703125,0.0045180907,-2.7850950337946414,-0.36908984184265137,-0.0002626039495225996
-0.03560229411764705,1083,17,18432,9,1071.0,0.0003,0.9615833759307861,80,0.0008577865983170341,-0.006670710903927101,0.2,0.06748046875,0.0061648693,-2.7691745184361936,-0.2849388122558594,-0.022008491680026054
-0.0166488947368421,1088,18,20480,10,1071.0,0.0003,0.956599235534668,90,0.0006973594173359743,-0.005546180281089619,0.2,0.052734375,0.005218181,-2.752606850117445,-0.3310021162033081,0.014027000404894352
0.013492619047619054,1092,20,22528,11,1071.0,0.0003,0.9497522711753845,100,0.0006243505521524639,-0.006358946731779724,0.2,0.035400390625,0.0059894053,-2.743805385380983,-0.26549243927001953,-0.004840109497308731
0.0005383181818181866,1096,22,24576,12,1071.0,0.0003,0.9398529529571533,110,0.00073218297893618,-0.006525252319261199,0.2,0.052587890625,0.0070510246,-2.7243053540587425,-0.16814661026000977,-0.013113189488649368
0.02811775,1098,24,26624,13,1071.0,0.0003,0.935910165309906,120,0.0005658494502313261,-0.00711749108377262,0.2,0.062109375,0.005616468,-2.7084014885127545,-0.15358960628509521,-0.02654465287923813
0.039407000000000005,1101,26,28672,14,1071.0,0.0003,0.9274123907089233,130,0.0007819540271157166,-0.003705702097795438,0.2,0.027685546875,0.005656822,-2.694620317220688,-0.10528898239135742,-0.011047509498894215
0.06284514285714286,1104,27,30720,15,1071.0,0.0003,0.9341568946838379,140,0.0006593760204850696,-0.0038754340494051576,0.2,0.0306640625,0.005127916,-2.6927783653140067,-0.1308610439300537,0.007049036677926779
0.06597583333333334,1106,29,32768,16,1071.0,0.0003,0.9295263886451721,150,0.0005492293631050415,-0.004234390772762708,0.2,0.039453125,0.0047823163,-2.6936163187026976,-0.12214839458465576,0.000498701527249068
0.090850375,1107,31,34816,17,1071.0,0.0003,0.927825927734375,160,0.00053241010673446,-0.005099150870228187,0.2,0.052197265625,0.0072789504,-2.688498645275831,-0.10873746871948242,-0.007772479671984911
0.0990684705882353,1109,33,36864,18,1071.0,0.0003,0.9107837677001953,170,0.0006905109062245174,-0.005787380399124231,0.2,0.041845703125,0.006356421,-2.664112990349531,-0.0748363733291626,0.004547740798443556
0.08388683333333333,1110,35,38912,19,1071.0,0.0003,0.9137786030769348,180,0.0006496976116977749,-0.007570800748362671,0.2,0.05576171875,0.006479865,-2.649739373475313,-0.06605911254882812,-0.01609727554023266
0.10234371052631579,1112,36,40960,20,1071.0,0.0003,0.9137815237045288,190,0.0006156129007649725,-0.004424872562231031,0.2,0.03896484375,0.0053432724,-2.655926463007927,-0.03242754936218262,-0.00353488908149302
0.10543930000000001,1113,38,43008,21,1071.0,0.0003,0.8997225165367126,200,0.0007800468594723498,-0.006024014178547077,0.2,0.079345703125,0.0086394735,-2.638984631001949,-0.057260751724243164,-0.03449235111474991
0.12742816666666668,1102,40,45056,22,1071.0,0.0003,0.8995535373687744,210,0.0005555412240937585,-0.0058634960638300985,0.2,0.048583984375,0.006736726,-2.6234590403735636,-0.055109381675720215,-0.01856735534965992
