time/fps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/loss,train/clip_range,train/explained_variance,train/n_updates,train/entropy_loss,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/value_loss,train/std
1932,1,-0.04331925000000001,989.0,20480,10,,,,,,,,,,,
1654,2,0.08213802499999998,989.0,40960,24,0.006899993866682053,0.2,-36.7985954284668,10,-2.827645333260298,0.0003,0.0040386533,-0.0016501307081489358,0.0333984375,0.009746409430663334,0.9931566715240479
1581,3,0.08359268333333332,989.0,61440,38,0.006148833781480789,0.2,-1.2159473896026611,20,-2.8113763819634916,0.0003,0.0053115143,-0.002964754769927822,0.0485302734375,0.0023463171939511083,0.9853415489196777
1544,4,0.1127429625,989.0,81920,53,0.0057469746097922325,0.2,-0.17245924472808838,30,-2.8042256932705643,0.0003,0.0048692003,-0.0019253438716987149,0.0493310546875,0.0019698435689133476,0.9843944311141968
1525,5,0.13020807999999998,989.0,102400,67,-0.015830226242542267,0.2,-0.018233060836791992,40,-2.8033162638545037,0.0003,0.0048304745,-0.0022896271997888107,0.047421875,0.0017674161998911587,0.9829829931259155
1511,6,0.20889235000000003,989.0,122880,81,-0.023404015228152275,0.2,-0.0013709068298339844,50,-2.7864298824965954,0.0003,0.0057487306,-0.00207530195461004,0.06041015625,0.001720172276491212,0.9721167683601379
1500,7,0.22646167000000003,989.0,143360,95,-0.014044265262782574,0.2,0.0020990371704101562,60,-2.7623035664111377,0.0003,0.005937525,-0.0019026899711752775,0.05099609375,0.0016978936313898885,0.9599310755729675
1496,8,0.31736611,989.0,163840,109,-0.021616371348500252,0.2,-0.01058816909790039,70,-2.7454434018582106,0.0003,0.005215823,-0.0011799451353726909,0.045205078125,0.0016158952972909902,0.9539415836334229
1493,9,0.38764316,989.0,184320,123,-0.008441503159701824,0.2,0.0074582695960998535,80,-2.7353328220546245,0.0003,0.0064458377,-0.001468443031044444,0.05560546875,0.0016444961389061063,0.9505537748336792
1488,10,0.46396189,989.0,204800,137,-0.019261742010712624,0.2,0.017784714698791504,90,-2.7413331752270462,0.0003,0.005887003,-0.002001703999558231,0.0569287109375,0.0018838688699725026,0.9517194032669067
1486,11,0.50248487,989.0,225280,151,0.0056692203506827354,0.2,0.008971154689788818,100,-2.704592695981264,0.0003,0.006280736,-0.0033220756420632826,0.073828125,0.0016237014288526552,0.9305272102355957
1482,12,0.6026922600000001,989.0,245760,165,-0.014690577052533627,0.2,0.010518133640289307,110,-2.67879037335515,0.0003,0.0063644974,-0.0010085912239446771,0.0606884765625,0.0017528022075930494,0.9228424429893494
1480,13,0.6507749400000001,989.0,266240,179,-0.005353796761482954,0.2,0.020240366458892822,120,-2.6521085304021836,0.0003,0.0075940164,-0.0014514935881015845,0.071650390625,0.0017026710002210166,0.9094617366790771
1478,14,0.6871754099999999,989.0,286720,193,-0.014589769765734673,0.2,0.03278380632400513,130,-2.6384566185623406,0.0003,0.007577577,0.0013303239874949213,0.08759765625,0.0018581374536006479,0.9041825532913208
1477,15,0.83739639,989.0,307200,207,-0.02015681192278862,0.2,0.029452025890350342,140,-2.6159283079206945,0.0003,0.0064692004,-0.0022230961686000228,0.0676318359375,0.0018171382409491344,0.8927868604660034
1476,16,0.89219895,989.0,327680,221,-0.0014336765743792057,0.2,0.02915358543395996,150,-2.595047336667776,0.0003,0.0064558527,-0.0013690663383022184,0.06412109375,0.0016216375111616798,0.8832801580429077
1474,17,0.98948196,989.0,348160,236,0.0012790996115654707,0.2,0.03433537483215332,160,-2.562132873982191,0.0003,0.00679453,-0.0011699959459656383,0.07669921875,0.0018042240873728588,0.8692337870597839
1473,18,1.03335913,989.0,368640,250,-0.0013675002846866846,0.2,0.05338925123214722,170,-2.5241779921203853,0.0003,0.007113929,-0.0017337960481381741,0.0733251953125,0.0018946323488307827,0.8514668345451355
1472,19,1.04442098,989.0,389120,264,0.012036995030939579,0.2,0.05690598487854004,180,-2.517407495379448,0.0003,0.015968421,0.00489069309871411,0.1284326171875,0.0017653453130878915,0.8531433343887329
1472,20,1.0539123600000002,989.0,409600,278,-0.016962721943855286,0.2,0.05795520544052124,190,-2.5038670702278614,0.0003,0.010104238,-0.0007555497814610135,0.095517578125,0.0018017648876957537,0.8428657054901123
1471,21,1.0458033800000002,989.0,430080,292,0.006106831133365631,0.2,0.06559175252914429,200,-2.4742152736335994,0.0003,0.007897474,-0.0006854431994725019,0.0749267578125,0.0018390391369757708,0.8331062197685242
