time/fps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/loss,train/clip_range,train/explained_variance,train/n_updates,train/entropy_loss,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/value_loss,train/std
1941,1,0.01562584999999999,989.0,20480,10,,,,,,,,,,,
1666,2,0.02896700000000001,989.0,40960,24,-0.01303787250071764,0.2,-37.89417266845703,10,-2.855887585878372,0.0003,0.0039634267,-0.0019360321304702666,0.0388037109375,0.008462974147878412,1.0103185176849365
1593,3,0.06455113333333334,989.0,61440,38,-0.0058060274459421635,0.2,-0.9938418865203857,20,-2.840490773320198,0.0003,0.004901158,-0.001104465118551161,0.04189453125,0.002033858530830912,0.9998830556869507
1556,4,0.034118675,989.0,81920,52,0.004347892478108406,0.2,-0.01600480079650879,30,-2.8195561219751837,0.0003,0.005666525,-0.0008685111861268524,0.054716796875,0.0015055966963518587,0.9888681769371033
1537,5,0.01636126,989.0,102400,66,-0.004288674332201481,0.2,0.04931461811065674,40,-2.795630915239453,0.0003,0.005660307,-0.001065128260088386,0.0495654296875,0.001171463905902783,0.9764312505722046
1519,6,0.03624379999999999,989.0,122880,80,-0.009124726988375187,0.2,0.007477939128875732,50,-2.7785563128441573,0.0003,0.005584736,-0.001689570929884212,0.0550537109375,0.0011092882901539269,0.9702646732330322
1508,7,0.08602369,989.0,143360,95,-0.011887510307133198,0.2,0.04097205400466919,60,-2.7702992805093527,0.0003,0.0069895983,-0.0021375597892620136,0.0602099609375,0.0011340448426471995,0.9654104113578796
1499,8,0.08493487999999999,989.0,163840,109,-0.009371069259941578,0.2,0.04348945617675781,70,-2.7358795814216137,0.0003,0.0080347685,8.01709943334572e-05,0.0717041015625,0.000955577656004607,0.9480411410331726
1493,9,0.14921500999999998,989.0,184320,123,0.02849651128053665,0.2,-0.01952052116394043,80,-2.7247524561733005,0.0003,0.00799537,0.0006615035238792189,0.087587890625,0.0009311957338104548,0.9438958168029785
1488,10,0.23552096,989.0,204800,137,0.0203462615609169,0.2,0.005640149116516113,90,-2.710427128970623,0.0003,0.006395067,-0.0015804878767812624,0.0599853515625,0.0008979419402930943,0.9359095096588135
1485,11,0.27229036,989.0,225280,151,0.022909903898835182,0.2,0.024411320686340332,100,-2.713495086655021,0.0003,0.009075687,-0.000819855544687016,0.0800634765625,0.0009357141227337707,0.9442976713180542
1482,12,0.25783006,989.0,245760,165,-0.0018402583664283156,0.2,0.019049406051635742,110,-2.7005857623368503,0.0003,0.009520025,-0.00013971963213407434,0.0930078125,0.0008957263351294386,0.9327940940856934
1479,13,0.26721082,989.0,266240,179,0.025189680978655815,0.2,0.01419895887374878,120,-2.6842339481413364,0.0003,0.008704856,-0.0013306266909057741,0.07328125,0.0008774795722365524,0.926044225692749
1480,14,0.29714396,989.0,286720,193,0.012664432637393475,0.2,0.02769988775253296,130,-2.6577868733555077,0.0003,0.008283222,-0.0009721407067263499,0.087490234375,0.0009319885695731501,0.9107121229171753
1478,15,0.35311121000000006,989.0,307200,207,-0.0028447681106626987,0.2,0.06340444087982178,140,-2.6306178168952465,0.0003,0.007905582,-0.0017312251385010313,0.0890087890625,0.0008602321328726247,0.8994372487068176
1476,16,0.37332216000000007,989.0,327680,221,0.0032516559585928917,0.2,0.05766165256500244,150,-2.603173332363367,0.0003,0.007880089,-0.0010273554459854495,0.08130859375,0.0009672409644463187,0.8907937407493591
1474,17,0.40951002000000003,989.0,348160,236,0.020068513229489326,0.2,0.024983763694763184,160,-2.582341457903385,0.0003,0.006502199,-0.0012045895188930445,0.0674365234375,0.0008561989609825104,0.8766674399375916
1475,18,0.47673096000000004,989.0,368640,249,0.004159728065133095,0.2,0.026176810264587402,170,-2.5450946731120347,0.0003,0.009061221,-0.0019676030820119195,0.0949609375,0.0008046323840517289,0.8623567819595337
1474,19,0.5131734099999999,989.0,389120,263,-0.0163742545992136,0.2,0.049436867237091064,180,-2.518533947393298,0.0003,0.006347157,-0.0011815074348123745,0.068486328125,0.0008161580219348253,0.8495876789093018
1474,20,0.53120698,989.0,409600,277,-0.0069532617926597595,0.2,0.04551166296005249,190,-2.4878509196639063,0.0003,0.01027268,0.0009106727260223124,0.0902880859375,0.0008976951035401725,0.8405735492706299
1473,21,0.5769048800000001,989.0,430080,291,-0.026488950476050377,0.2,0.06988614797592163,200,-2.4753432822972536,0.0003,0.008301409,0.0008811426757165463,0.0801953125,0.0008997757940778684,0.8329300284385681
1473,22,0.61515653,989.0,450560,305,-0.004241470713168383,0.2,0.062108397483825684,210,-2.454527229145169,0.0003,0.007930974,0.0009612214937806129,0.090791015625,0.0009573485757573508,0.8271857500076294
1472,23,0.63363348,989.0,471040,319,-0.00040984590305015445,0.2,0.055831730365753174,220,-2.433935398310423,0.0003,0.007998982,-4.462530807359144e-05,0.0897021484375,0.0008306052621173876,0.8167116641998291
1472,24,0.62987215,989.0,491520,333,0.01524033397436142,0.2,0.08580148220062256,230,-2.4081337808072565,0.0003,0.0074281828,0.00022908965227543375,0.0859912109375,0.0009047016583008372,0.8087120056152344
1471,25,0.64767148,989.0,512000,348,0.006655069999396801,0.2,0.07335764169692993,240,-2.4029453326016665,0.0003,0.0066089593,-0.0011302703486580868,0.081630859375,0.0010163009282769054,0.8071238994598389
1470,26,0.6835431100000001,989.0,532480,362,0.01958075724542141,0.2,0.1075509786605835,250,-2.377038441002369,0.0003,0.0074091638,0.0006023317704966758,0.0892236328125,0.0008725685358149348,0.7962632179260254
1469,27,0.7356358900000001,989.0,552960,376,-0.019484061747789383,0.2,0.16395306587219238,260,-2.365195336937904,0.0003,0.008465035,-0.0013693613634677604,0.0840185546875,0.0009614630501346255,0.7902579307556152
1469,28,0.7530804799999998,989.0,573440,390,-0.003751129377633333,0.2,0.12114888429641724,270,-2.346756842061877,0.0003,0.0061943987,-0.0003597534190339502,0.0768359375,0.0009465331194769533,0.7820150852203369
1468,29,0.7840321599999999,989.0,593920,404,-0.006000114139169455,0.2,0.1274348497390747,280,-2.3291515123099087,0.0003,0.0066059427,1.5731554012745618e-05,0.0786083984375,0.00099505567016422,0.7760968208312988
1468,30,0.8127024500000002,989.0,614400,418,0.022487835958600044,0.2,0.12635016441345215,290,-2.3202347726374866,0.0003,0.008135568,-0.000855001362360781,0.0776025390625,0.0009140128993294638,0.7754040956497192
1468,31,0.8288209199999998,989.0,634880,432,0.002764964709058404,0.2,0.1451762318611145,300,-2.3076022078096865,0.0003,0.0065422417,-0.0007208738298504614,0.0871728515625,0.0009759120618400629,0.7697466611862183
1468,32,0.8598526999999998,989.0,655360,446,0.0030392289627343416,0.2,0.1583690643310547,310,-2.2998477348685267,0.0003,0.008871963,0.0012543879965960514,0.07591796875,0.001029672234890313,0.7669551372528076
1468,33,0.9053226999999999,989.0,675840,460,-0.010981143452227116,0.2,0.1588832139968872,320,-2.2770638497173787,0.0003,0.012289273,0.0029138618275464977,0.12662109375,0.0010574385696600075,0.7595239877700806
