time/fps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/loss,train/clip_range,train/explained_variance,train/n_updates,train/entropy_loss,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/value_loss,train/std
1922,1,-0.08384425,989.0,20480,10,,,,,,,,,,,
1645,2,0.034660550000000005,989.0,40960,24,0.009906738996505737,0.2,-14.947272300720215,10,-2.824594863653183,0.0003,0.004567734,-0.0029053851062781177,0.0383056640625,0.0308811505768972,0.9919469356536865
1573,3,-0.01273468333333333,989.0,61440,39,0.014139199629426003,0.2,-0.35710108280181885,20,-2.833974066376686,0.0003,0.0059700413,-0.0020076029673509765,0.053232421875,0.01117503492787364,0.9974117279052734
1539,4,-0.012001200000000004,989.0,81920,53,0.004677982535213232,0.2,0.11732500791549683,30,-2.837141345217824,0.0003,0.0057127443,-0.001756942324427655,0.05623046875,0.007755057410686277,0.9996721744537354
1520,5,-0.008879990000000008,989.0,102400,67,0.029416587203741074,0.2,0.1709386706352234,40,-2.8297464422136547,0.0003,0.00505919,-0.0010995098437706474,0.0465283203125,0.00565257125388598,0.9943326711654663
1506,6,0.06039255000000001,989.0,122880,81,0.019356295466423035,0.2,0.187860369682312,50,-2.824925712496042,0.0003,0.005667215,-0.0016371567027817946,0.057236328125,0.004279511522254325,0.9922086000442505
1501,7,0.07828476000000001,989.0,143360,95,-0.004825240466743708,0.2,0.16650772094726562,60,-2.808208206743002,0.0003,0.0051564397,-0.0014481016781064681,0.0527392578125,0.0033641866527068486,0.9837100505828857
1493,8,0.12712604,989.0,163840,109,-0.0027452821377664804,0.2,0.1249801516532898,70,-2.796558480486274,0.0003,0.0066567436,-0.00048719280515797437,0.07322265625,0.002853247317507339,0.9797298312187195
1491,9,0.15185148,989.0,184320,123,-0.0011071899207308888,0.2,0.10202533006668091,80,-2.7873612973839044,0.0003,0.0062369565,-0.0019914177498139905,0.051767578125,0.002557220805720135,0.9747631549835205
1491,10,0.20096426000000003,989.0,204800,137,-0.008823661133646965,0.2,0.06374269723892212,90,-2.7789353428035977,0.0003,0.0075310753,-0.002240512972493889,0.0778515625,0.002347414083342301,0.9683707356452942
1487,11,0.25079319999999994,989.0,225280,151,-0.008782192133367062,0.2,0.0391765832901001,100,-2.7686135386675597,0.0003,0.0070136436,-0.001191279590711929,0.0686669921875,0.0021750918208454095,0.9657527208328247
1484,12,0.31715975999999996,989.0,245760,165,-0.01506651472300291,0.2,0.028371334075927734,110,-2.762471981868148,0.0003,0.005898401,-0.0006385974986187648,0.073125,0.0019174354372262315,0.9636654257774353
1481,13,0.37756135,989.0,266240,179,0.005448138806968927,0.2,0.021013915538787842,120,-2.7440286907553673,0.0003,0.00727903,-0.0013922586933767889,0.0751904296875,0.0017775421972328332,0.951034426689148
1479,14,0.4397828,989.0,286720,193,-0.012569624930620193,0.2,0.02559596300125122,130,-2.713280333504081,0.0003,0.008471876,-0.001379999445634894,0.0717578125,0.0018057066034816672,0.9385619163513184
1477,15,0.5002528100000001,989.0,307200,207,-0.0012796504888683558,0.2,0.023731648921966553,140,-2.690560026243329,0.0003,0.008261753,0.0012238766365044284,0.095986328125,0.001806368852903688,0.92802894115448
1475,16,0.49869692,989.0,327680,222,-0.018380096182227135,0.2,0.017589271068572998,150,-2.6783445597440005,0.0003,0.008151015,-0.001752708845451707,0.06498046875,0.0019032842092383362,0.923046350479126
1475,17,0.55844218,989.0,348160,236,-0.016162794083356857,0.2,0.015637099742889404,160,-2.657122757807374,0.0003,0.01012156,0.0003962805868650321,0.0996142578125,0.0017830797333772352,0.914527952671051
1473,18,0.61872491,989.0,368640,250,-0.01871379278600216,0.2,0.024567067623138428,170,-2.6427057041972875,0.0003,0.0068334215,-0.0020740606986510103,0.075537109375,0.0016409145486068156,0.9076400995254517
1473,19,0.67085952,989.0,389120,264,-0.03311610594391823,0.2,0.020232975482940674,180,-2.6402279142290355,0.0003,0.007447549,-0.0010317678093269933,0.0793212890625,0.0017373621558726881,0.9054805636405945
1472,20,0.7320832900000002,989.0,409600,278,-0.014598829671740532,0.2,0.03752326965332031,190,-2.6179783695936205,0.0003,0.008451169,-0.0010597238891932649,0.09220703125,0.001789223265423061,0.8960019946098328
1472,21,0.7627150800000001,989.0,430080,292,-0.0255713053047657,0.2,0.03446853160858154,200,-2.602417118176818,0.0003,0.00997466,0.002022174737066962,0.1069091796875,0.001711005653742177,0.8898462057113647
1471,22,0.75863557,989.0,450560,306,-0.0024482295848429203,0.2,0.030760765075683594,210,-2.581500358209014,0.0003,0.0070615904,-0.0010734878812218086,0.0759619140625,0.001635719743590016,0.8799765110015869
1471,23,0.7642592700000002,989.0,471040,320,-0.008529486134648323,0.2,0.04051864147186279,220,-2.569630790054798,0.0003,0.007053882,-0.0018877214047824963,0.0758349609375,0.0018467091249658551,0.8741916418075562
1471,24,0.8417862100000001,989.0,491520,333,-0.01485480833798647,0.2,0.04993295669555664,230,-2.5537357795983553,0.0003,0.007110642,-0.0017427026227233,0.0860693359375,0.0016388569730224844,0.8656584024429321
