rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/clip_fraction,train/clip_range,train/entropy_loss,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/loss,train/explained_variance,train/std,train/n_updates
0.0016842222222222228,206.0,2048,1095,1,1,,,,,,,,,,,
0.01585378947368421,206.0,4096,988,2,4,0.028125,0.2,-2.8427972249686717,0.018500175080407643,0.004554525,-0.0048869650781853124,0.0003,0.004764019511640072,-44.00584411621094,1.0032683610916138,10
0.028237827586206896,206.0,6144,950,3,6,0.02646484375,0.2,-2.8524402521550654,0.0026785812986418025,0.0052107736,-0.004448593180859462,0.0003,0.005124433431774378,-2.2830300331115723,1.0094077587127686,20
0.03335433333333334,206.0,8192,944,4,8,0.039501953125,0.2,-2.8432421162724495,0.0015659278535167687,0.005244017,-0.004874404154543299,0.0003,-0.0020385426469147205,-0.9535576105117798,0.9963082075119019,30
0.03241679591836735,206.0,10240,943,5,10,0.0365234375,0.2,-2.824062728136778,0.0009395372306244098,0.005927419,-0.00438231804582756,0.0003,0.021383866667747498,-0.5489156246185303,0.9891394376754761,40
0.02837986440677966,206.0,12288,943,6,13,0.0435546875,0.2,-2.815114587545395,0.0010446721191328834,0.005627851,-0.007010577438632026,0.0003,-0.01965908333659172,-0.12810015678405762,0.9886118173599243,50
