time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,train/entropy_loss,train/n_updates,train/clip_fraction,train/value_loss,train/learning_rate,train/loss,train/clip_range,train/explained_variance,train/std,train/policy_gradient_loss,train/approx_kl
1,0.36623649999999996,10,12288,1247.5,1219,,,,,,,,,,,
2,0.212109,22,24576,1455.25,1085,-2.8276215927054484,10,0.029597981770833334,0.013115071772578328,0.0003,-0.005402980837970972,0.2,-18.75090217590332,0.9935969114303589,-0.001328541195107391,0.0041081905
3,0.14212742857142854,35,36864,1544.2857142857142,1048,-2.8075892627239227,20,0.0411865234375,0.0021091687638242246,0.0003,0.0025505125522613525,0.2,-0.711859941482544,0.983375072479248,-0.0018706236352348546,0.004798719
4,0.17530477777777775,47,49152,1570.6666666666667,1031,-2.813597694039345,30,0.049967447916666664,0.0016154643558972262,0.0003,-0.0036147693172097206,0.2,-0.2774752378463745,0.9870046377182007,-0.002142554835154442,0.0051316614
5,0.09914266666666666,60,61440,1593.75,1019,-2.789369009807706,40,0.05081380208333333,0.001551789087382834,0.0003,0.020152674987912178,0.2,-0.1601017713546753,0.9743562936782837,-0.001863376176576518,0.005743059
6,0.09169428571428571,72,73728,1603.642857142857,1014,-2.7766453184187414,50,0.06673990885416667,0.0012878731458840775,0.0003,0.00875154510140419,0.2,-0.0789346694946289,0.9679319858551025,-0.0011314287109901974,0.006201511
7,0.05859382352941177,85,86016,1614.1176470588234,1010,-2.7560962408781053,60,0.06797688802083333,0.0011637122752593617,0.0003,-0.004053216427564621,0.2,-0.05228602886199951,0.957553505897522,-0.00011139946145704016,0.0071922536
8,0.09831347368421052,97,98304,1619.2631578947369,1008,-2.7629965035865705,70,0.0650634765625,0.001132405567977912,0.0003,0.0013795250561088324,0.2,-0.02596747875213623,0.9677023887634277,0.00045433378909365274,0.006227298
9,0.07463027272727273,109,110592,1625.2272727272727,1005,-2.7753598550955454,80,0.074072265625,0.0008630209694426109,0.0003,0.00411451980471611,0.2,-0.017243623733520508,0.9718716144561768,-0.0005786010258210202,0.0064576627
10,0.03907108333333333,122,122880,1628.375,1004,-2.7696549074103434,90,0.06133626302083333,0.0011431329355521787,0.0003,0.0052833859808743,0.2,0.007058322429656982,0.9652243852615356,-0.0008314290462294593,0.0057224743
11,0.04067777777777778,134,135168,1632.2222222222222,1003,-2.780044439435005,100,0.06840006510416667,0.0008866039010172244,0.0003,0.014613984152674675,0.2,0.005135059356689453,0.9761967062950134,-0.0007070284955261741,0.006829506
12,0.06067331034482759,147,147456,1634.344827586207,1002,-2.7847209591418505,110,0.07189127604166666,0.0008825404855239565,0.0003,0.013925855048000813,0.2,0.0014073848724365234,0.9749661684036255,0.001007532283256296,0.0066454355
13,0.08881534375000001,159,159744,1637.03125,1002,-2.7890918154269455,120,0.07254231770833333,0.0010954054680041736,0.0003,0.006381109822541475,0.2,0.010751783847808838,0.979228138923645,0.0004841415361928133,0.006477226
14,0.06760226470588238,171,172032,1638.5588235294117,1001,-2.778668687865138,130,0.07876790364583333,0.0012184147584624347,0.0003,0.0019650233443826437,0.2,0.013881266117095947,0.9686832427978516,-6.698123615933582e-06,0.0078061507
15,0.08039736111111112,184,184320,1639.9166666666667,1000,-2.779605193187793,140,0.07206217447916667,0.0009089838826639607,0.0003,0.01879330538213253,0.2,-0.008713006973266602,0.9749951958656311,-0.0004343064569790537,0.0061179157
16,0.03525679487179488,196,196608,1641.6923076923076,999,-2.7814151593794425,150,0.06265462239583333,0.0009984504678413942,0.0003,-0.0037650088779628277,0.2,-0.0028138160705566406,0.9779922962188721,-0.001449049472284969,0.0060844817
17,0.023968292682926842,209,208896,1642.7317073170732,998,-2.7773138233770926,160,0.0828125,0.0009021096033393405,0.0003,0.007206386886537075,0.2,0.01642078161239624,0.9727498888969421,0.00022579675205633976,0.0073213857
18,0.03710636363636365,221,221184,1644.1136363636363,998,-2.7624307623753945,170,0.058146158854166664,0.001041778627192495,0.0003,-0.011342750862240791,0.2,0.005404412746429443,0.9657939076423645,-0.00034818448354296074,0.006854109
19,0.0419224347826087,234,233472,1644.9347826086957,997,-2.7621333892146747,180,0.0748291015625,0.0009303365504062336,0.0003,0.005088932812213898,0.2,-0.009234786033630371,0.9688703417778015,-0.0010644768973482618,0.006937662
20,0.06886777551020408,246,245760,1646.0408163265306,996,-2.7621265545487406,190,0.06354166666666666,0.0011934250189976107,0.0003,-0.006189105100929737,0.2,-0.005484819412231445,0.9647610187530518,-6.418313835941566e-05,0.0067769797
21,0.08697841176470589,259,258048,1646.7058823529412,996,-2.745751419166724,200,0.05585123697916667,0.0010770216251178985,0.0003,0.0030002749990671873,0.2,-0.005489468574523926,0.9591986536979675,0.0005844837248635789,0.005750058
22,0.07258696296296296,271,270336,1647.611111111111,995,-2.749274988348285,210,0.037581380208333334,0.0009069775040340271,0.0003,-0.01776871830224991,0.2,-0.0009108781814575195,0.963117778301239,-0.0007717289113012764,0.0041379943
23,0.06819217857142858,283,282624,1648.1607142857142,995,-2.7425652259339888,220,0.0482666015625,0.001118478645776122,0.0003,0.01659085601568222,0.2,-0.0021054744720458984,0.9545308351516724,-0.0017738709820453854,0.0049944506
24,0.0727173559322034,296,294912,1648.915254237288,994,-2.741760380193591,230,0.0552978515625,0.001010345733933112,0.0003,-0.0075139752589166164,0.2,-0.006404876708984375,0.9600757360458374,-0.0011068088040095366,0.004437528
25,0.0707532131147541,309,307200,1649.377049180328,994,-2.7507470743109783,240,0.0461181640625,0.0013589348397696692,0.0003,-0.017063681036233902,0.2,0.002604365348815918,0.9637216329574585,-0.0013562930968570679,0.0047505363
26,0.06231712500000001,321,319488,1650.015625,993,-2.7590356091658275,250,0.050276692708333334,0.0011832804586750475,0.0003,-0.0015556247672066092,0.2,0.0013625025749206543,0.9711335897445679,-0.0009980387752875687,0.0051920363
27,0.06088807575757576,333,331776,1650.409090909091,993,-2.7490619838237764,260,0.06300455729166667,0.0009352640860167109,0.0003,0.005528738722205162,0.2,0.00028955936431884766,0.9646902680397034,-0.0013979175052857803,0.0067483145
28,0.0744507205882353,346,344064,1650.7794117647059,992,-2.7275567786147197,270,0.055322265625,0.0008576243914073227,0.0003,0.004899356048554182,0.2,-0.003342270851135254,0.9534350633621216,-0.002255244842914787,0.00587016
29,0.0749590985915493,359,356352,1651.2957746478874,992,-2.7159813235203427,280,0.054215494791666666,0.0010241557294648374,0.0003,0.005735994782298803,0.2,0.006059408187866211,0.9485111832618713,-0.0010246708542884638,0.005305775
30,0.07742935616438357,371,368640,1651.6164383561643,992,-2.69221533027788,290,0.0516357421875,0.0009155188661983024,0.0003,-0.00765859242528677,0.2,0.0006247162818908691,0.9375041723251343,-0.0005307566141709685,0.005193133
31,0.08476459210526316,384,380928,1652.0657894736842,991,-2.677364246423046,300,0.054248046875,0.0010281575660580225,0.0003,0.0022035411093384027,0.2,-0.0006461143493652344,0.9307020902633667,-0.0003603925835098683,0.0048576095
32,0.08755973076923076,396,393216,1652.3461538461538,990,-2.670690755173564,310,0.04521484375,0.001250787660289158,0.0003,-0.008673397824168205,0.2,-9.119510650634766e-05,0.9269429445266724,-0.0008231882493419107,0.004623746
33,0.08678772839506174,409,405504,1652.7407407407406,989,-2.6691041390101113,320,0.04483235677083333,0.0010408036508124496,0.0003,-0.006913729477673769,0.2,-0.005680441856384277,0.9294835329055786,-0.00039544455139548516,0.004222338
34,0.09464093975903615,422,417792,1652.987951807229,988,-2.682547962293029,330,0.047623697916666666,0.0009561049081185047,0.0003,0.010718563571572304,0.2,-0.00531160831451416,0.9385497570037842,-0.0003313759036245756,0.0043182424
35,0.09552265116279071,434,430080,1653.3372093023256,988,-2.6812336401393018,340,0.043017578125,0.001076726092833269,0.0003,0.015591737814247608,0.2,0.0033777356147766113,0.9331847429275513,-0.00027667618026801694,0.0044826455
36,0.10641670454545454,447,442368,1653.5568181818182,988,-2.6896880832811196,350,0.03858235677083333,0.0011503249707402574,0.0003,-0.016986854374408722,0.2,0.012246191501617432,0.9385701417922974,-0.0009005496528213067,0.004020043
37,0.1119913186813187,459,454656,1653.868131868132,988,-2.681528080503146,360,0.05474446614583333,0.001030941635902612,0.0003,0.005349329672753811,0.2,0.01151728630065918,0.9330384731292725,-0.00047688257376042505,0.0055184476
38,0.10621861290322582,472,466944,1654.0645161290322,988,-2.6841468531638384,370,0.04293619791666667,0.0009130575026423079,0.0003,0.0026991842314600945,0.2,-0.004616856575012207,0.9393405318260193,-0.0007519605084477613,0.004298653
39,0.10024018750000001,484,479232,1654.34375,988,-2.6655494179576635,380,0.060408528645833334,0.0008387250718745539,0.0003,-0.005707622971385717,0.2,-0.0013524293899536133,0.927568793296814,-0.0007745563280574667,0.006211898
40,0.09975539795918369,497,491520,1654.5204081632653,988,-2.63922231780986,390,0.04861653645833333,0.0011010006050886053,0.0003,-0.002612276701256633,0.2,-0.002942800521850586,0.9178279042243958,-0.0009699977359559853,0.005704858
41,0.09301588000000001,509,503808,1654.69,988,-2.632969329878688,400,0.06513671875,0.001015775823786195,0.0003,-0.03614939749240875,0.2,-0.0057947635650634766,0.9149501323699951,-0.0007470583914255258,0.0062272344
42,0.08673945000000001,522,516096,1663.0,988,-2.6348686503867307,410,0.0460205078125,0.0009813064719461787,0.0003,0.014292169362306595,0.2,-0.0017278194427490234,0.9181306958198547,-0.001016024219764707,0.0043317038
43,0.09768259,534,528384,1663.0,988,-2.6226003974676133,420,0.06192220052083333,0.0010225864460608135,0.0003,0.014726889319717884,0.2,-0.004356861114501953,0.9139439463615417,8.149494727452597e-05,0.007016842
