time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/explained_variance,train/learning_rate,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/std,train/loss,train/n_updates,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean
635,39,79872,125,-0.02548527717590332,0.0003,0.2,-2.5671687252819537,-0.003260518267052248,0.003653916742405272,0.10615234375,0.8720943331718445,0.02746175043284893,380,0.0108770365,0.3951282857142857,9989.0
636,40,81920,128,-0.05117666721343994,0.0003,0.2,-2.5657883577048777,-0.0009973524654924403,0.001376373205857817,0.1513671875,0.8737985491752625,0.011053120717406273,390,0.017206471,0.447833875,9989.0
636,41,83968,131,-0.041516661643981934,0.0003,0.2,-2.559719067066908,-0.0041027122439118106,0.0012920632165332791,0.1384765625,0.8694243431091309,0.005490813869982958,400,0.01533228,0.447833875,9989.0
636,42,86016,135,-0.036489009857177734,0.0003,0.2,-2.5456790789961814,-0.005049728132144082,0.00169166056184622,0.1091796875,0.859399676322937,0.015851739794015884,410,0.013109604,0.447833875,9989.0
635,43,88064,138,-0.09035217761993408,0.0003,0.2,-2.5413211792707444,2.894556528190151e-05,0.0009594132079655537,0.114794921875,0.8632291555404663,-0.0031042108312249184,420,0.011502901,0.447833875,9989.0
635,44,90112,141,-0.013385295867919922,0.0003,0.2,-2.542815152555704,-0.0037889982617343777,0.0035394122711295494,0.09453125,0.8634369373321533,-0.005387982353568077,430,0.009308267,0.05110366666666666,9989.0
636,45,92160,144,-0.07622170448303223,0.0003,0.2,-2.541203198581934,-0.006953078743390506,0.0014773931530726258,0.093310546875,0.8608582019805908,-0.028771085664629936,440,0.010041358,0.05110366666666666,9989.0
634,46,94208,148,-0.039063215255737305,0.0003,0.2,-2.5497906506061554,-0.007208333552262048,0.0011906499639735557,0.123486328125,0.8698152303695679,-0.026276662945747375,450,0.011159282,0.05110366666666666,9989.0
632,47,96256,152,-0.029899239540100098,0.0003,0.2,-2.5532573759555817,0.0036660897254478186,0.0014756950016817428,0.13671875,0.8673315048217773,0.027334779500961304,460,0.016462546,0.05110366666666666,9989.0
631,48,98304,155,-0.03273820877075195,0.0003,0.2,-2.541741403192282,0.003699551007593982,0.0009727956699862262,0.1314453125,0.8577225804328918,-0.010435095056891441,470,0.012546682,0.05110366666666666,9989.0
632,49,100352,158,-0.009041666984558105,0.0003,0.2,-2.5256539799273012,-0.003787093760911375,0.0034500638179451927,0.144921875,0.8528932332992554,-0.030094534158706665,480,0.01459888,-0.06259670000000002,9989.0
632,50,102400,161,-0.1258169412612915,0.0003,0.2,-2.5157618574798106,-0.0030662373319501057,0.0012467583132092842,0.148046875,0.849618673324585,-0.030944552272558212,490,0.013827661,-0.06259670000000002,9989.0
633,51,104448,164,-0.05778169631958008,0.0003,0.2,-2.515089151263237,-0.005278463741706219,0.0010482839912583585,0.1265625,0.8519641757011414,0.009305790066719055,500,0.0137664415,-0.06259670000000002,9989.0
633,52,106496,168,-0.01233828067779541,0.0003,0.2,-2.5196288034319876,-0.0016593166044913232,0.0017803466735131224,0.167626953125,0.8541526794433594,0.0049810768105089664,510,0.021230288,-0.06259670000000002,9989.0
632,53,108544,171,-0.03774404525756836,0.0003,0.2,-2.5186742685735224,-0.004591201050789096,0.0010957954784316826,0.10703125,0.8494774103164673,-0.003297466319054365,520,0.013243465,-0.06259670000000002,9989.0
