time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/explained_variance,train/learning_rate,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/std,train/loss,train/n_updates,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean
615,1506,3084288,5007,-0.01913285255432129,0.0003,0.2,3.0836191989481447,0.006599923376052174,0.0007026912919172901,0.333935546875,0.05179295688867569,-0.02244598977267742,15050,0.036193296,0.5229800300000002,9989.0
616,1507,3086336,5010,-0.0850297212600708,0.0003,0.2,3.079521607607603,-0.0022430964916566156,0.0005491547859037382,0.318310546875,0.05186806246638298,-0.015316423960030079,15060,0.045268524,0.5229800300000002,9989.0
616,1508,3088384,5012,0.12947314977645874,0.0003,0.2,3.1011072866618634,0.0036946958694898057,0.003475541776879254,0.307568359375,0.051041752099990845,0.013337938115000725,15070,0.04484821,0.5114072800000001,9989.0
616,1509,3090432,5015,0.0006339550018310547,0.0003,0.2,3.118494004011154,0.0011268695081525948,0.0037086069341057738,0.2884765625,0.051015764474868774,-0.0061666518449783325,15080,0.038458318,0.5114072800000001,9989.0
616,1510,3092480,5018,-0.17387020587921143,0.0003,0.2,3.112554620206356,0.00607073543505976,0.0007461558882823737,0.32099609375,0.05121596157550812,2.415443304926157e-05,15090,0.056609023,0.5114072800000001,9989.0
616,1511,3094528,5021,-0.007276177406311035,0.0003,0.2,3.1088427022099494,0.0036146394901152234,0.0006893561057268016,0.324267578125,0.05109661817550659,0.006442617624998093,15100,0.04216322,0.5114072800000001,9989.0
616,1512,3096576,5024,-0.005124449729919434,0.0003,0.2,3.11183120906353,0.0026621553384757134,0.0008397092929044447,0.32119140625,0.05118584632873535,0.01189305167645216,15110,0.058604762,0.5114072800000001,9989.0
616,1513,3098624,5026,-0.2825075387954712,0.0003,0.2,3.1009476505219937,0.0038862650537339503,0.0005295861582453653,0.33349609375,0.05154663696885109,0.028878668323159218,15120,0.056268312,0.49652398000000014,9989.0
616,1514,3100672,5029,0.017667114734649658,0.0003,0.2,3.1052426174283028,0.005782303024898283,0.003722175283201068,0.331787109375,0.05110432580113411,-0.007623767480254173,15130,0.031671368,0.49652398000000014,9989.0
616,1515,3102720,5032,-0.06987738609313965,0.0003,0.2,3.1087860204279423,0.0016415463891462424,0.0007584273604607006,0.2197265625,0.051356397569179535,-0.029567856341600418,15140,0.022637045,0.49652398000000014,9989.0
616,1516,3104768,5035,-0.009604454040527344,0.0003,0.2,3.1114717058837416,0.006844748472940409,0.0007523434898303094,0.350146484375,0.050961874425411224,0.008970328606665134,15150,0.039987154,0.49652398000000014,9989.0
616,1517,3106816,5038,0.00821012258529663,0.0003,0.2,3.1277076110243796,0.0010545103774347807,0.0008293539425267227,0.32783203125,0.050626009702682495,0.02609926462173462,15160,0.03919194,0.48254731000000006,9989.0
616,1518,3108864,5040,0.10519850254058838,0.0003,0.2,3.1259466610848903,0.0008860061832820065,0.0030656772114525666,0.294189453125,0.05087433382868767,0.0030162737239152193,15170,0.03051429,0.48254731000000006,9989.0
616,1519,3110912,5043,0.001498878002166748,0.0003,0.2,3.136291556060314,0.0016327601639204658,0.0037072168369377324,0.3583984375,0.050007980316877365,0.00015063490718603134,15180,0.054549992,0.48254731000000006,9989.0
616,1520,3112960,5046,-0.07190430164337158,0.0003,0.2,3.149059674888849,0.012692902320122813,0.0006279893246301071,0.319287109375,0.05023504048585892,-0.0009922947501763701,15190,0.024903417,0.48254731000000006,9989.0
616,1521,3115008,5049,-0.026180505752563477,0.0003,0.2,3.1413732446730136,0.013567475556919817,0.0009017375875373546,0.33857421875,0.05039793998003006,0.05289000645279884,15200,0.05038057,0.48254731000000006,9989.0
616,1522,3117056,5052,0.026782095432281494,0.0003,0.2,3.13525875210762,0.008042513542750384,0.0006378813460059974,0.354736328125,0.05064621940255165,-0.0028616266790777445,15210,0.079691336,0.46825781000000005,9989.0
