time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/entropy_loss,train/loss,train/std,train/n_updates,train/clip_fraction,train/explained_variance,train/value_loss,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean
1170,8192,1,7,,,,,,,,,,,,,
1065,16384,2,15,-0.0032695909598260187,0.2,0.004372321,-2.815710021927953,0.009673933498561382,0.9857491850852966,10,0.033642578125,-44.334896087646484,0.014437458276552207,0.0003,,
1032,24576,3,23,-0.0012641418492421509,0.2,0.0043579172,-2.811193566955626,-0.005285375751554966,0.9868509769439697,20,0.04149169921875,-8.511369705200195,0.001961925804334896,0.0003,0.21529900000000002,4989.0
1018,32768,4,32,-0.0015363489441369894,0.2,0.0052080387,-2.8119315603747963,-0.011534524150192738,0.9857116937637329,30,0.04097900390625,-1.6306664943695068,0.0013907714556353312,0.0003,0.21529900000000002,4989.0
1009,40960,5,40,-0.00183675035223132,0.2,0.0070960587,-2.7973576951771975,-0.02939780429005623,0.978206217288971,40,0.0611328125,-1.475390911102295,0.0008058029723315485,0.0003,0.06827037500000002,4989.0
1003,49152,6,48,-0.0020825609477469697,0.2,0.0053701485,-2.8036041665822267,-0.020175673067569733,0.983768105506897,50,0.0657958984375,-0.7501246929168701,0.0005854693789274279,0.0003,0.06827037500000002,4989.0
999,57344,7,57,-0.0018326627556234597,0.2,0.006636719,-2.7959927758201957,0.0027588875964283943,0.9761008620262146,60,0.05838623046875,-0.48546767234802246,0.0006548906289481238,0.0003,0.06827037500000002,4989.0
996,65536,8,65,-0.000894889827031875,0.2,0.005517021,-2.7903734920546412,0.024899303913116455,0.9750628471374512,70,0.05545654296875,-0.4909762144088745,0.0003725091060687191,0.0003,-0.014463083333333319,4989.0
994,73728,9,74,-0.000873073450566153,0.2,0.0068196757,-2.7866111690178514,-0.011254501529037952,0.9756842255592346,80,0.07432861328125,-0.1471647024154663,0.000625083171348706,0.0003,-0.014463083333333319,4989.0
993,81920,10,82,-0.0007766689945128746,0.2,0.0063149594,-2.7828831592574717,-0.001317222137004137,0.970649242401123,90,0.06932373046875,-0.14601802825927734,0.0004422776797696315,0.0003,0.03951568750000001,4989.0
992,90112,11,90,-0.0005818536239530659,0.2,0.0061151218,-2.7728956026956437,-0.010806840844452381,0.9668532609939575,100,0.060693359375,-0.1238393783569336,0.0003801289370585437,0.0003,0.03951568750000001,4989.0
992,98304,12,99,-0.0012476136356781354,0.2,0.0056992956,-2.750214143283665,-0.004037115257233381,0.9524353742599487,110,0.05631103515625,-0.05918455123901367,0.0005203383662546913,0.0003,0.03951568750000001,4989.0
991,106496,13,107,-0.001281628776632715,0.2,0.006480698,-2.761647981777787,-0.00859688688069582,0.9651939868927002,120,0.06748046875,-0.1320791244506836,0.00027334882700529305,0.0003,0.1078789,4989.0
991,114688,14,115,-0.002474671079107793,0.2,0.00641531,-2.754086221009493,0.021525587886571884,0.955967128276825,130,0.0688232421875,-0.03608059883117676,0.0005119497751593372,0.0003,0.1078789,4989.0
991,122880,15,123,-0.0011364718913682737,0.2,0.0051734964,-2.761031128279865,-0.0030258316546678543,0.9667694568634033,140,0.05496826171875,-0.07066094875335693,0.00033391317269888533,0.0003,0.118145375,4989.0
990,131072,16,132,-0.0006744602509570541,0.2,0.0073925774,-2.779271826148033,-0.013102124445140362,0.9741109609603882,150,0.06905517578125,-0.11165618896484375,0.00041818263332515926,0.0003,0.118145375,4989.0
989,139264,17,140,-8.451199500996154e-05,0.2,0.0059869187,-2.7808457681909204,-0.0014605948235839605,0.9698857069015503,160,0.0743896484375,-0.02866196632385254,0.0004928446909161721,0.0003,0.118145375,4989.0
988,147456,18,149,-0.0018368113833275856,0.2,0.006976953,-2.775353919528425,-0.015313126146793365,0.9703272581100464,170,0.075048828125,-0.07648730278015137,0.0002679513932889677,0.0003,0.10433035714285713,4989.0
988,155648,19,157,-0.0016693347082764377,0.2,0.0075836526,-2.751726992614567,0.009011384099721909,0.9549168944358826,180,0.07723388671875,-0.011171579360961914,0.000579117141558072,0.0003,0.10433035714285713,4989.0
988,163840,20,165,-0.00029447216547850985,0.2,0.006871853,-2.747729580849409,0.007369882892817259,0.9563090801239014,190,0.073095703125,-0.04774188995361328,0.00031928608556199836,0.0003,0.07945612499999999,4989.0
988,172032,21,174,-0.0012439042347978102,0.2,0.008679346,-2.7435799334198236,0.0007580067031085491,0.9530904293060303,200,0.0825439453125,-0.02473890781402588,0.0005521388476381617,0.0003,0.07945612499999999,4989.0
988,180224,22,182,-0.001015156523499172,0.2,0.00875758,-2.729065183363855,-0.024410881102085114,0.9452780485153198,210,0.0959716796875,-0.05812525749206543,0.00038194626862377847,0.0003,0.13318358333333333,4989.0
988,188416,23,190,0.0007844533116440289,0.2,0.008846799,-2.7142263093963264,-0.00036398766678757966,0.9394659996032715,220,0.092578125,-0.020094752311706543,0.00030692616676333275,0.0003,0.13318358333333333,4989.0
988,196608,24,198,0.000176183784060413,0.2,0.008574011,-2.6950566565617917,-0.014404432848095894,0.9294708371162415,230,0.09674072265625,-0.020026087760925293,0.0005318791653053268,0.0003,0.13318358333333333,4989.0
987,204800,25,207,-0.0016911639941099565,0.2,0.009064924,-2.6946818955242633,-0.010935502126812935,0.9327425956726074,240,0.079443359375,-0.051113009452819824,0.00028803844501226197,0.0003,0.145371525,4989.0
987,212992,26,215,0.0006264635310799349,0.2,0.0071138134,-2.6848160795867444,0.009630564600229263,0.9273645877838135,250,0.06494140625,-0.01422107219696045,0.0005316451463841076,0.0003,0.145371525,4989.0
987,221184,27,223,-0.0015738639704068191,0.2,0.005663583,-2.6709752708673475,0.012628449127078056,0.9168031215667725,260,0.056103515625,-0.01868903636932373,0.0003699717196354868,0.0003,0.14774325000000002,4989.0
988,229376,28,232,-0.001294107158537372,0.2,0.006643532,-2.64917575083673,-0.026772145181894302,0.904482364654541,270,0.056689453125,-0.03032529354095459,0.0003170276157447915,0.0003,0.14774325000000002,4989.0
988,237568,29,240,-9.89103013125714e-05,0.2,0.005743186,-2.6269044246524573,-0.004101557191461325,0.8953227996826172,280,0.0614501953125,-0.00731658935546875,0.0004889297100703516,0.0003,0.14774325000000002,4989.0
988,245760,30,248,-0.0012285511696973118,0.2,0.006068765,-2.6265717018395662,-0.009797872044146061,0.8995328545570374,290,0.05743408203125,-0.02168452739715576,0.0003114178638043086,0.0003,0.17959558333333334,4989.0
988,253952,31,256,-0.0010607656833599322,0.2,0.0061546387,-2.602840967103839,-0.02394341118633747,0.8846881985664368,300,0.0641357421875,-0.006231784820556641,0.0005613296243495824,0.0003,0.17959558333333334,4989.0
988,262144,32,265,-0.0002543362810683902,0.2,0.0051525356,-2.5723714280873535,-0.012307720258831978,0.8697691559791565,310,0.062744140625,-0.0620647668838501,0.00036495415533863704,0.0003,0.1509557692307692,4989.0
988,270336,33,273,-0.00035567185514082664,0.2,0.00747795,-2.564693361148238,-0.017184076830744743,0.8722661733627319,320,0.0671142578125,-0.016878485679626465,0.00048455316845092967,0.0003,0.1509557692307692,4989.0
989,278528,34,281,0.0005597059731371701,0.2,0.007805635,-2.5729296047240497,-0.02100078947842121,0.8778278231620789,330,0.069189453125,-0.008797049522399902,0.0004142448207517191,0.0003,0.1509557692307692,4989.0
989,286720,35,289,-0.0010897488537011668,0.2,0.006485071,-2.5675321869552135,-0.003248122986406088,0.8729175925254822,340,0.06519775390625,-0.02126145362854004,0.0003297073209068913,0.0003,0.17646353571428572,4989.0
989,294912,36,298,-0.00036261137029214296,0.2,0.007071932,-2.5587887993082403,0.006713035516440868,0.8700841665267944,350,0.07021484375,-0.004904508590698242,0.00046472310647232006,0.0003,0.17646353571428572,4989.0
