time/total_timesteps,time/time_elapsed,time/iterations,time/fps,train/entropy_loss,train/loss,train/learning_rate,train/value_loss,train/approx_kl,train/clip_fraction,train/std,train/clip_range,train/policy_gradient_loss,train/n_updates,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
833536,1290,407,646,-0.5349082937464118,25.948862075805664,0.0003,42.39461110830307,0.009995185,0.1044921875,0.31564414501190186,0.2,-0.0049218735948670655,4060,0.008023738861083984,349.82627843373496,9989.0
835584,1293,408,646,-0.5372831843793392,9.648271560668945,0.0003,27.53914428949356,0.010752441,0.115185546875,0.3202764689922333,0.2,0.00047243156877811997,4070,-0.0033147335052490234,349.82627843373496,9989.0
837632,1295,409,646,-0.5631003843620419,17.26915740966797,0.0003,30.257191556692124,0.013225969,0.105224609375,0.32495760917663574,0.2,-0.0021998013849952257,4080,-0.01219475269317627,349.82627843373496,9989.0
839680,1298,410,646,-0.5726895136758685,18.755252838134766,0.0003,38.82429147362709,0.007601137,0.092822265625,0.3241618871688843,0.2,-0.006221076713700313,4090,0.0040877461433410645,367.3551521071429,9989.0
841728,1301,411,646,-0.5562450746074319,15.093093872070312,0.0003,30.820472848415374,0.008157878,0.085205078125,0.3206132650375366,0.2,-0.0022398476081434636,4100,-0.004203438758850098,367.3551521071429,9989.0
843776,1304,412,646,-0.5548129269853235,19.292577743530273,0.0003,27.90275290608406,0.012628005,0.122216796875,0.3231029510498047,0.2,-0.002806881521246396,4110,-0.002857208251953125,367.3551521071429,9989.0
845824,1307,413,646,-0.5526934035122395,13.845457077026367,0.0003,28.602243340015413,0.012228456,0.137451171875,0.31996744871139526,0.2,0.0013978510156448464,4120,-0.0006853342056274414,367.3551521071429,9989.0
847872,1310,414,647,-0.5416159817948938,14.907504081726074,0.0003,25.7393098115921,0.011869986,0.102392578125,0.3199513554573059,0.2,-0.003763174753112253,4130,-0.0004966259002685547,367.3551521071429,9989.0
849920,1313,415,647,-0.5280536085367202,13.313517570495605,0.0003,27.894289720058442,0.009468026,0.09482421875,0.3177556097507477,0.2,-0.006278042183839716,4140,0.0004990696907043457,389.0045294,9989.0
851968,1315,416,647,-0.5168414399027824,11.815521240234375,0.0003,25.97717552781105,0.008329592,0.1056640625,0.31559157371520996,0.2,-0.0018134108308004216,4150,0.0035442709922790527,389.0045294,9989.0
854016,1318,417,647,-0.4942963792011142,15.024582862854004,0.0003,28.829386073350907,0.0074674617,0.08564453125,0.31152522563934326,0.2,-0.005817813432804542,4160,0.005944430828094482,389.0045294,9989.0
856064,1321,418,647,-0.45943988095968963,12.064555168151855,0.0003,25.921588999032974,0.0077734217,0.101611328125,0.30509716272354126,0.2,0.00036053281073691326,4170,-9.5367431640625e-05,389.0045294,9989.0
858112,1324,419,647,-0.42989213168621065,18.87260627746582,0.0003,29.1051295876503,0.008836109,0.10869140625,0.30269765853881836,0.2,-0.0035957397223683072,4180,-0.012590646743774414,389.0045294,9989.0
860160,1327,420,648,-0.41609254013746977,7.910149097442627,0.0003,16.511540342867374,0.00883783,0.087646484375,0.30109697580337524,0.2,-0.0023310385789955036,4190,-0.0015126466751098633,416.2661046395349,9989.0
862208,1330,421,648,-0.4015693724155426,9.448145866394043,0.0003,22.0299290150404,0.009892305,0.114990234375,0.2987591028213501,0.2,-0.005247511631750967,4200,0.002819657325744629,416.2661046395349,9989.0
864256,1332,422,648,-0.3866585839539766,8.835866928100586,0.0003,21.069289177656174,0.0071411305,0.086083984375,0.29698073863983154,0.2,-0.0006936002828297205,4210,-0.002394556999206543,416.2661046395349,9989.0
866304,1335,423,648,-0.37187949754297733,9.903939247131348,0.0003,19.793574443459512,0.010966409,0.094189453125,0.2965579032897949,0.2,0.001136497312108986,4220,0.0004519820213317871,416.2661046395349,9989.0
868352,1338,424,648,-0.37027335837483405,13.510872840881348,0.0003,22.62529169023037,0.010401482,0.09462890625,0.2968367338180542,0.2,-0.002512097771978006,4230,0.00047856569290161133,416.2661046395349,9989.0
870400,1341,425,648,-0.3626061208546162,10.027387619018555,0.0003,22.67537511587143,0.009624492,0.08076171875,0.2941962778568268,0.2,-0.0030913422669982538,4240,0.010494530200958252,443.44031927586207,9989.0
872448,1344,426,649,-0.34018329791724683,12.35556697845459,0.0003,25.575724938511847,0.010991269,0.12080078125,0.2915109395980835,0.2,-0.0023063848086167125,4250,-0.01571524143218994,443.44031927586207,9989.0
874496,1347,427,649,-0.3186530042439699,10.485433578491211,0.0003,16.1839129537344,0.009301812,0.10107421875,0.28932738304138184,0.2,-0.004002594167832285,4260,0.005267322063446045,443.44031927586207,9989.0
876544,1349,428,649,-0.29884982481598854,6.498428821563721,0.0003,11.986031086742878,0.013772596,0.130078125,0.28619396686553955,0.2,0.0012380843865685165,4270,-0.004438161849975586,443.44031927586207,9989.0
878592,1352,429,649,-0.2856344722211361,8.969574928283691,0.0003,17.674269387125968,0.012523998,0.125341796875,0.2863529622554779,0.2,-0.0025252763938624413,4280,0.0008424520492553711,443.44031927586207,9989.0
880640,1356,430,649,-0.27372425571084025,7.535951137542725,0.0003,20.133764269948006,0.014913195,0.1185546875,0.2830796539783478,0.2,-0.007688699090795126,4290,0.01925414800643921,474.9754356022728,9989.0
882688,1358,431,649,-0.2513226080685854,8.908970832824707,0.0003,21.559415474534035,0.012063917,0.116015625,0.2803693413734436,0.2,-0.0029936473263660448,4300,-0.01340794563293457,474.9754356022728,9989.0
884736,1361,432,649,-0.2247798301279545,11.857945442199707,0.0003,20.55954197049141,0.012974016,0.11513671875,0.2779681086540222,0.2,0.0003980244044214487,4310,-0.004507541656494141,474.9754356022728,9989.0
886784,1364,433,649,-0.20390324406325816,5.917154788970947,0.0003,11.682828538119793,0.009977503,0.123876953125,0.276470422744751,0.2,0.0002625939523568377,4320,0.00452190637588501,474.9754356022728,9989.0
888832,1367,434,650,-0.18114631511271,7.581665992736816,0.0003,15.190406128764153,0.0079282615,0.107470703125,0.2725515067577362,0.2,-0.0017836594983236865,4330,-0.014672517776489258,474.9754356022728,9989.0
890880,1370,435,650,-0.16971964575350285,2.5953330993652344,0.0003,10.106824092566967,0.013012373,0.128369140625,0.27220410108566284,0.2,-0.0027228013212152293,4340,-0.006111860275268555,510.8793071123596,9989.0
892928,1372,436,650,-0.159602465108037,6.625555515289307,0.0003,16.666113314032554,0.0091237025,0.095703125,0.270723819732666,0.2,-0.003182522023416823,4350,-0.001723647117614746,510.8793071123596,9989.0
894976,1375,437,650,-0.14650457464158534,3.7729687690734863,0.0003,11.734286834299564,0.012092934,0.10009765625,0.2692607343196869,0.2,-0.003606418830167968,4360,0.0031387805938720703,510.8793071123596,9989.0
897024,1378,438,650,-0.13284514024853705,5.984639644622803,0.0003,12.580758813023568,0.010709333,0.135302734375,0.2677657902240753,0.2,-0.0037927671044599267,4370,-0.009722709655761719,510.8793071123596,9989.0
899072,1381,439,650,-0.11713497042655945,11.160211563110352,0.0003,16.660247212648393,0.010010606,0.112109375,0.2673032581806183,0.2,-0.005480493283539545,4380,0.0017253756523132324,547.0806481444445,9989.0
901120,1384,440,651,-0.10222991034388543,4.714495658874512,0.0003,13.938073134422302,0.016619038,0.14521484375,0.26420292258262634,0.2,-0.003174552162818145,4390,-0.0022008419036865234,547.0806481444445,9989.0
903168,1386,441,651,-0.08774569742381573,1.2886594533920288,0.0003,3.0007361978292466,0.021318194,0.1970703125,0.26255372166633606,0.2,-0.0023292546218726786,4400,-0.009416460990905762,547.0806481444445,9989.0
905216,1389,442,651,-0.0741345826536417,5.846790313720703,0.0003,9.80477525293827,0.0067035696,0.11640625,0.2623932361602783,0.2,-0.001782229974924121,4410,-0.001970529556274414,547.0806481444445,9989.0
907264,1392,443,651,-0.06558963470160961,3.2497847080230713,0.0003,8.118399297446013,0.014022993,0.116259765625,0.2612096667289734,0.2,-0.002900381249492057,4420,0.0007423758506774902,547.0806481444445,9989.0
909312,1395,444,651,-0.053314166888594625,5.949582099914551,0.0003,7.624772300571204,0.010047752,0.130224609375,0.2610226273536682,0.2,-0.0047026886400999505,4430,-0.0003038644790649414,588.9808608021979,9989.0
911360,1397,445,651,-0.043955959007143976,1.6774930953979492,0.0003,12.38584545403719,0.013700239,0.159375,0.259916752576828,0.2,0.00340939936140785,4440,-0.0011719465255737305,588.9808608021979,9989.0
913408,1400,446,652,-0.05332223586738109,1.3761945962905884,0.0003,5.726061491295695,0.014070125,0.143017578125,0.26388752460479736,0.2,-0.004331274046853651,4450,0.0022527575492858887,588.9808608021979,9989.0
915456,1403,447,652,-0.05099215619266033,2.41666841506958,0.0003,5.708092502504587,0.024186837,0.148046875,0.26025426387786865,0.2,0.004923680340289139,4460,-0.001031041145324707,588.9808608021979,9989.0
917504,1406,448,652,-0.04561649635434151,3.490903377532959,0.0003,4.62807412231341,0.015555033,0.152734375,0.2624005377292633,0.2,-0.0003906167083187029,4470,-0.0009300708770751953,588.9808608021979,9989.0
919552,1409,449,652,-0.037623227760195735,4.642310619354248,0.0003,7.670086228847504,0.018269371,0.163037109375,0.25847986340522766,0.2,-0.004260143802093807,4480,0.0017317533493041992,630.4593297065218,9989.0
921600,1411,450,652,-0.024741701781749725,4.328543663024902,0.0003,14.848448431119323,0.012331711,0.141357421875,0.25925686955451965,0.2,0.002334608402452432,4490,-0.016894102096557617,630.4593297065218,9989.0
923648,1414,451,652,-0.029068547114729882,2.7086448669433594,0.0003,5.069585411250591,0.013498618,0.120263671875,0.2593747079372406,0.2,-0.009285539864504245,4500,0.013583481311798096,630.4593297065218,9989.0
925696,1417,452,653,-0.020577242225408555,3.2015135288238525,0.0003,6.367803453654051,0.008581534,0.109912109375,0.2569507360458374,0.2,0.0013931729205069131,4510,-0.014996051788330078,630.4593297065218,9989.0
927744,1420,453,653,-0.005351975187659263,0.7831471562385559,0.0003,5.121740836650133,0.013296358,0.132763671875,0.25722938776016235,0.2,-5.145791074028239e-05,4520,-0.02115023136138916,630.4593297065218,9989.0
929792,1423,454,653,-0.007532542571425438,3.568878173828125,0.0003,9.345033796131611,0.013511296,0.1669921875,0.25900083780288696,0.2,-0.00404756675416138,4530,-0.001462697982788086,670.5619175591398,9989.0
931840,1425,455,653,-0.015883925929665567,15.064377784729004,0.0003,9.407977806124837,0.01485348,0.201953125,0.2608833909034729,0.2,-0.0008703320068889298,4540,-0.001174330711364746,670.5619175591398,9989.0
933888,1429,456,653,-0.015351508185267449,1.9242358207702637,0.0003,6.6044540628790855,0.0110416,0.134228515625,0.2599593997001648,0.2,-0.0021018719213316216,4550,-0.004761695861816406,670.5619175591398,9989.0
935936,1432,457,653,-0.014416220411658288,1.5765430927276611,0.0003,5.893664406239987,0.014151387,0.14072265625,0.2601587176322937,0.2,0.0004517019537161104,4560,-0.0003452301025390625,670.5619175591398,9989.0
937984,1435,458,653,-0.024423007667064667,1.1049152612686157,0.0003,1.2976887211902066,0.014716022,0.211767578125,0.26252439618110657,0.2,-0.0037686172872781754,4570,-0.00010788440704345703,670.5619175591398,9989.0
940032,1438,459,653,-0.035489782318472864,0.9997629523277283,0.0003,2.1503439271356912,0.0120325945,0.17578125,0.26329636573791504,0.2,0.00011615503899520263,4580,-0.0046787261962890625,711.7261524787234,9989.0
942080,1441,460,653,-0.039102247729897496,42.41353225708008,0.0003,16.06435382217169,0.01118721,0.1451171875,0.2634007930755615,0.2,-0.00044342877372400836,4590,7.086992263793945e-05,711.7261524787234,9989.0
944128,1443,461,653,-0.03851950876414776,5.138788223266602,0.0003,11.407370068132877,0.014026996,0.1287109375,0.26345986127853394,0.2,-0.0024752325320150704,4600,0.0007348060607910156,711.7261524787234,9989.0
946176,1446,462,654,-0.03926120698451996,7.51328706741333,0.0003,10.90030959174037,0.012158717,0.09306640625,0.26427987217903137,0.2,-0.0017930510817677713,4610,0.0017850399017333984,711.7261524787234,9989.0
948224,1449,463,654,-0.04515751637518406,1.4302246570587158,0.0003,2.8584219068987293,0.00946861,0.182861328125,0.267082154750824,0.2,0.0011657771217869594,4620,-0.01703178882598877,711.7261524787234,9989.0
950272,1452,464,654,-0.04779389649629593,9.48459529876709,0.0003,16.39582117199898,0.01042696,0.101025390625,0.26690325140953064,0.2,-0.00236810337373754,4630,-0.0033429861068725586,746.0553508736842,9989.0
952320,1455,465,654,-0.06459279470145703,2.68762469291687,0.0003,8.029623429477216,0.012183432,0.192333984375,0.27352142333984375,0.2,-0.0024495119374478235,4640,0.0001417398452758789,746.0553508736842,9989.0
954368,1458,466,654,-0.11271573044359684,1.3710986375808716,0.0003,2.129103944275994,0.019268088,0.20625,0.28177833557128906,0.2,0.0013559106868342497,4650,-0.001910567283630371,746.0553508736842,9989.0
956416,1461,467,654,-0.13843624088913203,4.167958736419678,0.0003,15.135088208317757,0.012060114,0.1234375,0.2795329689979553,0.2,0.005805342830717564,4660,0.0001412034034729004,746.0553508736842,9989.0
958464,1464,468,654,-0.14080016650259494,-0.026011837646365166,0.0003,0.10914532142512598,0.017677883,0.2076171875,0.28223279118537903,0.2,-0.0022219859623874073,4670,-0.370145320892334,746.0553508736842,9989.0
960512,1467,469,654,-0.165235779248178,1.807922601699829,0.0003,4.462097244337201,0.016734574,0.166064453125,0.2857353687286377,0.2,-0.0015747792349429801,4680,-0.0010780096054077148,786.4818576354168,9989.0
962560,1469,470,654,-0.19303014939650892,3.4226126670837402,0.0003,10.801645845547318,0.01045485,0.14912109375,0.2906145453453064,0.2,0.0011599514371482655,4690,0.0003078579902648926,786.4818576354168,9989.0
964608,1472,471,655,-0.22873352160677313,0.07337837666273117,0.0003,1.7073865906393622,0.026548352,0.1697265625,0.29731282591819763,0.2,0.0024994003411848097,4700,-0.00035965442657470703,786.4818576354168,9989.0
966656,1475,472,655,-0.24819155009463428,4.89802360534668,0.0003,14.30659145116806,0.012801038,0.119140625,0.2985844612121582,0.2,0.001251032861182466,4710,-1.52587890625e-05,786.4818576354168,9989.0
968704,1478,473,655,-0.26866927491500975,-0.023432288318872452,0.0003,0.056914842737660364,0.013304861,0.17666015625,0.3032195568084717,0.2,-0.002575299100135453,4720,-0.12201559543609619,786.4818576354168,9989.0
970752,1480,474,655,-0.29798941472545265,3.2512760162353516,0.0003,4.335443854890764,0.015527801,0.145751953125,0.30584028363227844,0.2,-0.008736870904976967,4730,-0.00016105175018310547,825.9511168350516,9989.0
972800,1483,475,655,-0.32759741162881256,0.7856463193893433,0.0003,14.674002086371184,0.011648972,0.110888671875,0.3108624517917633,0.2,-0.001436342166562099,4740,0.0003313422203063965,825.9511168350516,9989.0
974848,1486,476,655,-0.3384861933067441,4.660046577453613,0.0003,8.460486546903848,0.011392038,0.117626953125,0.3089497983455658,0.2,-0.002085698756854981,4750,-0.0005277395248413086,825.9511168350516,9989.0
976896,1489,477,655,-0.31865346496924757,8.809322357177734,0.0003,14.565240627527237,0.011778371,0.105078125,0.3037968575954437,0.2,-0.0012723525142064318,4760,-0.00025725364685058594,825.9511168350516,9989.0
978944,1492,478,656,-0.32342147836461665,0.940083384513855,0.0003,0.7096427557393327,0.011644885,0.179541015625,0.3094682991504669,0.2,-0.0005071510633570143,4770,0.0049370527267456055,860.6238095204083,9989.0
980992,1495,479,656,-0.344564223382622,3.5630757808685303,0.0003,18.718070213496684,0.011552089,0.127978515625,0.31068748235702515,0.2,-0.0046705049040610905,4780,5.08427619934082e-05,860.6238095204083,9989.0
983040,1498,480,656,-0.35770974643528464,0.8943976163864136,0.0003,4.212277141981758,0.012980096,0.17509765625,0.31349924206733704,0.2,-0.00395777584562893,4790,-0.0005201101303100586,860.6238095204083,9989.0
985088,1501,481,656,-0.36531429579481484,6.956989765167236,0.0003,19.567095646262167,0.008713781,0.083935546875,0.3118312954902649,0.2,0.0014641884714365005,4800,0.00012624263763427734,860.6238095204083,9989.0
987136,1504,482,655,-0.37520941216498616,1.5582574605941772,0.0003,2.254287748388015,0.011604466,0.148486328125,0.3153321146965027,0.2,-0.0007955368520924822,4810,-0.0012210607528686523,860.6238095204083,9989.0
989184,1508,483,655,-0.39872277434915304,0.03589535132050514,0.0003,0.11301955230616159,0.017906621,0.154541015625,0.31658682227134705,0.2,0.00032393629735452125,4820,-0.3972361087799072,894.2892255858586,9989.0
991232,1510,484,656,-0.41344737755134703,11.095805168151855,0.0003,24.125352950394152,0.006937165,0.08388671875,0.32066553831100464,0.2,-0.004485289772856049,4830,0.00020641088485717773,894.2892255858586,9989.0
993280,1513,485,656,-0.4496359905228019,-0.01585271768271923,0.0003,0.12485842059013522,0.022805158,0.190576171875,0.331204354763031,0.2,-0.0034185341261036228,4840,-0.6306346654891968,894.2892255858586,9989.0
995328,1517,486,656,-0.47872589360922574,6.081275939941406,0.0003,14.155360943078994,0.010173479,0.0859375,0.3327788710594177,0.2,-0.0008437757365754806,4850,-0.00028705596923828125,894.2892255858586,9989.0
997376,1519,487,656,-0.47018116656690834,8.195664405822754,0.0003,13.837140117585658,0.01027823,0.101611328125,0.3310331404209137,0.2,-0.0023905408117570913,4860,-0.0005507469177246094,894.2892255858586,9989.0
999424,1523,488,656,-0.45036881826817987,8.877728462219238,0.0003,17.531402742862703,0.008988258,0.084326171875,0.32557791471481323,0.2,-0.005425050196936354,4870,0.0016025304794311523,923.11283333,9989.0
1001472,1526,489,656,-0.4221031600609422,5.007928848266602,0.0003,16.96156467050314,0.0096777165,0.094482421875,0.32218071818351746,0.2,0.0014852934385999107,4880,-0.02263784408569336,923.11283333,9989.0
1003520,1529,490,656,-0.41162239415571095,5.322871685028076,0.0003,10.91957954019308,0.013984641,0.135888671875,0.32286328077316284,0.2,-0.0031009488098789006,4890,-0.004018068313598633,923.11283333,9989.0
1005568,1532,491,656,-0.40546601386740805,9.127006530761719,0.0003,17.463684225082396,0.0073704696,0.0720703125,0.32429516315460205,0.2,-0.0010532204149058088,4900,-4.124641418457031e-05,923.11283333,9989.0
1007616,1534,492,656,-0.4070107127539814,0.7238960862159729,0.0003,2.9027707520872355,0.016610827,0.14169921875,0.32347339391708374,0.2,-0.0039428415446309375,4910,-0.004070401191711426,923.11283333,9989.0
1009664,1537,493,656,-0.40052127270027993,10.658795356750488,0.0003,18.417218598723412,0.010586671,0.10341796875,0.3200570046901703,0.2,-0.0017948168024304323,4920,0.0058119893074035645,968.7303944399999,9989.0
1011712,1540,494,656,-0.39175773654133084,7.591170310974121,0.0003,18.75631160289049,0.010447012,0.125146484375,0.3208627700805664,0.2,-0.004168243569438346,4930,-0.001207590103149414,968.7303944399999,9989.0
1013760,1543,495,656,-0.394004694186151,2.8106930255889893,0.0003,7.485001115128398,0.013304952,0.10830078125,0.32251402735710144,0.2,-0.0007099206850398332,4940,0.00938558578491211,968.7303944399999,9989.0
1015808,1546,496,657,-0.3878848783671856,8.032387733459473,0.0003,18.635190826654433,0.009445781,0.095703125,0.32051557302474976,0.2,0.001884007045009639,4950,0.0031349658966064453,968.7303944399999,9989.0
1017856,1548,497,657,-0.38281046487390996,4.505875587463379,0.0003,6.092120331153273,0.014024705,0.136865234375,0.321285605430603,0.2,-0.0029848881022189744,4960,-0.020536422729492188,968.7303944399999,9989.0
1019904,1552,498,657,-0.3802668124437332,5.558040142059326,0.0003,15.469517639279365,0.010563344,0.100634765625,0.3201276659965515,0.2,-0.00300180398626253,4970,-0.01144874095916748,1007.7105111100001,9989.0
1021952,1555,499,656,-0.3752900408580899,2.659529685974121,0.0003,9.055553852580488,0.013626954,0.116015625,0.3193914294242859,0.2,-0.0005063844844698906,4980,0.0036787986755371094,1007.7105111100001,9989.0
1024000,1558,500,657,-0.35788275571539996,-0.008962120860815048,0.0003,0.2589268219056976,0.011811551,0.126220703125,0.31351879239082336,0.2,-0.0074076699362194635,4990,-2.650346040725708,1007.7105111100001,9989.0
1026048,1561,501,657,-0.35186968008056285,0.7277979850769043,0.0003,1.6266647753072903,0.015975352,0.165673828125,0.3162514567375183,0.2,0.006037813335569808,5000,-0.004202604293823242,1007.7105111100001,9989.0
1028096,1565,502,656,-0.38198931943625214,1.7929767370224,0.0003,4.524273486994207,0.010401381,0.117431640625,0.3217969834804535,0.2,-0.002812579143210314,5010,-0.0027083158493041992,1007.7105111100001,9989.0
1030144,1568,503,656,-0.39844721779227255,10.84572982788086,0.0003,18.594895616173744,0.009653401,0.09306640625,0.32149219512939453,0.2,-0.003310797554149758,5020,0.008623600006103516,1051.84699444,9989.0
1032192,1571,504,656,-0.40834778994321824,15.697476387023926,0.0003,7.405624709406402,0.012925791,0.15,0.32494252920150757,0.2,-0.0016001919706468471,5030,-0.00899815559387207,1051.84699444,9989.0
1034240,1575,505,656,-0.4153732812032104,7.0317535400390625,0.0003,16.893547493219376,0.010990305,0.106005859375,0.32419222593307495,0.2,-0.004169296209875028,5040,0.0009684562683105469,1051.84699444,9989.0
1036288,1577,506,656,-0.4015348692424595,8.742375373840332,0.0003,20.787312921881675,0.006410894,0.07646484375,0.32054373621940613,0.2,0.0005379968963097781,5050,-0.0006117820739746094,1051.84699444,9989.0
1038336,1580,507,656,-0.3866264001466334,7.2326154708862305,0.0003,12.17871717363596,0.011290528,0.120361328125,0.31993111968040466,0.2,-0.0012459956124075688,5060,-2.1576881408691406e-05,1051.84699444,9989.0
1040384,1583,508,657,-0.39727849410846827,5.38715124130249,0.0003,14.772707740962506,0.010358796,0.103662109375,0.32328295707702637,0.2,-0.0019968400520156138,5070,-0.012758493423461914,1089.91720555,9989.0
1042432,1586,509,657,-0.4199177182279527,9.274308204650879,0.0003,19.320633794367314,0.011206035,0.127685546875,0.32896456122398376,0.2,-0.004929830288165249,5080,-0.004372835159301758,1089.91720555,9989.0
1044480,1589,510,657,-0.414813618734479,7.817739009857178,0.0003,13.6698347017169,0.014533483,0.128466796875,0.3249174952507019,0.2,0.0013542580738430843,5090,0.0008495450019836426,1089.91720555,9989.0
1046528,1591,511,657,-0.4095438212156296,4.5039215087890625,0.0003,11.418284521996975,0.010893244,0.125537109375,0.3280304968357086,0.2,-0.0020159750143648124,5100,-0.0014227628707885742,1089.91720555,9989.0
1048576,1594,512,657,-0.40266857128590344,6.483286380767822,0.0003,15.357175000011921,0.007998652,0.0888671875,0.32568514347076416,0.2,-0.004156667734787334,5110,-0.007604241371154785,1089.91720555,9989.0
1050624,1597,513,657,-0.384456853941083,8.947834968566895,0.0003,16.53207459449768,0.007517229,0.12314453125,0.3219488263130188,0.2,-0.00240556010248838,5120,-0.0015543699264526367,1127.33374444,9989.0
1052672,1600,514,657,-0.3677793376147747,11.806386947631836,0.0003,17.78707247674465,0.012853632,0.118701171875,0.31986379623413086,0.2,-0.00012601384369190783,5130,-0.0016238689422607422,1127.33374444,9989.0
1054720,1602,515,657,-0.3610097409226,8.182662010192871,0.0003,14.360931953787803,0.011907384,0.144140625,0.3200712203979492,0.2,0.001963799321674742,5140,0.0016515851020812988,1127.33374444,9989.0
1056768,1605,516,658,-0.3644811509177089,7.5156402587890625,0.0003,11.33288133814931,0.015520364,0.156982421875,0.3213430345058441,0.2,0.00023602640721946954,5150,0.00037151575088500977,1127.33374444,9989.0
1058816,1608,517,658,-0.3612886327318847,0.022068951278924942,0.0003,0.2936694101612375,0.015385948,0.14580078125,0.3186991214752197,0.2,-0.010588709562580335,5160,-2.157421588897705,1127.33374444,9989.0
1060864,1611,518,658,-0.35656698122620584,2.4906907081604004,0.0003,6.65901596378535,0.013077518,0.132275390625,0.32091662287712097,0.2,-0.004752693563932553,5170,0.007758498191833496,1173.55377222,9989.0
1062912,1614,519,658,-0.3719898975454271,1.562032699584961,0.0003,11.047866879031062,0.017447779,0.170947265625,0.3226936459541321,0.2,-0.0008556542714359238,5180,-0.0037364959716796875,1173.55377222,9989.0
1064960,1616,520,658,-0.3752977455034852,10.94210147857666,0.0003,23.040969249606132,0.010880011,0.08388671875,0.32033678889274597,0.2,0.00017176287219626828,5190,0.0004443526268005371,1173.55377222,9989.0
1067008,1619,521,658,-0.3753376003354788,2.5269935131073,0.0003,8.964902144670486,0.011293616,0.143017578125,0.3231205642223358,0.2,-0.0011371517844963818,5200,-0.006736874580383301,1173.55377222,9989.0
1069056,1622,522,658,-0.37032950203865767,2.168915271759033,0.0003,4.446718504093587,0.011407656,0.11591796875,0.3204211890697479,0.2,-0.0007209575007436797,5210,-0.0028492212295532227,1219.6360499999998,9989.0
1071104,1625,523,659,-0.35813914174214007,7.274364471435547,0.0003,14.842762944102287,0.013220117,0.104541015625,0.31852227449417114,0.2,-0.001601902821857948,5220,0.0019387006759643555,1219.6360499999998,9989.0
1073152,1628,524,658,-0.35046317558735607,7.627044677734375,0.0003,10.854211020469666,0.00835996,0.109228515625,0.3161807656288147,0.2,-0.003497191093629226,5230,0.007758021354675293,1219.6360499999998,9989.0
1075200,1631,525,658,-0.3345526807941496,4.346488952636719,0.0003,11.134695473313332,0.007830215,0.088232421875,0.3164947032928467,0.2,-0.00030013415234861893,5240,-0.004002690315246582,1219.6360499999998,9989.0
1077248,1634,526,659,-0.33551853951066735,0.5036962032318115,0.0003,5.027614202722907,0.014125431,0.167041015625,0.3195905089378357,0.2,-0.004181603010511026,5250,-0.021758437156677246,1219.6360499999998,9989.0
1079296,1637,527,658,-0.3435815887525678,7.103060245513916,0.0003,15.781507702171803,0.006051208,0.107421875,0.3192870020866394,0.2,-0.002155468470300548,5260,0.003267943859100342,1263.77523889,9989.0
1081344,1640,528,659,-0.3330770440399647,5.2925262451171875,0.0003,13.311153296381235,0.015049122,0.106640625,0.31634438037872314,0.2,-0.003969734619022347,5270,-0.021729469299316406,1263.77523889,9989.0
1083392,1643,529,659,-0.3142072133719921,3.9546306133270264,0.0003,11.538696698844433,0.011280803,0.109814453125,0.3157959282398224,0.2,-0.0015595414835843258,5280,0.013486742973327637,1263.77523889,9989.0
1085440,1646,530,659,-0.30846321433782575,5.437983989715576,0.0003,9.99411803483963,0.009592302,0.108935546875,0.31693634390830994,0.2,-0.001263310553622432,5290,-0.010754942893981934,1263.77523889,9989.0
1087488,1649,531,659,-0.2964291783049703,0.7180572152137756,0.0003,4.577810518629849,0.012212015,0.125146484375,0.31438854336738586,0.2,-0.00220493795350194,5300,-0.021445274353027344,1263.77523889,9989.0
1089536,1651,532,659,-0.29271263275295495,1.8414809703826904,0.0003,3.323107032850385,0.021855451,0.15224609375,0.31551694869995117,0.2,0.0012774115035426802,5310,-0.02529323101043701,1309.2287388900002,9989.0
1091584,1654,533,659,-0.2958456324413419,6.8226799964904785,0.0003,13.85759141072631,0.011680658,0.13388671875,0.3152155876159668,0.2,-0.003565766183601227,5320,-0.0026335716247558594,1309.2287388900002,9989.0
1093632,1657,534,659,-0.30085849957540634,1.2818796634674072,0.0003,5.695256005600095,0.010088578,0.132177734375,0.3184414505958557,0.2,-0.0037561378427199087,5330,-0.0014890432357788086,1309.2287388900002,9989.0
1095680,1660,535,659,-0.3160901587456465,7.80380916595459,0.0003,9.662559436261654,0.007256412,0.082470703125,0.32250475883483887,0.2,-0.0022415463419747537,5340,-0.00033164024353027344,1309.2287388900002,9989.0
1097728,1663,536,659,-0.33505542678758504,4.541447162628174,0.0003,6.7110738135874275,0.0073468885,0.113916015625,0.32867535948753357,0.2,-0.0028348995794658547,5350,-0.0017708539962768555,1309.2287388900002,9989.0
1099776,1666,537,659,-0.3514874059706926,3.579899549484253,0.0003,7.7466022677719595,0.009590543,0.127197265625,0.3313749134540558,0.2,-0.005679308644903358,5360,0.002589583396911621,1353.26787778,9989.0
1101824,1670,538,659,-0.34856850644573567,1.9424368143081665,0.0003,11.031937862560152,0.009811016,0.115576171875,0.32997840642929077,0.2,-0.0020243841310730202,5370,-0.0016102790832519531,1353.26787778,9989.0
1103872,1673,539,659,-0.3378573294728994,5.543947696685791,0.0003,11.05986030101776,0.010381313,0.130859375,0.3274712562561035,0.2,-0.0035056434498983435,5380,0.0061629414558410645,1353.26787778,9989.0
