time/fps,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/value_loss,train/n_updates,train/clip_range,train/learning_rate,train/entropy_loss,train/clip_fraction,train/loss,train/policy_gradient_loss,train/std,train/explained_variance,train/approx_kl
1061,1,260.0,1,2048,0.023998428571428577,,,,,,,,,,,
955,2,260.0,4,4096,-0.03131026666666667,0.009513373459049035,10,0.2,0.0003,-2.8401391193270684,0.023291015625,-0.0030639185570180416,-0.0023691352806054057,0.9993250370025635,-45.73183822631836,0.0026063668
932,3,260.0,6,6144,-0.039289173913043485,0.0016766081102105091,20,0.2,0.0003,-2.83800602927804,0.032861328125,-0.0036469895858317614,-0.003143834203365259,1.001046061515808,-3.64935302734375,0.004283103
922,4,260.0,8,8192,-0.01866754838709677,0.0008839682715915842,30,0.2,0.0003,-2.818674863874912,0.039306640625,-0.009145409800112247,-0.005146217893343419,0.9810512065887451,-2.0169522762298584,0.003765042
911,5,260.0,11,10240,-0.009618307692307693,0.000705832591302169,40,0.2,0.0003,-2.793566647171974,0.037158203125,-0.0026623099111020565,-0.0042681870050728325,0.9747542142868042,-0.9227677583694458,0.0040741544
906,6,260.0,13,12288,-0.006153382978723404,0.0005133452747941192,50,0.2,0.0003,-2.7917166464030743,0.07080078125,0.002274870639666915,-0.00786136477108812,0.9791449308395386,-0.7741602659225464,0.006986047
