rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/fps,time/iterations,rollout/ep_rew_mean,train/approx_kl,train/value_loss,train/std,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/loss,train/clip_range,train/entropy_loss,train/clip_fraction,train/learning_rate
989.0,10,20480,1939,1,-0.07894175,,,,,,,,,,,
989.0,25,40960,1626,2,-0.0439698,0.0038653917,0.018759211247961503,0.9928202629089355,-17.533935546875,10,-0.0013770518288947643,-0.009937158785760403,0.2,-2.8301090790331362,0.0276904296875,0.0003
989.0,39,61440,1547,3,-0.01632253333333333,0.0040332368,0.00687707373937883,0.9968999624252319,-0.2319350242614746,20,-0.0008794263644085732,-0.00651779817417264,0.2,-2.8277146431058644,0.03677734375,0.0003
989.0,54,81920,1510,4,-0.017498174999999998,0.0051722387,0.005510705863343901,1.0002918243408203,0.22383230924606323,30,-0.0016922138861264102,0.0033849775791168213,0.2,-2.8401175121217968,0.04875,0.0003
989.0,68,102400,1485,5,-0.00012817999999999773,0.0047642924,0.0036777069964409746,1.0057764053344727,0.21333563327789307,40,-0.001333495616345317,-0.0038464595563709736,0.2,-2.8471769710630177,0.0443896484375,0.0003
989.0,83,122880,1471,6,0.05003753999999999,0.004831555,0.0029038860611944983,1.0053410530090332,0.21581417322158813,50,0.0005335144182026852,6.304588168859482e-05,0.2,-2.846882527694106,0.0567626953125,0.0003
989.0,97,143360,1464,7,0.06413022999999998,0.0050899563,0.0023053109910870263,1.0060827732086182,0.23014891147613525,60,-0.0011921139714831952,0.0005191865493543446,0.2,-2.84487345084548,0.043427734375,0.0003
989.0,112,163840,1459,8,0.07589368,0.0061693485,0.0016917714485680335,0.998924732208252,0.1820671558380127,70,-0.002061087491456419,-0.007403780240565538,0.2,-2.839647517427802,0.0619775390625,0.0003
989.0,126,184320,1454,9,0.10687456000000001,0.0062511577,0.0013638088110837997,0.994025468826294,0.1285441517829895,80,0.00043397723260568455,-0.01993406005203724,0.2,-2.826076996549964,0.067451171875,0.0003
989.0,141,204800,1449,10,0.10902066999999999,0.006870749,0.0010725069177169645,0.9867222309112549,0.10167437791824341,90,-0.001203839341760613,0.010606454685330391,0.2,-2.817934384047985,0.063671875,0.0003
989.0,156,225280,1443,11,0.116071,0.005577191,0.0010107572908145811,0.986780047416687,0.10668295621871948,100,-0.0018596412150509423,-0.002750934334471822,0.2,-2.802929087206721,0.0648193359375,0.0003
989.0,170,245760,1441,12,0.16117375,0.007958207,0.0009901800921579707,0.9705705642700195,0.08202213048934937,110,-0.001836467363173142,-0.006848902441561222,0.2,-2.7870255492627622,0.07001953125,0.0003
989.0,184,266240,1440,13,0.20509370999999998,0.006900678,0.0009708778732601786,0.9526630640029907,0.029813826084136963,120,-0.001014250429434469,0.006820515729486942,0.2,-2.7501320270448923,0.0635498046875,0.0003
989.0,199,286720,1440,14,0.26437075,0.0075252056,0.0008696848950421554,0.9427874088287354,0.006900787353515625,130,-0.00037534167917328885,0.018427051603794098,0.2,-2.727546551451087,0.0828515625,0.0003
