time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,train/entropy_loss,train/n_updates,train/clip_fraction,train/value_loss,train/learning_rate,train/loss,train/clip_range,train/explained_variance,train/std,train/policy_gradient_loss,train/approx_kl
1,-0.7586204999999999,9,12288,1247.5,1247,,,,,,,,,,,
2,-0.44852774999999995,21,24576,1455.25,1127,-2.818180830528339,10,0.0365966796875,0.014993884004555487,0.0003,0.005132433492690325,0.2,-6.378154754638672,0.9904826283454895,-0.0022899552886277283,0.004523476
3,-0.2860711428571428,33,36864,1544.2857142857142,1090,-2.7993183602889378,20,0.041243489583333334,0.0032528970161365576,0.0003,0.011286469176411629,0.2,0.2873581051826477,0.9778138995170593,-0.0020733299826436753,0.0054798233
4,-0.2685355555555555,45,49152,1570.6666666666667,1073,-2.788063301642736,30,0.04814453125,0.0018882126556794296,0.0003,-0.013062472455203533,0.2,0.37118905782699585,0.9742885828018188,-0.0014593599924410227,0.0055797757
5,-0.28646558333333333,57,61440,1593.75,1063,-2.781260194629431,40,0.0568115234375,0.001315297424965441,0.0003,0.01207574363797903,0.2,0.3390848636627197,0.9668932557106018,-0.001679893975961022,0.005759767
6,-0.2891135714285714,69,73728,1603.642857142857,1054,-2.7743435475975273,50,0.050244140625,0.001212766751101905,0.0003,0.01153566874563694,0.2,0.34281206130981445,0.9682646989822388,-0.0013378310982564774,0.0056581046
7,-0.2979018823529411,81,86016,1614.1176470588234,1050,-2.7728987362235786,60,0.0572265625,0.0010383459823970042,0.0003,-0.0001927536795847118,0.2,0.2579624652862549,0.9664835333824158,-0.0005712412884652925,0.005790317
8,-0.26578921052631577,93,98304,1619.2631578947369,1046,-2.7695381054033836,70,0.06075846354166667,0.00092979764131087,0.0003,-0.01217824686318636,0.2,0.27180683612823486,0.9672737121582031,-0.0010416622205715006,0.005411589
9,-0.2808460909090909,106,110592,1625.2272727272727,1043,-2.7616716029743356,80,0.06558430989583333,0.0008714127952619795,0.0003,0.014979970641434193,0.2,0.07698237895965576,0.9639086723327637,-0.0024811770429854127,0.0068211057
10,-0.277165375,117,122880,1628.375,1041,-2.762542330970367,90,0.07831217447916666,0.0008160386350330857,0.0003,-0.04512186720967293,0.2,0.11631226539611816,0.9644848108291626,-0.0010845128189733563,0.0067763166
11,-0.27052055555555554,129,135168,1632.2222222222222,1040,-2.7650836522380513,100,0.06566569010416666,0.0007592938807950608,0.0003,0.023396609351038933,0.2,0.13572758436203003,0.9659335613250732,-0.0019182172080036252,0.0069305687
12,-0.26607862068965515,141,147456,1634.344827586207,1038,-2.7623941116034985,110,0.05945638020833333,0.0008076443523653627,0.0003,0.00351724517531693,0.2,0.1252867579460144,0.9628783464431763,-0.0008017355496122037,0.006336382
13,-0.26708109375,154,159744,1637.03125,1037,-2.767606273293495,120,0.060196940104166666,0.0009075822103113751,0.0003,-0.00782747007906437,0.2,0.08347320556640625,0.9670840501785278,-0.0008752070983367352,0.0063093645
14,-0.27453717647058823,166,172032,1638.5588235294117,1036,-2.7649398458500705,130,0.059163411458333336,0.0008136886847751156,0.0003,0.0009499498410150409,0.2,0.0852012038230896,0.9631738662719727,-0.0007247173341359788,0.006204082
15,-0.2797218888888889,177,184320,1639.9166666666667,1035,-2.754889115442832,140,0.076318359375,0.0008197472697853907,0.0003,-0.031785186380147934,0.2,0.12350660562515259,0.9586787819862366,-0.0005617095169630678,0.007286474
16,-0.2903487948717949,189,196608,1641.6923076923076,1034,-2.76506404740115,150,0.08516438802083333,0.0008690123759758232,0.0003,0.0194126907736063,0.2,0.13158607482910156,0.9717724323272705,-0.00024418920511379836,0.0069862325
17,-0.2876380487804878,201,208896,1642.7317073170732,1034,-2.7984673930952946,160,0.07920735677083333,0.0008245571845084972,0.0003,0.004479159135371447,0.2,0.14739859104156494,0.9831290245056152,0.0003792507173784543,0.007812564
18,-0.262213,214,221184,1644.1136363636363,1033,-2.7879742437352735,170,0.0806640625,0.0008829968430745794,0.0003,0.014084925875067711,0.2,0.11706006526947021,0.9746263027191162,-0.0012403556511950834,0.0076425136
