INPUT: [1.1116, 1.1134, 1.1128, 1.1149, 1.1135, 1.1092, 1.1093, 1.1082, 1.1092, 1.1054, 1.1147, 1.1144, 1.1163, 1.1173, 1.1142, 1.1102, 1.1118, 1.1098, 1.1109, 1.1062, 1.1113, 1.1104, 1.1119, 1.1128, 1.1086, 1.1077, 1.1081, 1.1070, 1.1036, 1.1020, 1.1134, 1.1127, 1.1149, 1.1136, 1.1089, 1.1094, 1.1082, 1.1092, 1.1054, 1.1026, 0.5000, 16425.0000, 18788.5000, 15135.0000, 14525.5000, 9276.0000, 14044.5000, 15226.5000, 14551.0000, 15881.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,] | OUTPUT: []
INPUT: [1.1134, 1.1128, 1.1149, 1.1135, 1.1092, 1.1093, 1.1082, 1.1092, 1.1054, 1.1029, 1.1144, 1.1163, 1.1173, 1.1142, 1.1102, 1.1118, 1.1098, 1.1109, 1.1062, 1.1037, 1.1104, 1.1119, 1.1128, 1.1086, 1.1077, 1.1081, 1.1070, 1.1036, 1.1020, 1.1010, 1.1127, 1.1149, 1.1136, 1.1089, 1.1094, 1.1082, 1.1092, 1.1054, 1.1026, 1.1018, 0.5000, 16888.5000, 16425.0000, 18788.5000, 15135.0000, 14525.5000, 9276.0000, 14044.5000, 15226.5000, 14551.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,] | OUTPUT: []
INPUT: [1.1128, 1.1149, 1.1135, 1.1092, 1.1093, 1.1082, 1.1092, 1.1054, 1.1029, 1.1019, 1.1163, 1.1173, 1.1142, 1.1102, 1.1118, 1.1098, 1.1109, 1.1062, 1.1037, 1.1025, 1.1119, 1.1128, 1.1086, 1.1077, 1.1081, 1.1070, 1.1036, 1.1020, 1.1010, 1.0998, 1.1149, 1.1136, 1.1089, 1.1094, 1.1082, 1.1092, 1.1054, 1.1026, 1.1018, 1.1022, 0.5000, 14165.5000, 16888.5000, 16425.0000, 18788.5000, 15135.0000, 14525.5000, 9276.0000, 14044.5000, 15226.5000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,] | OUTPUT: []
INPUT: [1.1149, 1.1135, 1.1092, 1.1093, 1.1082, 1.1092, 1.1054, 1.1029, 1.1019, 1.1022, 1.1173, 1.1142, 1.1102, 1.1118, 1.1098, 1.1109, 1.1062, 1.1037, 1.1025, 1.1028, 1.1128, 1.1086, 1.1077, 1.1081, 1.1070, 1.1036, 1.1020, 1.1010, 1.0998, 1.0992, 1.1136, 1.1089, 1.1094, 1.1082, 1.1092, 1.1054, 1.1026, 1.1018, 1.1022, 1.1010, 0.5000, 14021.5000, 14165.5000, 16888.5000, 16425.0000, 18788.5000, 15135.0000, 14525.5000, 9276.0000, 14044.5000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,] | OUTPUT: []
INPUT: [1.1135, 1.1092, 1.1093, 1.1082, 1.1092, 1.1054, 1.1029, 1.1019, 1.1022, 1.1010, 1.1142, 1.1102, 1.1118, 1.1098, 1.1109, 1.1062, 1.1037, 1.1025, 1.1028, 1.1039, 1.1086, 1.1077, 1.1081, 1.1070, 1.1036, 1.1020, 1.1010, 1.0998, 1.0992, 1.1007, 1.1089, 1.1094, 1.1082, 1.1092, 1.1054, 1.1026, 1.1018, 1.1022, 1.1010, 1.1031, 0.5000, 17207.5000, 14021.5000, 14165.5000, 16888.5000, 16425.0000, 18788.5000, 15135.0000, 14525.5000, 9276.0000, 1.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,] | OUTPUT: []
INPUT: [1.1092, 1.1093, 1.1082, 1.1092, 1.1054, 1.1029, 1.1019, 1.1022, 1.1010, 1.1031, 1.1102, 1.1118, 1.1098, 1.1109, 1.1062, 1.1037, 1.1025, 1.1028, 1.1039, 1.1095, 1.1077, 1.1081, 1.1070, 1.1036, 1.1020, 1.1010, 1.0998, 1.0992, 1.1007, 1.1017, 1.1094, 1.1082, 1.1092, 1.1054, 1.1026, 1.1018, 1.1022, 1.1010, 1.1031, 1.1094, 0.5000, 18974.5000, 17207.5000, 14021.5000, 14165.5000, 16888.5000, 16425.0000, 18788.5000, 15135.0000, 14525.5000, 1.0000, 1.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,] | OUTPUT: []
INPUT: [1.1093, 1.1082, 1.1092, 1.1054, 1.1029, 1.1019, 1.1022, 1.1010, 1.1031, 1.1091, 1.1118, 1.1098, 1.1109, 1.1062, 1.1037, 1.1025, 1.1028, 1.1039, 1.1095, 1.1093, 1.1081, 1.1070, 1.1036, 1.1020, 1.1010, 1.0998, 1.0992, 1.1007, 1.1017, 1.1035, 1.1082, 1.1092, 1.1054, 1.1026, 1.1018, 1.1022, 1.1010, 1.1031, 1.1094, 1.1059, 0.5000, 17632.0000, 18974.5000, 17207.5000, 14021.5000, 14165.5000, 16888.5000, 16425.0000, 18788.5000, 15135.0000, 0.0000, 1.0000, 1.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,] | OUTPUT: []
INPUT: [1.1082, 1.1092, 1.1054, 1.1029, 1.1019, 1.1022, 1.1010, 1.1031, 1.1091, 1.1059, 1.1098, 1.1109, 1.1062, 1.1037, 1.1025, 1.1028, 1.1039, 1.1095, 1.1093, 1.1064, 1.1070, 1.1036, 1.1020, 1.1010, 1.0998, 1.0992, 1.1007, 1.1017, 1.1035, 1.1033, 1.1092, 1.1054, 1.1026, 1.1018, 1.1022, 1.1010, 1.1031, 1.1094, 1.1059, 1.1043, 0.5000, 16221.5000, 17632.0000, 18974.5000, 17207.5000, 14021.5000, 14165.5000, 16888.5000, 16425.0000, 18788.5000, 1.0000, 0.0000, 1.0000, 1.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,] | OUTPUT: []
INPUT: [1.1092, 1.1054, 1.1029, 1.1019, 1.1022, 1.1010, 1.1031, 1.1091, 1.1059, 1.1044, 1.1109, 1.1062, 1.1037, 1.1025, 1.1028, 1.1039, 1.1095, 1.1093, 1.1064, 1.1048, 1.1036, 1.1020, 1.1010, 1.0998, 1.0992, 1.1007, 1.1017, 1.1035, 1.1033, 1.0993, 1.1054, 1.1026, 1.1018, 1.1022, 1.1010, 1.1031, 1.1094, 1.1059, 1.1043, 1.0999, 0.5000, 16788.0000, 16221.5000, 17632.0000, 18974.5000, 17207.5000, 14021.5000, 14165.5000, 16888.5000, 16425.0000, 1.0000, 1.0000, 0.0000, 1.0000, 1.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,] | OUTPUT: []
INPUT: [1.1054, 1.1029, 1.1019, 1.1022, 1.1010, 1.1031, 1.1091, 1.1059, 1.1044, 1.0999, 1.1062, 1.1037, 1.1025, 1.1028, 1.1039, 1.1095, 1.1093, 1.1064, 1.1048, 1.1014, 1.1020, 1.1010, 1.0998, 1.0992, 1.1007, 1.1017, 1.1035, 1.1033, 1.0993, 1.0964, 1.1026, 1.1018, 1.1022, 1.1010, 1.1031, 1.1094, 1.1059, 1.1043, 1.0999, 1.0983, 0.5000, 14507.0000, 16788.0000, 16221.5000, 17632.0000, 18974.5000, 17207.5000, 14021.5000, 14165.5000, 16888.5000, 1.0000, 1.0000, 1.0000, 0.0000, 1.0000, 1.0000, 0.0000, 0.0000, 0.0000, 0.0000,] | OUTPUT: []
INPUT: [1.1029, 1.1019, 1.1022, 1.1010, 1.1031, 1.1091, 1.1059, 1.1044, 1.0999, 1.0983, 1.1037, 1.1025, 1.1028, 1.1039, 1.1095, 1.1093, 1.1064, 1.1048, 1.1014, 1.0985, 1.1010, 1.0998, 1.0992, 1.1007, 1.1017, 1.1035, 1.1033, 1.0993, 1.0964, 1.0942, 1.1018, 1.1022, 1.1010, 1.1031, 1.1094, 1.1059, 1.1043, 1.0999, 1.0983, 1.0943, 0.5000, 19247.0000, 14507.0000, 16788.0000, 16221.5000, 17632.0000, 18974.5000, 17207.5000, 14021.5000, 14165.5000, 1.0000, 1.0000, 1.0000, 1.0000, 0.0000, 1.0000, 1.0000, 0.0000, 0.0000, 0.0000,] | OUTPUT: []
