time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,train/entropy_loss,train/n_updates,train/clip_fraction,train/value_loss,train/learning_rate,train/loss,train/clip_range,train/explained_variance,train/std,train/policy_gradient_loss,train/approx_kl
1,0.113909,9,12288,1247.5,1245,,,,,,,,,,,
2,-0.051937250000000004,22,24576,1455.25,1114,-2.8287209746738275,10,0.0332763671875,0.019323953298589915,0.0003,0.009033562615513802,0.2,-7.921797752380371,0.9926847815513611,-0.0028475734890283395,0.004402165
3,0.04715657142857143,34,36864,1544.2857142857142,1075,-2.817024237414201,20,0.05244140625,0.0033765251038251638,0.0003,0.002243451774120331,0.2,-0.4865165948867798,0.9882345199584961,-0.0017881089755974245,0.005422598
4,-0.028957555555555556,46,49152,1570.6666666666667,1058,-2.8072172878930965,30,0.053173828125,0.0014168745349707023,0.0003,0.01815750077366829,0.2,-0.35137510299682617,0.9814218282699585,-0.00031529576493388354,0.005221125
5,-0.02619225,58,61440,1593.75,1051,-2.800567160174251,40,0.06200358072916667,0.0009319211932809897,0.0003,-0.03167412057518959,0.2,-0.21417570114135742,0.979438304901123,-0.0018180501804939315,0.006320532
6,0.02110807142857143,70,73728,1603.642857142857,1043,-2.804785563175877,50,0.06461588541666667,0.0006943796408298415,0.0003,-0.016562864184379578,0.2,-0.12066936492919922,0.9834208488464355,-0.0010884323535719886,0.0063737426
7,0.021613058823529405,82,86016,1614.1176470588234,1040,-2.8041618257761,60,0.06411946614583333,0.0006954714281770673,0.0003,-0.01104592252522707,0.2,0.027865827083587646,0.9819543361663818,-0.0019206386081350502,0.00661076
8,0.060690789473684205,94,98304,1619.2631578947369,1037,-2.802221036454042,70,0.053173828125,0.0005662520087374408,0.0003,0.008212429471313953,0.2,0.02154254913330078,0.9816325902938843,-0.0020979560271371157,0.006062027
9,0.03898390909090909,106,110592,1625.2272727272727,1035,-2.805903355280558,80,0.06104329427083333,0.0006556788549308598,0.0003,-0.0027106995694339275,0.2,-0.003995656967163086,0.9819083213806152,-0.001288232341175899,0.0057256143
10,-0.004687125000000003,118,122880,1628.375,1034,-2.7911054868251086,90,0.06110026041666667,0.0006238534871499723,0.0003,-0.01063343696296215,0.2,0.003028571605682373,0.9759387969970703,-0.0006790819919842761,0.0062664277
11,0.003685555555555554,130,135168,1632.2222222222222,1032,-2.777865465482076,100,0.05546875,0.0005832777687070726,0.0003,-0.009336201474070549,0.2,0.006448864936828613,0.9659161567687988,-0.0009031731914243816,0.006433775
12,-0.002733551724137932,142,147456,1634.344827586207,1031,-2.7718923576176167,110,0.06845703125,0.0006143884545205462,0.0003,0.00251307082362473,0.2,-0.00010228157043457031,0.9644804000854492,-0.0016024426561974299,0.0068283225
13,-0.0234765625,155,159744,1637.03125,1030,-2.7691157600531975,120,0.06429850260416667,0.000616162778518022,0.0003,-0.00034016682184301317,0.2,-0.01833045482635498,0.9609298706054688,-0.0008033805432205554,0.0067458716
14,-0.029322470588235294,167,172032,1638.5588235294117,1028,-2.75169179700315,130,0.0745849609375,0.0005737462404795223,0.0003,0.010113065131008625,0.2,0.0006840229034423828,0.9569907188415527,-0.0011303409689086645,0.00693609
15,-0.036739999999999995,179,184320,1639.9166666666667,1027,-2.7630667980760335,140,0.0648681640625,0.0005552049134621484,0.0003,-0.012733644805848598,0.2,0.0011355876922607422,0.9670485258102417,-0.0012260977508655438,0.0060482845
16,-0.04865607692307692,191,196608,1641.6923076923076,1026,-2.7720249967028696,150,0.07454427083333333,0.000539862258475902,0.0003,0.004403471481055021,0.2,2.396106719970703e-05,0.9669481515884399,-0.001495053012331482,0.0075765513
17,-0.053868975609756106,203,208896,1642.7317073170732,1025,-2.7580028443286815,160,0.06917317708333333,0.0005553827905790361,0.0003,0.007362824864685535,0.2,-0.014538764953613281,0.9592169523239136,-0.0006044515064180208,0.0068003912
18,-0.06247720454545456,215,221184,1644.1136363636363,1024,-2.741460104783376,170,0.04891764322916667,0.0005975387702619628,0.0003,0.005352511070668697,0.2,-0.01512002944946289,0.9528001546859741,-0.0007598284020787105,0.005815496
19,-0.06162258695652175,227,233472,1644.9347826086957,1024,-2.724761422847708,180,0.0656494140625,0.0005951662603365549,0.0003,0.009019614197313786,0.2,-0.009767889976501465,0.9410635828971863,-0.0016318837804040716,0.0065944022
20,-0.05239079591836734,240,245760,1646.0408163265306,1023,-2.692381437992056,190,0.057275390625,0.0005606341097215288,0.0003,-0.00033115845872089267,0.2,-0.011510372161865234,0.9285030961036682,-0.0009499833244869175,0.0060573574
21,-0.05919235294117646,252,258048,1646.7058823529412,1023,-2.7068386351068816,200,0.05921223958333333,0.0005330590169402664,0.0003,0.0013301934814080596,0.2,0.003415703773498535,0.9382131695747375,-0.0015106228519774353,0.0060924427
22,-0.06945529629629629,264,270336,1647.611111111111,1023,-2.6908729620277883,210,0.05899251302083333,0.0005723760661870377,0.0003,0.007042043376713991,0.2,-0.002884387969970703,0.9309912919998169,0.00038390386592557967,0.005735298
23,-0.05832344642857142,276,282624,1648.1607142857142,1023,-2.697191401571035,220,0.054541015625,0.0005982951820518186,0.0003,-0.009149402379989624,0.2,0.006290316581726074,0.9360243082046509,-0.00045028529032909624,0.0059292796
24,-0.06218777966101695,288,294912,1648.915254237288,1023,-2.7081611276914677,230,0.05243326822916667,0.0006046180372019686,0.0003,-0.00433137034997344,0.2,-0.0008889436721801758,0.9406155943870544,-0.0008607835632574278,0.0060930424
25,-0.06409798360655737,300,307200,1649.377049180328,1023,-2.705563831826051,240,0.07395833333333333,0.0006017267242744614,0.0003,0.003013293957337737,0.2,0.010595381259918213,0.9377247095108032,-0.0006411241374735255,0.006721309
26,-0.070671578125,312,319488,1650.015625,1022,-2.692307284598549,250,0.07235514322916667,0.0006118737211333307,0.0003,-0.01909177377820015,0.2,0.04128718376159668,0.9293797016143799,-0.00026195374399928063,0.006649857
27,-0.07397275757575758,324,331776,1650.409090909091,1022,-2.70039268558224,260,0.053328450520833334,0.0005979410411631155,0.0003,0.017478130757808685,0.2,0.03666985034942627,0.9406023025512695,-0.0005425365830888041,0.0058216476
28,-0.07485055882352942,336,344064,1650.7794117647059,1021,-2.7103551300863424,270,0.0615478515625,0.0005016255056337589,0.0003,0.013446022756397724,0.2,0.03268265724182129,0.9395643472671509,-9.53668903093785e-05,0.0052417275
29,-0.07619025352112677,348,356352,1651.2957746478874,1021,-2.6970129876087108,280,0.058064778645833336,0.0006005572339290666,0.0003,-0.008124939166009426,0.2,0.05959254503250122,0.9338114261627197,-0.00149773395411709,0.0055233887
30,-0.08257779452054795,360,368640,1651.6164383561643,1021,-2.691741621121764,290,0.06338704427083333,0.0005321823066121094,0.0003,-0.0067395977675914764,0.2,0.05532503128051758,0.932233452796936,-0.0011958420106869502,0.0062657683
31,-0.08222003947368421,373,380928,1652.0657894736842,1021,-2.6994890964279574,300,0.0554931640625,0.0005999278661647622,0.0003,-0.01871423050761223,0.2,0.0379413366317749,0.9376027584075928,-0.0003308821949758567,0.0054592416
32,-0.08067155128205128,385,393216,1652.3461538461538,1020,-2.6989999641974767,310,0.05935872395833333,0.0006081149674931415,0.0003,-0.007121277507394552,0.2,0.024242281913757324,0.9345337152481079,-0.0014643663649621884,0.0057182773
33,-0.09007627160493827,397,405504,1652.7407407407406,1020,-2.698410361384352,320,0.0669677734375,0.0006155669182438335,0.0003,0.0015280762454494834,0.2,0.021444499492645264,0.9355242252349854,-0.0003788505537765256,0.0070541613
34,-0.08547866265060242,409,417792,1652.987951807229,1020,-2.694463127851486,330,0.059244791666666664,0.000555516427046617,0.0003,0.02399289421737194,0.2,0.02838367223739624,0.9340915679931641,-0.0013814299634153334,0.0065940283
35,-0.07685708139534883,421,430080,1653.3372093023256,1020,-2.6912204757332803,340,0.0585693359375,0.0006559386039953097,0.0003,0.007379542570561171,0.2,0.01805710792541504,0.9304976463317871,-0.0014230348800386612,0.0059689158
36,-0.07783661363636363,433,442368,1653.5568181818182,1020,-2.6823433823883533,350,0.0651123046875,0.0005906342037860668,0.0003,0.011999239213764668,0.2,0.013516604900360107,0.9296829700469971,-0.000880603688225771,0.0071043144
37,-0.07934130769230768,445,454656,1653.868131868132,1020,-2.6953620618830123,360,0.06163736979166667,0.0005528359997924781,0.0003,-0.001699579181149602,0.2,-0.0032036304473876953,0.9363028407096863,-0.0009683930220489856,0.0060316585
38,-0.08613777419354837,457,466944,1654.0645161290322,1019,-2.6868954349309204,370,0.060017903645833336,0.00055521757455305,0.0003,-0.022472454234957695,0.2,-0.00402379035949707,0.9310247302055359,-0.001838436326943338,0.0063327546
39,-0.08598411458333333,470,479232,1654.34375,1019,-2.683368253087004,380,0.057942708333333336,0.0005909474901272915,0.0003,-0.0005313747678883374,0.2,0.005640149116516113,0.9313846826553345,-0.0010744001282243212,0.0065258616
40,-0.08396839795918366,482,491520,1654.5204081632653,1019,-2.671220600729187,390,0.0619873046875,0.0006341968934217827,0.0003,-0.004242226481437683,0.2,0.017634868621826172,0.9219726324081421,-0.0018513794231694192,0.006712178
