time/time_elapsed,time/iterations,time/total_timesteps,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/value_loss,train/clip_fraction,train/loss,train/clip_range,train/n_updates,train/std
790,419,858112,1085,1071.0,2.00842462,0.029302565,0.0003,0.6279637537896633,0.0013406237369053998,0.30014437437057495,0.0017936713822564343,0.30927734375,-0.04532530531287193,0.2,4180,0.18122068047523499
792,420,860160,1085,1071.0,2.01505303,0.029976103,0.0003,0.6368464296683669,0.0016570527470321395,0.27815669775009155,0.0017643003558987403,0.29375,-0.02065144293010235,0.2,4190,0.18133270740509033
793,421,862208,1086,1071.0,2.01686251,0.032048192,0.0003,0.6464799536392093,-0.005788271009805612,0.28068965673446655,0.0016898310554097407,0.283203125,0.016915448009967804,0.2,4200,0.17910811305046082
795,422,864256,1086,1071.0,2.01727288,0.0349663,0.0003,0.6627109367400408,-0.0030067790125031025,0.2788165211677551,0.001530221749271732,0.287548828125,0.0248581375926733,0.2,4210,0.1777731478214264
797,423,866304,1086,1071.0,2.0187366200000003,0.028058592,0.0003,0.6634869396686554,0.0031934272665239405,0.2389659285545349,0.0012911820067529334,0.283056640625,0.003853443544358015,0.2,4220,0.17807215452194214
799,424,868352,1086,1071.0,2.0192312,0.030201845,0.0003,0.6668019415810704,-0.0020019190073071514,0.277057409286499,0.0016560931311687455,0.3125,-0.03486332297325134,0.2,4230,0.17677024006843567
801,425,870400,1086,1071.0,2.0223572,0.02153662,0.0003,0.6778259519487619,-0.002687596711621154,0.2909626364707947,0.0017203844925461453,0.265625,0.007633208762854338,0.2,4240,0.17605578899383545
802,426,872448,1086,1071.0,2.02452056,0.030519767,0.0003,0.6895542649552227,-0.0008151416317559778,0.30351942777633667,0.00178843059547944,0.2857421875,0.017908481881022453,0.2,4250,0.17462825775146484
804,427,874496,1086,1071.0,2.02874367,0.042997193,0.0003,0.6854225147515536,-0.0022637072659563275,0.2825791835784912,0.0017728193928633119,0.2853515625,-0.018045775592327118,0.2,4260,0.17633439600467682
806,428,876544,1086,1071.0,2.0260310799999997,0.025484862,0.0003,0.6757628109306097,-0.002626117810723372,0.28261125087738037,0.0017916002785568707,0.280029296875,-0.01048021949827671,0.2,4270,0.17606280744075775
808,429,878592,1087,1071.0,2.03321772,0.0234833,0.0003,0.6719613986089825,-0.0006998054006544408,0.26990067958831787,0.0017392781262969947,0.262109375,0.02797739952802658,0.2,4280,0.17632213234901428
810,430,880640,1087,1071.0,2.0399002299999998,0.029818447,0.0003,0.677024313993752,0.00022753872035536916,0.2997710704803467,0.001735229929727211,0.263232421875,0.03214153274893761,0.2,4290,0.1755732297897339
811,431,882688,1087,1071.0,2.04746508,0.026750188,0.0003,0.6788013964891434,-0.004563614618382417,0.29081594944000244,0.001772651019564364,0.27294921875,-0.0003233304596506059,0.2,4300,0.17521366477012634
813,432,884736,1087,1071.0,2.04944641,0.03748604,0.0003,0.6932600921019911,0.0027175403520232067,0.2938998341560364,0.0016407712450018153,0.285302734375,-0.012178570032119751,0.2,4310,0.17332042753696442
815,433,886784,1087,1071.0,2.05201455,0.027898055,0.0003,0.7024926839396357,0.00012918551656184717,0.2891616225242615,0.0017960655937713454,0.29609375,-0.017453383654356003,0.2,4320,0.17333351075649261
817,434,888832,1087,1071.0,2.0537063,0.034181304,0.0003,0.7130633320659399,-0.0020196306504658423,0.24082618951797485,0.001259992175619118,0.293212890625,-0.00869898870587349,0.2,4330,0.17161542177200317
819,435,890880,1086,1071.0,2.05563141,0.032949705,0.0003,0.7124302297830581,0.001198437565471977,0.28405821323394775,0.0014015028926223749,0.28046875,0.02522292546927929,0.2,4340,0.17265722155570984
822,436,892928,1086,1071.0,2.05668943,0.029475559,0.0003,0.7171381784602999,-0.0009032418005517684,0.27048569917678833,0.0014799766893702326,0.3271484375,0.0044773719273507595,0.2,4350,0.1710580438375473
824,437,894976,1085,1071.0,2.0529758900000004,0.025759209,0.0003,0.7261395694687962,0.0001084518531570211,0.2970566749572754,0.0016405664033300126,0.27294921875,0.01323824841529131,0.2,4360,0.17116785049438477
826,438,897024,1085,1071.0,2.05089548,0.028736182,0.0003,0.7359487412497401,-0.0006166208084323443,0.2901344299316406,0.001579629652587755,0.274853515625,0.008760499767959118,0.2,4370,0.1690095067024231
828,439,899072,1084,1071.0,2.0597737200000004,0.048447005,0.0003,0.747608938254416,0.0033257589471759274,0.2925017476081848,0.0016526279079698725,0.2927734375,-0.023094933480024338,0.2,4380,0.1694173812866211
831,440,901120,1084,1071.0,2.05814136,0.026965052,0.0003,0.7477234415709972,0.003812994677718962,0.2312326431274414,0.0016628350558676175,0.3046875,-0.006333821453154087,0.2,4390,0.16876059770584106
832,441,903168,1084,1071.0,2.0652983000000003,0.02468539,0.0003,0.7424189623445272,-0.00013558591745095329,0.3023838400840759,0.0015124797834687343,0.2904296875,-0.014784151688218117,0.2,4400,0.1699604094028473
834,442,905216,1084,1071.0,2.07200467,0.043289095,0.0003,0.7443151393905282,0.0015523742855293675,0.2819932699203491,0.001815557002009882,0.29658203125,0.04165373742580414,0.2,4410,0.16877833008766174
836,443,907264,1084,1071.0,2.0723891400000003,0.031210974,0.0003,0.7536221681162715,-0.002533324093383271,0.28788280487060547,0.0018351453549257713,0.27587890625,-0.016293667256832123,0.2,4420,0.16820028424263
838,444,909312,1084,1071.0,2.06809288,0.034038756,0.0003,0.7517226200550795,-0.007110178948641988,0.2793887257575989,0.001718490345228929,0.30380859375,-0.03347565978765488,0.2,4430,0.16908632218837738
840,445,911360,1084,1071.0,2.0718952300000004,0.021783525,0.0003,0.7710257003083825,0.0003111553793132771,0.24322617053985596,0.0017110375778429444,0.26875,0.019061176106333733,0.2,4440,0.16536365449428558
841,446,913408,1084,1071.0,2.0741017900000003,0.02577553,0.0003,0.7964145492762327,-0.002223598574346397,0.25857651233673096,0.0012992430569283898,0.299462890625,-0.015903886407613754,0.2,4450,0.1650092452764511
843,447,915456,1085,1071.0,2.07637406,0.027514739,0.0003,0.8035252455621957,-0.001888707224134123,0.29645317792892456,0.001574193922442646,0.292431640625,0.009614670649170876,0.2,4460,0.16418114304542542
845,448,917504,1085,1071.0,2.07547146,0.040263243,0.0003,0.813248959928751,0.005385850805760128,0.28537607192993164,0.001574494023407169,0.29619140625,0.013748280704021454,0.2,4470,0.16442559659481049
847,449,919552,1085,1071.0,2.07558906,0.026801124,0.0003,0.8073314446955919,0.0022000862343702467,0.27535247802734375,0.0016974339845546639,0.281591796875,0.04220195859670639,0.2,4480,0.1646140217781067
848,450,921600,1085,1071.0,2.0807007200000003,0.03470125,0.0003,0.827448301203549,0.0022033519868273287,0.29238784313201904,0.0017308687401964562,0.273974609375,-0.010805290192365646,0.2,4490,0.16132324934005737
851,451,923648,1085,1071.0,2.08563891,0.056652673,0.0003,0.8461397843435406,0.0007735337087069639,0.28475421667099,0.0018022122048932943,0.284375,0.11226055026054382,0.2,4500,0.16056445240974426
853,452,925696,1084,1071.0,2.0925949300000006,0.029888421,0.0003,0.8542578171938657,-0.0014128796945442445,0.2946726083755493,0.001694374455655634,0.29912109375,0.005312479101121426,0.2,4510,0.1604202389717102
855,453,927744,1084,1071.0,2.0981694300000004,0.02892917,0.0003,0.8547379955649376,0.002124641329282895,0.2802172303199768,0.0016897813069590485,0.279833984375,0.03075541742146015,0.2,4520,0.16033759713172913
857,454,929792,1084,1071.0,2.10177551,0.030309036,0.0003,0.8497876029461622,-0.0009005188330775127,0.28952354192733765,0.00167677366771386,0.2884765625,-0.0319490022957325,0.2,4530,0.16049617528915405
858,455,931840,1085,1071.0,2.1039158000000002,0.027152954,0.0003,0.8489854883402586,-0.0005396835418650881,0.25858551263809204,0.001852760738620418,0.265625,-0.030527692288160324,0.2,4540,0.1609722226858139
860,456,933888,1085,1071.0,2.10641154,0.028855525,0.0003,0.8476034089922905,-0.0026895301467448006,0.30789077281951904,0.0017936682612344156,0.289599609375,-0.02451806515455246,0.2,4550,0.1608264446258545
862,457,935936,1084,1071.0,2.11453179,0.035449635,0.0003,0.8652385355904698,0.0029138984711607916,0.2582445740699768,0.0014016865388839506,0.3169921875,0.04492523521184921,0.2,4560,0.15881824493408203
865,458,937984,1084,1071.0,2.1244451,0.03482578,0.0003,0.880720598064363,0.00010639696556609124,0.26725292205810547,0.0016579286169871922,0.30615234375,0.00031036807922646403,0.2,4570,0.1585758477449417
867,459,940032,1083,1071.0,2.1251403099999995,0.027015444,0.0003,0.8834171030670405,-0.0012524031117209233,0.2897995114326477,0.0017019213511957787,0.26982421875,-0.009019165299832821,0.2,4580,0.15879178047180176
869,460,942080,1084,1071.0,2.1216536699999997,0.029398523,0.0003,0.8827125223353505,0.0049398162285797294,0.2829572558403015,0.0017390140266797971,0.306005859375,-0.01778288371860981,0.2,4590,0.15927962958812714
870,461,944128,1084,1071.0,2.1251449599999996,0.028201088,0.0003,0.8751208512112498,0.0034888135101937222,0.2864110469818115,0.001679827645602927,0.3205078125,-0.02223272994160652,0.2,4600,0.1604824960231781
872,462,946176,1084,1071.0,2.13351692,0.027512493,0.0003,0.8622831227257848,0.0006084433633077424,0.29057615995407104,0.0016833832420161342,0.280029296875,-0.00770529406145215,0.2,4610,0.16020119190216064
874,463,948224,1083,1071.0,2.1392887400000005,0.03952219,0.0003,0.8558790206909179,0.0008537554793292656,0.25803935527801514,0.00172560778537445,0.322607421875,0.001372283324599266,0.2,4620,0.1611652374267578
876,464,950272,1084,1071.0,2.1440287299999996,0.02919299,0.0003,0.8426491560414433,-0.0018490876973373815,0.2820870876312256,0.0018359974345003138,0.26328125,-0.013224159367382526,0.2,4630,0.16230574250221252
878,465,952320,1084,1071.0,2.15961913,0.026167471,0.0003,0.830866963788867,-0.0003855545000988059,0.2898956537246704,0.0017860088701127097,0.296044921875,0.011173490434885025,0.2,4640,0.1632833182811737
880,466,954368,1084,1071.0,2.1644901400000003,0.027837362,0.0003,0.8141170848160982,0.005005178046121728,0.2852909564971924,0.0018050578333713928,0.3083984375,-0.014840853400528431,0.2,4650,0.16532953083515167
881,467,956416,1084,1071.0,2.1727385299999997,0.03586817,0.0003,0.7933665389195085,0.005042591523670125,0.28928643465042114,0.0016748324131185654,0.298095703125,0.03543578088283539,0.2,4660,0.16660207509994507
883,468,958464,1084,1071.0,2.17854978,0.030967318,0.0003,0.7958426903933287,-0.00044107862340752034,0.2535250782966614,0.0016284216706480947,0.2794921875,-0.0027884903829544783,0.2,4670,0.16531378030776978
885,469,960512,1084,1071.0,2.1784082,0.022961682,0.0003,0.7942003367468715,-0.0003599966636102181,0.2790073752403259,0.0014908936165738851,0.276220703125,-0.033569734543561935,0.2,4680,0.16575409471988678
887,470,962560,1084,1071.0,2.18463373,0.03171888,0.0003,0.792165982350707,-0.0025073667035030666,0.24557429552078247,0.0017922313749295427,0.31064453125,-0.023756125941872597,0.2,4690,0.16500623524188995
889,471,964608,1084,1071.0,2.1876721999999997,0.027550029,0.0003,0.8101196771487593,0.0013308041219715961,0.2740069627761841,0.0018798532257278567,0.28828125,0.04357262700796127,0.2,4700,0.16312947869300842
890,472,966656,1085,1071.0,2.19158217,0.035477746,0.0003,0.8246881149709224,0.001420231457450427,0.2957124710083008,0.0017881420877529307,0.304248046875,0.011151934042572975,0.2,4710,0.16255062818527222
892,473,968704,1085,1071.0,2.19326536,0.033759244,0.0003,0.8200190680101513,0.002656775173090864,0.2897253632545471,0.001835867810405034,0.32763671875,-0.029627246782183647,0.2,4720,0.16402138769626617
894,474,970752,1085,1071.0,2.19774843,0.028122077,0.0003,0.8312005858868361,0.0027174969989573585,0.2789806127548218,0.001768404275571811,0.301611328125,-0.006511393468827009,0.2,4730,0.16143280267715454
896,475,972800,1085,1071.0,2.2012659,0.029379627,0.0003,0.8364135628566146,0.0044413687632186335,0.2745656967163086,0.001821764600390452,0.33837890625,-0.013445192016661167,0.2,4740,0.16234107315540314
898,476,974848,1084,1071.0,2.20939685,0.041545674,0.0003,0.8436530113220215,0.009150099878024776,0.2940853238105774,0.0017394200611306587,0.32685546875,0.00822288729250431,0.2,4750,0.16029751300811768
900,477,976896,1084,1071.0,2.2113007300000005,0.03375943,0.0003,0.8644567158073186,0.0029793227899062914,0.30390965938568115,0.0019808019324045745,0.2982421875,-0.003236970165744424,0.2,4760,0.15954744815826416
902,478,978944,1084,1071.0,2.22026138,0.03131845,0.0003,0.8722319290041923,0.001459654828067869,0.2853845953941345,0.0018661692471141577,0.30126953125,-0.00032559147803112864,0.2,4770,0.15851828455924988
905,479,980992,1083,1071.0,2.22283403,0.026281822,0.0003,0.8895665418356657,0.0007070646533975378,0.31362712383270264,0.0016141952914040304,0.299560546875,-0.0017528666649013758,0.2,4780,0.15717807412147522
907,480,983040,1083,1071.0,2.2279826799999998,0.037103925,0.0003,0.9023210540413856,-0.0011426731100073085,0.28548020124435425,0.0012638002934181713,0.284765625,0.003751631360501051,0.2,4790,0.15650703012943268
909,481,985088,1083,1071.0,2.23618839,0.029548207,0.0003,0.9167047353461385,-0.0005660743656335399,0.3148868680000305,0.0017727299164107535,0.2892578125,-0.016827428713440895,0.2,4800,0.15457183122634888
911,482,987136,1083,1071.0,2.23631454,0.028063232,0.0003,0.9215092232450843,-0.0019471049410640263,0.2844091057777405,0.0018184467782702996,0.30146484375,0.0013112599262967706,0.2,4810,0.15508359670639038
913,483,989184,1083,1071.0,2.23737584,0.0325929,0.0003,0.9220899825915694,0.0052669252501800655,0.2876049876213074,0.0016941555155426612,0.322900390625,0.0062499381601810455,0.2,4820,0.15470591187477112
915,484,991232,1082,1071.0,2.2402741799999997,0.02460552,0.0003,0.926350905932486,-0.0005566883883147966,0.28717947006225586,0.0016552069404497161,0.30107421875,-0.006989496760070324,0.2,4830,0.15453484654426575
917,485,993280,1083,1071.0,2.2426331999999998,0.041886102,0.0003,0.9228132972493768,0.0037356551431003025,0.30812883377075195,0.0017123200985224684,0.337060546875,-0.022134466096758842,0.2,4840,0.15559491515159607
918,486,995328,1083,1071.0,2.2466914300000003,0.026806287,0.0003,0.9372284127399325,0.0033665891955024564,0.29248255491256714,0.0016452413583465386,0.293994140625,-0.020813103765249252,0.2,4850,0.15268626809120178
920,487,997376,1083,1071.0,2.2467219800000002,0.03217119,0.0003,0.96860196236521,0.0040676640797755684,0.3002817630767822,0.001771397208358394,0.3025390625,-0.01772158034145832,0.2,4860,0.15124328434467316
922,488,999424,1083,1071.0,2.2504479,0.023458984,0.0003,0.9815888015553356,0.0005743903435359244,0.32811617851257324,0.0018359602778218686,0.30439453125,-0.03654595464468002,0.2,4870,0.1498558670282364
924,489,1001472,1083,1071.0,2.2578401,0.043430723,0.0003,0.980594901368022,0.0034374641079921277,0.28342199325561523,0.001844986521973624,0.31787109375,-0.0018406941089779139,0.2,4880,0.15134941041469574
926,490,1003520,1083,1071.0,2.2623378200000004,0.028220009,0.0003,0.9722174169495702,-0.004155769741919358,0.32094264030456543,0.001761496943072416,0.27275390625,-0.014679882675409317,0.2,4890,0.15069039165973663
927,491,1005568,1083,1071.0,2.26874322,0.026120134,0.0003,0.9874035332351923,-0.00014525990845868365,0.25965458154678345,0.00142001776748657,0.28330078125,-0.024337302893400192,0.2,4900,0.14934056997299194
929,492,1007616,1083,1071.0,2.2768790000000005,0.033179156,0.0003,1.0205547902733088,-0.0036561148284818047,0.2780531644821167,0.0016801961652163299,0.318408203125,-0.022655263543128967,0.2,4910,0.14569877088069916
931,493,1009664,1083,1071.0,2.28031547,0.036931608,0.0003,1.0409124348312617,0.006885486977262189,0.2898821234703064,0.0017922172712133034,0.325244140625,0.02666442282497883,0.2,4920,0.1463640034198761
934,494,1011712,1083,1071.0,2.28137962,0.030600064,0.0003,1.033783695474267,0.0005927609105128795,0.3036695122718811,0.001644612938616774,0.3146484375,0.0028473769780248404,0.2,4930,0.14681632816791534
936,495,1013760,1082,1071.0,2.2869784099999997,0.03183893,0.0003,1.0408066995441914,0.004473885901097674,0.30890798568725586,0.001820316695557267,0.328564453125,0.00430699298158288,0.2,4940,0.14532265067100525
937,496,1015808,1082,1071.0,2.2929464499999996,0.04183689,0.0003,1.0490845292806625,0.0040943900428828785,0.3098111152648926,0.0017631902261200593,0.34453125,0.002706716302782297,0.2,4950,0.1457759588956833
939,497,1017856,1083,1071.0,2.29430573,0.037767306,0.0003,1.0396240133792163,-0.0006186776474351064,0.293476939201355,0.0016982410385026014,0.293408203125,0.013743969611823559,0.2,4960,0.1464778333902359
941,498,1019904,1082,1071.0,2.29187618,0.04433065,0.0003,1.0513816300779582,-0.002063648935290985,0.29087233543395996,0.0017761226066795644,0.312109375,0.025533165782690048,0.2,4970,0.14452750980854034
944,499,1021952,1082,1071.0,2.2955935800000002,0.024034228,0.0003,1.0567022640258075,0.0009617769770557061,0.263649046421051,0.0017491563732619398,0.2865234375,-0.0218167994171381,0.2,4980,0.1451801061630249
946,500,1024000,1081,1071.0,2.30004901,0.034944706,0.0003,1.055281548202038,0.005334460323501844,0.2901768684387207,0.001868617388754501,0.28330078125,-0.02170289121568203,0.2,4990,0.14508096873760223
948,501,1026048,1081,1071.0,2.3083401599999998,0.030882379,0.0003,1.050279726460576,0.005098532803822308,0.29978615045547485,0.0017435816128454462,0.336328125,-0.007558263372629881,0.2,5000,0.14575372636318207
950,502,1028096,1081,1071.0,2.3143258099999997,0.051011093,0.0003,1.0432554993778467,0.002001701899280306,0.2941954731941223,0.0018301335465366719,0.31689453125,-0.006537077482789755,0.2,5010,0.14619316160678864
952,503,1030144,1081,1071.0,2.32011625,0.034912318,0.0003,1.0404561102390288,0.003080643650901038,0.2708713412284851,0.0013291011663568498,0.321826171875,-0.007628671824932098,0.2,5020,0.1464279145002365
954,504,1032192,1081,1071.0,2.32329704,0.034527022,0.0003,1.0429097067564725,0.0028439238609280436,0.26711219549179077,0.0019085295123659307,0.323388671875,-0.003690204117447138,0.2,5030,0.14628095924854279
956,505,1034240,1081,1071.0,2.32798247,0.037863642,0.0003,1.0459629837423563,0.003992339040269144,0.2767704129219055,0.0018433461993481615,0.319970703125,0.004250931087881327,0.2,5040,0.1456800401210785
958,506,1036288,1081,1071.0,2.3311815599999997,0.027141187,0.0003,1.0491992376744748,0.001823886695638066,0.28231745958328247,0.0017529040655063,0.3328125,-0.020052531734108925,0.2,5050,0.14532731473445892
959,507,1038336,1081,1071.0,2.3369522099999998,0.030017085,0.0003,1.050960024446249,0.0025489414387266152,0.27697187662124634,0.001797423873540538,0.304296875,0.009528320282697678,0.2,5060,0.14587707817554474
961,508,1040384,1081,1071.0,2.34512124,0.029825896,0.0003,1.0418423671275376,0.0022814547432062683,0.2741270661354065,0.0017830995087933844,0.3146484375,-0.0011091327760368586,0.2,5070,0.146336168050766
963,509,1042432,1081,1071.0,2.34844228,0.038668275,0.0003,1.030046220868826,-0.0007034529520751675,0.2984699010848999,0.0018433639663271606,0.33427734375,0.0015711071901023388,0.2,5080,0.14756862819194794
965,510,1044480,1081,1071.0,2.3477194299999997,0.03916715,0.0003,1.0257152635604143,-0.0005127083815750666,0.285933256149292,0.0017434389923437267,0.312060546875,0.09050656110048294,0.2,5090,0.14686885476112366
967,511,1046528,1081,1071.0,2.34726585,0.03008163,0.0003,1.0276214823126792,0.0017681760975392536,0.2533921003341675,0.0021146779938135294,0.29033203125,-0.00452384352684021,0.2,5100,0.14701490104198456
969,512,1048576,1082,1071.0,2.3501607099999995,0.030181244,0.0003,1.0309618629515171,0.003594765729212668,0.27997004985809326,0.001922656515489507,0.292919921875,-0.03765131160616875,0.2,5110,0.14604389667510986
970,513,1050624,1082,1071.0,2.3518136599999995,0.028592238,0.0003,1.0341037545353173,0.004518839046068024,0.29511016607284546,0.0019275461809229455,0.30146484375,-0.032210927456617355,0.2,5120,0.14631620049476624
972,514,1052672,1082,1071.0,2.3548052799999994,0.037623294,0.0003,1.045450546592474,0.0018235775962239132,0.25753021240234375,0.001420873499591835,0.30654296875,0.006400739774107933,0.2,5130,0.144379124045372
974,515,1054720,1082,1071.0,2.3591730899999996,0.033786006,0.0003,1.0538567941635848,-0.0005450000389828347,0.27823406457901,0.0016550720894883853,0.303271484375,0.00364813394844532,0.2,5140,0.14432691037654877
976,516,1056768,1082,1071.0,2.3616392199999994,0.04103855,0.0003,1.0589796721935272,-0.0023831728685763665,0.27711379528045654,0.0019080239537288435,0.307568359375,0.02376687526702881,0.2,5150,0.1437927782535553
977,517,1058816,1082,1071.0,2.3606226999999995,0.028151616,0.0003,1.05780872926116,0.003427774829469854,0.28862833976745605,0.002057791799052211,0.3123046875,0.027614787220954895,0.2,5160,0.14440464973449707
979,518,1060864,1082,1071.0,2.3600986199999996,0.033173643,0.0003,1.046958766505122,0.0016196856086025946,0.3004607558250427,0.0016972159413853661,0.306689453125,0.03820088878273964,0.2,5170,0.14526869356632233
981,519,1062912,1082,1071.0,2.35278099,0.042925917,0.0003,1.0379779316484927,-0.0002042217951384373,0.2929583787918091,0.0018336652012294508,0.31904296875,0.008629144169390202,0.2,5180,0.1452147662639618
983,520,1064960,1082,1071.0,2.35205123,0.031896237,0.0003,1.0467893410474063,-0.0008680925064254552,0.2973686456680298,0.0017417462926459849,0.313134765625,-0.01405838131904602,0.2,5190,0.14392702281475067
986,521,1067008,1082,1071.0,2.3568631799999995,0.025973434,0.0003,1.0588560730218888,-0.0029342555841139983,0.28997868299484253,0.002118195289040159,0.28251953125,-0.007881048135459423,0.2,5200,0.14329470694065094
987,522,1069056,1082,1071.0,2.3571986899999997,0.03386668,0.0003,1.0615025751292706,0.0025560503017914016,0.28068429231643677,0.0017827440806286177,0.307421875,-0.016227880492806435,0.2,5210,0.14396211504936218
989,523,1071104,1082,1071.0,2.3629784899999997,0.034117494,0.0003,1.0648086987435819,-0.004052324194344692,0.2872314453125,0.0020623113643523537,0.269091796875,-0.004968276247382164,0.2,5220,0.14308959245681763
991,524,1073152,1082,1071.0,2.3639067899999997,0.032716613,0.0003,1.0667075879871846,0.004790320562460692,0.3309515118598938,0.0018605365023177001,0.33017578125,0.0022593678440898657,0.2,5230,0.14350105822086334
993,525,1075200,1082,1071.0,2.36522363,0.04053758,0.0003,1.0693756598979234,0.0012827526312321424,0.2644522190093994,0.0017017275722537306,0.321240234375,-0.0022574393078684807,0.2,5240,0.14271757006645203
995,526,1077248,1081,1071.0,2.3644722299999996,0.036895394,0.0003,1.0934608127921819,0.003871561540290713,0.30170273780822754,0.0016528053518413798,0.300830078125,-0.0046659852378070354,0.2,5250,0.14063265919685364
998,527,1079296,1081,1071.0,2.3615467999999997,0.043140497,0.0003,1.1089885890483857,-0.0010492428365978413,0.2745347023010254,0.0018373591470663086,0.304638671875,0.015562905929982662,0.2,5260,0.14043843746185303
999,528,1081344,1081,1071.0,2.36079011,0.04098671,0.0003,1.1092668611556291,0.005565569666214287,0.2848011255264282,0.0017931621316165547,0.32734375,-0.0017082307022064924,0.2,5270,0.1404312700033188
1002,529,1083392,1081,1071.0,2.35744305,0.048182704,0.0003,1.1189023423939943,0.001485800616501365,0.24954092502593994,0.001977507748415519,0.3400390625,0.010896576568484306,0.2,5280,0.13913892209529877
1004,530,1085440,1080,1071.0,2.35449477,0.031262234,0.0003,1.1304784703999757,0.003368995527125662,0.223055899143219,0.001837255768259638,0.29287109375,0.01056769397109747,0.2,5290,0.13847243785858154
1006,531,1087488,1080,1071.0,2.35432156,0.03288783,0.0003,1.1406259085983037,0.004816847204347141,0.25725674629211426,0.0018847886745788855,0.319482421875,-0.01933891512453556,0.2,5300,0.1377246081829071
1008,532,1089536,1079,1071.0,2.35374927,0.05723228,0.0003,1.135332577675581,0.0035461307226796633,0.30476683378219604,0.001968482537085947,0.315869140625,0.07276799529790878,0.2,5310,0.13885565102100372
1011,533,1091584,1079,1071.0,2.3483770400000004,0.038068086,0.0003,1.1354619309306144,0.002304423997702543,0.28320789337158203,0.0020945462567397042,0.3056640625,-0.0035010550636798143,0.2,5320,0.13766367733478546
1012,534,1093632,1079,1071.0,2.35087082,0.050965723,0.0003,1.1410964984446763,0.002050773039809428,0.2876766324043274,0.0019117428642857703,0.305029296875,-0.019498568028211594,0.2,5330,0.1380651891231537
1014,535,1095680,1079,1071.0,2.3497713200000003,0.038476706,0.0003,1.146876435726881,0.0017078296994441188,0.2832440137863159,0.00221127277945925,0.332373046875,0.004494475666433573,0.2,5340,0.13679912686347961
1016,536,1097728,1079,1071.0,2.34927887,0.046147205,0.0003,1.1668400529772043,-0.0006384952124790288,0.28617584705352783,0.002176395255628449,0.29462890625,0.014510978013277054,0.2,5350,0.13578614592552185
1018,537,1099776,1080,1071.0,2.35321204,0.031154964,0.0003,1.178216537833214,-0.001957007125020027,0.2685616612434387,0.001595465326863632,0.296533203125,-0.005302188917994499,0.2,5360,0.13500221073627472
1019,538,1101824,1080,1071.0,2.35450159,0.05077952,0.0003,1.1827587615698576,0.0003192419520928524,0.29086875915527344,0.001816065029197489,0.319873046875,-0.008471241220831871,0.2,5370,0.13539889454841614
1021,539,1103872,1080,1071.0,2.36055583,0.031343773,0.0003,1.1814123153686524,0.0036932339862687513,0.2977660298347473,0.0020194868306134595,0.320703125,0.0301041379570961,0.2,5380,0.135256826877594
1023,540,1105920,1080,1071.0,2.3553681899999996,0.032749634,0.0003,1.1776364769786596,0.0012462087921448982,0.2997036576271057,0.002009034828915901,0.33212890625,-0.01994599774479866,0.2,5390,0.13501204550266266
1025,541,1107968,1080,1071.0,2.35542923,0.038427226,0.0003,1.176347167417407,0.0037330438499338925,0.2854852080345154,0.0019415615579418954,0.3046875,-0.024199320003390312,0.2,5400,0.1349503993988037
1027,542,1110016,1080,1071.0,2.3499098299999996,0.036527604,0.0003,1.177709523588419,-0.0024823619474773294,0.2926551103591919,0.0017770015934729599,0.2935546875,-0.02338622882962227,0.2,5410,0.13497044146060944
1028,543,1112064,1080,1071.0,2.35085344,0.037293255,0.0003,1.1831458453088999,0.000372300879098475,0.28543621301651,0.002114267678553006,0.31259765625,-0.0013618789380416274,0.2,5420,0.13432849943637848
1030,544,1114112,1080,1071.0,2.34555128,0.052454825,0.0003,1.2039542973041535,-0.0010596362015348859,0.27242815494537354,0.001957711553586705,0.3232421875,-0.014021558687090874,0.2,5430,0.13228270411491394
1032,545,1116160,1081,1071.0,2.33953215,0.04132362,0.0003,1.2158888928592204,0.004282200951274717,0.3062857985496521,0.0021407095779068185,0.326171875,0.04739447683095932,0.2,5440,0.1325417309999466
1034,546,1118208,1081,1071.0,2.3411820600000004,0.032513246,0.0003,1.2115188796073197,-8.467449806630612e-05,0.2901673913002014,0.002017689120475552,0.297021484375,0.015695616602897644,0.2,5450,0.13292266428470612
1035,547,1120256,1081,1071.0,2.3401823700000004,0.06945455,0.0003,1.203897463902831,0.00693593651521951,0.325695276260376,0.002084020160327782,0.335595703125,0.04671375826001167,0.2,5460,0.13330386579036713
1037,548,1122304,1081,1071.0,2.33784039,0.0350077,0.0003,1.2217044197022915,0.00034536250022938476,0.25146424770355225,0.0014465926187767764,0.327734375,-0.021584851667284966,0.2,5470,0.13107603788375854
1039,549,1124352,1081,1071.0,2.33863462,0.0413585,0.0003,1.2374781992286443,-0.0023003491602139547,0.28972768783569336,0.0018618329499076936,0.315771484375,-0.021993951871991158,0.2,5480,0.1306271255016327
1041,550,1126400,1081,1071.0,2.33788706,0.044095565,0.0003,1.2411308139562607,0.0020051571060321293,0.2938612699508667,0.001904350225959206,0.343994140625,0.0031969393603503704,0.2,5490,0.13039803504943848
1043,551,1128448,1081,1071.0,2.33492782,0.028216425,0.0003,1.238401760160923,0.0064562514846329576,0.25091153383255005,0.0019228432447562227,0.337109375,0.05608448386192322,0.2,5500,0.1306026130914688
