time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,train/entropy_loss,train/n_updates,train/clip_fraction,train/value_loss,train/learning_rate,train/loss,train/clip_range,train/explained_variance,train/std,train/policy_gradient_loss,train/approx_kl
1,0.088913,9,12288,1247.5,1247,,,,,,,,,,,
2,0.1592265,21,24576,1455.25,1119,-2.836963638787468,10,0.035400390625,0.01797575504751876,0.0003,0.01300535537302494,0.2,-17.700946807861328,1.0025393962860107,-0.0015096107628778555,0.0042903903
3,0.30188099999999995,34,36864,1544.2857142857142,1081,-2.840663996214668,20,0.0427490234375,0.002178858120957254,0.0003,-0.0023327365051954985,0.2,-0.015821099281311035,0.9979050159454346,-0.0018270091311327027,0.0048532425
4,0.2846694444444444,46,49152,1570.6666666666667,1064,-2.8407911454637844,30,0.04266764322916667,0.0011152668110601855,0.0003,0.0107616251334548,0.2,0.15881091356277466,1.0013775825500488,-0.0007744165389643362,0.00486932
5,0.26092241666666666,58,61440,1593.75,1054,-2.8322965967158478,40,0.0549560546875,0.0007286091149126151,0.0003,-0.014775208197534084,0.2,0.07166159152984619,0.9969594478607178,-0.0012413419312603462,0.0060874685
6,0.23425085714285712,70,73728,1603.642857142857,1048,-2.8280533364663523,50,0.05215657552083333,0.000538728926130716,0.0003,0.017447780817747116,0.2,-0.04275798797607422,0.9925232529640198,-0.0015490173284585277,0.0061761127
7,0.17415217647058823,82,86016,1614.1176470588234,1043,-2.820131569976608,60,0.06395670572916666,0.0005152439122942573,0.0003,0.007640882395207882,0.2,-0.018699169158935547,0.9900468587875366,-0.00040398178825853395,0.0060729845
8,0.13918842105263157,94,98304,1619.2631578947369,1040,-2.814573167512814,70,0.05218098958333333,0.0004264881387522716,0.0003,-0.0033069613855332136,0.2,-0.032602667808532715,0.9878263473510742,-0.00044951835419245373,0.005293352
9,0.1564385909090909,106,110592,1625.2272727272727,1038,-2.8164845392107964,80,0.06451822916666666,0.0004516009081726224,0.0003,0.014784393832087517,0.2,-0.05126833915710449,0.992030143737793,-0.00016533047188810695,0.005872728
10,0.161776,118,122880,1628.375,1036,-2.8209305023153624,90,0.0751220703125,0.0003936472520914928,0.0003,-0.00777693185955286,0.2,-0.04961264133453369,0.9906580448150635,0.000939181717452205,0.007767325
11,0.14295518518518519,130,135168,1632.2222222222222,1035,-2.8067767741779486,100,0.07548014322916667,0.00039411846516941297,0.0003,-0.01032230630517006,0.2,-0.021317362785339355,0.9838665723800659,-0.00027919044829711006,0.007636916
12,0.12451120689655173,142,147456,1634.344827586207,1033,-2.792623755335808,110,0.07655436197916667,0.00044360939357375174,0.0003,-0.007374586071819067,0.2,0.009782195091247559,0.9750233292579651,0.0005088478542650894,0.0068913423
13,0.10984415624999999,154,159744,1637.03125,1032,-2.7763445782164733,120,0.0631103515625,0.0004285753853764618,0.0003,0.0050190770998597145,0.2,0.010584771633148193,0.9629095792770386,-0.0008755263678419093,0.0060516424
14,0.10769614705882352,166,172032,1638.5588235294117,1031,-2.7646391561875743,130,0.065087890625,0.00039785522070208873,0.0003,0.008320768363773823,0.2,0.005700528621673584,0.9627817273139954,8.907317678676918e-05,0.0069198385
15,0.10933408333333333,178,184320,1639.9166666666667,1030,-2.744813748821616,140,0.0732421875,0.0003741253770385811,0.0003,-0.010168632492423058,0.2,0.018647730350494385,0.9545351266860962,-0.00018220962228951976,0.007006942
16,0.1048767435897436,190,196608,1641.6923076923076,1029,-2.7441382475197313,150,0.07061360677083334,0.00039335361165437156,0.0003,0.004855481442064047,0.2,0.023890256881713867,0.9549427032470703,0.0008038975497280869,0.006964044
17,0.10428629268292681,203,208896,1642.7317073170732,1028,-2.724815639605125,160,0.07359212239583333,0.00040488565377927443,0.0003,-0.014162152074277401,0.2,0.018718481063842773,0.9444310665130615,2.638724302717795e-05,0.0071366765
18,0.10847925000000001,215,221184,1644.1136363636363,1028,-2.728428290784359,170,0.08251139322916666,0.0003927688202187104,0.0003,0.0011185234179720283,0.2,0.037221431732177734,0.9494173526763916,0.0012713755408185535,0.007923185
19,0.109664,227,233472,1644.9347826086957,1026,-2.7369543313980103,180,0.07545572916666667,0.0005081021540490838,0.0003,-0.011956624686717987,0.2,0.031051576137542725,0.9526375532150269,-3.7541661246602116e-05,0.0077379397
20,0.10835271428571427,239,245760,1646.0408163265306,1025,-2.7196466041107974,190,0.07473958333333333,0.00042275667965441244,0.0003,0.01932297833263874,0.2,0.012934386730194092,0.9400212168693542,-0.00020255200821945135,0.007041844
21,0.11481823529411764,251,258048,1646.7058823529412,1024,-2.694903971006473,200,0.048421223958333336,0.00044117304197849685,0.0003,-0.0010983647080138326,0.2,0.022164463996887207,0.930427074432373,-0.00024402237298393932,0.005690048
22,0.10930240740740739,263,270336,1647.611111111111,1024,-2.6841235533356667,210,0.05316569010416667,0.000441902616042474,0.0003,-0.01742563769221306,0.2,0.032348573207855225,0.9291942119598389,-0.00017486637613425653,0.005362502
23,0.11204974999999999,276,282624,1648.1607142857142,1023,-2.6791682709008455,220,0.06407063802083333,0.00039765406005850916,0.0003,-0.004141414072364569,0.2,0.005856454372406006,0.923681378364563,-0.0003694680395710748,0.005662818
24,0.11806883050847457,288,294912,1648.915254237288,1023,-2.6615075543522835,230,0.0628662109375,0.00045693477153842347,0.0003,0.002209109952673316,0.2,0.012926816940307617,0.9215986728668213,-0.00011668832327510851,0.0060764938
25,0.10696762295081966,300,307200,1649.377049180328,1023,-2.673940007388592,240,0.06869303385416667,0.0004006987810347103,0.0003,-0.0031515618320554495,0.2,-0.0040885210037231445,0.924863338470459,-0.0004785618317934374,0.007045515
26,0.099417703125,312,319488,1650.015625,1022,-2.6598552570988736,250,0.06031087239583333,0.0004494724705182307,0.0003,-0.022206861525774002,0.2,0.051809608936309814,0.9145900011062622,-0.0005823291440416749,0.006099187
27,0.08612218181818183,324,331776,1650.409090909091,1022,-2.672944776341319,260,0.06307779947916667,0.000440555620222464,0.0003,-0.004982631187886,0.2,0.0501629114151001,0.9265783429145813,0.00018516103615790296,0.005714804
28,0.08205398529411767,336,344064,1650.7794117647059,1022,-2.68249140655001,270,0.06177571614583333,0.000449262660936256,0.0003,0.0027840344700962305,0.2,0.044712960720062256,0.9254822731018066,-0.00014151352928214086,0.0072897593
29,0.07520318309859156,348,356352,1651.2957746478874,1022,-2.672121736034751,280,0.061539713541666666,0.0003935724901642364,0.0003,-0.0035654031671583652,0.2,0.06416475772857666,0.9204425811767578,0.00010333863295575914,0.0072267638
30,0.07762597260273972,360,368640,1651.6164383561643,1021,-2.659803831204772,290,0.06324869791666667,0.0004895964162187738,0.0003,-0.01341820415109396,0.2,0.052447378635406494,0.9168751239776611,-0.0008650588900006066,0.005916078
31,0.07416822368421054,372,380928,1652.0657894736842,1021,-2.6563508064796526,300,0.07840983072916667,0.00039174856957894616,0.0003,0.0069095357321202755,0.2,0.07753145694732666,0.9179081916809082,0.001352819861737468,0.008483102
32,0.0795432435897436,384,393216,1652.3461538461538,1021,-2.6548415573934716,310,0.06939290364583334,0.00047358351112810243,0.0003,0.006697038654237986,0.2,0.03548383712768555,0.9143732786178589,0.0018462912310496904,0.007248501
33,0.08621256790123458,397,405504,1652.7407407407406,1021,-2.6421598523855208,320,0.07052408854166667,0.00042946519205694735,0.0003,0.020412717014551163,0.2,0.014752745628356934,0.9117132425308228,0.0004047493869923831,0.007109718
34,0.08467798795180724,409,417792,1652.987951807229,1020,-2.6378461711108683,330,0.06714680989583334,0.0004138324546753817,0.0003,0.0036221242044121027,0.2,0.029396772384643555,0.9071218371391296,-0.0002711111143677651,0.0055966233
35,0.08051379069767443,421,430080,1653.3372093023256,1020,-2.638288844873508,340,0.0580322265625,0.00041212360703563413,0.0003,-0.0038943313993513584,0.2,0.017996549606323242,0.9101436734199524,0.0005933213889269003,0.006102336
36,0.08437531818181819,433,442368,1653.5568181818182,1020,-2.633776248743137,350,0.064892578125,0.00040803688101126077,0.0003,0.0061439573764801025,0.2,0.06959760189056396,0.9073642492294312,-0.0002049681745120324,0.0065484787
37,0.08598974725274726,445,454656,1653.868131868132,1020,-2.636756297449271,360,0.0638916015625,0.0004209917129249637,0.0003,0.03630426526069641,0.2,0.029995739459991455,0.908621072769165,8.665853820275516e-05,0.0074605183
38,0.08449978494623656,457,466944,1654.0645161290322,1020,-2.6595594214896363,370,0.07062174479166666,0.00039420484242024635,0.0003,-0.00439907843247056,0.2,0.031242728233337402,0.9235607385635376,0.00026362748079312347,0.007439185
39,0.08927344791666665,469,479232,1654.34375,1019,-2.668789175276955,380,0.07425130208333333,0.00042234016182192137,0.0003,0.02107142098248005,0.2,0.02896296977996826,0.9251021146774292,-8.41891541009924e-05,0.0077990107
40,0.08903883673469386,482,491520,1654.5204081632653,1019,-2.661409728601575,390,0.06593424479166667,0.00042215311165515835,0.0003,-0.005055002402514219,0.2,0.03899359703063965,0.9220713376998901,0.0008430008985063371,0.008605127
41,0.09020921999999999,494,503808,1654.69,1019,-2.646476094176372,400,0.058935546875,0.0004090105751856754,0.0003,-0.014939083717763424,0.2,0.0110853910446167,0.9154285192489624,-0.0003051095006715817,0.0064782524
42,0.09229594,506,516096,1663.0,1019,-2.6510887861251833,410,0.058333333333333334,0.0003658528664724751,0.0003,-0.003392802318558097,0.2,0.009423315525054932,0.9181894659996033,-0.0005712281422650752,0.005108936
43,0.08302985,518,528384,1663.0,1018,-2.652168161670367,420,0.06609700520833334,0.0004077721719340843,0.0003,0.0013643938582390547,0.2,0.02215409278869629,0.9204022288322449,0.00024156083115182506,0.0067009144
44,0.08050165,530,540672,1663.0,1018,-2.6459522288292647,430,0.05205891927083333,0.0003700762607422803,0.0003,-0.0009016400435939431,0.2,0.006730616092681885,0.9136892557144165,0.000153859558001083,0.0058798217
45,0.07597481,542,552960,1663.0,1018,-2.6200200326740744,440,0.054484049479166664,0.0003881264696095362,0.0003,0.0013039440382272005,0.2,0.003164052963256836,0.9001388549804688,-0.00017626395274419337,0.0059643886
