time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,train/entropy_loss,train/n_updates,train/clip_fraction,train/value_loss,train/learning_rate,train/loss,train/clip_range,train/explained_variance,train/std,train/policy_gradient_loss,train/approx_kl
1,-0.368536,9,12288,1247.5,1247,,,,,,,,,,,
2,-0.125438,21,24576,1455.25,1125,-2.850097772851586,10,0.028914388020833334,0.01656125768640777,0.0003,0.01287299394607544,0.2,-15.88763427734375,1.0046213865280151,-0.001700633644698731,0.0039783847
3,0.17868414285714287,33,36864,1544.2857142857142,1091,-2.8410953566432,20,0.04437662760416667,0.0028466575689283977,0.0003,-0.007946793921291828,0.2,-0.5427608489990234,1.0029829740524292,-0.0021033092159389827,0.0049081687
4,0.13441355555555556,45,49152,1570.6666666666667,1071,-2.840111555779974,30,0.05528971354166667,0.001570334598181944,0.0003,-0.008197126910090446,0.2,-0.2075328826904297,1.0009820461273193,-0.0015173481156428655,0.0054095797
5,0.12828783333333335,57,61440,1593.75,1059,-2.8455943548431,40,0.055419921875,0.0014429694113308263,0.0003,-0.006813897751271725,0.2,-0.07345175743103027,1.0063101053237915,-0.00226424614690283,0.006530182
6,0.06727214285714288,70,73728,1603.642857142857,1051,-2.86242022998631,50,0.07242024739583333,0.0015060425372212193,0.0003,-0.018520565703511238,0.2,-0.05149376392364502,1.0121610164642334,-0.002808368245799405,0.0067384876
7,0.136466,82,86016,1614.1176470588234,1047,-2.8519212416062754,60,0.06486002604166667,0.0012560657554786304,0.0003,0.007160659413784742,0.2,-0.02520918846130371,1.0036945343017578,-0.0005053987534968958,0.0066152723
8,0.11024715789473684,94,98304,1619.2631578947369,1043,-2.8498055876543122,70,0.07730305989583333,0.0016550721892902706,0.0003,-0.004861052148044109,0.2,0.011702656745910645,1.0041074752807617,-0.001429456605183077,0.007946116
9,0.08441449999999999,106,110592,1625.2272727272727,1039,-2.8438798910627763,80,0.07410481770833334,0.001159225142782816,0.0003,0.004891806282103062,0.2,-0.018372535705566406,1.0044546127319336,3.296183591980177e-05,0.007192057
10,0.09074066666666668,118,122880,1628.375,1037,-2.8436403992275396,90,0.07217610677083333,0.0014912447465576407,0.0003,0.021151293069124222,0.2,0.010693371295928955,1.0027410984039307,-0.0007425243231409695,0.0067615868
11,0.05489174074074074,130,135168,1632.2222222222222,1034,-2.8349813354512055,100,0.0727783203125,0.00119044607467913,0.0003,-7.566195563413203e-05,0.2,-0.001691579818725586,0.9965403079986572,-0.0003255580008650819,0.007485829
12,0.03767220689655173,142,147456,1634.344827586207,1032,-2.8426666722943383,110,0.08361002604166666,0.0012987328027672144,0.0003,0.0023825005628168583,0.2,0.006253838539123535,1.0061153173446655,-0.0014784752973355352,0.0081740655
13,0.030962281249999987,154,159744,1637.03125,1031,-2.8541210412979128,120,0.08125813802083333,0.0012479286719099037,0.0003,-0.008607069030404091,0.2,-0.01607036590576172,1.010239839553833,-0.0010331651123124176,0.008441244
14,0.026892558823529398,166,172032,1638.5588235294117,1030,-2.857394608606895,130,0.08843587239583334,0.0014643425528144385,0.0003,0.007398890797048807,0.2,-0.0027313232421875,1.0149288177490234,-0.0009731193526628583,0.008448285
15,0.03314183333333333,179,184320,1639.9166666666667,1028,-2.8518314083417255,140,0.11527506510416667,0.0011421941282757568,0.0003,-0.013080197386443615,0.2,-0.010390639305114746,1.0085315704345703,0.000930746624362655,0.010427232
16,0.06149141025641025,191,196608,1641.6923076923076,1027,-2.84497670357426,150,0.09117838541666666,0.0015891884437072197,0.0003,-0.002968811197206378,0.2,0.0023192167282104492,1.0035778284072876,-0.0018251474806068775,0.007448102
17,0.04925641463414633,203,208896,1642.7317073170732,1026,-2.8396662975351017,160,0.08042805989583333,0.0012691268728455421,0.0003,-0.00021159759489819407,0.2,-0.0031816959381103516,1.0056214332580566,0.0009758415156587338,0.008253916
18,0.050816727272727256,215,221184,1644.1136363636363,1025,-2.825650070856015,170,0.0818603515625,0.0013648654407309854,0.0003,0.014540854841470718,0.2,0.017916321754455566,0.9966297149658203,0.0009634606850643953,0.0075408965
19,0.05471869565217389,227,233472,1644.9347826086957,1024,-2.817061756302913,180,0.07979329427083333,0.001291855802264763,0.0003,-0.012196826748549938,0.2,-0.011837482452392578,0.9941936731338501,0.0001969636039575562,0.0077988836
20,0.07437720408163266,240,245760,1646.0408163265306,1023,-2.807269014045596,190,0.08310546875,0.00114167392263577,0.0003,-0.004852313082665205,0.2,0.02509450912475586,0.9879738092422485,-0.0012796723688855611,0.008666074
21,0.08076382352941176,252,258048,1646.7058823529412,1023,-2.797701496630907,200,0.091162109375,0.0016229233024356896,0.0003,0.030349401757121086,0.2,0.02294856309890747,0.9881119728088379,0.0002536593019613065,0.007214068
22,0.08467746296296294,264,270336,1647.611111111111,1022,-2.8154058401783306,210,0.07225748697916666,0.0011570950444365735,0.0003,-0.009889878332614899,0.2,-0.007721543312072754,0.9967628717422485,0.000726651856287693,0.0068734684
23,0.06490692857142857,276,282624,1648.1607142857142,1022,-2.8331745521475873,220,0.06355794270833333,0.0014357264053614927,0.0003,0.005713019985705614,0.2,0.016431093215942383,1.008049488067627,0.0004539772337011527,0.0061770566
24,0.054796542372881354,288,294912,1648.915254237288,1021,-2.8267396510889133,230,0.08561197916666667,0.0009957164277238917,0.0003,0.0030146483331918716,0.2,0.014879405498504639,1.0009148120880127,-0.0002785538168003162,0.00770878
25,0.0588857868852459,300,307200,1649.377049180328,1020,-2.8431026361882688,240,0.10161946614583334,0.0016572502897967448,0.0003,0.031135831028223038,0.2,0.004638195037841797,1.016063928604126,-0.001395922401328183,0.008948832
26,0.066123609375,313,319488,1650.015625,1020,-2.850700067356229,250,0.07447102864583334,0.001224307676572304,0.0003,-0.013707857578992844,0.2,-0.014962911605834961,1.0170412063598633,0.00020494525767086695,0.007920398
27,0.058614060606060614,325,331776,1650.409090909091,1019,-2.832798275475701,260,0.07079264322916666,0.001356790845056821,0.0003,0.010673976503312588,0.2,0.007516920566558838,1.0028433799743652,0.00025115832710677447,0.0072011626
28,0.062409117647058844,337,344064,1650.7794117647059,1019,-2.8301366505523524,270,0.07408040364583333,0.001507327437047934,0.0003,-0.012244700454175472,0.2,-0.0029032230377197266,1.0090513229370117,-9.515096050260278e-05,0.006762749
