time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/iterations,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/std,train/clip_fraction,train/value_loss,train/n_updates,train/loss,train/entropy_loss,train/explained_variance,train/approx_kl
1104,1,203.0,2048,-0.048315500000000004,1,,,,,,,,,,,
1017,4,203.0,4096,-0.008138699999999999,2,0.2,0.0003,-0.005155023033148609,1.0084388256072998,0.033935546875,0.010923858421301702,10,0.007374752312898636,-2.8463625155389307,-10.579201698303223,0.004868337
989,6,203.0,6144,-0.010334133333333335,3,0.2,0.0003,-0.003468491189414635,1.0090227127075195,0.029248046875,0.002467059469927335,20,0.0009017937118187547,-2.857076662778854,-0.4897257089614868,0.002270055
976,8,203.0,8192,-0.02365725,4,0.2,0.0003,-0.008536063320934772,0.9995832443237305,0.05537109375,0.0016769501875387506,30,-0.0032428724225610495,-2.8464830078184606,-0.06630206108093262,0.006594613
971,10,203.0,10240,-0.021193880000000002,5,0.2,0.0003,-0.006088924320647493,1.0019646883010864,0.034765625,0.001214721038559219,40,-0.017703905701637268,-2.8397688075900076,-0.12574422359466553,0.0054513197
965,12,203.0,12288,-0.01712306666666667,6,0.2,0.0003,-0.00724350745731499,0.9934450387954712,0.058544921875,0.0011126848086860264,50,0.007676565553992987,-2.8325867727398872,-0.06780028343200684,0.0072532375
