time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/value_loss,train/loss,train/explained_variance,train/clip_fraction,train/entropy_loss,train/learning_rate,train/n_updates,train/clip_range,train/std,train/policy_gradient_loss,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean
3683,1055,586,2160640,47.519119918346405,20.178321838378906,0.01029437780380249,0.19208984375,2.238060460984707,0.0003,10540,0.2,0.07928003370761871,0.0026481369961402377,0.019855544,422.7906221900001,9989.0
3687,1056,586,2162688,48.43815961480141,26.679101943969727,0.015916109085083008,0.210498046875,2.239437248557806,0.0003,10550,0.2,0.07906739413738251,0.0007770748707116581,0.017255954,422.7906221900001,9989.0
3691,1057,586,2164736,52.59962501525879,29.072418212890625,0.0034058094024658203,0.2068359375,2.2453150376677513,0.0003,10560,0.2,0.07875185459852219,0.0062633815090521235,0.01835348,422.7906221900001,9989.0
3694,1058,586,2166784,51.157800167798996,30.65546417236328,-0.032479166984558105,0.18447265625,2.2655467577278614,0.0003,10570,0.2,0.07757437229156494,-0.0031390904056024737,0.019561585,422.7906221900001,9989.0
3698,1059,586,2168832,47.500328129529954,24.227766036987305,0.017278015613555908,0.177734375,2.280391340702772,0.0003,10580,0.2,0.07726958394050598,0.0013697946589672938,0.018982762,420.44126663999987,9989.0
3702,1060,586,2170880,42.62360902428627,17.461088180541992,0.011877059936523438,0.18671875,2.2890074871480466,0.0003,10590,0.2,0.07700644433498383,0.0011542384432686958,0.015233993,420.44126663999987,9989.0
3706,1061,586,2172928,45.58086136579514,23.022335052490234,0.011329293251037598,0.216796875,2.3031197264790535,0.0003,10600,0.2,0.07645221054553986,0.003229370806366205,0.024008047,420.44126663999987,9989.0
3710,1062,586,2174976,52.942254269123076,27.27651596069336,0.009874522686004639,0.206005859375,2.300388395041227,0.0003,10610,0.2,0.07698364555835724,0.0047621446356060915,0.01746171,420.44126663999987,9989.0
3713,1063,586,2177024,43.80184854269028,24.497350692749023,-0.013657569885253906,0.188720703125,2.3063321724534034,0.0003,10620,0.2,0.07619881629943848,0.004122438740159851,0.017865466,420.44126663999987,9989.0
3717,1064,586,2179072,42.79455639123917,21.153865814208984,0.0025795698165893555,0.196728515625,2.3247731111943724,0.0003,10630,0.2,0.07549445331096649,0.0018985225571668707,0.01700427,422.97917774999985,9989.0
3720,1065,586,2181120,50.31159376502037,28.398462295532227,0.007058620452880859,0.194140625,2.3319686256349086,0.0003,10640,0.2,0.07552734762430191,0.0013442395633319394,0.016924148,422.97917774999985,9989.0
3724,1066,586,2183168,54.79463400840759,23.456987380981445,0.010442376136779785,0.2115234375,2.3318175829946997,0.0003,10650,0.2,0.07556448131799698,0.0030356241564732044,0.022334954,422.97917774999985,9989.0
3727,1067,586,2185216,50.070114678144456,23.30768394470215,0.003368675708770752,0.193896484375,2.3334070704877377,0.0003,10660,0.2,0.07524482160806656,-0.00033288346312474457,0.014542427,422.97917774999985,9989.0
3730,1068,586,2187264,48.889797168970105,24.361713409423828,0.00866931676864624,0.21728515625,2.338121275603771,0.0003,10670,0.2,0.07517252117395401,0.002334586545475759,0.02269309,422.97917774999985,9989.0
3734,1069,586,2189312,46.7251632809639,19.404253005981445,0.004478633403778076,0.21259765625,2.3601533085107804,0.0003,10680,0.2,0.07379616051912308,5.063970747869462e-05,0.017173875,424.99752774999985,9989.0
3738,1070,586,2191360,51.336096704006195,26.627979278564453,0.01162862777709961,0.206494140625,2.368856483697891,0.0003,10690,0.2,0.07428659498691559,0.0002797615612507798,0.013839807,424.99752774999985,9989.0
3741,1071,586,2193408,47.00765088796616,29.009706497192383,0.0071648359298706055,0.194775390625,2.367947267740965,0.0003,10700,0.2,0.07393008470535278,0.0034328405163250864,0.022096518,424.99752774999985,9989.0
3745,1072,586,2195456,48.416225004196164,25.7149715423584,0.0012877583503723145,0.220263671875,2.370759132504463,0.0003,10710,0.2,0.07406432181596756,0.0027248131067608484,0.020451307,424.99752774999985,9989.0
3749,1073,586,2197504,39.79044642448425,27.49249839782715,0.006973087787628174,0.229541015625,2.376508087664843,0.0003,10720,0.2,0.07361599057912827,0.0037051163089927286,0.027588874,424.99752774999985,9989.0
3753,1074,586,2199552,44.682060503959654,24.20368766784668,0.00917750597000122,0.17041015625,2.384712677448988,0.0003,10730,0.2,0.07333309203386307,0.0014362735033500939,0.018048206,426.27151108,9989.0
3756,1075,586,2201600,50.990845680236816,21.208524703979492,0.008847057819366455,0.215673828125,2.393791901320219,0.0003,10740,0.2,0.07295486330986023,0.0033517264295369388,0.025549652,426.27151108,9989.0
3760,1076,586,2203648,54.709754419326785,25.262033462524414,0.009193062782287598,0.197216796875,2.4075132206082346,0.0003,10750,0.2,0.07232573628425598,0.0012698607970378362,0.019167658,426.27151108,9989.0
3763,1077,586,2205696,43.45803226828575,25.880475997924805,-0.002541184425354004,0.203271484375,2.4167862094938757,0.0003,10760,0.2,0.0724010169506073,0.0015771095582749694,0.019059869,426.27151108,9989.0
3767,1078,586,2207744,40.557736897468565,20.983564376831055,-0.0021413564682006836,0.2236328125,2.4143626943230627,0.0003,10770,0.2,0.07235758006572723,0.001978344014787581,0.022953372,426.0570332999999,9989.0
3770,1079,586,2209792,47.054170006513594,26.521902084350586,0.005911588668823242,0.22548828125,2.4229186937212943,0.0003,10780,0.2,0.07178163528442383,0.0033732507537933996,0.024429124,426.0570332999999,9989.0
3774,1080,586,2211840,46.8430816411972,23.74635124206543,0.009554862976074219,0.216650390625,2.42929625287652,0.0003,10790,0.2,0.07187946885824203,0.0012515097463619896,0.018946122,426.0570332999999,9989.0
3777,1081,586,2213888,52.89355757832527,35.746559143066406,0.01125270128250122,0.203759765625,2.4198386393487454,0.0003,10800,0.2,0.07249919325113297,0.0034427812701324,0.01922215,426.0570332999999,9989.0
3781,1082,586,2215936,44.07286266088486,22.715208053588867,-0.0051299333572387695,0.206884765625,2.4083869732916354,0.0003,10810,0.2,0.07259686291217804,0.0016031688690418377,0.026537813,426.0570332999999,9989.0
3784,1083,586,2217984,37.910673135519026,20.10105323791504,0.012789011001586914,0.22041015625,2.4116185300052164,0.0003,10820,0.2,0.07228757441043854,0.0032592174888122828,0.017114354,424.31530552000004,9989.0
3788,1084,586,2220032,47.24960128068924,19.799346923828125,0.0005959868431091309,0.24306640625,2.421247202157974,0.0003,10830,0.2,0.07195118069648743,0.005081857518234756,0.03219816,424.31530552000004,9989.0
3791,1085,586,2222080,49.65502214431763,23.02103042602539,0.004402220249176025,0.22197265625,2.4208178125321864,0.0003,10840,0.2,0.0721895843744278,0.004481618206773419,0.029711563,424.31530552000004,9989.0
3795,1086,585,2224128,53.04439489841461,26.99099349975586,0.006185650825500488,0.209716796875,2.4069050453603267,0.0003,10850,0.2,0.0728364884853363,0.003213567123748362,0.016993057,424.31530552000004,9989.0
3799,1087,585,2226176,49.35631399154663,21.227920532226562,0.005823016166687012,0.233251953125,2.3964149460196493,0.0003,10860,0.2,0.07314887642860413,0.005850008821289521,0.021032073,424.31530552000004,9989.0
3803,1088,585,2228224,44.19586380124092,25.025314331054688,0.011685013771057129,0.189306640625,2.388870173692703,0.0003,10870,0.2,0.07340580224990845,-0.0009764869028003886,0.014041433,422.45093885,9989.0
3807,1089,585,2230272,53.967214953899386,32.644752502441406,0.012554347515106201,0.23837890625,2.3828719787299635,0.0003,10880,0.2,0.07366439700126648,0.007199943315936252,0.015431039,422.45093885,9989.0
3811,1090,585,2232320,53.92460112571716,28.31560516357422,0.007857680320739746,0.19287109375,2.3760324642062187,0.0003,10890,0.2,0.07387915253639221,0.002533785084960982,0.017887503,422.45093885,9989.0
3815,1091,585,2234368,50.787488555908205,24.178972244262695,0.0037755370140075684,0.19921875,2.3715559728443623,0.0003,10900,0.2,0.07379601895809174,0.00716619506420102,0.013939461,422.45093885,9989.0
3819,1092,585,2236416,55.904540586471555,20.371219635009766,-0.008072614669799805,0.2017578125,2.3745117492973806,0.0003,10910,0.2,0.07388010621070862,0.0003935118787921965,0.032155983,422.45093885,9989.0
3823,1093,585,2238464,43.6163093149662,22.510339736938477,0.013715147972106934,0.1921875,2.373921123147011,0.0003,10920,0.2,0.0737362951040268,0.0006511672647320666,0.015845943,422.96804440000017,9989.0
3826,1094,585,2240512,48.490327787399295,17.994176864624023,0.0067168474197387695,0.191845703125,2.3741052389144897,0.0003,10930,0.2,0.07388433814048767,0.002293701133748982,0.011747008,422.96804440000017,9989.0
3829,1095,585,2242560,52.03345586061478,23.237308502197266,0.013054609298706055,0.242138671875,2.3720568113029,0.0003,10940,0.2,0.0741100162267685,0.005567363470618147,0.018504633,422.96804440000017,9989.0
3833,1096,585,2244608,57.58059800863266,29.691631317138672,0.0005786418914794922,0.1572265625,2.3793439984321596,0.0003,10950,0.2,0.07324093580245972,0.002902371821983252,0.012371474,422.96804440000017,9989.0
3837,1097,585,2246656,47.56947546005249,23.078947067260742,-0.029834389686584473,0.2421875,2.401371805369854,0.0003,10960,0.2,0.07252819836139679,0.003787424670008477,0.020479454,422.96804440000017,9989.0
3840,1098,585,2248704,50.88804955482483,23.971616744995117,0.004867613315582275,0.201025390625,2.4144338026642798,0.0003,10970,0.2,0.07219363003969193,0.0017189248887007126,0.03204851,422.38614440000015,9989.0
3844,1099,585,2250752,47.96745419502258,18.635217666625977,0.006830751895904541,0.245556640625,2.4220003888010977,0.0003,10980,0.2,0.07186125218868256,0.0073977695137728006,0.022853885,422.38614440000015,9989.0
3847,1100,585,2252800,47.42944869399071,20.171680450439453,0.010340750217437744,0.22509765625,2.4398182362318037,0.0003,10990,0.2,0.07106911391019821,0.004721942012838554,0.026096368,422.38614440000015,9989.0
3851,1101,585,2254848,51.210126113891604,22.13396644592285,0.004841327667236328,0.2033203125,2.4534289091825485,0.0003,11000,0.2,0.07086210697889328,0.0034848185736336746,0.014308631,422.38614440000015,9989.0
3854,1102,585,2256896,48.51916548013687,20.767337799072266,-0.024403929710388184,0.228125,2.4438507713377478,0.0003,11010,0.2,0.07164473086595535,0.0061801653078873645,0.029410305,422.38614440000015,9989.0
3857,1103,585,2258944,47.15377545952797,23.70748519897461,0.0085676908493042,0.24072265625,2.4217539079487325,0.0003,11020,0.2,0.07242108881473541,0.005014378917985595,0.028820116,423.2775832900001,9989.0
3861,1104,585,2260992,53.910379755496976,22.817590713500977,0.012014567852020264,0.186962890625,2.4133778020739554,0.0003,11030,0.2,0.07242254912853241,-0.0009758200132637285,0.017067365,423.2775832900001,9989.0
3864,1105,585,2263040,53.082388687133786,28.9530086517334,0.009574472904205322,0.2083984375,2.408917123824358,0.0003,11040,0.2,0.07254868745803833,0.0066481184869189745,0.015252651,423.2775832900001,9989.0
3868,1106,585,2265088,51.635130035877225,26.986717224121094,0.00752568244934082,0.213720703125,2.4207109890878202,0.0003,11050,0.2,0.07176634669303894,0.001196334006090183,0.020153426,423.2775832900001,9989.0
