time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/value_loss,train/loss,train/explained_variance,train/clip_fraction,train/entropy_loss,train/learning_rate,train/n_updates,train/clip_range,train/std,train/policy_gradient_loss,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean
59,19,653,38912,53.24931510686874,22.16080093383789,-0.0038019418716430664,0.08017578125,-2.7091117784380914,0.0003,180,0.2,0.9304893016815186,-0.002667388174450025,0.008718915,330.66,9989.0
62,20,653,40960,47.06006780266762,21.305980682373047,-0.002561211585998535,0.072216796875,-2.699886728078127,0.0003,190,0.2,0.9360357522964478,-0.0007667014127946459,0.008101486,244.318611,9989.0
65,21,653,43008,44.02117540836334,19.54276466369629,0.0037404298782348633,0.080810546875,-2.6983232840895655,0.0003,200,0.2,0.9303685426712036,-0.0026980830545653587,0.0076003233,244.318611,9989.0
68,22,653,45056,54.74354245662689,34.47998046875,3.933906555175781e-05,0.0626953125,-2.6994745559990405,0.0003,210,0.2,0.9345691204071045,-0.00319555479218252,0.009163062,244.318611,9989.0
72,23,653,47104,48.91045533418655,24.937557220458984,0.0019571781158447266,0.102490234375,-2.6881436415016653,0.0003,220,0.2,0.9219310283660889,-0.00636354902308085,0.013545321,244.318611,9989.0
75,24,653,49152,42.26141250729561,23.878812789916992,0.0015850663185119629,0.101708984375,-2.6680752143263815,0.0003,230,0.2,0.9140682220458984,-0.005346077286230866,0.011346297,244.318611,9989.0
78,25,653,51200,50.25182956457138,32.108970642089844,-0.0038933753967285156,0.114599609375,-2.665349384397268,0.0003,240,0.2,0.9167386293411255,-0.004462173767387867,0.012684699,140.8907776,9989.0
81,26,653,53248,58.64921078681946,26.231904983520508,-0.008738279342651367,0.122998046875,-2.6556299678981303,0.0003,250,0.2,0.9080095291137695,-0.006964869443618227,0.014922721,140.8907776,9989.0
84,27,653,55296,44.863419252634046,25.833229064941406,-0.005724430084228516,0.1365234375,-2.651083425432444,0.0003,260,0.2,0.9133150577545166,-0.0024572018053731883,0.015085613,140.8907776,9989.0
87,28,653,57344,42.926760441064836,21.199569702148438,-0.002657651901245117,0.11552734375,-2.656831689924002,0.0003,270,0.2,0.9148217439651489,-0.0023706372747255957,0.013246646,140.8907776,9989.0
90,29,653,59392,50.14452722072601,27.304611206054688,-0.0050313472747802734,0.127294921875,-2.649137315154076,0.0003,280,0.2,0.9054605960845947,0.0019640855207399,0.01311538,140.8907776,9989.0
94,30,653,61440,60.09801479578018,32.64445877075195,-0.00416409969329834,0.10078125,-2.6391761399805547,0.0003,290,0.2,0.9046791195869446,-0.0025142586593574377,0.0128706265,99.9775925,9989.0
97,31,653,63488,51.11044614315033,26.350791931152344,-0.004027247428894043,0.09619140625,-2.634720391780138,0.0003,300,0.2,0.9014943242073059,-0.0049971188156632705,0.014208253,99.9775925,9989.0
100,32,653,65536,51.8009336233139,21.4178466796875,0.0009279847145080566,0.109423828125,-2.6219670988619326,0.0003,310,0.2,0.8933155536651611,-0.0016949911601841449,0.012301609,99.9775925,9989.0
103,33,653,67584,55.167886555194855,27.025312423706055,-0.005831241607666016,0.094580078125,-2.5994286090135574,0.0003,320,0.2,0.882098376750946,-0.0036962164842407217,0.010533243,99.9775925,9989.0
107,34,650,69632,46.74362314939499,20.63486671447754,-0.0015348196029663086,0.107666015625,-2.585093129426241,0.0003,330,0.2,0.8793811798095703,-0.005475503561319784,0.012384942,99.9775925,9989.0
110,35,650,71680,44.93827350139618,19.093841552734375,0.0016767382621765137,0.1236328125,-2.574471876770258,0.0003,340,0.2,0.8746370077133179,-0.004087298389640637,0.013561457,100.41777771428572,9989.0
113,36,650,73728,50.452745717763904,22.65340232849121,-0.0020329952239990234,0.11357421875,-2.5712894424796104,0.0003,350,0.2,0.8747619390487671,-0.0018108699048752896,0.012871673,100.41777771428572,9989.0
116,37,650,75776,56.98623705506325,27.402944564819336,-0.0022106170654296875,0.1109375,-2.5750374369323255,0.0003,360,0.2,0.8781685829162598,-0.003806158962106565,0.013029853,100.41777771428572,9989.0
119,38,650,77824,47.59884172081947,25.715368270874023,8.034706115722656e-05,0.152587890625,-2.5732688784599302,0.0003,370,0.2,0.8713513016700745,0.0013796988881949802,0.014787474,100.41777771428572,9989.0
122,39,650,79872,51.86324995756149,25.064008712768555,0.002604365348815918,0.114306640625,-2.5640886783599854,0.0003,380,0.2,0.8732519149780273,-0.0035058984576608054,0.011176502,100.41777771428572,9989.0
125,40,650,81920,35.039928656816485,12.203024864196777,-0.037636756896972656,0.110009765625,-2.566016507148743,0.0003,390,0.2,0.8705261945724487,-0.004803811811143532,0.013445456,107.676875,9989.0
129,41,650,83968,53.446755194664,24.57220458984375,-0.0024030208587646484,0.134033203125,-2.5590926729142667,0.0003,400,0.2,0.869025707244873,-0.0027958367922110484,0.014183436,107.676875,9989.0
132,42,650,86016,44.71945008635521,26.25569725036621,-0.0038706064224243164,0.1548828125,-2.558534722775221,0.0003,410,0.2,0.8712341785430908,0.00026067694125231355,0.01806632,107.676875,9989.0
135,43,650,88064,48.86355500221252,19.42738151550293,0.0014060735702514648,0.117431640625,-2.5620505094528196,0.0003,420,0.2,0.8706293106079102,0.0007942188109154813,0.013069887,107.676875,9989.0
138,44,650,90112,54.70832960605621,23.69367027282715,-0.00772404670715332,0.113427734375,-2.550074801594019,0.0003,430,0.2,0.8633443117141724,-0.004571815651434008,0.013265661,88.99438266666667,9989.0
141,45,649,92160,56.01965010166168,27.490663528442383,0.0010172724723815918,0.125732421875,-2.5377650797367095,0.0003,440,0.2,0.8583943843841553,-0.0034058445220580325,0.011256261,88.99438266666667,9989.0
144,46,649,94208,43.92794223427772,22.612781524658203,-0.0031458139419555664,0.1333984375,-2.529115228354931,0.0003,450,0.2,0.8571767210960388,-0.003970142673642841,0.015200554,88.99438266666667,9989.0
148,47,649,96256,53.030278170108794,31.161996841430664,-0.003948807716369629,0.1736328125,-2.5299230769276617,0.0003,460,0.2,0.8571275472640991,0.006550594390864717,0.024385374,88.99438266666667,9989.0
151,48,649,98304,48.05654200911522,23.968374252319336,-0.007939696311950684,0.158349609375,-2.5257316805422305,0.0003,470,0.2,0.8535944223403931,-0.0054471599483804315,0.015383963,88.99438266666667,9989.0
154,49,649,100352,53.03422522544861,24.26483726501465,-0.0017752647399902344,0.16474609375,-2.5145254537463186,0.0003,480,0.2,0.8497796058654785,0.006011451591621153,0.019023553,97.65322219999999,9989.0
157,50,649,102400,48.63740822076797,25.61708641052246,0.0007545351982116699,0.176708984375,-2.5042303554713725,0.0003,490,0.2,0.8433634042739868,0.0009265481974580325,0.022494191,97.65322219999999,9989.0
