,time,open,high,low,close,tick_volume
190,2022-09-19 17:00:00,0.6681,0.6704,0.66756,0.67017,5105
191,2022-09-19 18:00:00,0.67018,0.67076,0.66927,0.66933,3441
192,2022-09-19 19:00:00,0.66934,0.67149,0.66918,0.67137,2549
193,2022-09-19 20:00:00,0.67136,0.67146,0.67052,0.67084,2130
194,2022-09-19 21:00:00,0.67085,0.67131,0.67069,0.67118,1988
195,2022-09-19 22:00:00,0.67118,0.67269,0.67118,0.67265,2283
196,2022-09-19 23:00:00,0.67265,0.67286,0.67227,0.67264,681
197,2022-09-20 00:00:00,0.67258,0.67294,0.67245,0.67272,231
198,2022-09-20 01:00:00,0.67275,0.67339,0.67262,0.67298,759
199,2022-09-20 02:00:00,0.67298,0.67351,0.67243,0.67323,1337
200,2022-09-20 03:00:00,0.67323,0.67474,0.67194,0.67232,3426
201,2022-09-20 04:00:00,0.6723,0.67282,0.67149,0.67177,3223
202,2022-09-20 05:00:00,0.67176,0.67337,0.67128,0.67325,2507
203,2022-09-20 06:00:00,0.67325,0.67325,0.67214,0.67309,2129
204,2022-09-20 07:00:00,0.67307,0.67309,0.67159,0.67188,1881
205,2022-09-20 08:00:00,0.67187,0.67264,0.67127,0.6719,1926
206,2022-09-20 09:00:00,0.67192,0.67217,0.6707,0.67179,3389
207,2022-09-20 10:00:00,0.67178,0.67329,0.67129,0.6718,4201
208,2022-09-20 11:00:00,0.67181,0.67191,0.66959,0.67081,3282
209,2022-09-20 12:00:00,0.67081,0.67109,0.66932,0.66969,3000
210,2022-09-20 13:00:00,0.6697,0.67122,0.66933,0.67093,2371
211,2022-09-20 14:00:00,0.67095,0.67174,0.67042,0.67052,3012
212,2022-09-20 15:00:00,0.67052,0.67073,0.66911,0.66965,4353
213,2022-09-20 16:00:00,0.66963,0.67062,0.66853,0.66962,4956
214,2022-09-20 17:00:00,0.66961,0.67027,0.66841,0.66973,5851
215,2022-09-20 18:00:00,0.66972,0.67065,0.66919,0.67029,3506
216,2022-09-20 19:00:00,0.67029,0.67047,0.66887,0.66934,2536
217,2022-09-20 20:00:00,0.66933,0.66935,0.66764,0.66805,2385
218,2022-09-20 21:00:00,0.66805,0.66932,0.66799,0.66912,2914
219,2022-09-20 22:00:00,0.66911,0.66976,0.66882,0.66926,2520
220,2022-09-20 23:00:00,0.66928,0.66959,0.66887,0.66891,853
221,2022-09-21 00:00:00,0.66831,0.66922,0.66831,0.66878,566
222,2022-09-21 01:00:00,0.66886,0.66924,0.66852,0.66905,775
223,2022-09-21 02:00:00,0.66905,0.66968,0.66898,0.66949,931
224,2022-09-21 03:00:00,0.66947,0.67033,0.66894,0.6691,2761
225,2022-09-21 04:00:00,0.6691,0.66918,0.66782,0.66834,2958
226,2022-09-21 05:00:00,0.66834,0.6692,0.66804,0.66861,2051
227,2022-09-21 06:00:00,0.66862,0.6688,0.6673,0.66775,1758
228,2022-09-21 07:00:00,0.66775,0.66787,0.66659,0.66682,1890
229,2022-09-21 08:00:00,0.66686,0.6684,0.66677,0.66729,2398
230,2022-09-21 09:00:00,0.66731,0.66816,0.66547,0.66594,5939
231,2022-09-21 10:00:00,0.66597,0.66797,0.66573,0.667,5403
232,2022-09-21 11:00:00,0.66703,0.66742,0.66639,0.66658,3491
233,2022-09-21 12:00:00,0.66659,0.6677,0.66645,0.66763,2850
234,2022-09-21 13:00:00,0.66762,0.66784,0.66678,0.66737,2389
235,2022-09-21 14:00:00,0.66737,0.66759,0.66644,0.6672,2821
236,2022-09-21 15:00:00,0.6672,0.66772,0.66632,0.6671,3323
237,2022-09-21 16:00:00,0.66709,0.66737,0.66558,0.66612,4452
238,2022-09-21 17:00:00,0.66611,0.66691,0.66535,0.66596,5328
239,2022-09-21 18:00:00,0.66599,0.66643,0.66538,0.66605,3440
240,2022-09-21 19:00:00,0.66605,0.66633,0.66513,0.66514,1981
241,2022-09-21 20:00:00,0.66514,0.66682,0.66503,0.66642,1848
242,2022-09-21 21:00:00,0.66641,0.67054,0.66215,0.6698,11326
243,2022-09-21 22:00:00,0.66976,0.67022,0.6633,0.66368,8771
244,2022-09-21 23:00:00,0.66365,0.66383,0.66281,0.66322,1782
245,2022-09-22 00:00:00,0.66303,0.66327,0.6624,0.6632,245
246,2022-09-22 01:00:00,0.6635,0.66358,0.66221,0.66233,1153
247,2022-09-22 02:00:00,0.66233,0.66245,0.66076,0.66122,1589
248,2022-09-22 03:00:00,0.66122,0.66135,0.65892,0.65899,3768
249,2022-09-22 04:00:00,0.65899,0.65971,0.65859,0.65959,3716
250,2022-09-22 05:00:00,0.65956,0.66053,0.65829,0.65964,3766
251,2022-09-22 06:00:00,0.65963,0.66005,0.65879,0.65899,3159
252,2022-09-22 07:00:00,0.65899,0.66036,0.65893,0.66028,2304
253,2022-09-22 08:00:00,0.66026,0.66107,0.65968,0.66003,2237
254,2022-09-22 09:00:00,0.66003,0.66057,0.65794,0.65794,4583
255,2022-09-22 10:00:00,0.65795,0.66107,0.6574,0.66095,5997
256,2022-09-22 11:00:00,0.66096,0.66704,0.66072,0.66504,8465
257,2022-09-22 12:00:00,0.66504,0.66545,0.66275,0.66276,4861
258,2022-09-22 13:00:00,0.66277,0.66445,0.66265,0.6644,3889
259,2022-09-22 14:00:00,0.66439,0.6653,0.66248,0.66507,6518
260,2022-09-22 15:00:00,0.66507,0.6671,0.66496,0.66609,6232
261,2022-09-22 16:00:00,0.66607,0.66616,0.66141,0.66202,7144
262,2022-09-22 17:00:00,0.66202,0.66413,0.66142,0.66303,7164
263,2022-09-22 18:00:00,0.66303,0.66411,0.66268,0.66356,4491
264,2022-09-22 19:00:00,0.66356,0.66479,0.66344,0.66435,3980
265,2022-09-22 20:00:00,0.66432,0.66512,0.66385,0.66478,3244
266,2022-09-22 21:00:00,0.66475,0.66496,0.66355,0.66375,3061
267,2022-09-22 22:00:00,0.6638,0.66522,0.6638,0.66436,3376
268,2022-09-22 23:00:00,0.66433,0.66452,0.66408,0.66434,905
269,2022-09-23 00:00:00,0.66427,0.66454,0.66348,0.66426,148
270,2022-09-23 01:00:00,0.66426,0.66456,0.66392,0.66401,747
271,2022-09-23 02:00:00,0.66401,0.66463,0.66391,0.66439,1277
272,2022-09-23 03:00:00,0.66439,0.66549,0.66438,0.66509,2514
273,2022-09-23 04:00:00,0.6651,0.66558,0.66324,0.66397,3062
274,2022-09-23 05:00:00,0.66396,0.66397,0.66216,0.66252,2242
275,2022-09-23 06:00:00,0.66252,0.66291,0.66158,0.66179,1979
276,2022-09-23 07:00:00,0.66181,0.66198,0.66101,0.66144,1822
277,2022-09-23 08:00:00,0.66144,0.66254,0.66138,0.66238,2367
278,2022-09-23 09:00:00,0.66238,0.66327,0.66184,0.66196,3734
279,2022-09-23 10:00:00,0.66194,0.66231,0.65998,0.66016,5167
280,2022-09-23 11:00:00,0.66016,0.66062,0.65792,0.65828,4185
281,2022-09-23 12:00:00,0.65828,0.65878,0.6565,0.65832,5285
282,2022-09-23 13:00:00,0.65831,0.65892,0.6559,0.65601,5852
283,2022-09-23 14:00:00,0.65601,0.65812,0.65598,0.65778,6107
284,2022-09-23 15:00:00,0.65776,0.65853,0.65729,0.65744,5837
285,2022-09-23 16:00:00,0.65744,0.65909,0.65606,0.65655,7223
286,2022-09-23 17:00:00,0.65656,0.65699,0.65362,0.65364,7158
287,2022-09-23 18:00:00,0.65362,0.6551,0.65361,0.65426,5274
288,2022-09-23 19:00:00,0.65425,0.65469,0.65304,0.65399,3274
289,2022-09-23 20:00:00,0.654,0.65433,0.65249,0.65286,3716
290,2022-09-23 21:00:00,0.65285,0.65331,0.65113,0.65138,4293
291,2022-09-23 22:00:00,0.65139,0.65363,0.65139,0.65325,4078
292,2022-09-23 23:00:00,0.65326,0.65346,0.65277,0.65308,1038
293,2022-09-26 00:00:00,0.65154,0.65237,0.65149,0.65178,338
294,2022-09-26 01:00:00,0.6521,0.65378,0.65094,0.65329,2392
295,2022-09-26 02:00:00,0.65329,0.65348,0.652,0.65309,2823
296,2022-09-26 03:00:00,0.65307,0.65369,0.64869,0.64923,5205
297,2022-09-26 04:00:00,0.64924,0.65342,0.649,0.65213,7884
298,2022-09-26 05:00:00,0.65216,0.65271,0.65084,0.652,4210
299,2022-09-26 06:00:00,0.65199,0.65199,0.64978,0.6502,3657
300,2022-09-26 07:00:00,0.65019,0.65066,0.64895,0.64922,3450
301,2022-09-26 08:00:00,0.64917,0.6506,0.64866,0.6495,4001
302,2022-09-26 09:00:00,0.64953,0.65064,0.64837,0.64865,6259
303,2022-09-26 10:00:00,0.64866,0.65329,0.64859,0.65039,7750
304,2022-09-26 11:00:00,0.6504,0.65239,0.65011,0.65214,5835
305,2022-09-26 12:00:00,0.65214,0.65255,0.64932,0.64956,4740
306,2022-09-26 13:00:00,0.64956,0.65069,0.6491,0.64927,5387
307,2022-09-26 14:00:00,0.64927,0.65018,0.64864,0.64898,5222
308,2022-09-26 15:00:00,0.64898,0.65193,0.64857,0.65112,5738
309,2022-09-26 16:00:00,0.65112,0.65236,0.64966,0.65192,6464
310,2022-09-26 17:00:00,0.65195,0.65218,0.64876,0.64912,6921
311,2022-09-26 18:00:00,0.64911,0.65012,0.64569,0.64642,7458
312,2022-09-26 19:00:00,0.64645,0.64667,0.6443,0.64538,5751
313,2022-09-26 20:00:00,0.64536,0.64541,0.64379,0.64395,4899
314,2022-09-26 21:00:00,0.64394,0.64627,0.64383,0.64548,4021
315,2022-09-26 22:00:00,0.64548,0.64722,0.64547,0.64597,4976
316,2022-09-26 23:00:00,0.64596,0.64631,0.64543,0.64545,1313
317,2022-09-27 00:00:00,0.64513,0.64554,0.64477,0.64541,355
318,2022-09-27 01:00:00,0.64555,0.64621,0.64528,0.64567,1700
319,2022-09-27 02:00:00,0.64567,0.64738,0.64567,0.64717,2379
320,2022-09-27 03:00:00,0.64715,0.64934,0.64704,0.64912,4222
321,2022-09-27 04:00:00,0.64915,0.64948,0.64798,0.64821,4760
322,2022-09-27 05:00:00,0.64823,0.64856,0.64752,0.64833,3642
323,2022-09-27 06:00:00,0.64833,0.6485,0.64725,0.64806,3078
324,2022-09-27 07:00:00,0.64806,0.64908,0.64806,0.64848,2768
325,2022-09-27 08:00:00,0.64849,0.65043,0.64764,0.65016,3675
326,2022-09-27 09:00:00,0.65011,0.6513,0.64924,0.64954,4905
327,2022-09-27 10:00:00,0.64954,0.65064,0.64904,0.64919,5465
328,2022-09-27 11:00:00,0.64917,0.64941,0.64756,0.64875,4835
329,2022-09-27 12:00:00,0.64874,0.64903,0.64744,0.64778,4034
330,2022-09-27 13:00:00,0.64778,0.65,0.64759,0.64909,4247
331,2022-09-27 14:00:00,0.64909,0.64992,0.64886,0.64887,3856
332,2022-09-27 15:00:00,0.64887,0.64942,0.64687,0.64696,4781
333,2022-09-27 16:00:00,0.64696,0.64859,0.64627,0.64694,6985
334,2022-09-27 17:00:00,0.64694,0.64704,0.645,0.64628,8106
335,2022-09-27 18:00:00,0.64629,0.64686,0.64408,0.64439,5967
336,2022-09-27 19:00:00,0.64439,0.6446,0.64141,0.64228,4700
337,2022-09-27 20:00:00,0.64224,0.64239,0.64147,0.64213,4853
338,2022-09-27 21:00:00,0.64213,0.64358,0.64184,0.64347,3426
339,2022-09-27 22:00:00,0.64347,0.64347,0.64219,0.64297,3985
340,2022-09-27 23:00:00,0.64296,0.6436,0.64279,0.64347,685
341,2022-09-28 00:00:00,0.64351,0.64372,0.64252,0.64326,153
342,2022-09-28 01:00:00,0.64332,0.64393,0.64282,0.64284,1076
343,2022-09-28 02:00:00,0.64284,0.64368,0.64242,0.64344,1805
344,2022-09-28 03:00:00,0.64341,0.64446,0.64271,0.64348,3828
345,2022-09-28 04:00:00,0.64348,0.64393,0.64022,0.64063,5687
346,2022-09-28 05:00:00,0.64064,0.64082,0.6389,0.63974,4921
347,2022-09-28 06:00:00,0.63975,0.64114,0.63973,0.63994,3701
348,2022-09-28 07:00:00,0.63995,0.64,0.63804,0.63861,3439
349,2022-09-28 08:00:00,0.63859,0.6396,0.63771,0.63847,3751
350,2022-09-28 09:00:00,0.63849,0.64028,0.63631,0.63641,5557
351,2022-09-28 10:00:00,0.63642,0.63995,0.63642,0.63924,7416
352,2022-09-28 11:00:00,0.63928,0.63991,0.63799,0.63877,5882
353,2022-09-28 12:00:00,0.63878,0.63902,0.63646,0.63787,5368
354,2022-09-28 13:00:00,0.63787,0.64438,0.63768,0.64148,9990
355,2022-09-28 14:00:00,0.64148,0.64156,0.639,0.64037,7454
356,2022-09-28 15:00:00,0.64036,0.6433,0.64035,0.64266,7848
357,2022-09-28 16:00:00,0.64266,0.64679,0.6421,0.6449,8272
358,2022-09-28 17:00:00,0.64492,0.64858,0.64457,0.64754,7931
359,2022-09-28 18:00:00,0.64752,0.6512,0.6472,0.65107,6567
360,2022-09-28 19:00:00,0.65108,0.65223,0.6502,0.65136,4849
361,2022-09-28 20:00:00,0.65136,0.6531,0.65109,0.6518,4466
362,2022-09-28 21:00:00,0.6518,0.653,0.65138,0.65268,3081
363,2022-09-28 22:00:00,0.65265,0.65278,0.65139,0.65171,3524
364,2022-09-28 23:00:00,0.65172,0.65239,0.65125,0.65237,1468
365,2022-09-29 00:00:00,0.65218,0.65246,0.65141,0.65202,343
366,2022-09-29 01:00:00,0.65206,0.65216,0.65098,0.651,1747
367,2022-09-29 02:00:00,0.65101,0.6515,0.65023,0.65028,2139
