,time,open,high,low,close,tick_volume
0,2022-09-07 19:00:00,0.67285,0.67417,0.67238,0.67392,3389
1,2022-09-07 20:00:00,0.67393,0.67656,0.67388,0.67615,3440
2,2022-09-07 21:00:00,0.67615,0.6764,0.67515,0.67522,2706
3,2022-09-07 22:00:00,0.67521,0.67686,0.67512,0.67678,2111
4,2022-09-07 23:00:00,0.67677,0.67696,0.67636,0.6768,810
5,2022-09-08 00:00:00,0.67685,0.67692,0.67633,0.67691,151
6,2022-09-08 01:00:00,0.67696,0.67738,0.67629,0.67654,1307
7,2022-09-08 02:00:00,0.67654,0.67658,0.67508,0.67524,1782
8,2022-09-08 03:00:00,0.67525,0.67561,0.67401,0.67403,3437
9,2022-09-08 04:00:00,0.67403,0.67511,0.67346,0.67356,4204
10,2022-09-08 05:00:00,0.67357,0.67486,0.67336,0.67473,2844
11,2022-09-08 06:00:00,0.67473,0.67476,0.67131,0.67202,4581
12,2022-09-08 07:00:00,0.67202,0.67357,0.67195,0.67326,2699
13,2022-09-08 08:00:00,0.67326,0.67471,0.67302,0.67437,3090
14,2022-09-08 09:00:00,0.67437,0.67585,0.6737,0.67556,4206
15,2022-09-08 10:00:00,0.67556,0.67648,0.67311,0.6733,5245
16,2022-09-08 11:00:00,0.6733,0.67384,0.67225,0.67328,4314
17,2022-09-08 12:00:00,0.67325,0.67336,0.67225,0.67276,3155
18,2022-09-08 13:00:00,0.67276,0.67472,0.67214,0.67428,3398
19,2022-09-08 14:00:00,0.67427,0.67596,0.67405,0.67542,4088
20,2022-09-08 15:00:00,0.67541,0.6758,0.67294,0.67328,7745
21,2022-09-08 16:00:00,0.67326,0.67412,0.67182,0.67302,9346
22,2022-09-08 17:00:00,0.67301,0.67401,0.67173,0.67382,7425
23,2022-09-08 18:00:00,0.67384,0.67555,0.67347,0.67377,4669
24,2022-09-08 19:00:00,0.67378,0.67413,0.67207,0.67343,5487
25,2022-09-08 20:00:00,0.67344,0.67616,0.6732,0.67518,4471
26,2022-09-08 21:00:00,0.67518,0.67581,0.6746,0.67461,4312
27,2022-09-08 22:00:00,0.67462,0.67526,0.67443,0.67494,2829
28,2022-09-08 23:00:00,0.67494,0.67517,0.67467,0.6751,723
29,2022-09-09 00:00:00,0.67505,0.67509,0.67441,0.67482,120
30,2022-09-09 01:00:00,0.67486,0.67571,0.67486,0.67561,660
31,2022-09-09 02:00:00,0.67561,0.6766,0.67551,0.67644,1177
32,2022-09-09 03:00:00,0.67644,0.67934,0.67623,0.67846,3185
33,2022-09-09 04:00:00,0.67846,0.6794,0.67824,0.67902,3534
34,2022-09-09 05:00:00,0.67902,0.68142,0.67898,0.6813,2940
35,2022-09-09 06:00:00,0.6813,0.68261,0.681,0.68235,2883
36,2022-09-09 07:00:00,0.68235,0.68346,0.68195,0.68322,3506
37,2022-09-09 08:00:00,0.68322,0.68386,0.6826,0.68296,3229
38,2022-09-09 09:00:00,0.68296,0.68401,0.6822,0.68396,3642
39,2022-09-09 10:00:00,0.68395,0.6865,0.68378,0.6861,5395
40,2022-09-09 11:00:00,0.68611,0.68773,0.68543,0.68736,4687
41,2022-09-09 12:00:00,0.68736,0.68739,0.68545,0.68616,4083
42,2022-09-09 13:00:00,0.68616,0.68695,0.68557,0.68562,3774
43,2022-09-09 14:00:00,0.68563,0.68571,0.68277,0.68295,4523
44,2022-09-09 15:00:00,0.68296,0.68483,0.6823,0.68444,4775
45,2022-09-09 16:00:00,0.68444,0.68501,0.68324,0.68392,6314
46,2022-09-09 17:00:00,0.68391,0.68556,0.68332,0.68395,6421
47,2022-09-09 18:00:00,0.68395,0.68469,0.68317,0.68456,3907
48,2022-09-09 19:00:00,0.68456,0.68487,0.6836,0.68482,3470
49,2022-09-09 20:00:00,0.68482,0.68486,0.68389,0.68405,1887
50,2022-09-09 21:00:00,0.68405,0.68431,0.6835,0.68411,2094
51,2022-09-09 22:00:00,0.68411,0.68478,0.68406,0.68441,1649
52,2022-09-09 23:00:00,0.6844,0.68467,0.68395,0.68447,614
53,2022-09-12 00:00:00,0.68271,0.68378,0.68263,0.68362,394
54,2022-09-12 01:00:00,0.68387,0.68504,0.68371,0.68481,1404
55,2022-09-12 02:00:00,0.68481,0.68498,0.68421,0.68458,1380
56,2022-09-12 03:00:00,0.68458,0.68523,0.68417,0.68427,2687
57,2022-09-12 04:00:00,0.68429,0.68513,0.68379,0.68467,2606
58,2022-09-12 05:00:00,0.68467,0.68469,0.68242,0.6827,2060
59,2022-09-12 06:00:00,0.6827,0.6837,0.68246,0.68349,2014
60,2022-09-12 07:00:00,0.68348,0.68358,0.68258,0.68288,2225
61,2022-09-12 08:00:00,0.68288,0.6844,0.68287,0.6844,2077
62,2022-09-12 09:00:00,0.68442,0.68728,0.68393,0.68725,4000
63,2022-09-12 10:00:00,0.68725,0.68881,0.68696,0.68786,5610
64,2022-09-12 11:00:00,0.68786,0.68872,0.68751,0.68833,4341
65,2022-09-12 12:00:00,0.68833,0.68856,0.68705,0.68718,3280
66,2022-09-12 13:00:00,0.68718,0.68744,0.68591,0.68719,3689
67,2022-09-12 14:00:00,0.68718,0.68805,0.68647,0.68782,3468
68,2022-09-12 15:00:00,0.68781,0.68852,0.68738,0.68784,4598
69,2022-09-12 16:00:00,0.68784,0.68868,0.68687,0.6886,5417
70,2022-09-12 17:00:00,0.6886,0.68899,0.68782,0.68845,4719
71,2022-09-12 18:00:00,0.68846,0.68872,0.6879,0.68853,3827
72,2022-09-12 19:00:00,0.68853,0.68968,0.68826,0.68944,2471
73,2022-09-12 20:00:00,0.68944,0.68996,0.68884,0.68935,2849
74,2022-09-12 21:00:00,0.68935,0.6894,0.6874,0.688,2886
75,2022-09-12 22:00:00,0.68799,0.6886,0.68795,0.68832,2047
76,2022-09-12 23:00:00,0.68829,0.68887,0.68828,0.68887,619
77,2022-09-13 00:00:00,0.68873,0.68906,0.68822,0.68872,197
78,2022-09-13 01:00:00,0.68876,0.68927,0.68864,0.68897,497
79,2022-09-13 02:00:00,0.68897,0.68964,0.68889,0.68931,863
80,2022-09-13 03:00:00,0.68931,0.68992,0.68768,0.68901,2620
81,2022-09-13 04:00:00,0.68901,0.68948,0.68762,0.68846,2715
82,2022-09-13 05:00:00,0.68846,0.68848,0.6863,0.68681,2323
83,2022-09-13 06:00:00,0.68681,0.68749,0.68667,0.68692,1828
84,2022-09-13 07:00:00,0.68692,0.68757,0.68648,0.68715,1677
85,2022-09-13 08:00:00,0.68713,0.68803,0.68674,0.68722,1963
86,2022-09-13 09:00:00,0.68723,0.68853,0.6872,0.68809,3242
87,2022-09-13 10:00:00,0.6881,0.68902,0.6877,0.68886,3899
88,2022-09-13 11:00:00,0.68889,0.68988,0.68865,0.68977,3105
89,2022-09-13 12:00:00,0.68977,0.69087,0.68946,0.69026,3290
90,2022-09-13 13:00:00,0.69026,0.69142,0.68974,0.69134,2620
91,2022-09-13 14:00:00,0.69133,0.69162,0.69078,0.69096,2889
92,2022-09-13 15:00:00,0.69096,0.69106,0.67934,0.67951,7595
93,2022-09-13 16:00:00,0.67952,0.68162,0.67788,0.68038,8564
94,2022-09-13 17:00:00,0.68034,0.68052,0.67728,0.67751,8094
95,2022-09-13 18:00:00,0.6775,0.67812,0.67611,0.67627,5231
96,2022-09-13 19:00:00,0.67626,0.6771,0.67565,0.67606,3583
97,2022-09-13 20:00:00,0.67605,0.67684,0.6755,0.67561,3791
98,2022-09-13 21:00:00,0.67562,0.67574,0.67341,0.67348,2854
99,2022-09-13 22:00:00,0.67348,0.67382,0.67267,0.67322,3080
100,2022-09-13 23:00:00,0.67324,0.67352,0.67279,0.67309,1328
101,2022-09-14 00:00:00,0.67248,0.67378,0.67248,0.67333,260
102,2022-09-14 01:00:00,0.6737,0.67395,0.67254,0.67339,1386
103,2022-09-14 02:00:00,0.6734,0.67438,0.67282,0.67407,1831
104,2022-09-14 03:00:00,0.67409,0.67482,0.67303,0.67417,3830
105,2022-09-14 04:00:00,0.67417,0.67452,0.67293,0.6741,4071
106,2022-09-14 05:00:00,0.6741,0.67478,0.6731,0.67314,2912
107,2022-09-14 06:00:00,0.67315,0.67344,0.67256,0.6729,2574
108,2022-09-14 07:00:00,0.67291,0.67419,0.67234,0.67356,3107
109,2022-09-14 08:00:00,0.67356,0.67423,0.67209,0.67233,2829
110,2022-09-14 09:00:00,0.67233,0.67256,0.67103,0.67132,4443
111,2022-09-14 10:00:00,0.67131,0.67287,0.6705,0.67268,5922
112,2022-09-14 11:00:00,0.67267,0.67429,0.67249,0.67292,5325
113,2022-09-14 12:00:00,0.67292,0.674,0.67246,0.67355,4389
114,2022-09-14 13:00:00,0.67356,0.67436,0.67254,0.67255,3830
115,2022-09-14 14:00:00,0.67255,0.67269,0.67067,0.671,4618
116,2022-09-14 15:00:00,0.671,0.6734,0.67078,0.67251,6225
117,2022-09-14 16:00:00,0.6725,0.67414,0.67219,0.67371,6663
118,2022-09-14 17:00:00,0.6737,0.67574,0.67225,0.67519,6660
119,2022-09-14 18:00:00,0.67518,0.67602,0.67447,0.67508,4647
120,2022-09-14 19:00:00,0.6751,0.67603,0.67474,0.67531,3105
121,2022-09-14 20:00:00,0.67531,0.67551,0.67428,0.67441,2688
122,2022-09-14 21:00:00,0.67441,0.67466,0.67392,0.67392,3104
123,2022-09-14 22:00:00,0.67393,0.67446,0.67332,0.67442,3049
124,2022-09-14 23:00:00,0.67441,0.67479,0.6743,0.67469,674
125,2022-09-15 00:00:00,0.67486,0.67486,0.67357,0.67468,181
126,2022-09-15 01:00:00,0.67496,0.67613,0.67477,0.67575,1102
127,2022-09-15 02:00:00,0.67575,0.67624,0.67515,0.67528,1707
128,2022-09-15 03:00:00,0.67528,0.67529,0.67426,0.67457,2128
129,2022-09-15 04:00:00,0.67457,0.67662,0.67401,0.67638,3581
130,2022-09-15 05:00:00,0.67642,0.67702,0.67595,0.67607,2711
131,2022-09-15 06:00:00,0.67607,0.67632,0.6753,0.67586,1790
132,2022-09-15 07:00:00,0.67586,0.67622,0.67538,0.67578,1871
133,2022-09-15 08:00:00,0.67578,0.67582,0.67448,0.67484,2383
134,2022-09-15 09:00:00,0.67484,0.6759,0.67444,0.67555,3183
135,2022-09-15 10:00:00,0.67555,0.67626,0.67494,0.67605,3886
136,2022-09-15 11:00:00,0.67605,0.67609,0.67403,0.6753,3287
137,2022-09-15 12:00:00,0.67531,0.67534,0.67358,0.67434,3073
138,2022-09-15 13:00:00,0.67434,0.67466,0.67182,0.67281,3463
139,2022-09-15 14:00:00,0.6728,0.67384,0.67248,0.67302,3336
140,2022-09-15 15:00:00,0.67302,0.67481,0.67191,0.67412,5464
141,2022-09-15 16:00:00,0.67413,0.67463,0.67165,0.67449,6907
142,2022-09-15 17:00:00,0.67449,0.67498,0.67141,0.67194,6977
143,2022-09-15 18:00:00,0.67192,0.67228,0.67051,0.67073,5039
144,2022-09-15 19:00:00,0.67072,0.67175,0.67024,0.67175,3242
145,2022-09-15 20:00:00,0.67177,0.67291,0.67146,0.67151,3147
146,2022-09-15 21:00:00,0.67152,0.67154,0.67021,0.67021,2493
147,2022-09-15 22:00:00,0.67021,0.67065,0.66961,0.67024,3170
148,2022-09-15 23:00:00,0.67024,0.67042,0.66988,0.67002,1009
149,2022-09-16 00:00:00,0.66973,0.67004,0.66958,0.66976,170
150,2022-09-16 01:00:00,0.6698,0.66996,0.669,0.6691,1101
151,2022-09-16 02:00:00,0.6691,0.66925,0.6685,0.66866,1256
152,2022-09-16 03:00:00,0.66866,0.67077,0.66862,0.66999,2759
153,2022-09-16 04:00:00,0.66999,0.67123,0.66957,0.66985,3514
154,2022-09-16 05:00:00,0.66986,0.67112,0.6697,0.67105,3123
155,2022-09-16 06:00:00,0.67106,0.6722,0.67029,0.67123,2531
156,2022-09-16 07:00:00,0.67124,0.67241,0.67114,0.67202,1939
157,2022-09-16 08:00:00,0.67202,0.67208,0.67018,0.67053,2542
158,2022-09-16 09:00:00,0.67054,0.67077,0.66918,0.66975,3981
159,2022-09-16 10:00:00,0.66975,0.67061,0.667,0.66761,4712
160,2022-09-16 11:00:00,0.66761,0.66811,0.66702,0.6675,4047
161,2022-09-16 12:00:00,0.6675,0.6685,0.66747,0.66758,3740
162,2022-09-16 13:00:00,0.6676,0.66971,0.66737,0.66934,3347
163,2022-09-16 14:00:00,0.66933,0.66949,0.6686,0.66912,3320
164,2022-09-16 15:00:00,0.66913,0.66928,0.66726,0.66726,4259
165,2022-09-16 16:00:00,0.66726,0.6686,0.66714,0.66826,6336
166,2022-09-16 17:00:00,0.66833,0.67124,0.66806,0.67046,8102
167,2022-09-16 18:00:00,0.67046,0.67072,0.66888,0.67015,6183
168,2022-09-16 19:00:00,0.67015,0.67062,0.6687,0.66947,3735
169,2022-09-16 20:00:00,0.66946,0.67013,0.66913,0.66942,2770
170,2022-09-16 21:00:00,0.66942,0.67092,0.6694,0.67061,3082
171,2022-09-16 22:00:00,0.67059,0.67213,0.67056,0.67195,3723
172,2022-09-16 23:00:00,0.67192,0.67235,0.67161,0.67193,984
173,2022-09-19 00:00:00,0.67119,0.67169,0.67099,0.67117,113
174,2022-09-19 01:00:00,0.6716,0.67327,0.67109,0.67297,1250
175,2022-09-19 02:00:00,0.67293,0.67339,0.67244,0.6725,1734
176,2022-09-19 03:00:00,0.67251,0.67321,0.67204,0.67238,2475
177,2022-09-19 04:00:00,0.67238,0.67278,0.67163,0.67172,3060
178,2022-09-19 05:00:00,0.67171,0.67196,0.66991,0.67132,2903
179,2022-09-19 06:00:00,0.67131,0.67136,0.67026,0.6706,1710
180,2022-09-19 07:00:00,0.67061,0.67114,0.67024,0.67112,1181
181,2022-09-19 08:00:00,0.67111,0.67115,0.66931,0.66961,2194
182,2022-09-19 09:00:00,0.6696,0.66961,0.66857,0.66906,2848
183,2022-09-19 10:00:00,0.66907,0.66932,0.66818,0.66838,3056
184,2022-09-19 11:00:00,0.66839,0.66886,0.66758,0.6677,2506
185,2022-09-19 12:00:00,0.66769,0.66844,0.6673,0.66757,2003
186,2022-09-19 13:00:00,0.66758,0.66884,0.66724,0.66841,2185
187,2022-09-19 14:00:00,0.66841,0.66914,0.66759,0.66774,3038
188,2022-09-19 15:00:00,0.66777,0.66867,0.66763,0.66829,3563
189,2022-09-19 16:00:00,0.66829,0.66879,0.66724,0.66809,4214
