,time,open,high,low,close,tick_volume,spread,real_volume,EMA14,MACD,MACD_Signal,ATR
55,2022-09-07 14:00:00,0.67211,0.67247,0.67014,0.6702,4876,0,0,0.6723532601721763,-0.001288979881103991,-0.001461302051707769,0.001729285714285703
56,2022-09-07 15:00:00,0.67022,0.67101,0.6699,0.67086,4784,0,0,0.6721541588158861,-0.001299854645853804,-0.001429012570536976,0.001745714285714271
57,2022-09-07 16:00:00,0.67086,0.67236,0.67032,0.67108,5457,0,0,0.6720109376404346,-0.001276011744779204,-0.0013984124053854218,0.0018242857142856989
58,2022-09-07 17:00:00,0.67106,0.67308,0.67034,0.67228,7203,0,0,0.6720468126217101,-0.0011470634690678994,-0.0013481426181219175,0.001862142857142836
59,2022-09-07 18:00:00,0.67228,0.67338,0.67196,0.67285,4476,0,0,0.6721539042721487,-0.0009874935838917187,-0.0012760128112758776,0.0018778571428571217
60,2022-09-07 19:00:00,0.67285,0.67417,0.67238,0.67392,3389,0,0,0.672389383702529,-0.0007658648295923998,-0.001173983214939182,0.0018678571428571275
61,2022-09-07 20:00:00,0.67393,0.67656,0.67388,0.67615,3440,0,0,0.6728907992088584,-0.0004056045254595686,-0.0010203074770432595,0.001958571428571413
62,2022-09-07 21:00:00,0.67615,0.6764,0.67515,0.67522,2706,0,0,0.673201359314344,-0.00019291506181740026,-0.0008548289939980877,0.0019121428571428384
63,2022-09-07 22:00:00,0.67521,0.67686,0.67512,0.67678,2111,0,0,0.6736785114057648,0.000100364889033977,-0.0006637902173916748,0.001959285714285695
64,2022-09-07 23:00:00,0.67677,0.67696,0.67636,0.6768,810,0,0,0.6740947098849962,0.0003305943104812137,-0.0004649133118170971,0.0018271428571428447
65,2022-09-08 00:00:00,0.67685,0.67692,0.67633,0.67691,151,4,0,0.6744700819003301,0.0005159809590741249,-0.0002687344576388527,0.0016807142857142735
66,2022-09-08 01:00:00,0.67696,0.67738,0.67629,0.67654,1307,0,0,0.6747460709802862,0.0006258311144210493,-8.982134322687232e-05,0.001624285714285705
67,2022-09-08 02:00:00,0.67654,0.67658,0.67508,0.67524,1782,0,0,0.6748119281829147,0.0006010603687307547,4.8354999164653106e-05,0.001620714285714277
68,2022-09-08 03:00:00,0.67525,0.67561,0.67401,0.67403,3437,0,0,0.6747076710918594,0.0004782791820078236,0.0001343398357332872,0.0016057142857142817
69,2022-09-08 04:00:00,0.67403,0.67511,0.67346,0.67356,4204,0,0,0.6745546482796114,0.0003391397430424492,0.00017529981719511961,0.0015571428571428522
70,2022-09-08 05:00:00,0.67357,0.67486,0.67336,0.67473,2844,0,0,0.6745780285089966,0.0003195958550433753,0.00020415902476477075,0.001585000000000003
71,2022-09-08 06:00:00,0.67473,0.67476,0.67131,0.67202,4581,0,0,0.6742369580411305,8.44592378925757e-05,0.00018021906739033175,0.0016857142857142984
72,2022-09-08 07:00:00,0.67202,0.67357,0.67195,0.67326,2699,0,0,0.6741066969689797,-1.8097269735006805e-06,0.00014381330851756527,0.0016057142857142975
73,2022-09-08 08:00:00,0.67326,0.67471,0.67302,0.67437,3090,0,0,0.6741418040397824,1.9168260404711646e-05,0.00011888429889499455,0.0016250000000000192
74,2022-09-08 09:00:00,0.67437,0.67585,0.6737,0.67556,4206,0,0,0.6743308968344781,0.00013031433871624198,0.00012117030685924405,0.001650714285714299
75,2022-09-08 10:00:00,0.67556,0.67648,0.67311,0.6733,5245,0,0,0.6741934439232145,3.562463552764239e-05,0.00010406117259292372,0.001700000000000011
76,2022-09-08 11:00:00,0.6733,0.67384,0.67225,0.67328,4314,0,0,0.6740716514001193,-4.056387421302876e-05,7.513616323173323e-05,0.0017242857142857257
77,2022-09-08 12:00:00,0.67325,0.67336,0.67225,0.67276,3155,0,0,0.67389676454677,-0.0001412749416825898,3.1853942248868626e-05,0.0016792857142857245
78,2022-09-08 13:00:00,0.67276,0.67472,0.67214,0.67428,3398,0,0,0.6739478626072007,-9.731609207419556e-05,6.019935384255791e-06,0.0018207142857142946
79,2022-09-08 14:00:00,0.67427,0.67596,0.67405,0.67542,4088,0,0,0.6741441475929073,2.917378829803141e-05,1.0650705967010915e-05,0.001915000000000008
80,2022-09-08 15:00:00,0.67541,0.6758,0.67294,0.67328,7745,0,0,0.674028927913853,-4.276916911172268e-05,-3.326904873580452e-08,0.002041428571428575
81,2022-09-08 16:00:00,0.67326,0.67412,0.67182,0.67302,9346,0,0,0.6738944041920061,-0.00011938807683598007,-2.390423060618466e-05,0.002098571428571442
82,2022-09-08 17:00:00,0.67301,0.67401,0.67173,0.67382,7425,0,0,0.673884483633072,-0.0001142389238926178,-4.197116926347129e-05,0.0021471428571428635
83,2022-09-08 18:00:00,0.67384,0.67555,0.67347,0.67377,4669,0,0,0.6738692191486624,-0.0001128914231660616,-5.615522004398936e-05,0.002177857142857144
84,2022-09-08 19:00:00,0.67378,0.67413,0.67207,0.67343,5487,0,0,0.6738106565955074,-0.00013767168415612652,-7.245851286641679e-05,0.0022178571428571442
85,2022-09-08 20:00:00,0.67344,0.67616,0.6732,0.67518,4471,0,0,0.6739932357161065,-1.5916370867397056e-05,-6.115008446661284e-05,0.002182857142857137
86,2022-09-08 21:00:00,0.67518,0.67581,0.6746,0.67461,4312,0,0,0.674075470953959,3.41872662775744e-05,-4.2082614317775395e-05,0.002153571428571429
87,2022-09-08 22:00:00,0.67462,0.67526,0.67443,0.67494,2829,0,0,0.6741907414934312,9.93774404933756e-05,-1.3790603355545195e-05,0.002092142857142852
88,2022-09-08 23:00:00,0.67494,0.67517,0.67467,0.6751,723,0,0,0.6743119759609737,0.0001620833896310847,2.138419524178079e-05,0.001974285714285714
89,2022-09-09 00:00:00,0.67505,0.67509,0.67441,0.67482,120,9,0,0.6743797124995106,0.00018702869576892045,5.451309534720872e-05,0.0017828571428571496
90,2022-09-09 01:00:00,0.67486,0.67571,0.67486,0.67561,660,0,0,0.6745437508329092,0.00026746130091082065,9.71027364599311e-05,0.0017328571428571551
91,2022-09-09 02:00:00,0.67561,0.6766,0.67551,0.67644,1177,0,0,0.674796584055188,0.0003936411334191092,0.00015641041585176676,0.001731428571428582
92,2022-09-09 03:00:00,0.67644,0.67934,0.67623,0.67846,3185,0,0,0.6752850395144963,0.0006491536388496533,0.00025495906045134404,0.0017692857142857271
93,2022-09-09 04:00:00,0.67846,0.6794,0.67824,0.67902,3534,0,0,0.6757830342458967,0.0008866161016358731,0.0003812904686882499,0.0017157142857143046
94,2022-09-09 05:00:00,0.67902,0.68142,0.67898,0.6813,2940,0,0,0.6765186296797772,0.0012444386453956957,0.0005539201040297391,0.0016857142857143062
95,2022-09-09 06:00:00,0.6813,0.68261,0.681,0.68235,2883,0,0,0.6772961457224735,0.001594362989989273,0.0007620086812216459,0.0016364285714285862
96,2022-09-09 07:00:00,0.68235,0.68346,0.68195,0.68322,3506,0,0,0.6780859929594771,0.001919752570625266,0.00099355745910237,0.0015814285714285908
97,2022-09-09 08:00:00,0.68322,0.68386,0.6826,0.68296,3229,0,0,0.6787358605648802,0.002132069164335837,0.0012212598001490635,0.0015228571428571671
98,2022-09-09 09:00:00,0.68296,0.68401,0.6822,0.68396,3642,0,0,0.6794324124895629,0.0023538890692164083,0.0014477856539625326,0.0015050000000000183
99,2022-09-09 10:00:00,0.68395,0.6865,0.68378,0.6861,5395,0,0,0.6803214241576212,0.002671566897037847,0.0016925419025775954,0.00148785714285716
100,2022-09-09 11:00:00,0.68611,0.68773,0.68543,0.68736,4687,0,0,0.681259900936605,0.0029905273957919754,0.0019521390012204715,0.0015657142857142972
101,2022-09-09 12:00:00,0.68736,0.68739,0.68545,0.68616,4083,0,0,0.6819132474783911,0.00311061864244222,0.0021838349294648215,0.0016450000000000076
102,2022-09-09 13:00:00,0.68616,0.68695,0.68557,0.68562,3774,0,0,0.682407481147939,0.0031261816574252865,0.0023723042750569147,0.0017078571428571418
103,2022-09-09 14:00:00,0.68563,0.68571,0.68277,0.68295,4523,0,0,0.6824798169948806,0.002889757447996799,0.002475794909644892,0.0018685714285714258
104,2022-09-09 15:00:00,0.68296,0.68483,0.6823,0.68444,4775,0,0,0.6827411747288966,0.002790453495333578,0.0025387266267826295,0.001985714285714281
105,2022-09-09 16:00:00,0.68444,0.68501,0.68324,0.68392,6314,0,0,0.6828983514317104,0.002639369731904151,0.002558855247806934,0.0020342857142857185
106,2022-09-09 17:00:00,0.68391,0.68556,0.68332,0.68395,6421,0,0,0.6830385712408157,0.0024933141368309597,0.0025457470256117394,0.0019721428571428507
107,2022-09-09 18:00:00,0.68395,0.68469,0.68317,0.68456,3907,0,0,0.6832414284087069,0.002399130247393688,0.002516423669968129,0.0019978571428571307
108,2022-09-09 19:00:00,0.68456,0.68487,0.6836,0.68482,3470,0,0,0.6834519046208793,0.002318739675926995,0.0024768868711599027,0.0019142857142857017
109,2022-09-09 20:00:00,0.68482,0.68486,0.68389,0.68405,1887,0,0,0.6835316506714287,0.002167906724767299,0.0024150908418813823,0.0018685714285714178
110,2022-09-09 21:00:00,0.68405,0.68431,0.6835,0.68411,2094,0,0,0.6836087639152383,0.002029813595228802,0.0023380353925508664,0.0018185714285714155
111,2022-09-09 22:00:00,0.68411,0.68478,0.68406,0.68441,1649,0,0,0.6837155953932066,0.0019224208174397628,0.0022549124775286455,0.001779999999999988
112,2022-09-09 23:00:00,0.6844,0.68467,0.68395,0.68447,614,0,0,0.6838161826741125,0.0018211595719647145,0.002168161896415859,0.0017021428571428504
113,2022-09-12 00:00:00,0.68271,0.68378,0.68263,0.68362,394,3,0,0.6837900249842308,0.0016532636152879476,0.002065182240190277,0.0016392857142857162
114,2022-09-12 01:00:00,0.68387,0.68504,0.68371,0.68481,1404,0,0,0.6839260216530001,0.0015978093630165668,0.001971707664755535,0.0015764285714285739
115,2022-09-12 02:00:00,0.68481,0.68498,0.68421,0.68458,1380,0,0,0.6840132187659335,0.001517806067213967,0.0018809273452472216,0.001492857142857153
116,2022-09-12 03:00:00,0.68458,0.68523,0.68417,0.68427,2687,0,0,0.684047456263809,0.0014130991423861872,0.0017873617046750149,0.0014700000000000188
117,2022-09-12 04:00:00,0.68429,0.68513,0.68379,0.68467,2606,0,0,0.6841304620953012,0.0013468689403999257,0.0016992631518199972,0.0013557142857143014
118,2022-09-12 05:00:00,0.68467,0.68469,0.68242,0.6827,2060,0,0,0.6839397338159278,0.0011224792500642566,0.0015839063714688491,0.00133714285714287
119,2022-09-12 06:00:00,0.6827,0.6837,0.68246,0.68349,2014,0,0,0.6838797693071375,0.0009969035183189368,0.001466505800838867,0.001299285714285725
120,2022-09-12 07:00:00,0.68348,0.68358,0.68258,0.68288,2225,0,0,0.6837464667328526,0.000838496280987866,0.0013409038968686668,0.001210714285714303
121,2022-09-12 08:00:00,0.68288,0.6844,0.68287,0.6844,2077,0,0,0.6838336045018055,0.0008260860946915916,0.0012379403364332518,0.0012114285714285935
122,2022-09-12 09:00:00,0.68442,0.68728,0.68393,0.68725,4000,0,0,0.6842891239015648,0.0010342993550612745,0.0011972121401588563,0.0013600000000000198
123,2022-09-12 10:00:00,0.68725,0.68881,0.68696,0.68786,5610,0,0,0.6847652407146896,0.0012343034837833944,0.001204630408883764,0.0014228571428571621
124,2022-09-12 11:00:00,0.68786,0.68872,0.68751,0.68833,4341,0,0,0.685240541952731,0.0014144286161578146,0.0012465900503385741,0.0014514285714285955
125,2022-09-12 12:00:00,0.68833,0.68856,0.68705,0.68718,3280,0,0,0.6854991363590336,0.001447695559002149,0.0012868111520712893,0.001507857142857156
126,2022-09-12 13:00:00,0.68718,0.68744,0.68591,0.68719,3689,0,0,0.6857245848444958,0.0014580591688202471,0.001321060755421081,0.0015657142857142972
127,2022-09-12 14:00:00,0.68718,0.68805,0.68647,0.68782,3468,0,0,0.6860039735318963,0.0014998191574946418,0.0013568124358357932,0.001547142857142866
128,2022-09-12 15:00:00,0.68781,0.68852,0.68738,0.68784,4598,0,0,0.6862487770609769,0.0015170405827240607,0.0013888580652134468,0.0015271428571428697
129,2022-09-12 16:00:00,0.68784,0.68868,0.68687,0.6886,5417,0,0,0.6865622734528466,0.0015738717212059328,0.0014258607964119441,0.001601428571428579
130,2022-09-12 17:00:00,0.6886,0.68899,0.68782,0.68845,4719,0,0,0.6868139703258005,0.0015884958699172724,0.0014583878111130099,0.0016092857142857178
131,2022-09-12 18:00:00,0.68846,0.68872,0.6879,0.68853,3827,0,0,0.6870427742823605,0.0015882327856322487,0.0014843568060168577,0.0015721428571428633
132,2022-09-12 19:00:00,0.68853,0.68968,0.68826,0.68944,2471,0,0,0.6873624043780457,0.0016425197391338742,0.0015159893926402612,0.0015114285714285763
133,2022-09-12 20:00:00,0.68944,0.68996,0.68884,0.68935,2849,0,0,0.6876274171276396,0.001659154591716283,0.0015446224324554656,0.0015028571428571471
134,2022-09-12 21:00:00,0.68935,0.6894,0.6874,0.688,2886,0,0,0.6876770948439543,0.001545587543548943,0.0015448154546741613,0.0015742857142857186
135,2022-09-12 22:00:00,0.68799,0.6886,0.68795,0.68832,2047,0,0,0.687762815531427,0.001464524043776394,0.001528757172494608,0.0015114285714285763
136,2022-09-12 23:00:00,0.68829,0.68887,0.68828,0.68887,619,0,0,0.6879104401272368,0.0014281976659628048,0.0015086452711882473,0.0013142857142857203
137,2022-09-13 00:00:00,0.68873,0.68906,0.68822,0.68872,197,13,0,0.6880183814436053,0.001371495259801514,0.0014812152689109006,0.0012421428571428583
138,2022-09-13 01:00:00,0.68876,0.68927,0.68864,0.68897,497,0,0,0.6881452639177913,0.0013313837420421137,0.0014512489635371433,0.0012007142857142852
139,2022-09-13 02:00:00,0.68897,0.68964,0.68889,0.68931,863,0,0,0.6883005620620858,0.0013119073820648808,0.001423380647242691,0.00114642857142858
140,2022-09-13 03:00:00,0.68931,0.68992,0.68768,0.68901,2620,0,0,0.6883951537871411,0.0012577659902643923,0.0013902577158470312,0.001197142857142865
141,2022-09-13 04:00:00,0.68901,0.68948,0.68762,0.68846,2715,0,0,0.6884037999488557,0.0011571393614716596,0.001343634044971957,0.001217142857142861
142,2022-09-13 05:00:00,0.68846,0.68848,0.6863,0.68681,2323,0,0,0.6881912932890083,0.0009334901296659259,0.0012616052619107507,0.0012914285714285703
143,2022-09-13 06:00:00,0.68681,0.68749,0.68667,0.68692,1828,0,0,0.6880217875171405,0.0007564032371722984,0.0011605648569630604,0.0012207142857142892
144,2022-09-13 07:00:00,0.68692,0.68757,0.68648,0.68715,1677,0,0,0.6879055491815218,0.0006273875437693421,0.0010539293943243168,0.0012150000000000058
145,2022-09-13 08:00:00,0.68713,0.68803,0.68674,0.68722,1963,0,0,0.6878141426239855,0.0005247412022854059,0.0009480917559165347,0.0012485714285714322
146,2022-09-13 09:00:00,0.68723,0.68853,0.6872,0.68809,3242,0,0,0.6878509236074541,0.0005077420321508708,0.000860021811163402,0.0012421428571428583
147,2022-09-13 10:00:00,0.6881,0.68902,0.6877,0.68886,3899,0,0,0.6879854671264604,0.0005500618614511232,0.0007980298212209462,0.001256428571428571
148,2022-09-13 11:00:00,0.68889,0.68988,0.68865,0.68977,3105,0,0,0.6882234048429323,0.00064954250421978,0.000768332357820713,0.0012014285714285755
149,2022-09-13 12:00:00,0.68977,0.69087,0.68946,0.69026,3290,0,0,0.6884949508638747,0.0007591693040615022,0.0007664997470688709,0.0012557142857142886
150,2022-09-13 13:00:00,0.69026,0.69142,0.68974,0.69134,2620,0,0,0.6888742907486913,0.0009225615910707363,0.000797712115869244,0.001333571428571434
151,2022-09-13 14:00:00,0.69133,0.69162,0.69078,0.69096,2889,0,0,0.6891523853155325,0.0010097485784303917,0.0008401194083814736,0.001333571428571442
152,2022-09-13 15:00:00,0.69096,0.69106,0.67934,0.67951,7595,0,0,0.6878667339401281,0.00015316005196364113,0.000702727537097907,0.002125714285714294
153,2022-09-13 16:00:00,0.67952,0.68162,0.67788,0.68038,8564,0,0,0.6868685027481111,-0.00045030001922208296,0.0004721220258339091,0.0023392857142857182
154,2022-09-13 17:00:00,0.68034,0.68052,0.67728,0.67751,8094,0,0,0.6856207023816963,-0.00114691061608585,0.0001483154974499573,0.00241071428571429
155,2022-09-13 18:00:00,0.6775,0.67812,0.67611,0.67627,5231,0,0,0.6843739420641368,-0.001778535321707464,-0.000237054666381527,0.0024214285714285744
156,2022-09-13 19:00:00,0.67626,0.6771,0.67565,0.67606,3583,0,0,0.6832654164555853,-0.002269881910764826,-0.0006436201152581868,0.0023692857142857244
157,2022-09-13 20:00:00,0.67605,0.67684,0.6755,0.67561,3791,0,0,0.6822446942615072,-0.0026648699003594123,-0.001047870072278432,0.0024064285714285793
158,2022-09-13 21:00:00,0.67562,0.67574,0.67341,0.67348,2854,0,0,0.6810760683599729,-0.003113879067131786,-0.0014610718712491028,0.002495000000000009
159,2022-09-13 22:00:00,0.67348,0.67382,0.67267,0.67322,3080,0,0,0.6800285925786432,-0.003450921815262409,-0.0018590418600517643,0.002485000000000007
160,2022-09-13 23:00:00,0.67324,0.67352,0.67279,0.67309,1328,0,0,0.6791034469014908,-0.0036860302724558425,-0.00222443954253258,0.002442142857142869
161,2022-09-14 00:00:00,0.67248,0.67378,0.67248,0.67333,260,11,0,0.6783336539812921,-0.003809080713020996,-0.0025413677766302632,0.002440714285714304
162,2022-09-14 01:00:00,0.6737,0.67395,0.67254,0.67339,1386,0,0,0.6776745001171198,-0.0038572931013496348,-0.0028045528415741377,0.002453571428571444
163,2022-09-14 02:00:00,0.6734,0.67438,0.67282,0.67407,1831,0,0,0.6771939001015038,-0.0037968635696828956,-0.0030030149871958893,0.0024642857142857283
164,2022-09-14 03:00:00,0.67409,0.67482,0.67303,0.67417,3830,0,0,0.6767907134213034,-0.0036982721865287393,-0.0031420664270624594,0.002472142857142867
165,2022-09-14 04:00:00,0.67417,0.67452,0.67293,0.6741,4071,0,0,0.6764319516317963,-0.0035844667189688373,-0.003230546485443735,0.00252571428571429
166,2022-09-14 05:00:00,0.6741,0.67478,0.6731,0.67314,2912,0,0,0.6759930247475567,-0.0035310354641118202,-0.003290644281177352,0.0018085714285714372
167,2022-09-14 06:00:00,0.67315,0.67344,0.67256,0.6729,2574,0,0,0.6755806214478826,-0.003468078948607123,-0.0033261312146633066,0.0016042857142857248
168,2022-09-14 07:00:00,0.67291,0.67419,0.67234,0.67356,3107,0,0,0.6753112052548316,-0.0033265822034270753,-0.003326221412416061,0.0015050000000000024
169,2022-09-14 08:00:00,0.67356,0.67423,0.67209,0.67233,2829,0,0,0.6749137112208541,-0.0032759328195574033,-0.0033161636938443297,0.001514285714285722
170,2022-09-14 09:00:00,0.67233,0.67256,0.67103,0.67132,4443,0,0,0.6744345497247403,-0.0032794874866730606,-0.003308828452410076,0.0015200000000000055
171,2022-09-14 10:00:00,0.67131,0.67287,0.6705,0.67268,5922,0,0,0.6742006097614416,-0.0031364093770153145,-0.003274344637331124,0.0015935714285714323
