Index,Step,Balance,Action,Position,Reward,TotalReward,Done,Wins,Losses,TotalTrades,TimeLimit.truncated
1081,9542.800000000008,1.0,2,0.0,0.024600762070369972,True,85,103,188,"{'r': 0.024601, 'l': 1071, 't': 6.400126}",False,1
1081,7594.119999999997,-1.0,2,0.0,-0.21077487993630767,True,86,104,190,"{'r': -0.210775, 'l': 1071, 't': 13.92278}",False,2
1081,13627.409999999996,-0.88788056,0,0.011550044129185344,0.3962638204073198,True,93,100,193,"{'r': 0.396264, 'l': 1071, 't': 18.75299}",False,3
1081,11662.280000000008,-0.61080784,2,0.0,0.2214425479385721,True,98,106,204,"{'r': 0.221443, 'l': 1071, 't': 25.012973}",False,4
1081,16858.339999999986,-1.0,1,0.0,0.5875690940327664,True,89,93,182,"{'r': 0.587569, 'l': 1071, 't': 30.095304}",False,5
1081,6425.689999999993,1.0,0,0.0030862077578240844,-0.38467667691390056,True,85,103,188,"{'r': -0.384677, 'l': 1071, 't': 37.910466}",False,6
1081,3924.5899999999947,0.7512717,1,0.0,-0.8623454938413252,True,70,136,206,"{'r': -0.862345, 'l': 1071, 't': 43.064617}",False,7
1081,9554.220000000008,-1.0,2,0.0,0.0238507573093188,True,85,117,202,"{'r': 0.023851, 'l': 1071, 't': 50.387243}",False,8
1081,12862.750000000002,-0.2042892,1,0.0,0.31690766159467426,True,92,97,189,"{'r': 0.316908, 'l': 1071, 't': 55.361495}",False,9
1081,13492.419999999995,1.0,1,0.0,0.3756097143269783,True,90,98,188,"{'r': 0.37561, 'l': 1071, 't': 63.357741}",False,10
1081,11898.320000000009,-0.87947476,1,0.0,0.24898361688189571,True,86,111,197,"{'r': 0.248984, 'l': 1071, 't': 67.342903}",False,11
