time/time_elapsed,time/iterations,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,train/policy_gradient_loss,train/value_loss,train/loss,train/clip_fraction,train/entropy_loss,train/learning_rate,train/n_updates,train/explained_variance,train/clip_range,train/approx_kl,train/std
10,1,1247.5,12288,0.384429,1205,,,,,,,,,,,
22,2,1455.25,24576,0.09851975000000002,1077,-0.0029029775122277595,0.013207458787413391,-0.023616507649421692,0.040323893229166664,-2.811758290976286,0.0003,10,-19.78917121887207,0.2,0.004595553,0.9860661625862122
35,3,1544.2857142857142,36864,0.1521087142857143,1044,-0.0012228230366114682,0.0022054499362032707,-0.0009663735399954021,0.045271809895833334,-2.803500886509816,0.0003,20,-0.9336433410644531,0.2,0.0044791065,0.9831081628799438
47,4,1570.6666666666667,49152,0.1691017777777778,1028,-0.002283206327895944,0.0012340971585066047,-0.016064433380961418,0.05615234375,-2.820791773373882,0.0003,30,-0.3606266975402832,0.2,0.006142044,0.9965437650680542
60,5,1593.75,61440,0.09812808333333334,1020,-0.0011531398956625102,0.0011015763782628103,-0.014119810424745083,0.0525634765625,-2.8282196053614217,0.0003,40,-0.18549418449401855,0.2,0.005983837,0.9938738942146301
72,6,1603.642857142857,73728,0.06696028571428572,1015,-0.0009021204806534418,0.0011994182318782502,-0.0060267699882388115,0.05859375,-2.8204257833460966,0.0003,50,-0.0643988847732544,0.2,0.0060214214,0.9894976019859314
85,7,1614.1176470588234,86016,0.044795176470588234,1011,-0.0018026080346317031,0.0009509088691478004,0.0002937022945843637,0.070068359375,-2.8305953917404016,0.0003,60,-0.02390468120574951,0.2,0.006599091,0.9975910186767578
97,8,1619.2631578947369,98304,0.029415894736842106,1007,-0.0006574871976530024,0.0009303280726423206,-0.005377928260713816,0.05123697916666667,-2.8379589024931193,0.0003,70,-0.008100390434265137,0.2,0.005160741,1.0012472867965698
110,9,1625.2272727272727,110592,0.0561794090909091,1004,-0.00048455187788931653,0.0009325014732288158,0.01007736474275589,0.0610595703125,-2.8341234482824804,0.0003,80,-0.019852280616760254,0.2,0.0056688213,0.9929490089416504
122,10,1628.375,122880,0.07315804166666666,1002,-0.00016002055005325626,0.0012903876336925653,0.004160722717642784,0.05274251302083333,-2.825781504934033,0.0003,90,-0.0015790462493896484,0.2,0.0056170174,0.9920923709869385
135,11,1632.2222222222222,135168,0.06401588888888889,1000,-8.71699000223695e-05,0.0009464031548911104,-0.014945600181818008,0.057722981770833334,-2.81845773011446,0.0003,100,-0.020621180534362793,0.2,0.0051019946,0.9885878562927246
147,12,1634.344827586207,147456,0.050904517241379295,999,-0.0011761416938194694,0.000976578988077866,0.01644795760512352,0.06639811197916666,-2.8098621060450872,0.0003,110,-0.009954333305358887,0.2,0.0068631805,0.9845013618469238
159,13,1637.03125,159744,0.058316968749999996,998,-0.0008163617237490447,0.0008682216094409039,0.010896483436226845,0.06280110677083334,-2.804698846489191,0.0003,120,-0.0018568038940429688,0.2,0.0054731276,0.9814231395721436
172,14,1638.5588235294117,172032,0.06832141176470587,997,-0.00039946254255482925,0.0010955801483608714,0.018449241295456886,0.06443684895833333,-2.8216835570832095,0.0003,130,-0.01357424259185791,0.2,0.007127306,0.9950171709060669
184,15,1639.9166666666667,184320,0.038473888888888884,997,-0.0006349286978850917,0.0009409959009038479,0.01165063213557005,0.059920247395833334,-2.820189658428232,0.0003,140,0.006217479705810547,0.2,0.006486988,0.9881219863891602
197,16,1641.6923076923076,196608,0.0697108205128205,996,-0.00041129212574257207,0.0008896607862122134,-0.0022715379018336535,0.06896158854166666,-2.8147740392635265,0.0003,150,-0.006590485572814941,0.2,0.0058612046,0.9899290800094604
209,17,1642.7317073170732,208896,0.06557882926829268,995,-0.000984399046137696,0.0013220934349646996,-0.001240157289430499,0.06903483072916666,-2.8068559053043525,0.0003,160,0.0034298300743103027,0.2,0.0061338856,0.9849819540977478
222,18,1644.1136363636363,221184,0.06450759090909092,994,0.0003871530592732597,0.0011581040458471155,0.011908914893865585,0.070166015625,-2.812784653281172,0.0003,170,0.005692780017852783,0.2,0.0069069774,0.9898809194564819
234,19,1644.9347826086957,233472,0.07835773913043478,993,-0.00039975598483579235,0.0010723388780964646,0.009942516684532166,0.06673990885416667,-2.8135243074347573,0.0003,180,-0.003503084182739258,0.2,0.0065898555,0.9867463111877441
247,20,1646.0408163265306,245760,0.10045595918367348,993,0.00015487157773653356,0.0008479924528577006,0.0058155362494289875,0.06680501302083333,-2.801524660239617,0.0003,190,0.00373685359954834,0.2,0.006851123,0.980050265789032
259,21,1646.7058823529412,258048,0.09298917647058824,993,-0.0007878538330260198,0.0011265627955557042,-0.017257992178201675,0.05227864583333333,-2.7888958054284254,0.0003,200,0.008989930152893066,0.2,0.005518573,0.9738156199455261
272,22,1647.611111111111,270336,0.08962551851851853,992,0.0004723636821533243,0.0011072047819197905,0.028728296980261803,0.07091471354166666,-2.797019319732984,0.0003,210,0.0035529732704162598,0.2,0.006755967,0.9813418388366699
284,23,1648.1607142857142,282624,0.08563816071428572,992,-3.5966932045994326e-05,0.001148868173019461,-0.007460872642695904,0.0745361328125,-2.8120346503953138,0.0003,220,-0.002344846725463867,0.2,0.007079774,0.9893155097961426
297,24,1648.915254237288,294912,0.09958667796610168,992,0.0004783189477166161,0.0007746688307330867,-0.014763125218451023,0.066162109375,-2.831421083336075,0.0003,230,-0.001534104347229004,0.2,0.006152976,1.001013994216919
309,25,1649.377049180328,307200,0.10239618032786885,991,0.000184490352209347,0.001110052159613891,0.006233737803995609,0.056502278645833334,-2.827542107800643,0.0003,240,0.0050966739654541016,0.2,0.0053997114,0.992728590965271
322,26,1650.015625,319488,0.087101640625,991,-0.001101798399273927,0.0011148668557780183,0.007889763452112675,0.06658528645833334,-2.8118357537935177,0.0003,250,-0.0082014799118042,0.2,0.006494529,0.9868535399436951
334,27,1650.409090909091,331776,0.07675260606060608,991,-2.259142881181712e-06,0.0008453985845790158,0.006663746200501919,0.0552734375,-2.8070263942082723,0.0003,260,-0.005526304244995117,0.2,0.0047194525,0.9846620559692383
346,28,1650.7794117647059,344064,0.07595694117647059,992,-0.00014435050034080631,0.0009544390123816508,-0.00881122425198555,0.05518391927083333,-2.7982767740885417,0.0003,270,-0.004930257797241211,0.2,0.0049245753,0.9793401956558228
359,29,1651.2957746478874,356352,0.085104,992,-0.0014889777116574503,0.0008922627179799747,-0.027495604008436203,0.06493326822916666,-2.781559589629372,0.0003,280,-0.004231810569763184,0.2,0.006404718,0.9724413156509399
371,30,1651.6164383561643,368640,0.07438972602739727,991,-0.0009652881747266898,0.0011239358995984124,0.005441690795123577,0.04962565104166667,-2.7735148639728626,0.0003,290,0.001063525676727295,0.2,0.006206484,0.9686317443847656
383,31,1652.0657894736842,380928,0.07746880263157896,992,-0.0009954269810502107,0.0008882703520915432,-0.015605434775352478,0.060017903645833336,-2.7574826740970213,0.0003,300,-0.006973981857299805,0.2,0.005617457,0.9601031541824341
396,32,1652.3461538461538,393216,0.08412671794871796,991,-0.0010234893547021785,0.0010501736854318247,-0.010299143381416798,0.05951334635416667,-2.749979499230782,0.0003,310,0.0019995570182800293,0.2,0.006354656,0.9600469470024109
408,33,1652.7407407407406,405504,0.09585817283950616,991,-0.0012403338970519448,0.0008147248321392908,0.0017437849892303348,0.07864583333333333,-2.736379340166847,0.0003,320,-0.003480195999145508,0.2,0.006377965,0.9532631635665894
421,34,1652.987951807229,417792,0.10664107228915662,991,-0.0004582429134946627,0.0011229104406993429,0.0009576707379892468,0.06282552083333333,-2.733966433132688,0.0003,330,-0.0020983219146728516,0.2,0.005775343,0.9531378746032715
433,35,1653.3372093023256,430080,0.11940436046511625,991,-0.0011273651549951562,0.0010997223846061388,-0.006570351310074329,0.06627604166666666,-2.7262161171684665,0.0003,340,-0.007470130920410156,0.2,0.0056330995,0.9516884684562683
446,36,1653.5568181818182,442368,0.10874602272727273,991,6.503965754139548e-05,0.0011400467520767657,-0.002994488226249814,0.06719563802083334,-2.727802375331521,0.0003,350,-0.0007191896438598633,0.2,0.006190973,0.9523239135742188
458,37,1653.868131868132,454656,0.1130062967032967,991,-0.0017337134486297145,0.0008831185521861092,-0.0023238430730998516,0.04623209635416667,-2.730844852825006,0.0003,360,-0.001718759536743164,0.2,0.005044136,0.9541082382202148
471,38,1654.0645161290322,466944,0.12181087096774193,991,-0.0009090247527637985,0.0009253124058735315,-0.00022967206314206123,0.05565592447916667,-2.7433764434109134,0.0003,370,-0.005479931831359863,0.2,0.0060752505,0.9605357646942139
483,39,1654.34375,479232,0.11618658333333333,990,-0.0005452829847248116,0.0011805909337757232,0.005150814075022936,0.056746419270833334,-2.7357151091098784,0.0003,380,-0.003036022186279297,0.2,0.0060524754,0.9558234810829163
496,40,1654.5204081632653,491520,0.12318163265306122,990,-0.0009216811042279005,0.0010099199707989707,0.013095789588987827,0.06238606770833333,-2.7239150202522677,0.0003,390,-0.0038759708404541016,0.2,0.0063268268,0.9526283144950867
508,41,1654.69,503808,0.113317,990,-0.0005684079592659448,0.0011127092080035557,-0.0062141721136868,0.05146484375,-2.728490475192666,0.0003,400,-0.0010253190994262695,0.2,0.0044538453,0.9544458389282227
521,42,1663.0,516096,0.10760737,989,0.0007331521589852249,0.000884729634390169,-0.006286925170570612,0.052140299479166666,-2.7255758053312698,0.0003,410,-0.006112098693847656,0.2,0.005072689,0.9525817036628723
533,43,1663.0,528384,0.11167774999999999,989,-0.00017320879099618953,0.0010030559585023488,0.009962365962564945,0.06658528645833334,-2.7095501478761435,0.0003,420,-0.007109642028808594,0.2,0.007201186,0.9459134936332703
546,44,1663.0,540672,0.09073967,989,0.0003958530823486702,0.0009506890897682752,-0.01010255515575409,0.054248046875,-2.710873706514637,0.0003,430,-0.004259467124938965,0.2,0.004602615,0.9516875147819519
558,45,1663.0,552960,0.08725753000000001,989,-0.0006332772589909534,0.001194502431235378,0.012669325806200504,0.062052408854166664,-2.717288510625561,0.0003,440,-0.0029801130294799805,0.2,0.0058221254,0.9553521275520325
571,46,1663.0,565248,0.08379942000000001,988,-0.0005367783708303856,0.0009866869104826037,0.0063506923615932465,0.06499837239583334,-2.7316223635027805,0.0003,450,-0.007021188735961914,0.2,0.0057696253,0.960686445236206
584,47,1663.0,577536,0.08304801,988,-0.0005677869565261062,0.0009476235455925538,-0.021519538015127182,0.0589599609375,-2.737742374340693,0.0003,460,-0.005650997161865234,0.2,0.005962131,0.9621899127960205
596,48,1663.0,589824,0.10128279000000001,988,-0.0008263194649771322,0.0008848665887095801,-0.004606916103512049,0.047957356770833334,-2.7185601202150185,0.0003,470,0.00017654895782470703,0.2,0.0043213996,0.9517926573753357
609,49,1663.0,602112,0.08820579,988,-0.0007984792750600415,0.001036344879518462,0.0167036522179842,0.05797526041666667,-2.7020282549162706,0.0003,480,-0.0029979944229125977,0.2,0.006771341,0.9462292194366455
621,50,1663.0,614400,0.08500278000000001,988,-0.0007923157677093211,0.0009411947498544275,-0.000213950639590621,0.0588134765625,-2.6872943359116714,0.0003,490,0.002606689929962158,0.2,0.005457491,0.9413999915122986
634,51,1663.0,626688,0.07851997000000001,987,-0.000895593508418339,0.0012058842754868238,0.004238466266542673,0.062150065104166666,-2.697553934901953,0.0003,500,-0.005194544792175293,0.2,0.0059905075,0.9483699798583984
646,52,1663.0,638976,0.08134949000000002,987,0.000687172411562642,0.001040177200926943,0.0012485369807109237,0.056111653645833336,-2.7146581602593263,0.0003,510,-0.0022017955780029297,0.2,0.0055057704,0.9588690996170044
659,53,1663.0,651264,0.07976135999999999,987,-9.303484694100916e-06,0.0009113850831909076,0.004410281777381897,0.060009765625,-2.7228849538912376,0.0003,520,-0.0031458139419555664,0.2,0.0054582804,0.9646281599998474
672,54,1663.0,663552,0.08560169999999999,987,-0.000521566908476719,0.0009222647706944068,0.008138883858919144,0.05091145833333333,-2.71650301416715,0.0003,530,0.0012103915214538574,0.2,0.0049720765,0.9591528177261353
684,55,1663.0,675840,0.09402861,987,-0.0007414424282615073,0.0008618354684131191,-0.006300030741840601,0.05142415364583333,-2.7172086488455536,0.0003,540,-0.003384232521057129,0.2,0.004576381,0.9634417295455933
697,56,1663.0,688128,0.09864364,987,-0.00039665408524645803,0.0013426850460594626,0.005477255675941706,0.0439453125,-2.722046459342043,0.0003,550,0.0015286803245544434,0.2,0.0044773826,0.9668453931808472
709,57,1663.0,700416,0.08606852000000004,987,-0.00028092102414423913,0.000994598032078405,0.0018091045785695314,0.04297688802083333,-2.7199099622666836,0.0003,560,0.008388817310333252,0.2,0.0038794335,0.9626348614692688
721,58,1663.0,712704,0.09617117,987,8.521027072371605e-05,0.0010964940491248853,0.0074300700798630714,0.04852701822916667,-2.7145990104724964,0.0003,570,-0.004610300064086914,0.2,0.0047010737,0.9595097899436951
734,59,1663.0,724992,0.08020727,987,-0.0005228810039019057,0.0008836391568517381,0.0019225741270929575,0.0414794921875,-2.7282218283663195,0.0003,580,-0.011546134948730469,0.2,0.0047928826,0.9687227010726929
746,60,1663.0,737280,0.07589339,987,-0.0013068694453977514,0.000936399018701195,0.005319153890013695,0.05441080729166667,-2.7363740662733713,0.0003,590,-0.0035295486450195312,0.2,0.0049321526,0.972622811794281
759,61,1663.0,749568,0.06237718999999999,987,-0.0008987071252098152,0.0010309236174180115,0.01612057164311409,0.051676432291666664,-2.729267818853259,0.0003,600,0.002539396286010742,0.2,0.0046255984,0.9724164009094238
771,62,1663.0,761856,0.06891109999999999,987,-0.00122860237849333,0.0009882004879879483,0.02154437080025673,0.051188151041666664,-2.724209944407145,0.0003,610,0.006018102169036865,0.2,0.0051238826,0.9708338975906372
784,63,1663.0,774144,0.054158349999999994,987,-0.001738271419890225,0.000999824190906414,0.0026531065814197063,0.05394694010416667,-2.7219534693906704,0.0003,620,0.005976557731628418,0.2,0.0052835275,0.9731086492538452
