time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/entropy_loss,train/loss,train/std,train/n_updates,train/clip_fraction,train/explained_variance,train/value_loss,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean
1174,8192,1,6,,,,,,,,,,,,,
1075,16384,2,15,-0.002602457366447197,0.2,0.0041604415,-2.8202254701405765,-0.022741902619600296,0.9841722846031189,10,0.03345947265625,-22.492387771606445,0.020515914300631266,0.0003,,
1046,24576,3,23,-0.005223695951281115,0.2,0.0064308783,-2.8014539478346707,0.00015952729154378176,0.9812657833099365,20,0.0568359375,-7.180853843688965,0.0020541882739507854,0.0003,0.54827475,4989.0
1029,32768,4,31,-0.0018146736074413639,0.2,0.0066562886,-2.797596491128206,0.011010994203388691,0.978354811668396,30,0.0683837890625,-0.9969462156295776,0.0013185648861508525,0.0003,0.54827475,4989.0
1019,40960,5,40,-0.002873330317379441,0.2,0.0075726067,-2.77904645614326,-0.006536855362355709,0.9663857817649841,40,0.0722412109375,-0.8893600702285767,0.0009802459053616986,0.0003,0.312948125,4989.0
1011,49152,6,48,-0.0019533444832632086,0.2,0.0070176246,-2.7667424730956554,-0.00441404664888978,0.9621835947036743,50,0.06981201171875,-0.34560680389404297,0.0008135661092182999,0.0003,0.312948125,4989.0
1006,57344,7,56,-0.0015332633000070927,0.2,0.008172428,-2.7502755630761384,-0.0033727274276316166,0.9533671140670776,60,0.083984375,-0.23347961902618408,0.0007824764652013983,0.0003,0.312948125,4989.0
1002,65536,8,65,-0.003128920447488781,0.2,0.008395322,-2.754127220064402,0.018836038187146187,0.9583431482315063,70,0.08026123046875,-0.19263780117034912,0.0005248456225217524,0.0003,0.16998675,4989.0
1001,73728,9,73,-0.0014111248550761958,0.2,0.007041099,-2.7343424929305913,-0.00044305308256298304,0.9465558528900146,80,0.066552734375,-0.0604856014251709,0.0006813732169575814,0.0003,0.16998675,4989.0
999,81920,10,81,-0.002498535285849357,0.2,0.0064824107,-2.737373469956219,-0.0024789273738861084,0.9493845105171204,90,0.06083984375,-0.08613049983978271,0.0005472114537951711,0.0003,0.16587468749999998,4989.0
998,90112,11,90,-0.0019466948331682942,0.2,0.0068617975,-2.7205975841730834,0.020485185086727142,0.9401713609695435,100,0.0732421875,-0.025302767753601074,0.0006936847593578932,0.0003,0.16587468749999998,4989.0
997,98304,12,98,-0.003098249873437453,0.2,0.008110605,-2.7008430026471615,-0.007819395512342453,0.9317137002944946,110,0.0875732421875,-0.04561972618103027,0.0006660051496965025,0.0003,0.16587468749999998,4989.0
997,106496,13,106,-0.0001650075202633161,0.2,0.0078198435,-2.684217636846006,0.010666939429938793,0.9241446256637573,120,0.0786865234375,-0.01674628257751465,0.0006003216448789317,0.0003,0.28435795,4989.0
997,114688,14,115,-0.000865747080752044,0.2,0.0073140175,-2.6913264323025943,0.017326537519693375,0.9306570887565613,130,0.0873046875,-0.026474356651306152,0.0006773106300670406,0.0003,0.28435795,4989.0
996,122880,15,123,-0.0008135544368997217,0.2,0.006030011,-2.7032559661194684,0.012416312471032143,0.9363270998001099,140,0.06690673828125,-0.03139066696166992,0.000555914355868481,0.0003,0.312629875,4989.0
996,131072,16,131,-0.001243017107117339,0.2,0.007070164,-2.689914265088737,0.01169134397059679,0.9234298467636108,150,0.07835693359375,-0.014851212501525879,0.0006446960409448365,0.0003,0.312629875,4989.0
995,139264,17,139,-0.001136779489752371,0.2,0.0076104105,-2.678882549703121,-0.01578914187848568,0.9239974021911621,160,0.08184814453125,-0.023584961891174316,0.0005912693249001677,0.0003,0.312629875,4989.0
994,147456,18,148,0.0013793120797345182,0.2,0.0078043984,-2.672947770729661,0.0030035146046429873,0.9171179533004761,170,0.07611083984375,-0.008360624313354492,0.000545215529041343,0.0003,0.2280572857142857,4989.0
993,155648,19,156,-0.0017008415434247581,0.2,0.008382887,-2.682711485400796,-0.003818650497123599,0.9264429807662964,180,0.0952880859375,-0.011240601539611816,0.0006524106024244248,0.0003,0.2280572857142857,4989.0
993,163840,20,164,-0.002015677536110161,0.2,0.01037935,-2.6905903512611986,0.01659601926803589,0.9286232590675354,190,0.09761962890625,-0.02052175998687744,0.00045974719276955513,0.0003,0.20634165624999998,4989.0
992,172032,21,173,0.00036951063775632066,0.2,0.009417934,-2.6875979628413917,-0.006753969006240368,0.9265748262405396,200,0.1071533203125,-0.010695338249206543,0.0005893719242067164,0.0003,0.20634165624999998,4989.0
992,180224,22,181,-0.0014744574724318226,0.2,0.007422528,-2.6831654746085407,0.003941162023693323,0.9277641773223877,210,0.07694091796875,-0.02024662494659424,0.0006146817529270266,0.0003,0.22704016666666663,4989.0
991,188416,23,190,-0.002344035168061964,0.2,0.006628589,-2.6940630111843347,-0.003352126805111766,0.9303140640258789,220,0.08446044921875,-0.015166044235229492,0.000500682594497448,0.0003,0.22704016666666663,4989.0
991,196608,24,198,-0.0026754447491839526,0.2,0.008761762,-2.685877257399261,-0.013752201572060585,0.9259231090545654,230,0.0897216796875,-0.010730266571044922,0.0007866089707931678,0.0003,0.22704016666666663,4989.0
991,204800,25,206,-0.0014939011947717518,0.2,0.0071177296,-2.6810165103524923,-0.0009695510379970074,0.9239172339439392,240,0.07911376953125,-0.014285922050476074,0.0006053085523944901,0.0003,0.23508750000000003,4989.0
