time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/total_timesteps,train/learning_rate,train/explained_variance,train/std,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/clip_fraction,train/loss,train/value_loss,train/n_updates
34,1053,0.0620515294117647,1071.0,18,36864,0.0003,-0.07535409927368164,0.9197134971618652,-2.6775612384080887,-0.004226010860293172,0.0048842314,0.2,0.04765625,-0.004325386136770248,0.001337190662525245,170
37,1044,0.06856830555555554,1071.0,19,38912,0.0003,-0.07416033744812012,0.9276901483535767,-2.679689422249794,-0.007926691426837352,0.007867829,0.2,0.07392578125,0.0063985371962189674,0.0014216477389709325,180
39,1034,0.06273552631578948,1071.0,20,40960,0.0003,-0.06204712390899658,0.9238897562026978,-2.682092769443989,-0.005094596397248097,0.0060547977,0.2,0.05546875,0.006101931910961866,0.0013731042767176405,190
41,1038,0.05346154999999999,1071.0,21,43008,0.0003,-0.08640420436859131,0.921579897403717,-2.6758700400590896,-0.004895776443299837,0.0053249234,0.2,0.043212890625,-0.011229856871068478,0.0009761064737176639,200
43,1042,0.056354999999999995,1071.0,22,45056,0.0003,-0.015465378761291504,0.9096206426620483,-2.6573366053402423,-0.004200855296221562,0.00429771,0.2,0.041064453125,0.010107260197401047,0.0010886892770940904,210
45,1045,0.058981232558139536,1071.0,23,47104,0.0003,-0.11318719387054443,0.899786114692688,-2.6347516909241677,-0.005298213311471045,0.0056019537,0.2,0.0533203125,-0.004124612547457218,0.0010349305801355512,220
47,1038,0.06383557777777778,1071.0,24,49152,0.0003,-0.06537163257598877,0.8916213512420654,-2.614384238421917,-0.005033147416543216,0.005500708,0.2,0.0556640625,-0.0046737222000956535,0.00080177574618574,230
49,1041,0.06321857446808511,1071.0,25,51200,0.0003,-0.01591956615447998,0.8853280544281006,-2.600831047445536,-0.004543388774618506,0.0052111694,0.2,0.0392578125,-0.009939007461071014,0.0011342639932991005,240
51,1034,0.08446785714285715,1071.0,26,53248,0.0003,-0.04033935070037842,0.8819392323493958,-2.589368794858456,-0.004344845834566513,0.0067247497,0.2,0.04580078125,-0.013317037373781204,0.001189470584722585,250
53,1037,0.09652370588235294,1071.0,27,55296,0.0003,-0.01142573356628418,0.8862036466598511,-2.5913531497120856,-0.004684334954072255,0.0061292453,0.2,0.0580078125,0.00069924455601722,0.001197188148944406,260
55,1031,0.08840918867924527,1071.0,28,57344,0.0003,0.0014835596084594727,0.8797780275344849,-2.585282867401838,-0.003603556062444113,0.005284642,0.2,0.06201171875,-0.006678598001599312,0.0010777503288409208,270
