time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/total_timesteps,train/learning_rate,train/explained_variance,train/std,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/clip_fraction,train/loss,train/value_loss,train/n_updates
769,1056,1.81621223,1071.0,397,813056,0.0003,0.334897518157959,0.2024514526128769,0.39080774411559105,0.0024741830784478225,0.023345169,0.2,0.256396484375,0.02839057892560959,0.0016907193235965678,3960
771,1057,1.8176965200000001,1071.0,398,815104,0.0003,0.33820652961730957,0.19881755113601685,0.41219209544360635,0.002490628362284042,0.02192764,0.2,0.24423828125,0.02005971409380436,0.0019715396794708793,3970
772,1057,1.8182084699999999,1071.0,399,817152,0.0003,0.35039716958999634,0.20163556933403015,0.41157396137714386,0.000879681007063482,0.022847243,0.2,0.24775390625,0.02018151804804802,0.0018120263493983657,3980
774,1057,1.8141456999999996,1071.0,400,819200,0.0003,0.24136501550674438,0.20273065567016602,0.39474604222923515,-0.002805930633621756,0.019177731,0.2,0.21376953125,0.014391966164112091,0.0015672330808229162,3990
776,1057,1.82141291,1071.0,401,821248,0.0003,0.3511212468147278,0.20288915932178497,0.3888807386159897,-0.001143504424544517,0.021285668,0.2,0.23046875,0.01437284518033266,0.0015459441163329756,4000
778,1057,1.8149008000000004,1071.0,402,823296,0.0003,0.3258727192878723,0.20411965250968933,0.3809250585734844,0.0027208088111365216,0.032711994,0.2,0.24033203125,-0.025096530094742775,0.0017349647931041545,4010
780,1058,1.8254472999999998,1071.0,403,825344,0.0003,0.30745023488998413,0.20254063606262207,0.3810336645692587,0.002702025591861457,0.022862537,0.2,0.233154296875,-0.007089907769113779,0.0017282539463849389,4020
781,1058,1.82860042,1071.0,404,827392,0.0003,0.3345356583595276,0.2007516622543335,0.3980538060888648,0.007826859224587679,0.033127047,0.2,0.238623046875,-0.03451114892959595,0.001628180492662068,4030
784,1057,1.8307038000000002,1071.0,405,829440,0.0003,0.3006629943847656,0.19937407970428467,0.40943622905761,-0.0002692775131436065,0.017407797,0.2,0.21689453125,-0.015299337916076183,0.0016755577733420068,4040
786,1057,1.83451529,1071.0,406,831488,0.0003,0.2840292453765869,0.19834893941879272,0.4219066439196467,0.0012149981877882965,0.030530302,0.2,0.24580078125,-0.008673842996358871,0.0018191741626651492,4050
788,1057,1.8365118699999996,1071.0,407,833536,0.0003,0.30917537212371826,0.19656571745872498,0.43954190984368324,0.0026423919945955275,0.024477128,0.2,0.229638671875,0.00477247778326273,0.0016210828554903856,4060
789,1057,1.8326061399999998,1071.0,408,835584,0.0003,0.32431429624557495,0.19709008932113647,0.4460898019373417,0.005444639034976717,0.024046358,0.2,0.246875,0.0016708634793758392,0.0017927155147845042,4070
791,1058,1.83715196,1071.0,409,837632,0.0003,0.32866501808166504,0.19225695729255676,0.47105686031281946,-0.004632991064863745,0.027874548,0.2,0.254150390625,-0.01736510545015335,0.001783046628588636,4080
793,1058,1.8422076700000003,1071.0,410,839680,0.0003,0.35898882150650024,0.19226092100143433,0.49737280122935773,-0.00137997104175156,0.01811643,0.2,0.224365234375,0.019085995852947235,0.0016039889049352495,4090
795,1058,1.84110754,1071.0,411,841728,0.0003,0.3031688928604126,0.19099926948547363,0.5025942174717783,-0.000111509323323844,0.027021268,0.2,0.231884765625,-0.02910653129220009,0.0014638553922850406,4100
797,1058,1.8469340200000002,1071.0,412,843776,0.0003,0.3610820770263672,0.19154444336891174,0.5026155859231949,-0.0025970360278734007,0.03310038,0.2,0.2482421875,-0.04101521894335747,0.0016022516370867378,4110
798,1058,1.8521289699999999,1071.0,413,845824,0.0003,0.27725380659103394,0.18977829813957214,0.5121441369876265,-0.00048237000446533785,0.0336174,0.2,0.253271484375,0.029290657490491867,0.0017187333489346202,4120
800,1058,1.8623800000000004,1071.0,414,847872,0.0003,0.2940104603767395,0.18955376744270325,0.5195656694471836,0.0018523338905652054,0.028788483,0.2,0.252685546875,0.01844906434416771,0.0016168496647878782,4130
802,1058,1.8677450500000004,1071.0,415,849920,0.0003,0.3315560221672058,0.19057640433311462,0.519600679539144,0.0007681067727389745,0.019815512,0.2,0.238720703125,0.01687009446322918,0.001826910210729693,4140
804,1058,1.8659197400000003,1071.0,416,851968,0.0003,0.3498823642730713,0.18928641080856323,0.5220351750031114,0.0037400835572043434,0.02559951,0.2,0.25400390625,-0.004615012090653181,0.001750264736074314,4150
806,1058,1.8674293599999998,1071.0,417,854016,0.0003,0.32323914766311646,0.19103875756263733,0.5182476792484522,0.0017887718146084807,0.02326459,0.2,0.248046875,-0.02067740075290203,0.0018969786524394294,4160
808,1058,1.87089903,1071.0,418,856064,0.0003,0.34550940990448,0.18964064121246338,0.5162401508539916,0.0025864996539894493,0.01924166,0.2,0.241552734375,0.005973362363874912,0.0017803641134378268,4170
810,1058,1.87365355,1071.0,419,858112,0.0003,0.29792964458465576,0.1877700239419937,0.5316112700849771,0.0023646297908271664,0.031940892,0.2,0.266796875,-0.02250562235713005,0.0020059154008777113,4180
812,1058,1.88165311,1071.0,420,860160,0.0003,0.34742701053619385,0.18795821070671082,0.5414019513875246,0.004093124916835222,0.02874552,0.2,0.271923828125,-0.024569906294345856,0.0018267808893142501,4190
814,1059,1.8768162700000002,1071.0,421,862208,0.0003,0.3310772180557251,0.1876659393310547,0.5432048469781876,0.005454790921794484,0.022303771,0.2,0.26806640625,-0.016931796446442604,0.0018267439665578423,4200
815,1059,1.87567997,1071.0,422,864256,0.0003,0.33156687021255493,0.19078829884529114,0.5259302804246545,0.00460258211242035,0.021847237,0.2,0.235888671875,0.026978593319654465,0.0018107244484781404,4210
818,1058,1.8794121500000003,1071.0,423,866304,0.0003,0.24619430303573608,0.1914125382900238,0.5076671274378896,0.0020260816148947925,0.04040078,0.2,0.2677734375,-0.027877019718289375,0.0015107404402442625,4220
819,1059,1.8826520400000004,1071.0,424,868352,0.0003,0.3367326259613037,0.19173070788383484,0.5002534322440624,-0.0016176635457668454,0.020818964,0.2,0.23583984375,-0.011264930479228497,0.0017325912427622824,4230
821,1059,1.89259074,1071.0,425,870400,0.0003,0.3362511396408081,0.1907421499490738,0.509118015691638,-0.001971038995543495,0.026683366,0.2,0.2353515625,0.007642554584890604,0.0017893981454108142,4240
823,1059,1.8935074300000003,1071.0,426,872448,0.0003,0.3045670986175537,0.1931719332933426,0.5018616193905473,0.002448148375697201,0.042567737,0.2,0.2451171875,0.02213074080646038,0.0018906292214524,4250
825,1059,1.9012361500000003,1071.0,427,874496,0.0003,0.3357641100883484,0.19519563019275665,0.47952400259673594,-9.355011425213889e-05,0.018063534,0.2,0.22216796875,0.020063426345586777,0.0017850745842224569,4260
827,1059,1.9061804900000001,1071.0,428,876544,0.0003,0.3095893859863281,0.1944546401500702,0.46962304022163154,0.0018204027743195183,0.020807033,0.2,0.256982421875,-0.016905030235648155,0.001946757263613108,4270
828,1059,1.9086332300000002,1071.0,429,878592,0.0003,0.3265420198440552,0.19357457756996155,0.4757532600313425,0.0015487314711208455,0.019074481,0.2,0.229931640625,-0.023129183799028397,0.0017929978394022328,4280
830,1060,1.9125133600000002,1071.0,430,880640,0.0003,0.26917701959609985,0.19117768108844757,0.49110525716096165,0.0032252386619802563,0.030232843,0.2,0.247509765625,-0.019145075231790543,0.0019079858810073346,4290
832,1060,1.9126660100000001,1071.0,431,882688,0.0003,0.28553712368011475,0.19102263450622559,0.5036848874762654,0.0027211339242057876,0.02786977,0.2,0.2255859375,-0.01466550212353468,0.0019416738896325114,4300
834,1060,1.91334846,1071.0,432,884736,0.0003,0.3333982229232788,0.1912778615951538,0.5040579088032245,0.005867411647341214,0.03255307,0.2,0.2697265625,0.040695492178201675,0.0017874156181278522,4310
836,1060,1.9157748899999998,1071.0,433,886784,0.0003,0.28544509410858154,0.19071775674819946,0.5024722598493099,0.0017387479194439948,0.025478903,0.2,0.21689453125,-0.001793952309526503,0.0018743636124781914,4320
837,1060,1.9184986000000002,1071.0,434,888832,0.0003,0.24553132057189941,0.1905878782272339,0.5015661150217057,-0.0017752566258423031,0.020771518,0.2,0.228564453125,-0.01472746767103672,0.0016204178289626725,4330
839,1060,1.9206266500000004,1071.0,435,890880,0.0003,0.30097007751464844,0.19086919724941254,0.5023410450667143,0.004809384779946413,0.017379366,0.2,0.2484375,0.01987089402973652,0.0016882670663108002,4340
841,1061,1.92012652,1071.0,436,892928,0.0003,0.32096272706985474,0.18888241052627563,0.5141071502119303,-0.0007607886524056085,0.03348113,0.2,0.2552734375,-0.024176469072699547,0.0019905431370716544,4350
843,1061,1.9103894,1071.0,437,894976,0.0003,0.3116570711135864,0.18723826110363007,0.5313177650794387,-0.00011602880840655416,0.031172618,0.2,0.284033203125,-0.00946134328842163,0.0018942050333862425,4360
845,1061,1.90497779,1071.0,438,897024,0.0003,0.3051561713218689,0.18455304205417633,0.5521420383825898,-0.0003013312874827534,0.022514004,0.2,0.2431640625,-0.0071477508172392845,0.001812186804090743,4370
846,1061,1.89890718,1071.0,439,899072,0.0003,0.2914118766784668,0.18410857021808624,0.5632094163447618,-0.004209847685706336,0.021234624,0.2,0.230908203125,-0.007092527113854885,0.0019710875163582386,4380
849,1061,1.8963619300000003,1071.0,440,901120,0.0003,0.3180828094482422,0.1856708824634552,0.5553330333903432,-0.0025846799340797587,0.01686598,0.2,0.209033203125,0.006253816187381744,0.0019134195101287333,4390
851,1060,1.89227381,1071.0,441,903168,0.0003,0.294521689414978,0.18659904599189758,0.5421325214207172,0.0020937801411491817,0.030228263,0.2,0.248974609375,-0.0008226473582908511,0.001948618405913294,4400
853,1060,1.8897945200000001,1071.0,442,905216,0.0003,0.317058265209198,0.18667800724506378,0.5377286138013005,-0.0029839649578207172,0.037877567,0.2,0.231591796875,-0.010747791267931461,0.001933508373804216,4410
855,1060,1.8865910700000001,1071.0,443,907264,0.0003,0.29661667346954346,0.1859242022037506,0.5369609294459223,0.0014220699551515282,0.015657466,0.2,0.230126953125,-0.019798360764980316,0.001828877789193939,4420
857,1060,1.8828995800000001,1071.0,444,909312,0.0003,0.3114946484565735,0.18465560674667358,0.5535613149404526,0.001137719197140541,0.017138865,0.2,0.20458984375,-0.006702758371829987,0.0015662706709917984,4430
859,1060,1.8824701099999996,1071.0,445,911360,0.0003,0.2545454502105713,0.18542072176933289,0.5532290056347847,0.0005912254702707287,0.016985707,0.2,0.20859375,0.01440984383225441,0.0019312621971039334,4440
861,1060,1.8847657100000001,1071.0,446,913408,0.0003,0.2538592219352722,0.18530091643333435,0.5511365845799446,0.003755725271184929,0.017541656,0.2,0.23076171875,0.0019839773885905743,0.0016863111275597475,4450
862,1060,1.8843826899999998,1071.0,447,915456,0.0003,0.30533432960510254,0.18553969264030457,0.5493742564693094,-0.000581585307372734,0.025338873,0.2,0.250927734375,0.0033756084740161896,0.0020096846657907006,4460
864,1061,1.87975344,1071.0,448,917504,0.0003,0.32372283935546875,0.18550410866737366,0.5491064416244626,0.0008399030019063502,0.024375444,0.2,0.252197265625,-0.017282122746109962,0.0019435553380390048,4470
866,1060,1.87065253,1071.0,449,919552,0.0003,0.2973553538322449,0.18563464283943176,0.5489373233169317,0.00023712422698736192,0.024676885,0.2,0.21572265625,-0.004127142019569874,0.0018313724398467458,4480
869,1060,1.87430272,1071.0,450,921600,0.0003,0.3127838373184204,0.18724322319030762,0.5409517651423812,0.0032852142438059674,0.036399268,0.2,0.252880859375,0.0008757797186262906,0.002061523984411906,4490
871,1059,1.8735256100000002,1071.0,451,923648,0.0003,0.2679755687713623,0.18824687600135803,0.5266864836215973,0.0013655817492690403,0.023661688,0.2,0.230859375,-0.021041568368673325,0.0020827497864956968,4500
873,1059,1.86667511,1071.0,452,925696,0.0003,0.3190886378288269,0.1878952980041504,0.5224280927330256,0.0005650302755384473,0.026004616,0.2,0.222265625,-0.028497211635112762,0.0017930746929778253,4510
875,1060,1.85677685,1071.0,453,927744,0.0003,0.33912575244903564,0.18719837069511414,0.5288145614787936,-0.0009097277841647155,0.017318651,0.2,0.203515625,-0.004145860206335783,0.0018014283929005614,4520
876,1060,1.8673291300000003,1071.0,454,929792,0.0003,0.32318925857543945,0.1862735003232956,0.5384272040799261,0.0024964255426311865,0.018756732,0.2,0.2525390625,0.0287531279027462,0.0016977283861706383,4530
879,1059,1.85935142,1071.0,455,931840,0.0003,0.33320868015289307,0.18276244401931763,0.5596664529293776,-0.002215110687393462,0.019732006,0.2,0.249853515625,0.0031049263197928667,0.0016650615079925046,4540
880,1060,1.85606534,1071.0,456,933888,0.0003,0.34976500272750854,0.18207025527954102,0.5808360194787383,-0.004379661368147936,0.020055126,0.2,0.238916015625,-0.02574239671230316,0.0019099310122328462,4550
883,1059,1.8598132600000001,1071.0,457,935936,0.0003,0.24743342399597168,0.181109219789505,0.5886307820677757,0.002042135945521295,0.028954607,0.2,0.2453125,0.025254281237721443,0.0015337967377490713,4560
885,1059,1.8546967300000003,1071.0,458,937984,0.0003,0.3656232953071594,0.179653137922287,0.6028616305440664,0.004255515881231986,0.023104507,0.2,0.254248046875,0.05219549313187599,0.0017713083687340258,4570
886,1060,1.85265725,1071.0,459,940032,0.0003,0.3268987536430359,0.17930123209953308,0.6132722061127425,0.001595514704240486,0.022655137,0.2,0.223583984375,-0.0026809934061020613,0.0019386317073440296,4580
888,1060,1.8464421999999996,1071.0,460,942080,0.0003,0.20964515209197998,0.1777704805135727,0.6236695069819689,0.00011539166589500383,0.029666068,0.2,0.2544921875,-0.004073441028594971,0.0018966737812661449,4590
890,1060,1.8459614399999997,1071.0,461,944128,0.0003,0.29872310161590576,0.17637629806995392,0.6392678881064058,-0.0018912996143626514,0.027584815,0.2,0.248486328125,0.0280702356249094,0.001806247616877954,4600
892,1060,1.8376831900000001,1071.0,462,946176,0.0003,0.3341791033744812,0.17421111464500427,0.6605136467143893,-0.0012792122492101044,0.028239504,0.2,0.266015625,0.026894791051745415,0.001981007308859262,4610
893,1060,1.8214773200000003,1071.0,463,948224,0.0003,0.3418501615524292,0.17755167186260223,0.6462830912321806,0.00366029010474449,0.020222994,0.2,0.240380859375,0.013932731933891773,0.001657460879505379,4620
895,1060,1.81987637,1071.0,464,950272,0.0003,0.33568274974823,0.1750394105911255,0.6467876000329852,0.0007263337611220777,0.027486665,0.2,0.28095703125,0.0018190783448517323,0.0017168923066492425,4630
897,1061,1.8148446099999997,1071.0,465,952320,0.0003,0.28476643562316895,0.17443232238292694,0.6607506917789578,-0.0025079149316297846,0.023019675,0.2,0.258056640625,0.016701413318514824,0.0018347533221458434,4640
899,1061,1.8035148000000003,1071.0,466,954368,0.0003,0.3234418034553528,0.17306625843048096,0.6734229119494557,0.0018056520726531743,0.027176812,0.2,0.2611328125,-0.014125481247901917,0.0018449554687322233,4650
901,1061,1.8007976900000002,1071.0,467,956416,0.0003,0.3385622501373291,0.17177176475524902,0.6857173563912511,0.0009660192852606996,0.02675967,0.2,0.25458984375,-0.00534049142152071,0.0015572570731819725,4660
902,1061,1.7974845600000002,1071.0,468,958464,0.0003,0.22022294998168945,0.17032893002033234,0.7002995124086737,-0.002050363713351544,0.02583722,0.2,0.279931640625,-0.0031859891023486853,0.0016769398465839914,4670
904,1061,1.7892969999999997,1071.0,469,960512,0.0003,0.302406370639801,0.17008233070373535,0.7090921483933925,0.0007779466657666489,0.02676142,0.2,0.257763671875,-0.027795717120170593,0.001601630144068622,4680
906,1061,1.7841238899999996,1071.0,470,962560,0.0003,0.30098748207092285,0.16671115159988403,0.7328674113377929,0.0003012479981407523,0.033403967,0.2,0.26796875,0.036132775247097015,0.0016900391954550286,4690
908,1062,1.78389269,1071.0,471,964608,0.0003,0.2886784076690674,0.16585522890090942,0.7580107059329748,0.0002119357552146539,0.034480914,0.2,0.250634765625,-0.0014968219911679626,0.0017554023972479627,4700
909,1062,1.7747977599999998,1071.0,472,966656,0.0003,0.2868627905845642,0.16507065296173096,0.7663670476526022,0.0011610445246333257,0.021196274,0.2,0.261962890625,0.017555005848407745,0.0018422613069560612,4710
911,1062,1.76829235,1071.0,473,968704,0.0003,0.31571537256240845,0.16568240523338318,0.7665685733780265,0.0011450044708908535,0.021706961,0.2,0.254296875,0.0149826155975461,0.001693247232651629,4720
913,1062,1.76672845,1071.0,474,970752,0.0003,0.3219717741012573,0.16473956406116486,0.7707973483949899,0.008484804297040682,0.028990824,0.2,0.275341796875,0.00617779279127717,0.0019679328846905265,4730
915,1062,1.7677312900000002,1071.0,475,972800,0.0003,0.30603688955307007,0.16390931606292725,0.7850912343710661,-0.0005322169919963927,0.029379468,0.2,0.2591796875,-0.02874048799276352,0.0017481379562013899,4740
917,1062,1.76093539,1071.0,476,974848,0.0003,0.3145185708999634,0.16442282497882843,0.7845590371638537,0.0013308504392625764,0.025066651,0.2,0.249169921875,-0.03906077891588211,0.001918488986120792,4750
918,1063,1.7532789400000002,1071.0,477,976896,0.0003,0.2994338870048523,0.1658523827791214,0.7707672277465463,0.0013739388828980736,0.017445976,0.2,0.21337890625,-0.00849148165434599,0.0017454905431804947,4760
921,1062,1.7506644400000002,1071.0,478,978944,0.0003,0.27070486545562744,0.16491441428661346,0.7698996759951114,0.0035714987170649692,0.030190304,0.2,0.262353515625,-0.02548333629965782,0.0017500259469670708,4770
922,1062,1.7446825900000003,1071.0,479,980992,0.0003,0.2919462323188782,0.16632837057113647,0.7659689497202635,0.003003425769566093,0.03151175,0.2,0.288232421875,0.050763390958309174,0.0018702901872529765,4780
925,1062,1.7410829799999998,1071.0,480,983040,0.0003,0.1931179165840149,0.16679611802101135,0.7546786408871412,0.0037768820009659978,0.017259728,0.2,0.237939453125,-0.006372832227498293,0.0015482091059311643,4790
927,1062,1.7340549299999999,1071.0,481,985088,0.0003,0.3335333466529846,0.1654427945613861,0.760639838501811,7.496842881664634e-05,0.02659288,0.2,0.260009765625,-0.01006336696445942,0.0016884821778148762,4800
928,1062,1.7384762700000003,1071.0,482,987136,0.0003,0.30330419540405273,0.1637258529663086,0.7758801307529211,-0.0009352111490443348,0.023627903,0.2,0.235498046875,0.01378269586712122,0.0017156216661533108,4810
930,1062,1.7344203100000002,1071.0,483,989184,0.0003,0.2961350083351135,0.1633554995059967,0.7908526502549649,0.004452204603876453,0.0346435,0.2,0.267431640625,-0.012132376432418823,0.0017286962416619644,4820
932,1063,1.7331574900000002,1071.0,484,991232,0.0003,0.3109623193740845,0.16245800256729126,0.7968280151486397,5.752277502324432e-05,0.025302941,0.2,0.240380859375,-0.045649588108062744,0.0015872415480771452,4830
934,1062,1.72379677,1071.0,485,993280,0.0003,0.3272539973258972,0.16234999895095825,0.8028027389198542,0.00020324182987678795,0.016265836,0.2,0.2490234375,-0.026267552748322487,0.0016293404247335274,4840
936,1062,1.71932695,1071.0,486,995328,0.0003,0.33149075508117676,0.1620267629623413,0.8048120621591807,-0.0003276418836321682,0.029148169,0.2,0.252392578125,0.004110891371965408,0.0015801720795934671,4850
938,1063,1.7196302,1071.0,487,997376,0.0003,0.2923046946525574,0.16146351397037506,0.8065101023763418,-0.0003847292246064171,0.018650785,0.2,0.244873046875,-0.02232488989830017,0.0018137642931833398,4860
940,1063,1.72110392,1071.0,488,999424,0.0003,0.3043537139892578,0.16083388030529022,0.8168573748320341,0.003395572869339958,0.02396455,0.2,0.234619140625,0.06354006379842758,0.001747908337165427,4870
941,1063,1.72732107,1071.0,489,1001472,0.0003,0.306063711643219,0.16200847923755646,0.812762201577425,0.006177419918822124,0.029420173,0.2,0.2654296875,-0.012750520370900631,0.0018473797994374764,4880
943,1063,1.7252712,1071.0,490,1003520,0.0003,0.312345027923584,0.16437393426895142,0.7897640556097031,-6.51540030958131e-06,0.0213244,0.2,0.241748046875,0.03020407259464264,0.0019043787011469248,4890
945,1063,1.7243189800000003,1071.0,491,1005568,0.0003,0.261005163192749,0.16477738320827484,0.7728002607822418,0.0030508028794429265,0.02370951,0.2,0.245556640625,0.01604735292494297,0.0014736602757693617,4900
947,1063,1.7231919,1071.0,492,1007616,0.0003,0.35123956203460693,0.1649114340543747,0.7681689752265811,0.0049770665478718005,0.024326794,0.2,0.2615234375,-0.0035817506723105907,0.0016093514777821838,4910
948,1063,1.72775849,1071.0,493,1009664,0.0003,0.3058563470840454,0.1654885709285736,0.7673392517492175,0.0006371372648573015,0.027949682,0.2,0.240283203125,-0.014659344218671322,0.0017501409909527865,4920
950,1064,1.7269085899999999,1071.0,494,1011712,0.0003,0.3061370253562927,0.16406027972698212,0.7707058755680919,-0.0028377314883982763,0.021749083,0.2,0.2220703125,-0.02845093049108982,0.0016978894682324608,4930
952,1064,1.7279841299999998,1071.0,495,1013760,0.0003,0.3138033151626587,0.1640128195285797,0.7787560099735856,0.0015252629746100865,0.02184517,0.2,0.258740234375,-0.025016160681843758,0.001686966906527232,4940
954,1064,1.73612513,1071.0,496,1015808,0.0003,0.30433785915374756,0.16412127017974854,0.7791643146425485,0.0007515087199863046,0.030969238,0.2,0.24677734375,-0.04890893027186394,0.0017294418350502383,4950
956,1064,1.7464150199999997,1071.0,497,1017856,0.0003,0.30112576484680176,0.16514170169830322,0.7701869033277035,0.001290358706319239,0.019430041,0.2,0.243505859375,-0.022349700331687927,0.0016819346443298854,4960
957,1064,1.74642582,1071.0,498,1019904,0.0003,0.2969479560852051,0.16684582829475403,0.7551732353866101,0.00039457964012399314,0.024278525,0.2,0.2681640625,-0.004233622457832098,0.0016005777919417597,4970
959,1064,1.7482482799999999,1071.0,499,1021952,0.0003,0.2564975619316101,0.1687183678150177,0.7336659304797649,0.0002896235717344098,0.036201626,0.2,0.247314453125,-0.028822019696235657,0.0019450291751127225,4980
961,1065,1.7548586599999996,1071.0,500,1024000,0.0003,0.33085542917251587,0.16629283130168915,0.7398448783904314,-0.00047928380299708804,0.02605322,0.2,0.240625,0.008417616598308086,0.0017111347058744286,4990
963,1065,1.76325385,1071.0,501,1026048,0.0003,0.3047140836715698,0.16707313060760498,0.7481693185865879,0.003083662945209653,0.034320362,0.2,0.29326171875,-0.012149187736213207,0.0015388302714200107,5000
965,1065,1.7556556399999999,1071.0,502,1028096,0.0003,0.17317289113998413,0.1668299436569214,0.7433866491541267,-0.003531675870908657,0.023671696,0.2,0.266357421875,0.018785489723086357,0.00163576390423259,5010
966,1065,1.75121799,1071.0,503,1030144,0.0003,0.22040867805480957,0.16737350821495056,0.7398100558668375,-0.0005693059676559642,0.024887176,0.2,0.235693359375,0.015910519286990166,0.0015128780720260692,5020
968,1065,1.7557715499999997,1071.0,504,1032192,0.0003,0.10437357425689697,0.16639210283756256,0.7430755717679858,-0.0013295097218360753,0.023311207,0.2,0.242578125,0.0031938417814671993,0.0016054262134275632,5030
970,1065,1.76074376,1071.0,505,1034240,0.0003,0.25645411014556885,0.1679319143295288,0.7386211648583412,-0.0008142158214468509,0.019482931,0.2,0.249951171875,-0.038731593638658524,0.0015825589629457682,5040
972,1065,1.76471697,1071.0,506,1036288,0.0003,0.31633245944976807,0.16654929518699646,0.7409116955474019,0.0061582467780681325,0.018143512,0.2,0.262060546875,-0.005623213946819305,0.00175329552457697,5050
974,1064,1.7628028200000003,1071.0,507,1038336,0.0003,0.32483071088790894,0.16487067937850952,0.7590292917564512,-0.0004908149960101583,0.023424156,0.2,0.233837890625,0.035743504762649536,0.0017422078592062463,5060
977,1064,1.76261461,1071.0,508,1040384,0.0003,0.3344919681549072,0.16479457914829254,0.7680359169840812,0.0013490514815202915,0.021683052,0.2,0.242822265625,0.02341245487332344,0.0020269695760362083,5070
979,1064,1.7585147299999997,1071.0,509,1042432,0.0003,0.3384386897087097,0.16301152110099792,0.7793074944987893,0.0012495772025431506,0.020329326,0.2,0.247705078125,-0.025407543405890465,0.001782855410965567,5080
981,1064,1.75303079,1071.0,510,1044480,0.0003,0.33940064907073975,0.16486820578575134,0.7805821908637881,-0.001035195439180825,0.03254991,0.2,0.286474609375,-0.022032633423805237,0.0020452350448977087,5090
983,1064,1.7551468399999999,1071.0,511,1046528,0.0003,0.34466952085494995,0.16394732892513275,0.7745289292186499,0.0044834142579929905,0.028693322,0.2,0.253369140625,0.002286730334162712,0.001837633113245829,5100
985,1064,1.76088265,1071.0,512,1048576,0.0003,0.3205850124359131,0.16311931610107422,0.7850116550922394,0.0008093910219031386,0.020856742,0.2,0.265625,0.00037463067565113306,0.0017878262533486122,5110
987,1064,1.76130584,1071.0,513,1050624,0.0003,0.35580992698669434,0.16359981894493103,0.7881828863173723,-6.57128490274772e-05,0.020426802,0.2,0.26796875,-0.02022545225918293,0.00180739770657965,5120
988,1064,1.76244499,1071.0,514,1052672,0.0003,0.24070072174072266,0.16067682206630707,0.8043701078742742,0.0002883648063289002,0.021834353,0.2,0.250634765625,-0.023529401049017906,0.0015864908125877264,5130
990,1064,1.7718698600000002,1071.0,515,1054720,0.0003,0.3270358443260193,0.16059371829032898,0.8198342291638255,-0.0015658079675631598,0.021893622,0.2,0.25166015625,0.01724029704928398,0.001736844145852956,5140
992,1064,1.77504771,1071.0,516,1056768,0.0003,0.31450432538986206,0.15909357368946075,0.8313327141106128,0.00290398590877885,0.022096284,0.2,0.243896484375,-0.0021820147521793842,0.0019495032516715582,5150
994,1064,1.77927448,1071.0,517,1058816,0.0003,0.32803481817245483,0.15798139572143555,0.8473953295499086,0.004098666729260003,0.025570078,0.2,0.25126953125,0.0284029059112072,0.0016072566468210425,5160
996,1064,1.78252119,1071.0,518,1060864,0.0003,0.3325003981590271,0.15850991010665894,0.8497983699664473,0.0004769287406816147,0.02451513,0.2,0.237353515625,-0.016991514712572098,0.0017083382757846267,5170
998,1064,1.7851576800000002,1071.0,519,1062912,0.0003,0.348934531211853,0.15672186017036438,0.8564831804484129,0.0037799913552589715,0.024178235,0.2,0.271826171875,0.01267569325864315,0.001835066198327695,5180
1000,1064,1.78636587,1071.0,520,1064960,0.0003,0.3430249094963074,0.15541872382164001,0.8790706545114517,0.00466656189673813,0.027748093,0.2,0.263671875,-0.016213146969676018,0.00196330725630105,5190
1002,1064,1.79434813,1071.0,521,1067008,0.0003,0.3441252112388611,0.15578174591064453,0.8858295729383826,-0.001804028364858823,0.039602123,0.2,0.27529296875,-0.023559950292110443,0.0019203969126465382,5200
1004,1064,1.80554166,1071.0,522,1069056,0.0003,0.34755849838256836,0.15633156895637512,0.8792006518691778,0.0017295335666858592,0.02823267,0.2,0.274853515625,0.012223439291119576,0.0017514978568215155,5210
1006,1063,1.8143289999999999,1071.0,523,1071104,0.0003,0.33200520277023315,0.15690667927265167,0.8722155900672078,0.0031038815766805785,0.02474806,0.2,0.23408203125,-0.0005524288862943649,0.0019629163234640146,5220
1009,1063,1.81611401,1071.0,524,1073152,0.0003,0.3183305859565735,0.1575969159603119,0.8642695590853691,-0.00015710167645011097,0.031782433,0.2,0.265576171875,-0.03417651355266571,0.001762691023395746,5230
1011,1063,1.81825578,1071.0,525,1075200,0.0003,0.1941930055618286,0.15831486880779266,0.8531544616445899,7.511542535212356e-05,0.03167907,0.2,0.267822265625,0.03817696496844292,0.0014507449557640939,5240
1013,1063,1.827008,1071.0,526,1077248,0.0003,0.33639639616012573,0.15859133005142212,0.844656583480537,0.0026524584071012216,0.03403993,0.2,0.25185546875,-0.02422727644443512,0.0017518449238195899,5250
1015,1062,1.8329656,1071.0,527,1079296,0.0003,0.3497356176376343,0.15885132551193237,0.843042154610157,-0.0003865478385705501,0.027713906,0.2,0.2595703125,0.035720519721508026,0.001749038355774246,5260
1017,1062,1.8351343699999998,1071.0,528,1081344,0.0003,0.36042094230651855,0.15891897678375244,0.8416128642857075,0.006068357330514118,0.028627707,0.2,0.285498046875,0.053613293915987015,0.0019146107533742907,5270
