time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/entropy_loss,train/loss,train/std,train/n_updates,train/clip_fraction,train/explained_variance,train/value_loss,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean
1169,8192,1,7,,,,,,,,,,,,,
1070,16384,2,15,-0.003447954761941219,0.2,0.004432611,-2.844134019874036,-0.006081462372094393,1.0059967041015625,10,0.0463134765625,-62.50245666503906,0.012770597344933776,0.0003,,
1041,24576,3,23,-0.0031978338451153832,0.2,0.0058483607,-2.837856870703399,0.005159540567547083,0.9958648681640625,20,0.0554931640625,-5.349076271057129,0.0020086027062006908,0.0003,-0.1480495,4989.0
1028,32768,4,31,-0.0032596409404504812,0.2,0.00657117,-2.8235212791711093,0.010500038042664528,0.9900528788566589,30,0.05987548828125,-1.2047045230865479,0.0019044727172513377,0.0003,-0.1480495,4989.0
1019,40960,5,40,-0.0030707989819347857,0.2,0.009424886,-2.8183351991698147,-0.0050860075280070305,0.9903208613395691,40,0.08131103515625,-0.7468048334121704,0.0011888819417436025,0.0003,-0.08389224999999997,4989.0
1013,49152,6,48,-0.0018547118932474404,0.2,0.0070288475,-2.8225859778001903,0.010571751743555069,0.9922074675559998,50,0.07139892578125,-0.49468910694122314,0.0010715279461692262,0.0003,-0.08389224999999997,4989.0
1009,57344,7,56,-0.0009244331486115698,0.2,0.0077455104,-2.8118741417303683,0.02013394422829151,0.9848750233650208,60,0.08548583984375,-0.28692877292633057,0.0010922325014007584,0.0003,-0.08389224999999997,4989.0
1006,65536,8,65,-0.002201428302942077,0.2,0.00911364,-2.7991862684488296,-0.0070199184119701385,0.9798575639724731,70,0.08406982421875,-0.23794794082641602,0.000709154952278368,0.0003,0.11133625000000001,4989.0
1004,73728,9,73,-0.0010615948616759852,0.2,0.007462926,-2.7981698812916873,-0.020888039842247963,0.9794262647628784,80,0.0767333984375,-0.11748301982879639,0.0011136983459437034,0.0003,0.11133625000000001,4989.0
1001,81920,10,81,-5.721005800296553e-06,0.2,0.0083527025,-2.8021734351292253,0.002368329558521509,0.9864054918289185,90,0.08634033203125,-0.1303032636642456,0.0007292955981711202,0.0003,0.08488999999999998,4989.0
1000,90112,11,90,0.0003541935162502341,0.2,0.011224395,-2.8041011432185767,-0.01571735180914402,0.9836286306381226,100,0.12264404296875,-0.07446205615997314,0.0008856749656843022,0.0003,0.08488999999999998,4989.0
998,98304,12,98,-0.0019375959564058576,0.2,0.010184081,-2.7845593398436903,0.015742987394332886,0.9705773591995239,110,0.1010009765625,-0.05531632900238037,0.0011141741901610658,0.0003,0.08488999999999998,4989.0
997,106496,13,106,0.0003179975879902486,0.2,0.01021921,-2.769565316848457,-0.021938655525445938,0.9687612056732178,120,0.112451171875,-0.05017352104187012,0.0006719457632016201,0.0003,0.08789754999999999,4989.0
996,114688,14,115,-0.002311690371061559,0.2,0.008854863,-2.7719487046822904,0.018845662474632263,0.9646942019462585,130,0.10064697265625,-0.04528486728668213,0.0009157598516594589,0.0003,0.08789754999999999,4989.0
996,122880,15,123,-0.0004765606954606483,0.2,0.009268416,-2.753425976075232,0.0012201895006000996,0.9578543901443481,140,0.09300537109375,-0.0686715841293335,0.000536817246438659,0.0003,0.12464058333333333,4989.0
995,131072,16,131,-0.0008165249062585644,0.2,0.007229414,-2.7473663045093417,0.008595678023993969,0.9545977115631104,150,0.08380126953125,-0.012404203414916992,0.001014818801331785,0.0003,0.12464058333333333,4989.0
994,139264,17,139,-0.00033344054827466607,0.2,0.009157883,-2.7311357183381917,-0.011501210741698742,0.9441258907318115,160,0.0888671875,-0.025232553482055664,0.0008682783588028542,0.0003,0.12464058333333333,4989.0
994,147456,18,148,-0.0020390936901094393,0.2,0.009062855,-2.7268819246441125,0.008804874494671822,0.9502401351928711,170,0.08819580078125,-0.01650238037109375,0.0007043649217848725,0.0003,0.049206428571428575,4989.0
994,155648,19,156,-0.0012866594257502583,0.2,0.008880275,-2.7406305242329836,0.0028823213651776314,0.9528415203094482,180,0.082861328125,-0.007262229919433594,0.0010991200892931374,0.0003,0.049206428571428575,4989.0
993,163840,20,164,-0.0005806185698020272,0.2,0.006832636,-2.7310354128479957,-0.012635485269129276,0.9443869590759277,190,0.07750244140625,-0.015153050422668457,0.0005133776674028923,0.0003,0.006926093749999987,4989.0
993,172032,21,173,-0.0014585866600100416,0.2,0.007871229,-2.705178685672581,0.007349520921707153,0.9297544956207275,200,0.08236083984375,-0.020968914031982422,0.0010574294815796747,0.0003,0.006926093749999987,4989.0
993,180224,22,181,0.0004223514042678289,0.2,0.008607464,-2.6802487881854176,0.0015994751593098044,0.9218792915344238,210,0.08887939453125,-0.013996243476867676,0.0008200867791401834,0.0003,0.005768055555555542,4989.0
992,188416,23,189,-0.0027233470558712725,0.2,0.009147324,-2.6686833119019866,0.018228821456432343,0.9170405268669128,220,0.1077392578125,-0.0234832763671875,0.0007072812913179405,0.0003,0.005768055555555542,4989.0
992,196608,24,198,-0.000910138625476975,0.2,0.00746849,-2.6604869581758974,0.01542755402624607,0.91536545753479,230,0.09124755859375,-0.009159445762634277,0.001016505373718246,0.0003,0.005768055555555542,4989.0
992,204800,25,206,-0.0006039100149791921,0.2,0.008086706,-2.6607758654281497,-0.0013619710225611925,0.9156180620193481,240,0.09112548828125,-0.012396693229675293,0.000627924750551756,0.0003,-0.03045405000000001,4989.0
992,212992,26,214,-0.0010720976963057183,0.2,0.010066425,-2.652548603527248,-0.02603236213326454,0.9082848429679871,250,0.11015625,-0.009219050407409668,0.0009608436847429403,0.0003,-0.03045405000000001,4989.0
992,221184,27,222,-0.0005225365544902161,0.2,0.009430354,-2.6541282327845694,0.010662698186933994,0.9140410423278809,260,0.093798828125,-0.004191398620605469,0.000781846604832026,0.0003,-0.002939068181818189,4989.0
