time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/n_updates,train/value_loss,train/explained_variance,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/learning_rate,train/std,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
5752832,658,8735,2809,28080,2.7076006300747393,-0.08172988891601562,0.052420095,0.323095703125,0.2,4.789554759860039,0.020718394499272107,0.0003,0.02238459885120392,1.0043975114822388,9989.0,-1867.28519756
5754880,658,8737,2810,28090,2.1419378919526935,-0.18023383617401123,0.12917043,0.34599609375,0.2,4.79211309403181,0.009123177888977808,0.0003,0.022414300590753555,0.5153891444206238,9989.0,-1902.56700289
5756928,658,8740,2811,28100,55.45089656114578,0.001764833927154541,0.058409907,0.348486328125,0.2,4.778532814979553,0.02076336288882885,0.0003,0.022737126797437668,27.44953155517578,9989.0,-1902.56700289
5758976,658,8743,2812,28110,6.155970861017704,-0.0002913475036621094,0.034759566,0.28642578125,0.2,4.757594327628612,0.012502682179911063,0.0003,0.022865623235702515,2.5791549682617188,9989.0,-1902.56700289
5761024,658,8746,2813,28120,0.953292321972549,-0.13947701454162598,0.052739225,0.284375,0.2,4.763329280912876,0.011537502729333937,0.0003,0.022730110213160515,0.3687213361263275,9989.0,-1902.56700289
5763072,658,8749,2814,28130,2.6965769331902267,0.015590786933898926,0.042840127,0.304833984375,0.2,4.7822566568851474,0.013331320376892108,0.0003,0.022384410724043846,0.9621131420135498,9989.0,-1902.56700289
5765120,658,8752,2815,28140,1.6688883366063236,-0.24391090869903564,0.13764536,0.355126953125,0.2,4.792211136221885,0.010934892509249039,0.0003,0.022466912865638733,0.3631896674633026,9989.0,-1956.5409271600001
5767168,658,8755,2816,28150,58.160063529014586,0.007767200469970703,0.031409353,0.285400390625,0.2,4.7938381597399715,0.010285697848303244,0.0003,0.022472787648439407,27.75035858154297,9989.0,-1956.5409271600001
5769216,658,8758,2817,28160,5.690513801574707,-5.602836608886719e-06,0.049520697,0.29541015625,0.2,4.794916115701199,0.014877485946635715,0.0003,0.022427741438150406,2.918501615524292,9989.0,-1956.5409271600001
5771264,658,8760,2818,28170,1.2074440718628465,-0.21474504470825195,0.103721425,0.29013671875,0.2,4.800397826731205,0.006353934027720243,0.0003,0.022352661937475204,0.29705843329429626,9989.0,-1956.5409271600001
5773312,658,8763,2819,28180,2.1742764921858906,-0.008344769477844238,0.09774709,0.34892578125,0.2,4.8133171677589415,0.022224298925721087,0.0003,0.022227343171834946,0.7606977224349976,9989.0,-1956.5409271600001
5775360,658,8766,2820,28190,1.5814144702628254,-0.2874237298965454,0.10596097,0.3423828125,0.2,4.812250551581383,0.017714849566982594,0.0003,0.022249702364206314,0.6248355507850647,9989.0,-2006.6431423000001
5777408,658,8769,2821,28200,34.979977345466615,0.008237659931182861,0.03585124,0.282373046875,0.2,4.821349273622036,0.011562299636716488,0.0003,0.02209080569446087,10.856552124023438,9989.0,-2006.6431423000001
