Step,StepGlobal,Balance,Action,Position,Reward,TotalReward,Done,Wins,Losses,TotalTrades,TimeLimit.truncated,Truncated
999,999,7312.120000000005,0.30655184,1,0.0,-0.2880612814076768,True,78,81,159,"{'r': -0.288061, 'l': 989, 't': 4.793151}",False
999,1988,7486.420000000001,0.20236674,1,0.0,-0.26589036158381374,True,83,85,168,"{'r': -0.26589, 'l': 989, 't': 8.967995}",False
999,2977,9664.65999999999,0.32050815,2,0.0,-0.009003247697765037,True,81,87,168,"{'r': -0.009003, 'l': 989, 't': 16.271207}",False
999,3966,8225.889999999994,0.42365578,1,0.0,-0.16286981264374953,True,72,84,156,"{'r': -0.16287, 'l': 989, 't': 20.408052}",False
999,4955,12407.350000000015,-0.41922158,1,0.0,0.24255543325515327,True,100,72,172,"{'r': 0.242555, 'l': 989, 't': 27.642921}",False
999,5944,8433.310000000007,1.0,1,0.0,-0.1450700078063066,True,91,71,162,"{'r': -0.14507, 'l': 989, 't': 31.770074}",False
999,6933,8877.749999999995,0.08367292,0,0.0,-0.09240580286060394,True,72,93,165,"{'r': -0.092406, 'l': 989, 't': 39.184888}",False
999,7922,11668.540000000015,0.5343908,2,0.0,0.18185557854504,True,92,80,172,"{'r': 0.181856, 'l': 989, 't': 43.440581}",False
999,8911,10020.349999999997,1.0,2,0.0,0.02931609906516073,True,89,78,167,"{'r': 0.029316, 'l': 989, 't': 50.579653}",False
999,9900,7190.549999999993,-0.5075729,2,0.0,-0.3061421862969648,True,82,92,174,"{'r': -0.306142, 'l': 989, 't': 54.744427}",False
999,10889,9608.799999999996,-1.0,2,0.0,-0.011727263788780612,True,83,88,171,"{'r': -0.011727, 'l': 989, 't': 62.077682}",False
999,11878,14566.33999999999,-1.0,2,0.0,0.4038858605059907,True,96,70,166,"{'r': 0.403886, 'l': 989, 't': 66.39337}",False
999,12867,7279.610000000007,-1.0,2,0.0,-0.289951091527067,True,73,89,162,"{'r': -0.289951, 'l': 989, 't': 73.903158}",False
999,13856,9652.490000000007,0.7916896,0,-0.015674777181782854,-0.008462446269155875,True,86,85,171,"{'r': -0.008462, 'l': 989, 't': 78.197701}",False
999,14845,11431.140000000003,-0.6505973,2,0.0,0.16445011511110602,True,76,85,161,"{'r': 0.16445, 'l': 989, 't': 85.434218}",False
999,15834,14993.679999999995,0.47963446,1,0.0,0.4305827307750155,True,100,72,172,"{'r': 0.430583, 'l': 989, 't': 89.719207}",False
999,16823,9230.719999999996,-0.7124783,1,0.0,-0.051647440564461654,True,82,87,169,"{'r': -0.051647, 'l': 989, 't': 97.181718}",False
999,17812,12236.379999999997,-1.0,2,0.0,0.2264691025360254,True,87,85,172,"{'r': 0.226469, 'l': 989, 't': 101.429945}",False
999,18801,10918.150000000009,-1.0,0,0.011679839882877211,0.11379935640300812,True,81,85,166,"{'r': 0.113799, 'l': 989, 't': 108.897445}",False
999,19790,8738.96,-0.35406065,2,0.0,-0.11279516953254645,True,83,86,169,"{'r': -0.112795, 'l': 989, 't': 113.14401}",False
999,20779,13192.499999999998,-1.0,1,0.0,0.30720107013501574,True,86,78,164,"{'r': 0.307201, 'l': 989, 't': 120.175723}",False
999,21768,12127.520000000002,-1.0,2,0.0,0.22839681340571127,True,82,80,162,"{'r': 0.228397, 'l': 989, 't': 124.312273}",False
999,22757,11840.479999999994,-0.5953128,2,0.0,0.1915807106611935,True,80,95,175,"{'r': 0.191581, 'l': 989, 't': 131.370826}",False
999,23746,7206.120000000005,-1.0,2,0.0,-0.29853206484331485,True,69,93,162,"{'r': -0.298532, 'l': 989, 't': 135.502239}",False
999,24735,12026.209999999986,0.37016112,2,0.0,0.21159201621034276,True,92,77,169,"{'r': 0.211592, 'l': 989, 't': 142.569419}",False
999,25724,14121.110000000006,1.0,0,0.027747735420884916,0.3777127282523128,True,78,78,156,"{'r': 0.377713, 'l': 989, 't': 146.714323}",False
999,26713,10919.929999999995,1.0,2,0.0,0.11312396788675776,True,87,79,166,"{'r': 0.113124, 'l': 989, 't': 153.780766}",False
999,27702,14675.829999999993,-1.0,2,0.0,0.4156347788073105,True,77,76,153,"{'r': 0.415635, 'l': 989, 't': 157.911147}",False
999,28691,13153.940000000006,-0.5865724,2,0.0,0.29792858751926,True,82,70,152,"{'r': 0.297929, 'l': 989, 't': 165.046774}",False
999,29680,14444.870000000004,-1.0,2,0.0,0.395228396701876,True,84,73,157,"{'r': 0.395228, 'l': 989, 't': 169.14973}",False
999,30669,11536.75,0.3560474,0,0.0,0.17346262040257526,True,82,71,153,"{'r': 0.173463, 'l': 989, 't': 173.295191}",False
999,31658,19724.70999999999,0.5626105,1,0.0,0.7171672486525872,True,82,64,146,"{'r': 0.717167, 'l': 989, 't': 180.334864}",False
999,32647,14455.010000000006,-0.6003683,2,0.0,0.39721454805267303,True,90,74,164,"{'r': 0.397215, 'l': 989, 't': 184.469056}",False
999,33636,15376.560000000003,0.7484452,2,0.0,0.4594743414454734,True,83,67,150,"{'r': 0.459474, 'l': 989, 't': 191.567114}",False
