time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/loss,train/n_updates,train/clip_range,train/clip_fraction,train/explained_variance,train/approx_kl,train/std,train/learning_rate,train/entropy_loss,train/value_loss,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean
645,3,2048,1,,,,,,,,,,,,,
609,6,4096,2,-0.010800673626363277,10,0.2,0.035693359375,-28.25598907470703,0.00438062,1.0038495063781738,0.0003,-2.839179293811321,0.03397597859293455,-0.005867083353223279,,
613,10,6144,3,-0.006941025611013174,20,0.2,0.05166015625,-11.258602142333984,0.0078680925,1.0092240571975708,0.0003,-2.8520332485437394,0.006816992523818044,-0.009462637742399239,,
615,13,8192,4,0.028648989275097847,30,0.2,0.04013671875,-6.397270202636719,0.0053443504,1.0155704021453857,0.0003,-2.8654127910733225,0.004414538063065266,-0.005611330643296242,,
615,16,10240,5,-0.0007018833421170712,40,0.2,0.078271484375,-6.8871307373046875,0.008394321,1.0127555131912231,0.0003,-2.865846238285303,0.004792288062162697,-0.009236787972622552,8323.0,0.365517
616,19,12288,6,-0.023965610191226006,50,0.2,0.05693359375,-1.011399507522583,0.005919935,1.0050296783447266,0.0003,-2.8545455329120157,0.003222484444268048,-0.004233769809070509,8323.0,0.365517
618,23,14336,7,-0.003177264705300331,60,0.2,0.0849609375,-1.6041080951690674,0.00962874,0.9923304319381714,0.0003,-2.832879251241684,0.00184402192280686,-0.0034683441946981473,8323.0,0.365517
618,26,16384,8,6.757071241736412e-05,70,0.2,0.091064453125,-2.4326274394989014,0.010336998,0.997943103313446,0.0003,-2.8294446274638174,0.0021950477344944374,-0.005562856671167538,8323.0,0.365517
619,29,18432,9,0.012438393197953701,80,0.2,0.069873046875,-3.1044626235961914,0.0075297034,1.0000345706939697,0.0003,-2.8375718079507353,0.002455642063250707,-0.004045457154279575,8323.0,-0.14351550000000002
619,33,20480,10,0.013067672960460186,90,0.2,0.08505859375,-0.6021485328674316,0.009709928,0.9971729516983032,0.0003,-2.8359166346490383,0.002013126037127222,-0.007988490886054933,8323.0,-0.14351550000000002
619,36,22528,11,0.006964316125959158,100,0.2,0.107177734375,-0.7967272996902466,0.013823005,0.9945570826530457,0.0003,-2.829064501821995,0.0012991620115826662,-0.002803755216882564,8323.0,-0.14351550000000002
619,39,24576,12,0.0062634265050292015,110,0.2,0.10849609375,-1.1477482318878174,0.010567492,0.9957668781280518,0.0003,-2.8298844136297703,0.0012738486269881833,-0.0027591984457103536,8323.0,-0.14351550000000002
619,42,26624,13,-0.01209194865077734,120,0.2,0.1263671875,-1.0916078090667725,0.0112145,0.9916737079620361,0.0003,-2.823266738653183,0.001811871925565356,-0.009995886316755787,8323.0,-0.4691516666666667
619,46,28672,14,-0.015716053545475006,130,0.2,0.1193359375,-0.5209677219390869,0.0134441145,0.9944682121276855,0.0003,-2.8245128437876703,0.001320570743337157,-0.004159986239392311,8323.0,-0.4691516666666667
619,49,30720,15,0.0019174511544406414,140,0.2,0.088623046875,-0.4818260669708252,0.009949715,0.9989151954650879,0.0003,-2.831627497076988,0.0009542272784528905,-0.004269841549103148,8323.0,-0.4691516666666667
619,52,32768,16,-0.023438692092895508,150,0.2,0.1232421875,-0.7023005485534668,0.014504916,1.0017499923706055,0.0003,-2.8410059601068496,0.0011650862997157675,0.000516620627604425,8323.0,-0.4691516666666667
619,56,34816,17,-0.0059534176252782345,160,0.2,0.11025390625,-1.068002462387085,0.012577528,0.9943379163742065,0.0003,-2.8340292274951935,0.001187766745715635,-0.007659332428011112,8323.0,-0.5213712500000001
619,59,36864,18,-0.02721572481095791,170,0.2,0.136865234375,-0.29734838008880615,0.01281016,0.9838640093803406,0.0003,-2.8146331325173377,0.0012951640930623399,-0.0060701868816977365,8323.0,-0.5213712500000001
619,62,38912,19,0.006108987145125866,180,0.2,0.108935546875,-0.26079046726226807,0.011068418,0.9831184148788452,0.0003,-2.8035503804683684,0.0007545308723820199,-0.004251137920073233,8323.0,-0.5213712500000001
619,66,40960,20,-0.019536569714546204,190,0.2,0.079296875,-0.23543190956115723,0.008716978,0.9734431505203247,0.0003,-2.795593173801899,0.001318579897088057,-0.006311960556195118,8323.0,-0.5213712500000001
619,69,43008,21,-0.014725547283887863,200,0.2,0.100537109375,-0.6267563104629517,0.011331004,0.9742016792297363,0.0003,-2.788505631685257,0.0009920859423800722,-0.008410465349152218,8323.0,-0.14100420000000008
620,72,45056,22,-0.02401174046099186,210,0.2,0.10869140625,-0.32384634017944336,0.0102666095,0.9666556119918823,0.0003,-2.777052915096283,0.0009404369271578617,-0.004655871752765961,8323.0,-0.14100420000000008
620,75,47104,23,0.008771569468080997,220,0.2,0.113330078125,-0.17191612720489502,0.013924897,0.951198399066925,0.0003,-2.7567304134368897,0.0008170125097421987,-0.007111392726073973,8323.0,-0.14100420000000008
620,79,49152,24,-0.004896120168268681,230,0.2,0.12294921875,-0.16748046875,0.012382297,0.9402534365653992,0.0003,-2.726341413706541,0.0009883009405712074,-0.003989465805352666,8323.0,-0.14100420000000008
620,82,51200,25,-0.02664889022707939,240,0.2,0.102587890625,-0.45786309242248535,0.013112437,0.9372146129608154,0.0003,-2.712793865054846,0.0007889629805504228,-0.00239169679407496,8323.0,-0.06637433333333338
620,85,53248,26,-0.009355273097753525,250,0.2,0.16318359375,-0.11725354194641113,0.021853523,0.9254781007766724,0.0003,-2.6940974310040473,0.0015059993240356562,0.0036890928284265103,8323.0,-0.06637433333333338
620,89,55296,27,0.011935100890696049,260,0.2,0.111572265625,-0.1799929141998291,0.009767761,0.92087721824646,0.0003,-2.677945227175951,0.0007118537546375592,-0.0017600851831957697,8323.0,-0.06637433333333338
620,92,57344,28,-0.034922827035188675,270,0.2,0.08818359375,-0.16541194915771484,0.009959605,0.9220490455627441,0.0003,-2.6716431371867655,0.0007419433030008804,-0.0048892006307141855,8323.0,-0.06637433333333338
620,95,59392,29,0.022195344790816307,280,0.2,0.091015625,-0.31757044792175293,0.008582754,0.9175872802734375,0.0003,-2.671042851358652,0.0006541602847391914,-0.0037336720852181315,8323.0,-0.12914985714285718
621,98,61440,30,-0.0039792777970433235,290,0.2,0.105810546875,-0.13639521598815918,0.009202089,0.9105871319770813,0.0003,-2.6588396713137628,0.001029084913989209,-0.002735739783383906,8323.0,-0.12914985714285718
621,102,63488,31,-0.023593919351696968,300,0.2,0.114453125,-0.1390066146850586,0.013048887,0.91230309009552,0.0003,-2.6516883790493013,0.0006055218595065526,-0.004137630204786547,8323.0,-0.12914985714285718
621,105,65536,32,-0.0036530501674860716,310,0.2,0.12744140625,-0.08332490921020508,0.01011952,0.9109824895858765,0.0003,-2.6528920248150825,0.001208122240313969,-0.0014267751743318514,8323.0,-0.12914985714285718
621,108,67584,33,0.009909266605973244,320,0.2,0.180517578125,-0.47176623344421387,0.021309732,0.9091393947601318,0.0003,-2.6498700208961963,0.00045184662913015926,-0.0030159656453179196,8323.0,-0.034024000000000054
621,112,69632,34,0.009657383896410465,330,0.2,0.123291015625,-0.08519160747528076,0.012702723,0.9052791595458984,0.0003,-2.643620339781046,0.0008368560153940053,0.002894792109145783,8323.0,-0.034024000000000054
621,115,71680,35,0.0022014109417796135,340,0.2,0.13935546875,-0.10207748413085938,0.017530873,0.8959752321243286,0.0003,-2.624428853392601,0.0005863204473826045,0.00047877733304630966,8323.0,-0.034024000000000054
621,118,73728,36,-0.011005749925971031,350,0.2,0.108544921875,-0.05534696578979492,0.012794313,0.8743329644203186,0.0003,-2.59147849008441,0.0010477797077328432,-0.005814994257525541,8323.0,-0.034024000000000054
621,121,75776,37,0.02022980898618698,360,0.2,0.124609375,-0.20985150337219238,0.015691506,0.8620396852493286,0.0003,-2.5564964562654495,0.0005935338318522554,-0.007422892141039483,8323.0,-0.10514811111111116
