rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/time_elapsed,train/value_loss,train/policy_gradient_loss,train/std,train/clip_range,train/explained_variance,train/entropy_loss,train/approx_kl,train/loss,train/clip_fraction,train/n_updates,train/learning_rate
1071.0,1042,2.2721349,475136,232,455,0.0021658276657035456,-0.004393852410430554,0.27839693427085876,0.2,0.38906997442245483,-0.16213870104402303,0.018865569,-0.01901068538427353,0.21318359375,2310,0.0003
1071.0,1042,2.2834960399999997,477184,233,457,0.002000160872376,-0.004053288801515009,0.27784162759780884,0.2,0.3776041865348816,-0.14840752128511667,0.01628178,-0.014914881438016891,0.202392578125,2320,0.0003
1071.0,1042,2.2928148399999997,479232,234,459,0.0020318183123890776,-0.0028820406238082795,0.2792598009109497,0.2,0.37957853078842163,-0.14883406609296798,0.018652229,-0.0065517122857272625,0.19794921875,2330,0.0003
1071.0,1043,2.29708377,481280,235,461,0.002182633451411675,-0.007517297440790572,0.27609866857528687,0.2,0.39935457706451416,-0.1356129301711917,0.022893105,-0.02341167815029621,0.22900390625,2340,0.0003
1071.0,1043,2.30250715,483328,236,463,0.0021403108645245083,-0.006826488971273648,0.27632230520248413,0.2,0.37918710708618164,-0.11639175806194543,0.019518618,-0.01583574339747429,0.22421875,2350,0.0003
1071.0,1043,2.31425353,485376,237,464,0.002308868030377198,-0.011508923348446842,0.2720811069011688,0.2,0.38272398710250854,-0.09062225893139839,0.023013538,-0.023858582600951195,0.23818359375,2360,0.0003
1071.0,1044,2.3259343099999996,487424,238,466,0.0022148808337078664,-0.005547796866449062,0.270915687084198,0.2,0.3904501795768738,-0.06844591237604618,0.024515213,-0.008308079093694687,0.231884765625,2370,0.0003
1071.0,1044,2.33567669,489472,239,468,0.0022453420540841764,-0.006144864312227582,0.2696892321109772,0.2,0.3660629391670227,-0.057135939970612525,0.028350841,0.0038865937385708094,0.247314453125,2380,0.0003
1071.0,1044,2.33673883,491520,240,470,0.0020588172248608315,-0.004345358938735444,0.2689055800437927,0.2,0.3377677798271179,-0.05221968553960323,0.017188804,0.011798229068517685,0.209033203125,2390,0.0003
1071.0,1045,2.3410922499999995,493568,241,472,0.001529319390465389,-0.004318129910097923,0.2700343430042267,0.2,0.33167970180511475,-0.053452757000923154,0.023976862,0.005032991990447044,0.224609375,2400,0.0003
1071.0,1045,2.34426402,495616,242,473,0.0019613591766756144,-0.0012123137727030552,0.2710272967815399,0.2,0.3868564963340759,-0.05739333927631378,0.022791464,-0.015976691618561745,0.210009765625,2410,0.0003
1071.0,1045,2.34643453,497664,243,475,0.0018899509184848284,-0.00575354287866503,0.26924869418144226,0.2,0.3443800210952759,-0.05569108296185732,0.038182206,-0.03865574672818184,0.2361328125,2420,0.0003
1071.0,1046,2.3518547499999998,499712,244,477,0.001537815590199898,-0.0053148499311646445,0.2650279998779297,0.2,0.3716520071029663,-0.033141430094838144,0.020433465,-0.003062907140702009,0.248583984375,2430,0.0003
1071.0,1046,2.3583152999999992,501760,245,479,0.0019215105414332357,-0.006195920577738434,0.259227454662323,0.2,0.39309996366500854,0.0035643432289361953,0.031004362,-0.019449880346655846,0.2248046875,2440,0.0003
1071.0,1046,2.36462078,503808,246,481,0.0020896353978969275,-0.0012050734818330965,0.25644877552986145,0.2,0.3956391215324402,0.02921239584684372,0.027510501,0.03136330842971802,0.2212890625,2450,0.0003
1071.0,1047,2.36974612,505856,247,482,0.0020175483859929955,-0.006155599674093537,0.25775212049484253,0.2,0.41007930040359497,0.03188778981566429,0.027003054,-0.033575206995010376,0.22685546875,2460,0.0003
1071.0,1047,2.3727568299999997,507904,248,484,0.0021608113078400494,0.0009158810156804975,0.25631770491600037,0.2,0.4006009101867676,0.03743339218199253,0.021902107,0.004877698607742786,0.256982421875,2470,0.0003
1071.0,1048,2.3848851599999996,509952,249,486,0.0021103971397678834,-0.001858401564095402,0.2576447129249573,0.2,0.3951985239982605,0.03880183808505535,0.014698668,-0.03351778909564018,0.2291015625,2480,0.0003
1071.0,1048,2.3866550699999998,512000,250,488,0.0017904519867443015,-0.003927379337255843,0.2580210268497467,0.2,0.3374439477920532,0.03169408924877644,0.01786719,-0.03314735367894173,0.207421875,2490,0.0003
1071.0,1048,2.3865370399999994,514048,251,490,0.0019629097387223737,-0.004796936687489506,0.2560330927371979,0.2,0.3985854387283325,0.04071694239974022,0.021583853,0.0095483073964715,0.20302734375,2500,0.0003
1071.0,1049,2.3887229599999995,516096,252,491,0.0017534238570078742,-0.003484168702561874,0.2560286819934845,0.2,0.34081923961639404,0.05041785091161728,0.029533396,-0.04140642285346985,0.219873046875,2510,0.0003
1071.0,1049,2.39840553,518144,253,493,0.0019489427097141743,-0.004987478100520093,0.2604868412017822,0.2,0.41372430324554443,0.03546200580894947,0.029654972,-0.01418856717646122,0.2498046875,2520,0.0003
1071.0,1049,2.3993347899999997,520192,254,495,0.0019284576759673656,-0.001126219134312123,0.26006102561950684,0.2,0.36771899461746216,0.02337656430900097,0.019811485,-0.028024084866046906,0.2392578125,2530,0.0003
1071.0,1050,2.4007991299999993,522240,255,497,0.0018092842252372065,-0.0029273499254486523,0.2578604519367218,0.2,0.41435813903808594,0.03536089807748795,0.018213693,0.005351160652935505,0.202392578125,2540,0.0003
1071.0,1050,2.3962316599999998,524288,256,499,0.002012406600624672,-0.0046033143618842585,0.2564193904399872,0.2,0.40031033754348755,0.05458513237535954,0.028958794,-0.023311911150813103,0.2587890625,2550,0.0003
1071.0,1050,2.39518344,526336,257,500,0.0017471200253567076,-0.0013433447486022488,0.25979965925216675,0.2,0.4118385910987854,0.05117317922413349,0.028389353,-0.02027944102883339,0.27568359375,2560,0.0003
1071.0,1051,2.3954819499999997,528384,258,502,0.0017886299443489405,-0.0012518842406279874,0.2559766173362732,0.2,0.3705025911331177,0.055896525457501414,0.024780767,0.053341854363679886,0.245556640625,2570,0.0003
1071.0,1051,2.38719152,530432,259,504,0.002061297098225623,-0.0047069300519069655,0.25474685430526733,0.2,0.4048822522163391,0.07063643746078015,0.028466772,0.019703207537531853,0.233837890625,2580,0.0003
1071.0,1051,2.38700537,532480,260,506,0.0019900593993952497,-0.004462640460405965,0.2520895004272461,0.2,0.3926877975463867,0.08139445036649703,0.02721498,-0.04633164778351784,0.2435546875,2590,0.0003
1071.0,1052,2.37885007,534528,261,508,0.0020262220068616443,-0.004110669923829846,0.25060561299324036,0.2,0.41904717683792114,0.09861905910074711,0.018262174,-0.0012045549228787422,0.21142578125,2600,0.0003
1071.0,1052,2.37415592,536576,262,509,0.001656804983940674,-0.006050289925769903,0.24954363703727722,0.2,0.39622974395751953,0.10989378727972507,0.020562775,-0.012126798741519451,0.222607421875,2610,0.0003
1071.0,1052,2.3723911799999997,538624,263,511,0.0016508904485817767,-0.0004936627534334548,0.24349841475486755,0.2,0.3156335949897766,0.14053064920008182,0.02366314,0.0023060713429003954,0.234716796875,2620,0.0003
1071.0,1053,2.36466743,540672,264,513,0.0018117791858458076,-0.006404360504529904,0.2423289716243744,0.2,0.3814464807510376,0.16896901726722718,0.024611346,0.0025295917876064777,0.24326171875,2630,0.0003
1071.0,1053,2.3618920899999996,542720,265,515,0.0019649620388008772,-0.006350350769935176,0.2415963113307953,0.2,0.39495009183883667,0.17679272778332233,0.021117192,0.0005711753619834781,0.231005859375,2640,0.0003
1071.0,1053,2.35627485,544768,266,517,0.0018451757556249503,-0.005077831179369241,0.23885901272296906,0.2,0.3900376558303833,0.19323215931653975,0.031016227,-0.034245021641254425,0.2408203125,2650,0.0003
1071.0,1053,2.35613689,546816,267,518,0.0019917463632737054,-0.0007843764251447283,0.2371262013912201,0.2,0.4027329683303833,0.2018947947770357,0.03553888,-0.006249427795410156,0.24462890625,2660,0.0003
1071.0,1053,2.3534893900000005,548864,268,520,0.0018524033961512033,-0.0025053404504433276,0.23442710936069489,0.2,0.4163901209831238,0.2171785593032837,0.021055304,-0.04014492779970169,0.223681640625,2670,0.0003
1071.0,1054,2.35277755,550912,269,522,0.0019637401532236255,-0.006216705471160822,0.23100000619888306,0.2,0.37990230321884155,0.23611969575285913,0.03207367,-0.020472010597586632,0.26494140625,2680,0.0003
1071.0,1054,2.3579196799999997,552960,270,524,0.0018633307896379846,-0.0017427582832169719,0.23041824996471405,0.2,0.3836081027984619,0.25148582793772223,0.022954773,0.022808659821748734,0.25546875,2690,0.0003
1071.0,1054,2.3572391,555008,271,526,0.0017962608815651037,-0.003303246210998623,0.22785428166389465,0.2,0.41406553983688354,0.2678059242665768,0.029241538,0.001969220582395792,0.262646484375,2700,0.0003
1071.0,1055,2.3611640599999997,557056,272,527,0.0016913983617996564,-0.004751294689776841,0.22599121928215027,0.2,0.407085657119751,0.28977291397750377,0.023148628,-0.001543737598694861,0.268310546875,2710,0.0003
1071.0,1055,2.36484584,559104,273,529,0.0018357678198299254,-0.0008397205107030459,0.2225668579339981,0.2,0.4102684259414673,0.3104974962770939,0.027911033,0.005860010161995888,0.260400390625,2720,0.0003
1071.0,1055,2.36780049,561152,274,531,0.0017522746325994375,-0.00503229411697248,0.22244933247566223,0.2,0.3997330069541931,0.32224423438310623,0.027560528,-0.018108973279595375,0.26494140625,2730,0.0003
1071.0,1056,2.3746666200000006,563200,275,533,0.0015357481401224505,-0.004042362149630207,0.22232940793037415,0.2,0.33551764488220215,0.3288306124508381,0.03582589,0.0022340361028909683,0.260595703125,2740,0.0003
1071.0,1056,2.37693341,565248,276,535,0.0019444246601779014,0.0008620620719739236,0.21927271783351898,0.2,0.3992629051208496,0.33950491398572924,0.02783507,-0.013551413081586361,0.259716796875,2750,0.0003
1071.0,1056,2.38246172,567296,277,536,0.001946323942320305,-0.0037517273929552177,0.2176288664340973,0.2,0.4206621050834656,0.35978442169725894,0.032255016,-0.014169016852974892,0.286474609375,2760,0.0003
1071.0,1056,2.3809622,569344,278,538,0.0019170141786162276,-0.002707090885087382,0.2152886688709259,0.2,0.40974706411361694,0.3714202057570219,0.022743821,0.019345970824360847,0.266357421875,2770,0.0003
1071.0,1057,2.38340995,571392,279,540,0.001910902309100493,-0.0038383675506338476,0.21536454558372498,0.2,0.39845967292785645,0.378722682595253,0.022487644,0.03191157802939415,0.270556640625,2780,0.0003
1071.0,1057,2.38051955,573440,280,542,0.0019578819912567267,-0.0007895653405284974,0.213648721575737,0.2,0.41728073358535767,0.38049524687230585,0.019652246,0.03031676821410656,0.247216796875,2790,0.0003
1071.0,1057,2.37926446,575488,281,544,0.0021105561118019978,-0.003209129296737956,0.21349464356899261,0.2,0.4001650810241699,0.3859080523252487,0.028556896,-0.012685198336839676,0.267138671875,2800,0.0003
1071.0,1058,2.37724669,577536,282,545,0.0019769966927924544,-0.0011103039912995882,0.21539893746376038,0.2,0.3937019109725952,0.3753145970404148,0.028709678,-0.031391676515340805,0.25634765625,2810,0.0003
1071.0,1058,2.3745983099999997,579584,283,547,0.0018699952726819902,-0.0004592313795001246,0.21446874737739563,0.2,0.40993398427963257,0.37989253662526606,0.019357376,0.005255392286926508,0.25302734375,2820,0.0003
