time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,train/loss,train/clip_range,train/explained_variance,train/value_loss,train/clip_fraction,train/approx_kl,train/std,train/learning_rate,train/n_updates,train/entropy_loss,train/policy_gradient_loss
1,1,-0.023891100000000005,1071,203.0,2048,,,,,,,,,,,
2,4,-0.030540350000000004,997,203.0,4096,-0.0098183024674654,0.2,-9.527606964111328,0.012624463019892573,0.03388671875,0.0035223672,1.0015342235565186,0.0003,10,-2.837792877852917,-0.004515117200207896
3,6,-0.0006117666666666693,977,203.0,6144,0.009531641378998756,0.2,-0.11126947402954102,0.004223947487844271,0.026806640625,0.0040524798,1.006420373916626,0.0003,20,-2.8479145534336565,-0.004146627211594023
4,8,-0.017866725,967,203.0,8192,-0.015512649901211262,0.2,0.15845906734466553,0.0025412240989680867,0.045458984375,0.0057378137,1.0064818859100342,0.0003,30,-2.8500222392380237,-0.006077318731695413
5,10,-0.017312199999999996,957,203.0,10240,0.007490281015634537,0.2,0.2668347954750061,0.0019016794049093733,0.040576171875,0.0051476704,1.003861904144287,0.0003,40,-2.8451980113983155,-0.005425163952168077
6,12,-0.01968046666666666,950,203.0,12288,0.008296837098896503,0.2,0.19260531663894653,0.0014386385093530408,0.015771484375,0.0035072027,1.0058691501617432,0.0003,50,-2.8483596995472906,-0.0027959177474258467
