Step,StepGlobal,Balance,Action,Position,Reward,TotalReward,Done,Wins,Losses,TotalTrades,TimeLimit.truncated
1081,1081,7290.119999999993,1.0,2,0.0,-0.23682612968886263,True,82,112,194,"{'r': -0.236826, 'l': 1071, 't': 3.067081}",False
1081,2152,5367.500000000004,-1.0,2,0.0,-0.5629752311545879,True,76,117,193,"{'r': -0.562975, 'l': 1071, 't': 6.775149}",False
1081,3223,7675.8499999999985,0.82208073,1,0.0,-0.17943880534298617,True,71,120,191,"{'r': -0.179439, 'l': 1071, 't': 9.226985}",False
1081,4294,8234.149999999994,-0.31230295,0,0.0,-0.1434890938022533,True,91,106,197,"{'r': -0.143489, 'l': 1071, 't': 12.998513}",False
1081,5365,5157.940000000004,0.8912624,1,0.0,-0.5966678900520654,True,83,119,202,"{'r': -0.596668, 'l': 1071, 't': 15.465086}",False
1081,6436,8613.270000000004,1.0,2,0.0,-0.08474280327432994,True,86,116,202,"{'r': -0.084743, 'l': 1071, 't': 19.201323}",False
1081,7507,8887.840000000006,-0.5246637,2,0.0,-0.04575501048416664,True,89,110,199,"{'r': -0.045755, 'l': 1071, 't': 21.992813}",False
1081,8578,6000.23,-1.0,2,0.0,-0.43372091153225234,True,88,101,189,"{'r': -0.433721, 'l': 1071, 't': 26.924762}",False
1081,9649,8864.27,-0.4730879,1,0.0,-0.05597727308869133,True,89,103,192,"{'r': -0.055977, 'l': 1071, 't': 29.93576}",False
1081,10720,9651.779999999993,1.0,1,0.0,0.04070677020477579,True,85,108,193,"{'r': 0.040707, 'l': 1071, 't': 34.072957}",False
1081,11791,8700.370000000003,-0.30939564,1,0.0,-0.08423238059921101,True,89,101,190,"{'r': -0.084232, 'l': 1071, 't': 36.787871}",False
