time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,train/value_loss,train/explained_variance,train/policy_gradient_loss,train/approx_kl,train/loss,train/entropy_loss,train/n_updates,train/clip_range,train/std,train/clip_fraction,train/learning_rate
22528,11,-0.030719190476190487,26,860,1071.0,0.0009515893942989351,-0.14839446544647217,-0.00595816383138299,0.0049947305,-0.011500717140734196,-2.669105960428715,100,0.2,0.9180986881256104,0.049658203125,0.0003
24576,12,-0.04603850000000001,28,860,1071.0,0.0007847409299756691,-0.11748278141021729,-0.006439936900278553,0.005503693,-0.031462542712688446,-2.6553857743740084,110,0.2,0.9097856879234314,0.043212890625,0.0003
26624,13,-0.034683625,30,860,1071.0,0.0006610175149944552,-0.14798033237457275,-0.006008972007839475,0.006893533,0.0023134658113121986,-2.649007622152567,120,0.2,0.9116135835647583,0.05341796875,0.0003
28672,14,-0.029881076923076923,33,861,1071.0,0.0008063292560109403,-0.12233114242553711,-0.00822587485308759,0.0064471234,-0.028718017041683197,-2.649616626650095,130,0.2,0.910591721534729,0.065673828125,0.0003
30720,15,-0.03656989285714286,35,859,1071.0,0.0006233844750568096,-0.10779845714569092,-0.004971654529799707,0.0058921855,-0.006048273760825396,-2.6304638221859933,140,0.2,0.896959662437439,0.050732421875,0.0003
32768,16,-0.03937666666666668,38,859,1071.0,0.0005541567434192984,-0.1429755687713623,-0.0057932183495722715,0.0055175694,0.024569084867835045,-2.6218243569135664,150,0.2,0.9017940759658813,0.0416015625,0.0003
34816,17,-0.025907031250000004,40,859,1071.0,0.0005843955102136534,-0.13264453411102295,-0.0074750979663804175,0.0036223293,0.006794728804379702,-2.616385819017887,160,0.2,0.8950382471084595,0.055712890625,0.0003
36864,18,-0.007198470588235298,42,859,1071.0,0.0004913408929496654,-0.09199416637420654,-0.006590949674136937,0.0070778294,-0.022094279527664185,-2.602028003334999,170,0.2,0.8873838186264038,0.05029296875,0.0003
38912,19,0.00972408333333333,45,859,1071.0,0.0005285186904984585,-0.08504748344421387,-0.00506848803779576,0.004755913,-0.020777951925992966,-2.604659780859947,180,0.2,0.8935235738754272,0.035986328125,0.0003
40960,20,0.007783105263157891,47,859,1071.0,0.0005547237947212125,-0.05281662940979004,-0.006431728575262241,0.007482328,0.0014698159648105502,-2.6072451300919055,190,0.2,0.892327070236206,0.075390625,0.0003
43008,21,0.009909049999999992,50,859,1071.0,0.0004435449031916505,-0.0901181697845459,-0.005632745576440357,0.0044608843,0.0030326293781399727,-2.615978740900755,200,0.2,0.8995550870895386,0.043505859375,0.0003
45056,22,0.00905914285714285,52,859,1071.0,0.0005443531126729795,-0.08357131481170654,-0.007051886909175664,0.0077284323,-0.005314020439982414,-2.588030628859997,210,0.2,0.8707780838012695,0.077099609375,0.0003
47104,23,0.015290744186046505,54,859,1071.0,0.000500574458783376,-0.049494147300720215,-0.0027681440056767314,0.005812359,-0.008973662741482258,-2.559854205697775,220,0.2,0.8718435764312744,0.040087890625,0.0003
49152,24,0.03429357777777777,57,859,1071.0,0.00048792573679747877,-0.06624269485473633,-0.007365521349129267,0.0062412047,-0.012757649645209312,-2.554111544787884,230,0.2,0.8669542074203491,0.062890625,0.0003
51200,25,0.05598855319148935,59,859,1071.0,0.0006811055785874487,-0.028937458992004395,-0.007167868794931564,0.007826171,0.015969235450029373,-2.5344653017818928,240,0.2,0.8549654483795166,0.068212890625,0.0003
