Step,StepGlobal,Balance,Action,Position,Reward,TotalReward,Done,Wins,Losses,TotalTrades,TimeLimit.truncated,Truncated
1080,176560,2024-03-08,4982.4299999999985,-1.0,2,0.0,-0.6485545663935799,True,128,152,280,"{'r': -0.648555, 'l': 1070, 't': 431.657668}",False
1080,177630,2024-03-08,6845.5499999999965,0.09097421,1,0.0,-0.321874865219259,True,96,131,227,"{'r': -0.321875, 'l': 1070, 't': 434.519377}",False
1080,178700,2024-03-08,5998.559999999988,-1.0,2,0.0,-0.4618950731995505,True,121,142,263,"{'r': -0.461895, 'l': 1070, 't': 437.192544}",False
1080,179770,2024-03-08,6467.150000000002,-1.0,2,0.0,-0.3789035188039866,True,120,151,271,"{'r': -0.378904, 'l': 1070, 't': 439.520361}",False
1080,180840,2024-03-08,6041.48000000001,-1.0,2,0.0,-0.46552126756832213,True,136,158,294,"{'r': -0.465521, 'l': 1070, 't': 442.198952}",False
1080,181910,2024-03-08,3321.2599999999966,-1.0,2,0.0,-1.0495958828613061,True,123,155,278,"{'r': -1.049596, 'l': 1070, 't': 444.871839}",False
1080,182980,2024-03-08,5829.759999999995,-1.0,2,0.0,-0.48472175882993995,True,76,126,202,"{'r': -0.484722, 'l': 1070, 't': 447.200302}",False
1080,184050,2024-03-08,5940.699999999998,-1.0,2,0.0,-0.45841853913398506,True,104,136,240,"{'r': -0.458419, 'l': 1070, 't': 449.528251}",False
1080,185120,2024-03-08,6981.72,-1.0,2,0.0,-0.3035896341699344,True,106,134,240,"{'r': -0.30359, 'l': 1070, 't': 451.987944}",False
1080,186190,2024-03-08,3964.800000000008,-1.0,2,0.0,-0.8674183087059594,True,91,149,240,"{'r': -0.867418, 'l': 1070, 't': 454.540877}",False
1080,187260,2024-03-08,7086.270000000002,-1.0,2,0.0,-0.29483602917697593,True,133,153,286,"{'r': -0.294836, 'l': 1070, 't': 457.071429}",False
1080,188330,2024-03-08,5772.18,-0.34345758,0,-0.012062998702645638,-0.5009720499435578,True,126,159,285,"{'r': -0.500972, 'l': 1070, 't': 459.550378}",False
1080,189400,2024-03-08,6344.2,-1.0,2,0.0,-0.4021060861215927,True,133,149,282,"{'r': -0.402106, 'l': 1070, 't': 462.251081}",False
