time/time_elapsed,time/iterations,rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,train/entropy_loss,train/explained_variance,train/learning_rate,train/approx_kl,train/value_loss,train/std,train/clip_range,train/policy_gradient_loss,train/loss,train/n_updates,train/clip_fraction
1,1,260.0,2048,1039,0.007965000000000002,,,,,,,,,,,
4,2,260.0,4096,924,0.0683468,-2.8242891803383827,-6.474915027618408,0.0003,0.005642126,0.016070968678104692,0.9888814091682434,0.2,-0.006135081910178997,-0.01630333438515663,10,0.05712890625
6,3,260.0,6144,923,0.07157752173913043,-2.815779844671488,-0.21240317821502686,0.0003,0.0041258903,0.005807215788809117,0.9886341094970703,0.2,-0.005728776681644376,-0.025217048823833466,20,0.027978515625
8,4,260.0,8192,921,0.05830577419354838,-2.8063881672918796,0.04165339469909668,0.0003,0.005729578,0.0032540919371967904,0.9808465242385864,0.2,-0.005600260653591249,-0.004827133379876614,30,0.030810546875
11,5,260.0,10240,920,0.04571066666666666,-2.79881020411849,0.16110283136367798,0.0003,0.0064254478,0.002485246629657922,0.9800268411636353,0.2,-0.005874342669267207,-0.01431713905185461,40,0.03603515625
13,6,260.0,12288,920,0.04481582978723405,-2.775861965864897,0.14842528104782104,0.0003,0.008400427,0.0013574120854173088,0.9619895219802856,0.2,-0.009298333489277865,-0.03492932766675949,50,0.07314453125
