time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,train/loss,train/clip_range,train/explained_variance,train/value_loss,train/clip_fraction,train/approx_kl,train/std,train/learning_rate,train/n_updates,train/entropy_loss,train/policy_gradient_loss
1,1,0.02612133333333334,1096,206.0,2048,,,,,,,,,,,
2,4,0.01656147368421053,976,206.0,4096,0.01588178612291813,0.2,-5.003582954406738,0.050575404704432,0.0390625,0.004797913,1.0015127658843994,0.0003,10,-2.8399813838303087,-0.0037630530714523047
3,6,0.014262482758620687,953,206.0,6144,0.013899462297558784,0.2,-0.010848641395568848,0.02093410518427845,0.046484375,0.0058825724,0.9915319085121155,0.0003,20,-2.8298755548894405,-0.0062687067780643705
4,8,0.016542769230769232,942,206.0,8192,-0.012619308196008205,0.2,0.1524752974510193,0.012939123039541301,0.053759765625,0.0061564883,0.9754531383514404,0.0003,30,-2.8021993026137353,-0.006485525486641564
5,10,0.021343183673469386,938,206.0,10240,-0.008832388557493687,0.2,0.21611952781677246,0.007558138487365795,0.038623046875,0.0064448863,0.9661806225776672,0.0003,40,-2.7768204003572463,-0.007928035274380818
6,13,0.0013264745762711836,923,206.0,12288,0.018828552216291428,0.2,0.25423651933670044,0.005220526376797352,0.04423828125,0.005362362,0.9672825336456299,0.0003,50,-2.770996855944395,-0.007052018531248904
