Step,StepGlobal,Balance,Action,Position,Reward,TotalReward,Done,Wins,Losses,TotalTrades,TimeLimit.truncated,Truncated
1080,97380,2024-03-08,13804.259999999997,0.5434569,1,0.0,0.3809602521477875,True,91,98,189,"{'r': 0.38096, 'l': 1070, 't': 98.294098}",False
1080,98450,2024-03-08,14971.849999999999,0.18760562,0,0.0,0.46991598521762373,True,91,96,187,"{'r': 0.469916, 'l': 1070, 't': 99.85197}",False
1080,99520,2024-03-08,12388.669999999996,1.0,0,-0.016515423471684346,0.26697967437393927,True,92,103,195,"{'r': 0.26698, 'l': 1070, 't': 100.665135}",False
1080,100590,2024-03-08,16389.589999999993,1.0,1,0.0,0.5580364783080097,True,96,102,198,"{'r': 0.558036, 'l': 1070, 't': 102.192269}",False
1080,101660,2024-03-08,14719.13,0.36557162,1,0.0,0.4649913199532476,True,87,103,190,"{'r': 0.464991, 'l': 1070, 't': 102.997408}",False
1080,102730,2024-03-08,26955.419999999987,0.07055858,0,-0.017022333356793675,1.0730758906039206,True,95,92,187,"{'r': 1.073076, 'l': 1070, 't': 104.538131}",False
1080,103800,2024-03-08,17746.66,0.9750557,1,0.0,0.6520091933506797,True,84,113,197,"{'r': 0.652009, 'l': 1070, 't': 105.347788}",False
1080,104870,2024-03-08,24896.440000000017,-0.23414105,1,0.0,0.9941280894021314,True,98,91,189,"{'r': 0.994128, 'l': 1070, 't': 106.880013}",False
1080,105940,2024-03-08,11871.420000000004,1.0,1,0.0,0.24615484035372528,True,95,110,205,"{'r': 0.246155, 'l': 1070, 't': 107.68863}",False
1080,107010,2024-03-08,19660.969999999994,0.25847453,1,0.0,0.7418913994448927,True,103,89,192,"{'r': 0.741891, 'l': 1070, 't': 109.226517}",False
1080,108080,2024-03-08,18362.02,0.18547907,0,0.0,0.6590749322702636,True,102,90,192,"{'r': 0.659075, 'l': 1070, 't': 110.032654}",False
1080,109150,2024-03-08,27181.870000000006,0.15946852,0,0.0,1.0780745126993811,True,101,84,185,"{'r': 1.078075, 'l': 1070, 't': 111.516466}",False
1080,110220,2024-03-08,12886.08,0.6417124,1,0.0,0.32087905047460785,True,86,105,191,"{'r': 0.320879, 'l': 1070, 't': 112.330805}",False
1080,111290,2024-03-08,12180.929999999997,-1.0,2,0.0,0.2543184022679319,True,87,102,189,"{'r': 0.254318, 'l': 1070, 't': 113.435248}",False
1080,112360,2024-03-08,14588.789999999999,1.0,2,0.0,0.4415095591405077,True,93,92,185,"{'r': 0.44151, 'l': 1070, 't': 114.23942}",False
1080,113430,2024-03-08,18536.95000000001,1.0,1,0.0,0.6761353396355397,True,97,90,187,"{'r': 0.676135, 'l': 1070, 't': 115.345277}",False
1080,114500,2024-03-08,21422.14000000001,-0.032360196,0,0.0,0.8263955593833163,True,101,85,186,"{'r': 0.826396, 'l': 1070, 't': 116.150435}",False
1080,115570,2024-03-08,16283.289999999974,-0.19309944,0,-0.01651533847565316,0.5649935939426977,True,94,102,196,"{'r': 0.564994, 'l': 1070, 't': 117.261515}",False
1080,116640,2024-03-08,21073.96000000002,0.6328043,1,0.0,0.8282378867671665,True,96,100,196,"{'r': 0.828238, 'l': 1070, 't': 118.073787}",False
1080,117710,2024-03-08,25271.75000000001,1.0,1,0.0,0.9950025415468307,True,107,84,191,"{'r': 0.995003, 'l': 1070, 't': 119.169562}",False
1080,118780,2024-03-08,20657.1,0.31067306,0,0.0,0.8016949474500774,True,100,91,191,"{'r': 0.801695, 'l': 1070, 't': 119.976323}",False
1080,119850,2024-03-08,12901.960000000001,-0.6340951,2,0.0,0.3265350710190923,True,89,110,199,"{'r': 0.326535, 'l': 1070, 't': 121.530321}",False
1080,120920,2024-03-08,14325.269999999993,0.5313106,0,-0.017022178855361902,0.4343557367093405,True,95,93,188,"{'r': 0.434356, 'l': 1070, 't': 122.63302}",False
1080,121990,2024-03-08,21019.65999999999,-0.015686244,2,0.0,0.8289588810709874,True,92,95,187,"{'r': 0.828959, 'l': 1070, 't': 123.440392}",False
1080,123060,2024-03-08,12114.519999999997,0.1271771,1,0.0,0.2711283863486787,True,94,103,197,"{'r': 0.271128, 'l': 1070, 't': 124.543542}",False
1080,124130,2024-03-08,13428.709999999995,0.83596826,1,0.0,0.35146709955842875,True,95,100,195,"{'r': 0.351467, 'l': 1070, 't': 125.360976}",False
1080,125200,2024-03-08,18050.099999999988,-0.63271743,0,0.012484055567958422,0.6530521593000892,True,103,86,189,"{'r': 0.653052, 'l': 1070, 't': 126.460815}",False
1080,126270,2024-03-08,13619.600000000006,-0.23543143,0,0.0,0.37178539481224193,True,92,104,196,"{'r': 0.371785, 'l': 1070, 't': 127.26552}",False
1080,127340,2024-03-08,15748.989999999996,-0.00012229383,1,0.0,0.5101228333326256,True,102,96,198,"{'r': 0.510123, 'l': 1070, 't': 128.367893}",False
1080,128410,2024-03-08,18998.9,0.7963578,0,-0.021221658218633633,0.7082996090615437,True,97,90,187,"{'r': 0.7083, 'l': 1070, 't': 129.175558}",False
1080,129480,2024-03-08,16754.200000000008,0.13734289,1,0.0,0.5893837094572995,True,90,99,189,"{'r': 0.589384, 'l': 1070, 't': 130.267565}",False
1080,130550,2024-03-08,9693.95,0.42043817,0,-0.017023209688262646,0.026542195671029563,True,91,106,197,"{'r': 0.026542, 'l': 1070, 't': 131.077138}",False
1080,131620,2024-03-08,20671.58999999998,1.0,1,0.0,0.7964102298586127,True,93,97,190,"{'r': 0.79641, 'l': 1070, 't': 132.172622}",False
1080,132690,2024-03-08,19223.539999999994,0.14828533,0,0.0,0.7217872323133101,True,110,91,201,"{'r': 0.721787, 'l': 1070, 't': 132.983447}",False
1080,133760,2024-03-08,19719.110000000015,-0.16386358,0,0.0,0.7567571345036883,True,96,97,193,"{'r': 0.756757, 'l': 1070, 't': 134.086249}",False
1080,134830,2024-03-08,21733.860000000015,0.407436,0,0.0,0.8382914619834307,True,103,81,184,"{'r': 0.838291, 'l': 1070, 't': 134.900268}",False
1080,135900,2024-03-08,20187.940000000017,-0.6086728,2,0.0,0.7812757550609569,True,101,91,192,"{'r': 0.781276, 'l': 1070, 't': 136.004333}",False
1080,136970,2024-03-08,23816.73999999998,-1.0,2,0.0,0.9442631287260398,True,105,97,202,"{'r': 0.944263, 'l': 1070, 't': 136.821779}",False
1080,138040,2024-03-08,18668.33000000001,-0.3330287,0,0.0,0.7021147298361774,True,98,97,195,"{'r': 0.702115, 'l': 1070, 't': 137.930785}",False
1080,139110,2024-03-08,14071.060000000007,0.07422584,0,0.0,0.40209722266592546,True,101,100,201,"{'r': 0.402097, 'l': 1070, 't': 138.744576}",False
1080,140180,2024-03-08,26814.63999999998,-0.52539754,2,0.0,1.0720067526120827,True,102,87,189,"{'r': 1.072007, 'l': 1070, 't': 139.838902}",False
1080,141250,2024-03-08,29082.67999999999,-0.2428278,0,0.0,1.1458399659803715,True,95,88,183,"{'r': 1.14584, 'l': 1070, 't': 140.641089}",False
