time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/fps,train/clip_fraction,train/entropy_loss,train/n_updates,train/explained_variance,train/approx_kl,train/std,train/clip_range,train/policy_gradient_loss,train/value_loss,train/loss,train/learning_rate
373,532480,989.0,26,0.4333323800000001,1425,0.0556103515625,-2.462625973150134,250,0.1109614372253418,0.0046750596,0.8292363286018372,0.2,-0.0008070573644363322,0.0005001368861258015,-0.003672307124361396,0.0003
388,552960,989.0,27,0.46668091000000006,1424,0.0668896484375,-2.445921882465482,260,0.10337138175964355,0.006277633,0.8209817409515381,0.2,-0.00020391955578816123,0.0004950411024447021,-0.02768617309629917,0.0003
402,573440,989.0,28,0.48359627999999993,1423,0.0597509765625,-2.4235060220211744,270,0.12260627746582031,0.0052716113,0.8118155002593994,0.2,-5.709377917810343e-05,0.0004950157271605349,-0.013327477499842644,0.0003
417,593920,989.0,29,0.5097939,1422,0.0675390625,-2.4137206792831423,280,0.13788634538650513,0.005579042,0.808834969997406,0.2,-0.0008574697260337416,0.00047487465894846537,-0.008420854806900024,0.0003
432,614400,989.0,30,0.5294561,1421,0.0681982421875,-2.4063524076342584,290,0.15410447120666504,0.006008844,0.8071610927581787,0.2,-0.0010961265677178744,0.0004864553105835512,0.00122289068531245,0.0003
446,634880,989.0,31,0.56266973,1420,0.0809765625,-2.3903178713470696,300,0.14717167615890503,0.008129841,0.8005344867706299,0.2,-3.531452297465876e-05,0.0005088111552004193,-0.0030598491430282593,0.0003
461,655360,989.0,32,0.58179264,1419,0.0815380859375,-2.387315412610769,310,0.1738305687904358,0.006584677,0.7994601726531982,0.2,0.0007574174689943902,0.0005221168070556814,-0.02549695409834385,0.0003
476,675840,989.0,33,0.60235012,1418,0.0696337890625,-2.367578293830156,320,0.15311521291732788,0.0063351914,0.7891280651092529,0.2,-0.0004497623522183858,0.0005246963428544404,-0.0033213282003998756,0.0003
491,696320,989.0,34,0.62673567,1418,0.074462890625,-2.354341155663133,330,0.14300352334976196,0.007045972,0.7850855588912964,0.2,0.00044412712479243057,0.00047006291473735475,0.012139666825532913,0.0003
505,716800,989.0,35,0.64203142,1417,0.068349609375,-2.3382578099519016,340,0.14854323863983154,0.006327598,0.7785109281539917,0.2,-0.0011077313797431998,0.0005021398224926088,-0.010636653751134872,0.0003
520,737280,989.0,36,0.6439367300000001,1417,0.0801171875,-2.3391416312009095,350,0.1756766438484192,0.0076113865,0.7804876565933228,0.2,-0.0009021863191446756,0.000508313586328768,-0.007884878665208817,0.0003
534,757760,989.0,37,0.60923555,1416,0.0693359375,-2.3332118090242147,360,0.18376398086547852,0.00571461,0.7783389091491699,0.2,-0.0002965482360741589,0.000507681400454203,0.018730781972408295,0.0003
549,778240,989.0,38,0.61529317,1416,0.0701953125,-2.3252254611998797,370,0.16871565580368042,0.0065688402,0.7730485200881958,0.2,-0.0005802368874719832,0.00048294742861344276,0.022361403331160545,0.0003
564,798720,989.0,39,0.62234749,1415,0.06720703125,-2.31250598333776,380,0.15997314453125,0.00648887,0.7698349952697754,0.2,-0.0007384808771894314,0.0005045488457562897,0.0006605556700378656,0.0003
