rollout/ep_rew_mean,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_len_mean,time/iterations,train/approx_kl,train/value_loss,train/clip_range,train/std,train/entropy_loss,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/clip_fraction,train/loss
0.012147777777777776,1,1117,2048,206.0,1,,,,,,,,,,,
0.01717763157894737,4,1012,4096,206.0,2,0.0034420453,0.007510243847718812,0.2,0.9846272468566895,-2.822114959359169,-38.962257385253906,-0.006034905253909528,0.0003,10,0.03955078125,-0.0004290627548471093
0.031485758620689655,6,982,6144,206.0,3,0.005257558,0.0011501309861159826,0.2,0.9900643229484558,-2.814334061741829,-3.5668411254882812,-0.006442410162708257,0.0003,20,0.027294921875,-0.024909697473049164
0.030501615384615384,8,969,8192,206.0,4,0.0072743334,0.0007440529108862393,0.2,0.984915018081665,-2.8117012403905393,-1.3495891094207764,-0.008312869461951778,0.0003,30,0.049365234375,-0.011136486195027828
0.037884183673469386,10,963,10240,206.0,5,0.006412866,0.0004385606129744701,0.2,0.9731969833374023,-2.7941475227475165,-1.1051228046417236,-0.008214103089994752,0.0003,40,0.064404296875,0.014100171625614166
0.033281186440677964,12,958,12288,206.0,6,0.009386096,0.0004372336773940333,0.2,0.9748235940933228,-2.7842862755060196,-0.5971832275390625,-0.00959963046188932,0.0003,50,0.072314453125,-0.024408115074038506
0.03759394202898551,15,954,14336,206.0,7,0.0057919943,0.0004729271053292905,0.2,0.9799460768699646,-2.7932937636971475,-0.23961114883422852,-0.008384109515463933,0.0003,60,0.05400390625,-0.0184648297727108
0.04953886075949367,17,951,16384,206.0,8,0.008709438,0.00035073026924692385,0.2,0.9749629497528076,-2.79214776083827,-0.24849927425384521,-0.011264438007492572,0.0003,70,0.071533203125,-0.023759176954627037
0.057035528089887634,19,950,18432,206.0,9,0.0078722965,0.00032964766492113993,0.2,0.976115345954895,-2.7925346061587333,-0.14812898635864258,-0.008314835428609512,0.0003,80,0.056640625,-0.018519505858421326
0.06207642424242424,21,949,20480,206.0,10,0.0068697934,0.00033563317574589744,0.2,0.9693080186843872,-2.7815491683781146,-0.14214575290679932,-0.006665321413311176,0.0003,90,0.045166015625,-0.021773409098386765
0.07394308000000001,23,947,22528,206.0,11,0.0064811013,0.0004277316253137542,0.2,0.9715149402618408,-2.7789408430457114,0.03068917989730835,-0.008276803666376509,0.0003,100,0.050537109375,-0.03314479440450668
0.08287789999999999,26,944,24576,206.0,12,0.0067934706,0.00027778816697718864,0.2,0.9650208950042725,-2.7728884115815164,-0.1846987009048462,-0.011561941841500811,0.0003,110,0.085888671875,-0.029817679896950722
0.08845286,28,944,26624,206.0,13,0.007265147,0.0004205205016205582,0.2,0.9534552097320557,-2.752560019493103,0.0015035271644592285,-0.009839239426946733,0.0003,120,0.065234375,-0.0023770888801664114
0.09895498999999999,30,943,28672,206.0,14,0.0079613505,0.0003327134324990766,0.2,0.9492073059082031,-2.7398451544344424,0.0015625953674316406,-0.01021224693977274,0.0003,130,0.060498046875,-0.01587386056780815
0.11227412999999999,32,943,30720,206.0,15,0.0060305228,0.0004271122533282323,0.2,0.9403173327445984,-2.7234962716698647,0.12970668077468872,-0.006016708011156879,0.0003,140,0.064208984375,-0.012546218000352383
