time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,train/entropy_loss,train/n_updates,train/clip_fraction,train/value_loss,train/learning_rate,train/loss,train/clip_range,train/explained_variance,train/std,train/policy_gradient_loss,train/approx_kl
1,-0.29087450000000004,9,12288,1247.5,1241,,,,,,,,,,,
2,-0.291955,22,24576,1455.25,1113,-2.8501316738625366,10,0.036848958333333334,0.033331198497520136,0.0003,0.0037923529744148254,0.2,-4.130140781402588,1.0124881267547607,-0.0024548513286087354,0.0045478544
3,-0.289624,34,36864,1544.2857142857142,1077,-2.8909982862571875,20,0.04912109375,0.0072730811630511505,0.0003,-0.00696022342890501,0.2,-0.1574850082397461,1.0303583145141602,-0.002408621402961823,0.0051543415
4,-0.28770288888888884,46,49152,1570.6666666666667,1059,-2.888229157278935,30,0.06492513020833333,0.0034236880940322107,0.0003,-0.012665901333093643,0.2,-0.4470396041870117,1.0229377746582031,-0.0019391943210697112,0.006264867
5,-0.40024433333333326,58,61440,1593.75,1046,-2.876553972934683,40,0.0766357421875,0.0025442898728821697,0.0003,0.023830100893974304,0.2,-0.22876083850860596,1.018606424331665,-0.003257718342501903,0.008059008
6,-0.3931334285714286,71,73728,1603.642857142857,1037,-2.861458670347929,50,0.06360677083333334,0.002128402367695041,0.0003,-0.011930398643016815,0.2,-0.09278380870819092,1.0099049806594849,-0.00181474449976425,0.0064571016
7,-0.45432488235294116,83,86016,1614.1176470588234,1032,-2.8465101825694243,60,0.051041666666666666,0.002311018298163011,0.0003,-0.010579751804471016,0.2,-0.05268096923828125,1.0012426376342773,-0.0016675021385405369,0.0063777254
8,-0.4534292631578948,95,98304,1619.2631578947369,1027,-2.848692063614726,70,0.07062174479166666,0.0021139007032009733,0.0003,-0.015622896142303944,0.2,-0.0013134479522705078,1.0057182312011719,-0.0014331715545267798,0.0075285225
9,-0.37970813636363643,107,110592,1625.2272727272727,1024,-2.8535063891361157,80,0.057210286458333336,0.0018351271780071936,0.0003,0.005981437861919403,0.2,0.021138012409210205,1.0106934309005737,-0.0012458297192400399,0.0054405034
10,-0.369119,120,122880,1628.375,1022,-2.8578131357828775,90,0.055419921875,0.002265307549654002,0.0003,-0.0028961142525076866,0.2,0.02029484510421753,1.0125386714935303,-0.0017906836251010342,0.005690957
11,-0.3309462962962963,132,135168,1632.2222222222222,1021,-2.8615186342348653,100,0.0656005859375,0.0019579630942644145,0.0003,-0.010278047993779182,0.2,0.019913077354431152,1.0166795253753662,-0.002094345028065921,0.006634563
12,-0.3313445517241379,144,147456,1634.344827586207,1019,-2.8688303331534066,110,0.07001139322916666,0.002129483354747208,0.0003,0.008969158865511417,0.2,0.022688865661621094,1.0173523426055908,-0.0012866366892315757,0.006605435
