rollout/ep_rew_mean,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_len_mean,time/iterations,train/approx_kl,train/value_loss,train/clip_range,train/std,train/entropy_loss,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/clip_fraction,train/loss
0.045058999999999995,1,1123,2048,206.0,1,,,,,,,,,,,
0.04522378947368422,4,1011,4096,206.0,2,0.0066152117,0.01548459861514857,0.2,0.9945783615112305,-2.8316427506506443,-35.105953216552734,-0.0063830368279013784,0.0003,10,0.06455078125,-0.017240479588508606
-0.0026232413793103424,6,982,6144,206.0,3,0.0054322537,0.0023332714754360495,0.2,0.9851887822151184,-2.8172779008746147,-2.1742124557495117,-0.006085178549983539,0.0003,20,0.03505859375,0.004859354346990585
-0.02810553846153846,8,962,8192,206.0,4,0.004232884,0.0016340189326001565,0.2,1.0020763874053955,-2.8260448925197124,-0.6670129299163818,-0.0049053751368774105,0.0003,30,0.026171875,0.023011233657598495
-0.03925206122448979,10,956,10240,206.0,5,0.005661451,0.0013826229029291425,0.2,0.991739809513092,-2.830716985464096,-0.32579565048217773,-0.006998594812466763,0.0003,40,0.047021484375,-0.04390067979693413
-0.01946079661016949,12,951,12288,206.0,6,0.005617517,0.0013582604178736801,0.2,0.9867647886276245,-2.8159042589366434,-0.1919184923171997,-0.006564958495437168,0.0003,50,0.038427734375,-0.02379629574716091
-0.002477391304347828,15,949,14336,206.0,7,0.006636845,0.0013480528104992118,0.2,0.9743226766586304,-2.794983357936144,-0.11386704444885254,-0.008119500314933248,0.0003,60,0.0552734375,-0.03454213961958885
0.007927544303797468,17,946,16384,206.0,8,0.0050770342,0.001324532688340696,0.2,0.9656879901885986,-2.7774314656853676,-0.06125462055206299,-0.007195464524556883,0.0003,70,0.040087890625,-0.036420177668333054
0.020877730337078654,19,942,18432,206.0,9,0.0046464875,0.001029869910053094,0.2,0.9486080408096313,-2.7488093703985212,-0.10849392414093018,-0.005802808722364716,0.0003,80,0.027734375,-0.02290196716785431
0.04159480808080807,21,938,20480,206.0,10,0.0045168814,0.0010285675212799105,0.2,0.9484156370162964,-2.732591451704502,-0.12696659564971924,-0.004601499091950245,0.0003,90,0.034033203125,-0.010890460573136806
0.04473679999999999,24,938,22528,206.0,11,0.0059060296,0.0011672237478705938,0.2,0.9471805095672607,-2.7326795779168607,-0.10431933403015137,-0.005992876528762281,0.0003,100,0.046435546875,-0.007932651787996292
0.043009410000000005,26,937,24576,206.0,12,0.008395315,0.0008580833435189561,0.2,0.9381722211837769,-2.71924541592598,-0.061148881912231445,-0.009617807806353084,0.0003,110,0.072900390625,-0.025587409734725952
0.06368659,28,936,26624,206.0,13,0.0074385162,0.0010705369040806545,0.2,0.9325394630432129,-2.7044789217412473,-0.05647766590118408,-0.008177592838183045,0.0003,120,0.057275390625,-0.01824144460260868
0.08711719000000001,30,935,28672,206.0,14,0.005429245,0.0009355887283163611,0.2,0.9353317022323608,-2.7020292840898037,-0.08399677276611328,-0.0049086008046288045,0.0003,130,0.040283203125,0.01651291735470295
0.11300639,32,934,30720,206.0,15,0.008557212,0.0011215772748983,0.2,0.9282202124595642,-2.697075503319502,-0.013622403144836426,-0.009106455917935819,0.0003,140,0.0814453125,-0.0005461206892505288
