time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/entropy_loss,train/loss,train/std,train/n_updates,train/clip_fraction,train/explained_variance,train/value_loss,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean
1173,8192,1,6,,,,,,,,,,,,,
1069,16384,2,15,-0.00419452217174694,0.2,0.005094954,-2.8410130931064486,0.009935565292835236,1.001585841178894,10,0.0460693359375,-34.86583709716797,0.009321953972175834,0.0003,,
1037,24576,3,23,-0.0026960216142470016,0.2,0.0048772637,-2.8395851507782934,-1.4895922504365444e-05,0.998183012008667,20,0.0461669921875,-4.490398406982422,0.001998802796606469,0.0003,0.3652145,4989.0
1021,32768,4,32,-0.002267215761821717,0.2,0.006495306,-2.8267496533691885,0.01191960833966732,0.9917615652084351,30,0.05635986328125,-0.4615969657897949,0.0017827085498993255,0.0003,0.3652145,4989.0
1014,40960,5,40,-0.00438207078477717,0.2,0.006924408,-2.8086191941052676,-0.020936209708452225,0.9801590442657471,40,0.07379150390625,-0.7605180740356445,0.0009123240359031115,0.0003,0.201689625,4989.0
1008,49152,6,48,-0.0022977742590228447,0.2,0.0053497124,-2.7951861564069986,0.0009618731564842165,0.976879358291626,50,0.0625,-0.1846179962158203,0.0010601591543036193,0.0003,0.201689625,4989.0
1004,57344,7,57,-0.00224185801234853,0.2,0.0066733966,-2.7893904944881798,-0.009896663017570972,0.9725784063339233,60,0.06470947265625,-0.21064531803131104,0.000545363196965809,0.0003,0.201689625,4989.0
1002,65536,8,65,-0.002315636704224744,0.2,0.0067088655,-2.7701947784051297,-0.015126275829970837,0.9633042812347412,70,0.066552734375,-0.10639214515686035,0.0007948849797685398,0.0003,0.18389783333333334,4989.0
999,73728,9,73,-0.0018651736219908344,0.2,0.009203773,-2.74243124499917,-0.03927375748753548,0.9501427412033081,80,0.0948974609375,-0.0314023494720459,0.0006847965732504236,0.0003,0.18389783333333334,4989.0
997,81920,10,82,-0.0007282266542461002,0.2,0.007863917,-2.749886633083224,-0.003088694531470537,0.9601085782051086,90,0.083935546875,-0.06416594982147217,0.0005586089634107338,0.0003,0.0547963125,4989.0
996,90112,11,90,-0.0019518727778631729,0.2,0.0069368593,-2.747876629047096,-0.015148445032536983,0.9546477794647217,100,0.07716064453125,-0.023535490036010742,0.0006798332786956962,0.0003,0.0547963125,4989.0
995,98304,12,98,-0.0008617934108769987,0.2,0.00824632,-2.7476749977096917,-0.006158816162496805,0.9561849236488342,110,0.08236083984375,-0.04299569129943848,0.0005464314282789928,0.0003,0.0547963125,4989.0
994,106496,13,107,-0.002492522710963385,0.2,0.009102755,-2.7360934549942613,-0.016723504289984703,0.9467630386352539,120,0.0898681640625,-0.020694494247436523,0.0006692223911386463,0.0003,0.017663450000000004,4989.0
993,114688,14,115,-0.0012180522327980726,0.2,0.008047082,-2.726774734258652,-0.0069756763987243176,0.9441672563552856,130,0.07742919921875,-0.03584694862365723,0.00042008144437204463,0.0003,0.017663450000000004,4989.0
992,122880,15,123,-0.0018803054732416057,0.2,0.008514055,-2.717370464280248,6.395511445589364e-05,0.9396731853485107,140,0.0984130859375,-0.010990381240844727,0.0006892651565067354,0.0003,0.03568220833333333,4989.0
991,131072,16,132,-0.0010502994249691256,0.2,0.008308701,-2.7294235983863473,0.012142888270318508,0.9520763158798218,150,0.0794921875,-0.021550536155700684,0.0004800872874284323,0.0003,0.03568220833333333,4989.0
990,139264,17,140,-0.0009248339170881082,0.2,0.0075343773,-2.742116800509393,-0.009628173895180225,0.954782247543335,160,0.08779296875,-0.02255403995513916,0.0005833493760292185,0.0003,0.03568220833333333,4989.0
989,147456,18,149,-0.0030069680124142906,0.2,0.0075295633,-2.745851836167276,-0.0040129851549863815,0.9554140567779541,170,0.08658447265625,-0.017244935035705566,0.0006112250612659409,0.0003,0.012844964285714288,4989.0
988,155648,19,157,-0.0033795293449657036,0.2,0.008464635,-2.725305332802236,-0.00023112472263164818,0.9416477084159851,180,0.0924072265625,-0.012342453002929688,0.0005252054760262581,0.0003,0.012844964285714288,4989.0
987,163840,20,165,-0.002167377425939776,0.2,0.007789145,-2.6909363470971583,-0.017489591613411903,0.9265391826629639,190,0.08033447265625,-0.004763960838317871,0.0007675614916706763,0.0003,0.058637531250000006,4989.0
987,172032,21,174,-0.0003983784878073493,0.2,0.007013092,-2.685279904305935,0.003032255219295621,0.929800271987915,200,0.090185546875,-0.02730703353881836,0.0005140934626410854,0.0003,0.058637531250000006,4989.0
987,180224,22,182,-0.0005903517001570435,0.2,0.009545542,-2.6793862037360667,-0.014439657330513,0.9225215911865234,210,0.09327392578125,-0.020191073417663574,0.0005693047637578275,0.0003,0.08499999999999999,4989.0
987,188416,23,190,-0.0008691867253219244,0.2,0.006747526,-2.6693469446152447,-0.0020953533239662647,0.9179284572601318,220,0.073193359375,-0.005009293556213379,0.0005798434327061841,0.0003,0.08499999999999999,4989.0
