time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,train/entropy_loss,train/n_updates,train/clip_fraction,train/value_loss,train/learning_rate,train/loss,train/clip_range,train/explained_variance,train/std,train/policy_gradient_loss,train/approx_kl
1,-0.0003554999999999947,9,12288,1247.5,1244,,,,,,,,,,,
2,-0.02362475,21,24576,1455.25,1123,-2.836586157977581,10,0.0418701171875,0.02061155086218302,0.0003,0.016133399680256844,0.2,-6.280713081359863,0.9992094039916992,-0.003527708668601311,0.0041906643
3,-0.003250142857142848,33,36864,1544.2857142857142,1086,-2.8325339898467066,20,0.05732421875,0.0038670138862168337,0.0003,0.01068994589149952,0.2,-0.26525115966796875,0.9967806339263916,-0.002786683103234585,0.0055550956
4,-0.014017888888888882,46,49152,1570.6666666666667,1066,-2.8307603603849807,30,0.046923828125,0.0018127742853418264,0.0003,0.002463757060468197,0.2,-0.22671663761138916,0.9944984316825867,-0.0022331906943387973,0.0055187717
5,-0.05328825,58,61440,1593.75,1056,-2.8283615320920945,40,0.053369140625,0.0010339060065234662,0.0003,0.0038646385073661804,0.2,-0.1972370147705078,0.9940767288208008,-0.0006053049920107394,0.0055917804
6,-0.09223578571428571,70,73728,1603.642857142857,1050,-2.8416071701794863,50,0.07027994791666667,0.0010983769908155712,0.0003,-0.020945990458130836,0.2,-0.011952877044677734,1.0018306970596313,-0.0010754191959373809,0.0063056066
7,-0.0616074705882353,82,86016,1614.1176470588234,1047,-2.828606529409687,60,0.07099609375,0.0009035504329100756,0.0003,0.011424790136516094,0.2,-0.03559887409210205,0.9952120780944824,-0.0016016421526728664,0.0072588846
8,-0.070973,94,98304,1619.2631578947369,1044,-2.8191484700888396,70,0.0679931640625,0.0008794096565755657,0.0003,-0.03369905799627304,0.2,-0.029667258262634277,0.9893096685409546,-0.0016978538791590837,0.0063139773
9,-0.10628968181818181,106,110592,1625.2272727272727,1041,-2.8030628519753615,80,0.07760416666666667,0.0009082901039922338,0.0003,-0.020891690626740456,0.2,-0.02971208095550537,0.9803518652915955,-0.0019025371664611157,0.007885684
10,-0.12250133333333331,118,122880,1628.375,1039,-2.80983533449471,90,0.08604329427083333,0.0007706569230625367,0.0003,-0.0016163713298738003,0.2,-0.016017556190490723,0.9842945337295532,-0.0009847838142983771,0.008150171
