time/total_timesteps,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed,train/value_loss,train/approx_kl,train/clip_fraction,train/learning_rate,train/loss,train/n_updates,train/policy_gradient_loss,train/std,train/explained_variance,train/clip_range,train/entropy_loss
124928,0.26671219,61,1071.0,884,141,0.0012401092260915902,0.008883097,0.08017578125,0.0003,-0.026907015591859818,600,-0.008180950302630663,0.7494224309921265,0.0979275107383728,0.2,-2.2696999005973337
126976,0.2756638800000001,62,1071.0,884,143,0.0012623380234799697,0.009477289,0.08857421875,0.0003,0.004049415234476328,610,-0.009287016734015196,0.7481590509414673,0.06978774070739746,0.2,-2.2574952334165572
129024,0.27365304,63,1071.0,884,145,0.0009836291972533217,0.0071862177,0.0890625,0.0003,0.013386582024395466,620,-0.005986983518232592,0.7452641129493713,0.11069667339324951,0.2,-2.2532973535358907
131072,0.27992248,64,1071.0,884,148,0.0011446385675299097,0.008045575,0.08955078125,0.0003,-0.007725007366389036,630,-0.00870815377566032,0.7411967515945435,0.1396617293357849,0.2,-2.2443063989281655
133120,0.28428191,65,1071.0,884,150,0.0011103114682555315,0.008671463,0.098779296875,0.0003,0.017570067197084427,640,-0.007720858484390192,0.7351877093315125,0.1164044737815857,0.2,-2.2285409018397333
135168,0.29568223,66,1071.0,884,152,0.0009619585140171694,0.006924147,0.072265625,0.0003,-0.01754084788262844,650,-0.007716608446207829,0.735519528388977,0.11163479089736938,0.2,-2.223858705163002
137216,0.29347765000000003,67,1071.0,884,155,0.0011103203318270972,0.008545592,0.075048828125,0.0003,0.00519226398319006,660,-0.005981561219959986,0.7276040315628052,0.1662067174911499,0.2,-2.211952967196703
139264,0.30901259000000003,68,1071.0,884,157,0.0013139917489752406,0.008696491,0.1033203125,0.0003,-0.0010015612933784723,670,-0.008979717863257974,0.7186031341552734,0.18420308828353882,0.2,-2.18883353844285
141312,0.31688048,69,1071.0,884,159,0.0014051379854208789,0.008805526,0.0927734375,0.0003,-0.02943543717265129,680,-0.005493983678752557,0.7173800468444824,0.13521838188171387,0.2,-2.174897588044405
143360,0.32927228999999997,70,1071.0,884,162,0.0010235082816507201,0.0072911754,0.10361328125,0.0003,-0.0036843682173639536,690,-0.008789932419313118,0.7138534188270569,0.06791871786117554,0.2,-2.1674939304590226
145408,0.33251025,71,1071.0,884,164,0.0012316934793489055,0.0074820165,0.08115234375,0.0003,-0.011076495982706547,700,-0.007196323966491036,0.717448353767395,0.16774123907089233,0.2,-2.1722511298954488
147456,0.34194564,72,1071.0,884,166,0.0013940478705990246,0.01115213,0.09931640625,0.0003,-0.003753376891836524,710,-0.008083387126680464,0.7126325368881226,0.15886235237121582,0.2,-2.1663839161396026
149504,0.35904083,73,1071.0,883,169,0.0010979246180795599,0.008880476,0.08662109375,0.0003,-0.02306765504181385,720,-0.006762242535478436,0.7134894728660583,0.18590885400772095,0.2,-2.1625119812786577
