time/total_timesteps,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed,train/value_loss,train/approx_kl,train/clip_fraction,train/learning_rate,train/loss,train/n_updates,train/policy_gradient_loss,train/std,train/explained_variance,train/clip_range,train/entropy_loss
151552,0.36915575000000006,74,1071.0,883,171,0.0011165216896188213,0.00733964,0.073193359375,0.0003,0.008674748241901398,730,-0.006439398642396554,0.7128824591636658,0.12211787700653076,0.2,-2.1620685420930386
153600,0.3774214800000001,75,1071.0,883,173,0.001193113701629045,0.009892834,0.100439453125,0.0003,0.007586055900901556,740,-0.006313798174960539,0.7055949568748474,0.18349534273147583,0.2,-2.1508032500743868
155648,0.38538972,76,1071.0,883,176,0.0009473223795794184,0.008397568,0.091455078125,0.0003,-0.008232640102505684,750,-0.00815878689463716,0.6996872425079346,0.1395854353904724,0.2,-2.131303521990776
157696,0.39172359,77,1071.0,883,178,0.0012272870483684528,0.009404378,0.08232421875,0.0003,-0.009123417548835278,760,-0.006968745269114151,0.6871787309646606,0.18178600072860718,0.2,-2.1036207646131517
159744,0.41185844000000005,78,1071.0,883,180,0.0011184439617863973,0.008897548,0.113623046875,0.0003,-0.008247957564890385,770,-0.010303273459430783,0.6880892515182495,0.029883265495300293,0.2,-2.0893265455961227
161792,0.4281361,79,1071.0,883,183,0.0011023078920516128,0.009910536,0.103076171875,0.0003,0.0018953601829707623,780,-0.010226516480906866,0.6850480437278748,0.14363759756088257,0.2,-2.0855553723871707
163840,0.4222191899999999,80,1071.0,884,185,0.0012859437780207371,0.008431431,0.115673828125,0.0003,0.0006425549509003758,790,-0.007208480744156987,0.6872165203094482,0.10899919271469116,0.2,-2.0840877279639245
165888,0.43793111999999995,81,1071.0,884,187,0.0009210217651343556,0.009299148,0.107568359375,0.0003,-0.04249056801199913,800,-0.009264332943712362,0.6802104711532593,0.11381834745407104,0.2,-2.0775952145457266
167936,0.4596149,82,1071.0,884,189,0.0010714598713093438,0.009310589,0.120556640625,0.0003,-0.021105404943227768,810,-0.010027504853496794,0.6712396144866943,0.2439481019973755,0.2,-2.053494942188263
169984,0.47418435,83,1071.0,884,192,0.00130163110770809,0.008951765,0.089501953125,0.0003,0.003788203466683626,820,-0.006595907305018045,0.6611734628677368,0.14268791675567627,0.2,-2.0247732758522035
172032,0.48585423000000005,84,1071.0,884,194,0.0010704928661652957,0.0137964515,0.1005859375,0.0003,0.0007062148069962859,830,-0.008599334134487435,0.6564933657646179,0.16674596071243286,0.2,-2.0017951767891646
174080,0.49205287,85,1071.0,884,196,0.0012682505363045492,0.008883364,0.09658203125,0.0003,0.0037711034528911114,840,-0.006979795973165892,0.6499331593513489,0.11943316459655762,0.2,-1.985085877776146
176128,0.4947206800000001,86,1071.0,884,199,0.0013312769197000307,0.009303672,0.10283203125,0.0003,0.0346071682870388,850,-0.009338784153806045,0.6607758402824402,0.1429387331008911,0.2,-1.994276825338602
178176,0.5129006500000001,87,1071.0,884,201,0.001090512307746394,0.009133556,0.11123046875,0.0003,-0.012617364525794983,860,-0.006831371079897508,0.6591494083404541,0.1558246612548828,0.2,-2.005671666562557
180224,0.51655446,88,1071.0,884,203,0.0012924354608912837,0.010075329,0.10107421875,0.0003,-0.005363814998418093,870,-0.007645521480299067,0.6573517322540283,0.13400155305862427,0.2,-1.999926468729973
182272,0.53264207,89,1071.0,884,206,0.0012613511686140554,0.013249528,0.11240234375,0.0003,-0.01739419810473919,880,-0.011217976719490253,0.6597058773040771,0.21938848495483398,0.2,-2.001361009851098
184320,0.5506472600000001,90,1071.0,884,208,0.0012594516525496146,0.0105043445,0.11591796875,0.0003,0.02192716859281063,890,-0.010391275704023428,0.6595499515533447,0.19802826642990112,0.2,-2.0034132905304434
186368,0.56590317,91,1071.0,884,210,0.0013966760385301312,0.011258826,0.097900390625,0.0003,-0.005170152988284826,900,-0.00672928778512869,0.6529346704483032,0.2161637544631958,0.2,-1.990625749900937
188416,0.57694335,92,1071.0,884,213,0.0013463284039971768,0.008957528,0.106884765625,0.0003,0.012793692760169506,910,-0.010843350103823469,0.6517201662063599,0.19094395637512207,0.2,-1.9779829181730748
190464,0.58719257,93,1071.0,884,215,0.0012372319930364028,0.016634628,0.12880859375,0.0003,0.015049676410853863,920,-0.008440873440122232,0.6469672918319702,0.21609628200531006,0.2,-1.9679951455444098
192512,0.5931135,94,1071.0,884,217,0.0013602343604361522,0.010838814,0.10322265625,0.0003,-0.0016848113154992461,930,-0.008111916139023378,0.6371933817863464,0.18423855304718018,0.2,-1.9433279201388358
194560,0.60211667,95,1071.0,884,219,0.0013975908212159993,0.00990128,0.11357421875,0.0003,0.015702594071626663,940,-0.0064190531353233386,0.630196213722229,0.25379157066345215,0.2,-1.9192879125475883
196608,0.6111207000000001,96,1071.0,884,222,0.001139804349259066,0.012237481,0.1103515625,0.0003,-0.006752250716090202,950,-0.009033648445620202,0.6237692832946777,0.15898483991622925,0.2,-1.8982607156038285
198656,0.6162022300000001,97,1071.0,884,224,0.001079362637756276,0.00956971,0.121533203125,0.0003,-0.022090163081884384,960,-0.008610149947344325,0.6235263347625732,0.17771923542022705,0.2,-1.8889643382281065
200704,0.63107725,98,1071.0,884,226,0.0012085050981113453,0.008540947,0.11591796875,0.0003,-0.005281342193484306,970,-0.005981450719991699,0.6219277381896973,0.17390906810760498,0.2,-1.8836979500949382
202752,0.65326697,99,1071.0,884,229,0.0013114876444888068,0.008934077,0.118212890625,0.0003,-0.007903524674475193,980,-0.007946060865651815,0.6149530410766602,0.22720211744308472,0.2,-1.86908369846642
204800,0.66803082,100,1071.0,884,231,0.0016653448414217565,0.011883896,0.131298828125,0.0003,-0.020612452179193497,990,-0.009382852919225115,0.6064324378967285,0.26896899938583374,0.2,-1.8441558845341206
206848,0.68355865,101,1071.0,884,233,0.001694400453925482,0.011309262,0.118798828125,0.0003,-0.03400353342294693,1000,-0.007950138923479243,0.6041003465652466,0.28251248598098755,0.2,-1.8277456555515528
208896,0.68341412,102,1071.0,884,236,0.0013861173087207136,0.010086638,0.124267578125,0.0003,-0.020594093948602676,1010,-0.007228590281738434,0.6054182052612305,0.16251277923583984,0.2,-1.8253204103559255
210944,0.68798985,103,1071.0,884,238,0.0013102497414365644,0.0108248675,0.1203125,0.0003,0.03546622395515442,1020,-0.009291575706447475,0.5971434116363525,0.16357803344726562,0.2,-1.8146754901856184
212992,0.69274614,104,1071.0,884,240,0.001442408851653454,0.0093935225,0.1150390625,0.0003,-0.021981405094265938,1030,-0.0083820560190361,0.5925112962722778,0.16176587343215942,0.2,-1.7941325891762971
215040,0.70882791,105,1071.0,884,243,0.00145440373216843,0.013241771,0.13017578125,0.0003,-0.01561597641557455,1040,-0.010770786664215848,0.5946164727210999,0.1807774305343628,0.2,-1.7884896218776702
217088,0.7109997200000002,106,1071.0,884,245,0.0015732023734017276,0.007925118,0.0810546875,0.0003,-0.01832536607980728,1050,-0.005205065106565598,0.5885413885116577,0.20394116640090942,0.2,-1.7831852335482836
219136,0.7178884500000001,107,1071.0,884,247,0.001213799677316274,0.00898988,0.1240234375,0.0003,-0.0051557947881519794,1060,-0.006222501970478333,0.5835662484169006,0.2393208146095276,0.2,-1.760811300575733
221184,0.7292644200000001,108,1071.0,884,250,0.0011610885658228653,0.010381608,0.14853515625,0.0003,0.015509936027228832,1070,-0.006253641948569566,0.5815600156784058,0.24684125185012817,0.2,-1.7516901321709155
223232,0.73735593,109,1071.0,884,252,0.001160789745154034,0.010224743,0.13134765625,0.0003,-0.01787073351442814,1080,-0.005106267771043349,0.5741090178489685,0.21859878301620483,0.2,-1.7347485590726137
225280,0.7465928900000002,110,1071.0,884,254,0.0012964877885679015,0.0145947365,0.130126953125,0.0003,-0.016711538657546043,1090,-0.007542423438280821,0.5655309557914734,0.2066459059715271,0.2,-1.7057764284312724
227328,0.7503110100000002,111,1071.0,884,256,0.0016332111690644524,0.0128302425,0.131640625,0.0003,-0.010297001339495182,1100,-0.010667671539704316,0.5689501762390137,0.2538111209869385,0.2,-1.7013640157878398
229376,0.7704014100000001,112,1071.0,884,259,0.0014944705881134723,0.009652589,0.12666015625,0.0003,-0.026947781443595886,1110,-0.009721698888461106,0.5692980289459229,0.2976415753364563,0.2,-1.7095723100006581
231424,0.7751164500000001,113,1071.0,884,261,0.0013725562313993578,0.011927133,0.124755859375,0.0003,-0.0005314415320754051,1120,-0.005934108134533744,0.5636226534843445,0.1928267478942871,0.2,-1.6958263363689183
233472,0.7802987900000001,114,1071.0,884,263,0.0012912018619317678,0.007252436,0.1033203125,0.0003,-0.03303546458482742,1130,-0.006962530108285137,0.5558747053146362,0.18355154991149902,0.2,-1.6730856191366912
235520,0.7859160799999999,115,1071.0,884,266,0.001135654880636139,0.010474876,0.1189453125,0.0003,-0.015975546091794968,1140,-0.006616477761417628,0.5465912818908691,0.18322497606277466,0.2,-1.6439288284629583
237568,0.8053053,116,1071.0,884,268,0.0013086003797070588,0.012631098,0.13388671875,0.0003,-0.027968639507889748,1150,-0.009470939467428252,0.5434924960136414,0.24296408891677856,0.2,-1.6205354869365691
239616,0.81074874,117,1071.0,884,270,0.0015757191358716227,0.014901318,0.151171875,0.0003,-0.002846036572009325,1160,-0.012519185128621758,0.535347580909729,0.25135886669158936,0.2,-1.599419103190303
241664,0.8211676499999999,118,1071.0,884,273,0.00114976062795904,0.012976385,0.130615234375,0.0003,-0.00239422800950706,1170,-0.006948350547463633,0.5315924286842346,0.2508087754249573,0.2,-1.5794625759124756
243712,0.82762777,119,1071.0,884,275,0.001403069865591533,0.010233901,0.13125,0.0003,-0.031620196998119354,1180,-0.010066163504961877,0.5195496082305908,0.18506193161010742,0.2,-1.546952784433961
245760,0.8333474700000001,120,1071.0,884,277,0.0012753753459037397,0.012834161,0.13974609375,0.0003,-0.030689219012856483,1190,-0.01098048938147258,0.5115968585014343,0.2716830372810364,0.2,-1.5095873214304447
247808,0.8347419400000001,121,1071.0,885,280,0.0013991684985739995,0.012973783,0.118798828125,0.0003,-0.030409784987568855,1200,-0.005882116821157979,0.513695478439331,0.25895941257476807,0.2,-1.4999184388667346
249856,0.83687017,122,1071.0,885,282,0.001337654673079669,0.010510158,0.141748046875,0.0003,-0.008987640030682087,1210,-0.006111475729267113,0.5105063319206238,0.2699601650238037,0.2,-1.4967099621891975
251904,0.85390873,123,1071.0,885,284,0.0013376177548707346,0.012873866,0.125634765625,0.0003,0.012380854226648808,1220,-0.004680148145416752,0.510723352432251,0.2615312933921814,0.2,-1.4919615861028432
253952,0.8635160999999999,124,1071.0,885,286,0.001488636749490979,0.016250942,0.136181640625,0.0003,-0.016961555927991867,1230,-0.00867413119703997,0.5000654458999634,0.27257388830184937,0.2,-1.4698203712701798
256000,0.8659255200000001,125,1071.0,885,289,0.0013750937685472308,0.008552836,0.125,0.0003,-0.008667590096592903,1240,-0.007007367754704319,0.5015751719474792,0.3187015652656555,0.2,-1.4535036150366067
258048,0.87546987,126,1071.0,885,291,0.0013132149331795517,0.016686063,0.152587890625,0.0003,0.008420982398092747,1250,-0.008466485695680603,0.4971469044685364,0.28276675939559937,0.2,-1.4466011010110378
260096,0.88886306,127,1071.0,884,293,0.001218821684960858,0.011928521,0.144873046875,0.0003,0.0032568590249866247,1260,-0.006876761915918905,0.5011293888092041,0.16583406925201416,0.2,-1.4459433611482382
262144,0.8987997599999998,128,1071.0,884,296,0.0013436917261060444,0.012106246,0.14140625,0.0003,-0.02190074697136879,1270,-0.006503124049049802,0.5022280812263489,0.2736179232597351,0.2,-1.4543525967746973
264192,0.9055816799999999,129,1071.0,885,298,0.00132502805263357,0.011118883,0.136767578125,0.0003,-0.010554417967796326,1280,-0.005433462819200941,0.5008448362350464,0.30939310789108276,0.2,-1.456443190574646
266240,0.91371096,130,1071.0,885,300,0.0012720975986667328,0.015260628,0.1640625,0.0003,0.0030561350286006927,1290,-0.008220401854487136,0.498279333114624,0.3049445152282715,0.2,-1.4480471979826688
268288,0.91972493,131,1071.0,885,303,0.0009857247866420949,0.0122845415,0.1529296875,0.0003,-0.02578924223780632,1300,-0.007023018001927994,0.4949248433113098,0.16506916284561157,0.2,-1.4321332477033137
270336,0.9298399199999998,132,1071.0,885,305,0.00103567398400628,0.009784954,0.1302734375,0.0003,0.0036591021344065666,1310,-0.007197670915047638,0.4868772029876709,0.3219974637031555,0.2,-1.4082127902656794
272384,0.9399478499999999,133,1071.0,885,307,0.0014343312348501058,0.0102822,0.126220703125,0.0003,-0.022053362801671028,1320,-0.010122510438668542,0.48409903049468994,0.26998865604400635,0.2,-1.3886574033647776
274432,0.9355149800000001,134,1071.0,885,310,0.0016858130733453437,0.0136047015,0.1294921875,0.0003,0.010841159150004387,1330,-0.008169921371154487,0.47704583406448364,0.3080688714981079,0.2,-1.3630723658949138
276480,0.9494956000000002,135,1071.0,885,312,0.0013184515499233384,0.01512051,0.15576171875,0.0003,0.029062436893582344,1340,-0.005156825529411435,0.4759448766708374,0.2750372886657715,0.2,-1.3474078711122275
278528,0.9623117900000001,136,1071.0,885,314,0.0011323714546961129,0.011277478,0.12841796875,0.0003,0.0030587404035031796,1350,-0.006965734687400982,0.47436535358428955,0.20743662118911743,0.2,-1.3396838493645191
280576,0.9744068200000001,137,1071.0,885,316,0.0011568476533284412,0.011299314,0.121044921875,0.0003,-0.013374038971960545,1360,-0.0067851615982363,0.47151416540145874,0.24984610080718994,0.2,-1.3320031587034464
282624,0.9785804399999999,138,1071.0,885,319,0.0010599257389912963,0.01172409,0.1388671875,0.0003,0.014999084174633026,1370,-0.008519844873808325,0.4673149585723877,0.2079821228981018,0.2,-1.3156284391880035
284672,0.99152738,139,1071.0,885,321,0.001501357696542982,0.0137596885,0.145556640625,0.0003,-0.011401671916246414,1380,-0.008156795270042493,0.46297687292099,0.21865594387054443,0.2,-1.2972411915659905
286720,1.00293877,140,1071.0,885,323,0.0013639485450767097,0.020991685,0.1640625,0.0003,-0.01391039788722992,1390,-0.007577152553130873,0.45339876413345337,0.2603827714920044,0.2,-1.2655820682644845
288768,1.0075804,141,1071.0,885,326,0.0011707173034665175,0.012161294,0.174560546875,0.0003,0.012090143747627735,1400,-0.008346684453135822,0.4468913674354553,0.21245896816253662,0.2,-1.2306545536965132
290816,1.00878215,142,1071.0,885,328,0.001393456772530044,0.015171502,0.13466796875,0.0003,0.04646452143788338,1410,-0.005670077027752995,0.4438134431838989,0.2883833646774292,0.2,-1.2105691630393267
292864,1.01236734,143,1071.0,885,330,0.001306675936029933,0.012914193,0.17255859375,0.0003,-0.023525699973106384,1420,-0.007819772043148987,0.4462093114852905,0.2986127734184265,0.2,-1.209770919382572
294912,1.01670935,144,1071.0,885,333,0.0013458146060656873,0.019446664,0.154931640625,0.0003,-0.006465914659202099,1430,-0.0074846498988335956,0.4459795355796814,0.30164849758148193,0.2,-1.21632647998631
296960,1.0213549700000002,145,1071.0,885,335,0.0013124086033712956,0.013424294,0.14560546875,0.0003,0.0002901260741055012,1440,-0.005762565616169013,0.44582754373550415,0.28882670402526855,0.2,-1.2135729245841502
299008,1.0307175800000001,146,1071.0,885,337,0.0013659983764227946,0.011633046,0.157470703125,0.0003,0.011202806606888771,1450,-0.0038890991709195077,0.4456231892108917,0.287373423576355,0.2,-1.215075022354722
301056,1.03396129,147,1071.0,885,340,0.0016248124151388766,0.013563807,0.134765625,0.0003,-0.012166637927293777,1460,-0.00888931251683971,0.4430595636367798,0.24343806505203247,0.2,-1.2085803855210542
303104,1.03264745,148,1071.0,885,342,0.001399929008584877,0.01460447,0.14443359375,0.0003,-0.0036757630296051502,1470,-0.004707165728905238,0.43868204951286316,0.24792253971099854,0.2,-1.1913400944322348
305152,1.03555732,149,1071.0,885,344,0.0013160066888303844,0.0113914795,0.140625,0.0003,-0.016945254057645798,1480,-0.006344514066586271,0.43590766191482544,0.21577531099319458,0.2,-1.177479062229395
307200,1.0425309099999998,150,1071.0,885,346,0.0012181450880234478,0.01681389,0.179150390625,0.0003,-0.0334574319422245,1490,-0.013211023513576947,0.4329761564731598,0.12424635887145996,0.2,-1.1616206973791123
309248,1.0423764599999998,151,1071.0,885,349,0.0012564453147206223,0.011452274,0.17275390625,0.0003,0.01679704338312149,1500,-0.005350415206339676,0.4311447739601135,0.2007349133491516,0.2,-1.1522682748734951
311296,1.03662375,152,1071.0,885,351,0.0015113495635887375,0.015621113,0.153466796875,0.0003,0.0008997020195238292,1510,-0.00786268219962949,0.42779451608657837,0.268322229385376,0.2,-1.1411921795457602
313344,1.04631847,153,1071.0,885,353,0.0013718612111915719,0.018404506,0.152001953125,0.0003,-0.035958241671323776,1520,-0.006891019834438339,0.4282245337963104,0.20327621698379517,0.2,-1.1352305073291062
315392,1.05810706,154,1071.0,885,356,0.0012595614973179182,0.010412835,0.150048828125,0.0003,-0.020050060003995895,1530,-0.0060964963340666145,0.4250596761703491,0.22881251573562622,0.2,-1.1290412787348032
317440,1.0759800400000001,155,1071.0,885,358,0.0013878497722544126,0.022704221,0.157763671875,0.0003,-0.0019388427026569843,1540,-0.004463914048392326,0.42513883113861084,0.27470409870147705,0.2,-1.124870652705431
319488,1.0859331499999998,156,1071.0,885,360,0.0012402021329762647,0.013585551,0.164013671875,0.0003,-0.0015531248645856977,1550,-0.00876662835071329,0.42537736892700195,0.25150197744369507,0.2,-1.1240367241203786
321536,1.0782757299999999,157,1071.0,885,362,0.0013506989349480135,0.016056683,0.15810546875,0.0003,0.0024848096072673798,1560,-0.008681495813652873,0.42042219638824463,0.2322077751159668,0.2,-1.1123750019818543
323584,1.08628153,158,1071.0,885,365,0.0011364148998836755,0.013927899,0.14462890625,0.0003,-0.003429234493523836,1570,-0.008979230633121916,0.4168946146965027,0.2035578489303589,0.2,-1.0947697475552558
325632,1.0915552999999998,159,1071.0,885,367,0.001119778974498331,0.016992886,0.152783203125,0.0003,0.005245924461632967,1580,-0.006639920396264642,0.4135487377643585,0.2834740877151489,0.2,-1.0759633667767048
327680,1.09517694,160,1071.0,886,369,0.0010616375582685577,0.012437226,0.151611328125,0.0003,0.006309053860604763,1590,-0.0070624419109663,0.41464710235595703,0.2916220426559448,0.2,-1.0737854044884443
329728,1.10799657,161,1071.0,886,372,0.0012146731560278567,0.0156161245,0.161865234375,0.0003,0.03513716161251068,1600,-0.00875115094531793,0.41458553075790405,0.24167442321777344,0.2,-1.0751593459397555
331776,1.11073581,162,1071.0,886,374,0.001470585202696384,0.011799563,0.151123046875,0.0003,-0.026863526552915573,1610,-0.00774747767864028,0.4088165760040283,0.3110038638114929,0.2,-1.0590475231409073
333824,1.1065467600000003,163,1071.0,886,376,0.0012842654594351188,0.015297903,0.1734375,0.0003,-0.01878729835152626,1620,-0.006602424214361235,0.4019097685813904,0.2784862518310547,0.2,-1.0288012452423572
335872,1.1109579600000001,164,1071.0,886,379,0.0011893419448824715,0.01866163,0.164013671875,0.0003,-0.009505216032266617,1630,-0.007239916012622416,0.39831963181495667,0.2204872965812683,0.2,-1.0029275137931108
337920,1.1089617299999999,165,1071.0,886,381,0.0013927009524195455,0.02254258,0.161572265625,0.0003,-0.010426892898976803,1640,-0.0022770152980228888,0.39932405948638916,0.2726518511772156,0.2,-0.9992391219362616
339968,1.11288304,166,1071.0,886,383,0.001323390053039475,0.01774928,0.18056640625,0.0003,-0.011556651443243027,1650,-0.005800371215445921,0.39771372079849243,0.33399635553359985,0.2,-0.9959787137806415
342016,1.12543617,167,1071.0,886,385,0.0013611023543489865,0.017750802,0.171630859375,0.0003,-0.013838239945471287,1660,-0.007163248906726949,0.39652615785598755,0.33835601806640625,0.2,-0.9905137956142426
344064,1.1234707899999998,168,1071.0,886,388,0.001287388136552181,0.020766437,0.177001953125,0.0003,-0.011866264045238495,1670,-0.007716102167614735,0.3943125009536743,0.2871047854423523,0.2,-0.9811166115105152
346112,1.12828144,169,1071.0,886,390,0.0010169456314542912,0.012704939,0.155224609375,0.0003,0.015486352145671844,1680,-0.005283023900119588,0.39069491624832153,0.19330942630767822,0.2,-0.966130718961358
348160,1.13541939,170,1071.0,886,392,0.0013993037315231049,0.019863091,0.16435546875,0.0003,-0.018893806263804436,1690,-0.00854990200314205,0.3878091275691986,0.2698326110839844,0.2,-0.9445949099957943
350208,1.1437317000000002,171,1071.0,886,395,0.0010151569666049908,0.016307145,0.194970703125,0.0003,-0.01870977133512497,1700,-0.007477011127048172,0.38138046860694885,0.2112194299697876,0.2,-0.9214532440528274
352256,1.1513447500000002,172,1071.0,886,397,0.0011248899774727761,0.016137738,0.17607421875,0.0003,-0.02457606792449951,1710,-0.007787247360101901,0.38083741068840027,0.23264819383621216,0.2,-0.906000210903585
354304,1.1687794500000002,173,1071.0,886,399,0.0012163402376245357,0.012968281,0.16875,0.0003,-0.010906994342803955,1720,-0.009270829890738241,0.37765565514564514,0.3354032635688782,0.2,-0.8940879251807928
356352,1.1819924300000002,174,1071.0,886,402,0.0012225536145706428,0.015943956,0.15126953125,0.0003,-0.020024562254548073,1730,-0.007622780068777502,0.37605586647987366,0.2490059733390808,0.2,-0.8823995027691126
358400,1.1963519099999997,175,1071.0,886,404,0.0014275642954089563,0.017311227,0.190576171875,0.0003,-0.007260438520461321,1740,-0.008118637170991861,0.37493473291397095,0.3167608380317688,0.2,-0.8746695220470428
360448,1.19526413,176,1071.0,886,406,0.0011735735766706056,0.013576524,0.183837890625,0.0003,-0.00016375741688534617,1750,-0.004224710812559351,0.3786472678184509,0.32570087909698486,0.2,-0.8839006736874581
362496,1.20575031,177,1071.0,885,409,0.0013465119118336588,0.016748378,0.17998046875,0.0003,-0.021324187517166138,1760,-0.0073836128955008466,0.37396010756492615,0.29796671867370605,0.2,-0.8797087091952562
364544,1.2092094199999999,178,1071.0,885,411,0.0013522938874302782,0.017929424,0.190673828125,0.0003,0.015632018446922302,1770,-0.005258749556378462,0.3691697120666504,0.3502241373062134,0.2,-0.853718407638371
366592,1.2089547899999997,179,1071.0,885,413,0.0011320040015561973,0.012926482,0.185400390625,0.0003,0.006033723242580891,1780,-0.004174160308321006,0.3671413064002991,0.32317054271698,0.2,-0.8358365656808019
368640,1.22167203,180,1071.0,885,416,0.0013200493680415094,0.017284974,0.223193359375,0.0003,-0.02134786918759346,1790,-0.00999065232463181,0.36477935314178467,0.3776695728302002,0.2,-0.8241544289514422
370688,1.22692814,181,1071.0,885,418,0.0013057404070423218,0.014126486,0.1701171875,0.0003,-0.009789438918232918,1800,-0.0077686695294687524,0.36474543809890747,0.2425917387008667,0.2,-0.8202907036989927
372736,1.23020258,182,1071.0,885,420,0.0013531226722989231,0.022400837,0.208349609375,0.0003,0.00637676939368248,1810,-0.0050213655704283156,0.3627281188964844,0.3397996425628662,0.2,-0.8119392905384302
374784,1.23311653,183,1071.0,885,423,0.0013399048375504208,0.013507079,0.1634765625,0.0003,-0.0017359338235110044,1820,-0.006568661096389405,0.3623795211315155,0.32900792360305786,0.2,-0.804535180516541
376832,1.24114518,184,1071.0,885,425,0.0012633345082576851,0.0171851,0.184912109375,0.0003,-0.00623033381998539,1830,-0.007862367085181177,0.36378371715545654,0.3574010729789734,0.2,-0.8103016093373299
378880,1.24833473,185,1071.0,885,427,0.0011010651825927198,0.016307808,0.225732421875,0.0003,-0.024716531857848167,1840,-0.008122623755480163,0.36146384477615356,0.3982270359992981,0.2,-0.8063534071668983
380928,1.25484045,186,1071.0,885,429,0.0013955999093013816,0.015078327,0.176708984375,0.0003,-0.006505480036139488,1850,-0.005253510555485263,0.36225008964538574,0.39679938554763794,0.2,-0.8032552979886531
382976,1.2638937,187,1071.0,886,432,0.0010963363525661406,0.021539679,0.208740234375,0.0003,-0.009748903103172779,1860,-0.008995675880578346,0.3574574291706085,0.28891557455062866,0.2,-0.7880314670503139
385024,1.2658993100000002,188,1071.0,886,434,0.001476186012951075,0.017202105,0.209814453125,0.0003,-0.030465031042695045,1870,-0.006253907378413715,0.3543317914009094,0.371703565120697,0.2,-0.7688747823238373
387072,1.27211184,189,1071.0,886,436,0.0012745770807669032,0.020753402,0.214208984375,0.0003,-0.023337073624134064,1880,-0.007914054274442606,0.3516308069229126,0.399503231048584,0.2,-0.7522536780685186
389120,1.2836657299999998,190,1071.0,886,439,0.001449442068769713,0.016752973,0.1923828125,0.0003,-0.002821885049343109,1890,-0.006256432883674279,0.3480542302131653,0.3453436493873596,0.2,-0.7357439301908016
391168,1.2882993999999999,191,1071.0,886,441,0.001397598294170166,0.014438913,0.18828125,0.0003,-0.0027151773683726788,1900,-0.006538164694211446,0.3449563980102539,0.3775825500488281,0.2,-0.7166191969066859
393216,1.29640212,192,1071.0,886,443,0.0014410973926715087,0.019416759,0.18388671875,0.0003,-0.033553916960954666,1910,-0.007928171515231952,0.3379409909248352,0.33695268630981445,0.2,-0.6853080734610557
395264,1.31297057,193,1071.0,886,446,0.0013987982247272157,0.020905234,0.186279296875,0.0003,-0.003115663304924965,1920,-0.006122598462388851,0.3356797695159912,0.3776931166648865,0.2,-0.6577663652598857
397312,1.31940786,194,1071.0,886,448,0.0016655351957524545,0.017474754,0.19228515625,0.0003,-0.0019638431258499622,1930,-0.007880425118491985,0.33160513639450073,0.3455861210823059,0.2,-0.6367485512048006
399360,1.3248559,195,1071.0,886,450,0.001197802520255209,0.015004706,0.201806640625,0.0003,-0.015334469266235828,1940,-0.0040151969500584524,0.3314248025417328,0.28716111183166504,0.2,-0.6257878046482801
401408,1.33401141,196,1071.0,886,452,0.001368374541925732,0.01826927,0.18603515625,0.0003,-0.038308318704366684,1950,-0.0052295683562988415,0.33254116773605347,0.3761237859725952,0.2,-0.6259069871157408
403456,1.3419770800000002,197,1071.0,886,455,0.001713201803249831,0.01829561,0.2134765625,0.0003,-0.01241474598646164,1960,-0.008767132903449238,0.3280988931655884,0.3723730444908142,0.2,-0.6169542845338583
405504,1.35724187,198,1071.0,886,457,0.0014827524504653412,0.016938988,0.18544921875,0.0003,-0.017278295010328293,1970,-0.007026046252576634,0.3263489007949829,0.32109540700912476,0.2,-0.5994607836008072
407552,1.3615813599999997,199,1071.0,886,459,0.0014975102063544909,0.013359744,0.175244140625,0.0003,-0.028686119243502617,1980,-0.0036220744281308726,0.32347971200942993,0.3382752537727356,0.2,-0.5825045108795166
409600,1.3693360199999998,200,1071.0,886,462,0.0012511922484918613,0.015178775,0.164013671875,0.0003,0.001923435484059155,1990,-0.0073171584983356295,0.3225630521774292,0.3883536458015442,0.2,-0.5726146269589663
411648,1.3849302899999996,201,1071.0,886,464,0.001356595534889493,0.01935663,0.22861328125,0.0003,-0.03418736159801483,2000,-0.007559564834809862,0.3226158618927002,0.4116273522377014,0.2,-0.5703025341033936
413696,1.3963271099999996,202,1071.0,886,466,0.0012652280203838018,0.022010595,0.210498046875,0.0003,-0.015387835912406445,2010,-0.010145316217676736,0.3191105127334595,0.29623252153396606,0.2,-0.5591580536216497
415744,1.4094377699999998,203,1071.0,886,468,0.0013668062860233477,0.015824778,0.171630859375,0.0003,-0.010823966935276985,2020,-0.006033732817741111,0.31646883487701416,0.30398356914520264,0.2,-0.542937121912837
417792,1.4217505099999999,204,1071.0,886,471,0.0014606828073738143,0.016316025,0.196923828125,0.0003,0.00950445607304573,2030,-0.0027461487305117773,0.3121548891067505,0.38103437423706055,0.2,-0.5193581081926822
419840,1.42590101,205,1071.0,886,473,0.0014957428065827116,0.020082297,0.2130859375,0.0003,-0.017787203192710876,2040,-0.006989749835338443,0.3131473660469055,0.3952372670173645,0.2,-0.5096237454563379
421888,1.4328179699999999,206,1071.0,887,475,0.0014354937889947904,0.02173131,0.202685546875,0.0003,-0.022569701075553894,2050,-0.007612927960872184,0.31136855483055115,0.2584882378578186,0.2,-0.5065079275518656
