time/iterations,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/std,train/entropy_loss,train/loss,train/policy_gradient_loss,train/value_loss,train/n_updates,train/clip_range,train/clip_fraction,train/approx_kl,train/learning_rate,train/explained_variance
1,2048,1068,0.06311966666666666,1,206.0,,,,,,,,,,,
2,4096,970,0.049125210526315785,4,206.0,1.0004091262817383,-2.8371949426829817,0.013021637685596943,-0.006347562806331553,0.012743856457382208,10,0.2,0.053369140625,0.005048367,0.0003,-31.443477630615234
3,6144,960,0.05090413793103449,6,206.0,0.992497444152832,-2.828506702184677,-0.009511113166809082,-0.004023541748756543,0.0019556944989744807,20,0.2,0.02001953125,0.00405149,0.0003,-3.9835081100463867
4,8192,956,0.04917807692307693,8,206.0,0.9837449789047241,-2.813568238168955,-0.0029754515271633863,-0.0077224846085300666,0.0011350378159477258,30,0.2,0.04521484375,0.0057595847,0.0003,-1.2901475429534912
5,10240,951,0.06088087755102041,10,206.0,0.9813182353973389,-2.801125369220972,-0.003100883448496461,-0.005818779848050326,0.0008069773753049958,40,0.2,0.039697265625,0.005305502,0.0003,-0.646034836769104
6,12288,948,0.06834838983050846,12,206.0,0.9766097664833069,-2.7937037274241447,0.005414019338786602,-0.006322143875877373,0.0006043239888640529,50,0.2,0.047119140625,0.005838442,0.0003,-0.31973934173583984
