time/fps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/loss,train/clip_range,train/explained_variance,train/n_updates,train/entropy_loss,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/value_loss,train/std
1899,1,-0.06195799999999999,989.0,20480,10,,,,,,,,,,,
1603,2,-0.06858785,989.0,40960,25,-0.017267972230911255,0.2,-26.960765838623047,10,-2.8448792805522682,0.0003,0.0029562027,-0.0009707053363672458,0.0230859375,0.009499570217740257,1.0073161125183105
1537,3,-0.05837641666666668,989.0,61440,39,0.00011970038758590817,0.2,-0.6831128597259521,20,-2.822731401771307,0.0003,0.004661237,-0.0012933851197885816,0.0358447265625,0.0020893172392243285,0.992664098739624
1509,4,-0.0439509625,989.0,81920,54,0.010295064188539982,0.2,0.06377524137496948,30,-2.812707288712263,0.0003,0.0047999886,-0.0018688124592881649,0.044453125,0.0014291349067025293,0.9851177930831909
1494,5,-0.02431187,989.0,102400,68,-0.005004247184842825,0.2,0.12343627214431763,40,-2.794762758538127,0.0003,0.004450644,-0.00047077607960090975,0.0425,0.0010645081828806724,0.975145697593689
1481,6,0.0011344700000000029,989.0,122880,82,0.027065861970186234,0.2,0.13679921627044678,50,-2.7774960678070784,0.0003,0.005432563,-0.0015877275919774546,0.0496484375,0.0009005508641439519,0.971533477306366
1469,7,0.02776592,989.0,143360,97,-0.001283678924664855,0.2,0.08893781900405884,60,-2.7607003094255926,0.0003,0.0050721434,-0.0017470476999005768,0.046796875,0.0008545249496182806,0.9610400795936584
1464,8,0.06698032999999999,989.0,163840,111,-0.016447339206933975,0.2,0.07488667964935303,70,-2.761375020816922,0.0003,0.004759022,-0.0013978587090969087,0.0462060546875,0.000676589344320746,0.9627689123153687
1463,9,0.08926459999999999,989.0,184320,125,-0.021258343011140823,0.2,0.036930739879608154,80,-2.752173322290182,0.0003,0.0063102776,-3.6432622873689976e-05,0.0749951171875,0.000584299108322739,0.9566643834114075
1459,10,0.10802514,989.0,204800,140,0.02433042600750923,0.2,0.0298537015914917,90,-2.733103948533535,0.0003,0.007952628,-9.944745834218338e-06,0.078095703125,0.0005570679572610971,0.9475708603858948
1456,11,0.11884011000000001,989.0,225280,154,0.032584257423877716,0.2,0.027451634407043457,100,-2.7056522320955994,0.0003,0.0080366,0.0006990893575130031,0.0894775390625,0.0005352451691669558,0.932661235332489
1453,12,0.13983504,989.0,245760,169,0.009894791059195995,0.2,-0.0031671524047851562,110,-2.684689995646477,0.0003,0.0052941823,-0.0008096363868389745,0.0538671875,0.0005284301570236494,0.9260662198066711
1451,13,0.14226094999999997,989.0,266240,183,0.00032688427018001676,0.2,0.01657801866531372,120,-2.6838858891278505,0.0003,0.0070545757,-0.0011343883743393235,0.066923828125,0.0005134940964762791,0.924567699432373
